r[σ]         g_ii        
 3.01348e+01  4.00662e-08
 3.01717e+01  3.96911e-08
 3.02086e+01  3.93204e-08
 3.02456e+01  3.89540e-08
 3.02825e+01  3.85919e-08
 3.03194e+01  3.82339e-08
 3.03563e+01  3.78802e-08
 3.03933e+01  3.75305e-08
 3.04302e+01  3.71849e-08
 3.04671e+01  3.68433e-08
 3.05041e+01  3.65057e-08
 3.05410e+01  3.61720e-08
 3.05779e+01  3.58422e-08
 3.06149e+01  3.55161e-08
 3.06518e+01  3.51939e-08
 3.06887e+01  3.48754e-08
 3.07256e+01  3.45606e-08
 3.07626e+01  3.42494e-08
 3.07995e+01  3.39418e-08
 3.08364e+01  3.36378e-08
 3.08734e+01  3.33373e-08
 3.09103e+01  3.30403e-08
 3.09472e+01  3.27468e-08
 3.09842e+01  3.24566e-08
 3.10211e+01  3.21698e-08
 3.10580e+01  3.18863e-08
 3.10949e+01  3.16062e-08
 3.11319e+01  3.13293e-08
 3.11688e+01  3.10556e-08
 3.12057e+01  3.07851e-08
 3.12427e+01  3.05177e-08
 3.12796e+01  3.02534e-08
 3.13165e+01  2.99923e-08
 3.13535e+01  2.97341e-08
 3.13904e+01  2.94790e-08
 3.14273e+01  2.92268e-08
 3.14642e+01  2.89776e-08
 3.15012e+01  2.87312e-08
 3.15381e+01  2.84878e-08
 3.15750e+01  2.82471e-08
 3.16120e+01  2.80093e-08
 3.16489e+01  2.77742e-08
 3.16858e+01  2.75418e-08
 3.17228e+01  2.73121e-08
 3.17597e+01  2.70852e-08
 3.17966e+01  2.68608e-08
 3.18335e+01  2.66392e-08
 3.18705e+01  2.64200e-08
 3.19074e+01  2.62035e-08
 3.19443e+01  2.59895e-08
 3.19813e+01  2.57780e-08
 3.20182e+01  2.55690e-08
 3.20551e+01  2.53625e-08
 3.20920e+01  2.51585e-08
 3.21290e+01  2.49569e-08
 3.21659e+01  2.47576e-08
 3.22028e+01  2.45608e-08
 3.22398e+01  2.43663e-08
 3.22767e+01  2.41742e-08
 3.23136e+01  2.39843e-08
 3.23506e+01  2.37967e-08
 3.23875e+01  2.36113e-08
 3.24244e+01  2.34282e-08
 3.24613e+01  2.32472e-08
 3.24983e+01  2.30684e-08
 3.25352e+01  2.28917e-08
 3.25721e+01  2.27171e-08
 3.26091e+01  2.25446e-08
 3.26460e+01  2.23741e-08
 3.26829e+01  2.22057e-08
 3.27199e+01  2.20393e-08
 3.27568e+01  2.18748e-08
 3.27937e+01  2.17124e-08
 3.28306e+01  2.15519e-08
 3.28676e+01  2.13935e-08
 3.29045e+01  2.12369e-08
 3.29414e+01  2.10823e-08
 3.29784e+01  2.09296e-08
 3.30153e+01  2.07789e-08
 3.30522e+01  2.06300e-08
 3.30892e+01  2.04831e-08
 3.31261e+01  2.03381e-08
 3.31630e+01  2.01949e-08
 3.31999e+01  2.00535e-08
 3.32369e+01  1.99141e-08
 3.32738e+01  1.97763e-08
 3.33107e+01  1.96404e-08
 3.33477e+01  1.95061e-08
 3.33846e+01  1.93737e-08
 3.34215e+01  1.92428e-08
 3.34585e+01  1.91137e-08
 3.34954e+01  1.89861e-08
 3.35323e+01  1.88602e-08
 3.35692e+01  1.87358e-08
 3.36062e+01  1.86129e-08
 3.36431e+01  1.84916e-08
 3.36800e+01  1.83718e-08
 3.37170e+01  1.82536e-08
 3.37539e+01  1.81368e-08
 3.37908e+01  1.80216e-08
 3.38278e+01  1.79079e-08
 3.38647e+01  1.77958e-08
 3.39016e+01  1.76852e-08
 3.39385e+01  1.75762e-08
 3.39755e+01  1.74688e-08
 3.40124e+01  1.73630e-08
 3.40493e+01  1.72588e-08
 3.40863e+01  1.71561e-08
 3.41232e+01  1.70550e-08
 3.41601e+01  1.69554e-08
 3.41971e+01  1.68575e-08
 3.42340e+01  1.67609e-08
 3.42709e+01  1.66659e-08
 3.43078e+01  1.65723e-08
 3.43448e+01  1.64801e-08
 3.43817e+01  1.63891e-08
 3.44186e+01  1.62995e-08
 3.44556e+01  1.62111e-08
 3.44925e+01  1.61239e-08
 3.45294e+01  1.60378e-08
 3.45664e+01  1.59529e-08
 3.46033e+01  1.58690e-08
 3.46402e+01  1.57863e-08
 3.46771e+01  1.57047e-08
 3.47141e+01  1.56242e-08
 3.47510e+01  1.55449e-08
 3.47879e+01  1.54668e-08
 3.48249e+01  1.53900e-08
 3.48618e+01  1.53145e-08
 3.48987e+01  1.52404e-08
 3.49356e+01  1.51678e-08
 3.49726e+01  1.50966e-08
 3.50095e+01  1.50270e-08
 3.50464e+01  1.49589e-08
 3.50834e+01  1.48923e-08
 3.51203e+01  1.48271e-08
 3.51572e+01  1.47634e-08
 3.51942e+01  1.47010e-08
 3.52311e+01  1.46400e-08
 3.52680e+01  1.45802e-08
 3.53049e+01  1.45216e-08
 3.53419e+01  1.44640e-08
 3.53788e+01  1.44075e-08
 3.54157e+01  1.43519e-08
 3.54527e+01  1.42971e-08
 3.54896e+01  1.42431e-08
 3.55265e+01  1.41899e-08
 3.55635e+01  1.41373e-08
 3.56004e+01  1.40854e-08
 3.56373e+01  1.40341e-08
 3.56742e+01  1.39835e-08
 3.57112e+01  1.39336e-08
 3.57481e+01  1.38845e-08
 3.57850e+01  1.38364e-08
 3.58220e+01  1.37895e-08
 3.58589e+01  1.37439e-08
 3.58958e+01  1.37000e-08
 3.59328e+01  1.36579e-08
 3.59697e+01  1.36177e-08
 3.60066e+01  1.35795e-08
 3.60435e+01  1.35430e-08
 3.60805e+01  1.35081e-08
 3.61174e+01  1.34746e-08
 3.61543e+01  1.34425e-08
 3.61913e+01  1.34115e-08
 3.62282e+01  1.33816e-08
 3.62651e+01  1.33526e-08
 3.63021e+01  1.33244e-08
 3.63390e+01  1.32970e-08
 3.63759e+01  1.32702e-08
 3.64128e+01  1.32440e-08
 3.64498e+01  1.32182e-08
 3.64867e+01  1.31929e-08
 3.65236e+01  1.31679e-08
 3.65606e+01  1.31434e-08
 3.65975e+01  1.31191e-08
 3.66344e+01  1.30952e-08
 3.66714e+01  1.30716e-08
 3.67083e+01  1.30483e-08
 3.67452e+01  1.30253e-08
 3.67821e+01  1.30028e-08
 3.68191e+01  1.29805e-08
 3.68560e+01  1.29587e-08
 3.68929e+01  1.29372e-08
 3.69299e+01  1.29162e-08
