# atom Cu1 T=1.0 eV, r_i=1.21, Zbar (TFDW) =2.667 , solve_err=1.092e-08
#  r/r_i 				 gii(r/r_i) 				 gie(r/r_i) 				 gee(r/r_i)
6.500000000000000222e-01 3.344148265616686544e-03 1.181446659152121992e+00 5.841343462318134838e-01
6.600000000000000311e-01 4.293665081399056227e-03 1.164888150862415372e+00 5.927473226618028557e-01
6.700000000000000400e-01 5.455519619656512553e-03 1.149233761014677668e+00 6.012894066601652820e-01
6.800000000000000488e-01 6.863154678736882452e-03 1.134437172124054927e+00 6.097568836545084192e-01
6.900000000000000577e-01 8.552385666238837558e-03 1.120454948861401290e+00 6.181451681511562768e-01
7.000000000000000666e-01 1.056128181638427144e-02 1.107246322540575534e+00 6.264506846151784991e-01
7.099999999999999645e-01 1.292963204556962786e-02 1.094772993702259889e+00 6.346691267652375679e-01
7.199999999999999734e-01 1.569874721706110421e-02 1.082998951226605833e+00 6.427971293122561880e-01
7.299999999999999822e-01 1.891074528882563666e-02 1.071890306414765348e+00 6.508307157128935261e-01
7.399999999999999911e-01 2.260831403632101999e-02 1.061415140776268640e+00 6.587667910679187999e-01
7.500000000000000000e-01 2.683384144816547412e-02 1.051543366206907582e+00 6.666017508291669502e-01
7.600000000000000089e-01 3.162919148777254552e-02 1.042246596526760438e+00 6.743328195029316685e-01
7.700000000000000178e-01 3.703471675802050278e-02 1.033498029272427177e+00 6.819567978948136711e-01
7.800000000000000266e-01 4.308910658691511575e-02 1.025272336894797576e+00 6.894712679131697053e-01
7.900000000000000355e-01 4.982832410839688198e-02 1.017545566435984705e+00 6.968734599031215504e-01
8.000000000000000444e-01 5.728558556713692074e-02 1.010295046981338096e+00 7.041613404509646790e-01
8.100000000000000533e-01 6.549026304150673550e-02 1.003499304115677226e+00 7.113325844939859532e-01
8.200000000000000622e-01 7.446804693240538509e-02 9.971379807968693276e-01 7.183855603514712751e-01
8.300000000000000711e-01 8.423984947355778186e-02 9.911917640124487949e-01 7.253183938027701894e-01
8.399999999999999689e-01 9.482219033593186630e-02 9.856423167290427889e-01 7.321298624146346246e-01
8.499999999999999778e-01 1.062261263618671236e-01 9.804722146216194867e-01 7.388185407885953238e-01
8.599999999999999867e-01 1.184578850402526751e-01 9.756648871730763117e-01 7.453836145137796576e-01
8.699999999999999956e-01 1.315178344089563689e-01 9.712045627396771463e-01 7.518240974272025756e-01
8.800000000000000044e-01 1.454013729202449090e-01 9.670762172406557333e-01 7.581395740985960030e-01
8.900000000000000133e-01 1.600979419563923756e-01 9.632655261644041955e-01 7.643294812926355597e-01
9.000000000000000222e-01 1.755921651843157516e-01 9.597588196060407029e-01 7.703937867147996332e-01
9.100000000000000311e-01 1.918628960843908882e-01 9.565430401145875727e-01 7.763323279732393667e-01
9.200000000000000400e-01 2.088845867359465647e-01 9.536057031104798742e-01 7.821454343298809286e-01
9.300000000000000488e-01 2.266263551680210986e-01 9.509348597262760050e-01 7.878333173780522891e-01
9.400000000000000577e-01 2.450535535409097410e-01 9.485190618671719420e-01 7.933966417113239578e-01
9.500000000000000666e-01 2.641268354844579225e-01 9.463473294073768693e-01 7.988359622972387442e-01
9.599999999999999645e-01 2.838038872272911073e-01 9.444091193451823463e-01 8.041522492675841072e-01
9.699999999999999734e-01 3.040384734279663048e-01 9.426942968844990167e-01 8.093463676072428781e-01
9.799999999999999822e-01 3.247822918760783217e-01 9.411931082827912354e-01 8.144195606604686111e-01
9.899999999999999911e-01 3.459839773162811660e-01 9.398961554737299551e-01 8.193729682897865629e-01
1.000000000000000000e+00 3.675910404818938382e-01 9.387943723133693741e-01 8.242080731656294956e-01
1.010000000000000009e+00 3.895488124974318955e-01 9.378790024882091014e-01 8.289262540017381387e-01
1.020000000000000018e+00 4.118024315743826769e-01 9.371415789358225057e-01 8.335291982362952323e-01
1.030000000000000027e+00 4.342957150778753439e-01 9.365739048370655961e-01 8.380184873323925920e-01
1.040000000000000036e+00 4.569731614902035055e-01 9.361680360269588608e-01 8.423959790567560058e-01
1.050000000000000044e+00 4.797787424575071791e-01 9.359162648958779807e-01 8.466634221587792108e-01
1.060000000000000053e+00 5.026578929019180908e-01 9.358111056207578660e-01 8.508228110994715543e-01
1.070000000000000062e+00 5.255562207139669040e-01 9.358452808041738402e-01 8.548760277003365493e-01
1.080000000000000071e+00 5.484214635410317173e-01 9.360117093515311071e-01 8.588251708634873083e-01
1.090000000000000080e+00 5.712021187700651037e-01 9.363034956656350882e-01 8.626722230204924013e-01
1.100000000000000089e+00 5.938493510370911332e-01 9.367139199789248361e-01 8.664193571091320933e-01
1.110000000000000098e+00 6.163155494072173335e-01 9.372364299008493216e-01 8.700686258590283328e-01
1.120000000000000107e+00 6.385561746769626845e-01 9.378646329915628632e-01 8.736222480466891982e-01
1.130000000000000115e+00 6.605282540002018754e-01 9.385922904357895113e-01 8.770823188348391142e-01
1.140000000000000124e+00 6.821921613688571862e-01 9.394133116209065770e-01 8.804510771114106849e-01
1.150000000000000133e+00 7.035100622740411147e-01 9.403217496887307236e-01 8.837306352575188262e-01
1.159999999999999920e+00 7.244476242467454696e-01 9.413117978606736491e-01 8.869232291846605998e-01
1.169999999999999929e+00 7.449724255096623615e-01 9.423777866015019544e-01 8.900309660459581051e-01
1.179999999999999938e+00 7.650555951276412081e-01 9.435141814201561949e-01 8.930560584162317017e-01
1.189999999999999947e+00 7.846702000868208682e-01 9.447155813693145499e-01 8.960005885854308572e-01
1.199999999999999956e+00 8.037928165046503981e-01 9.459767180442707479e-01 8.988667281760136518e-01
1.209999999999999964e+00 8.224019093150031212e-01 9.472924551402440718e-01 9.016565177688919963e-01
1.219999999999999973e+00 8.404793372170431542e-01 9.486577883740304751e-01 9.043720731194830886e-01
1.229999999999999982e+00 8.580087383042481752e-01 9.500678458276536897e-01 9.070153789669306299e-01
1.239999999999999991e+00 8.749769721141869017e-01 9.515178885281629917e-01 9.095884828924396537e-01
1.250000000000000000e+00 8.913725232834177614e-01 9.530033113208112860e-01 9.120933022535900880e-01
1.260000000000000009e+00 9.071868843205882493e-01 9.545196438604538480e-01 9.145318066243425248e-01
1.270000000000000018e+00 9.224129878443837471e-01 9.560625517788536865e-01 9.169058368792496472e-01
1.280000000000000027e+00 9.370465336596121020e-01 9.576278378653255707e-01 9.192172770623271427e-01
1.290000000000000036e+00 9.510844584789204248e-01 9.592114433194799394e-01 9.214678847218769064e-01
1.300000000000000044e+00 9.645262106397447521e-01 9.608094489274531247e-01 9.236594529738385573e-01
1.310000000000000053e+00 9.773722645266117448e-01 9.624180762217863228e-01 9.257936512576612209e-01
1.320000000000000062e+00 9.896253459097914540e-01 9.640336884910885029e-01 9.278721782875763990e-01
1.330000000000000071e+00 1.001288996657373254e+00 9.656527917011236140e-01 9.298966124641069309e-01
1.340000000000000080e+00 1.012368753272006261e+00 9.672720352084742679e-01 9.318685563428360519e-01
1.350000000000000089e+00 1.022870765969752682e+00 9.688882123297029025e-01 9.337894959953159102e-01
1.360000000000000098e+00 1.032802932587765676e+00 9.704982606620332630e-01 9.356609375683282437e-01
1.370000000000000107e+00 1.042173574747182974e+00 9.720992622193398436e-01 9.374842749426458566e-01
1.380000000000000115e+00 1.050992528932859216e+00 9.736884432937847889e-01 9.392609189056153607e-01
1.390000000000000124e+00 1.059269881271184044e+00 9.752631741072177451e-01 9.409921725067785792e-01
1.400000000000000133e+00 1.067017017264514589e+00 9.768209681761460539e-01 9.426793533221007326e-01
1.409999999999999920e+00 1.074245415708310336e+00 9.783594814540621520e-01 9.443236759522450896e-01
1.419999999999999929e+00 1.080967658304879286e+00 9.798765111873474210e-01 9.459263678171982992e-01
1.429999999999999938e+00 1.087196282413324333e+00 9.813699945475029551e-01 9.474885582862857536e-01
1.439999999999999947e+00 1.092944751573691198e+00 9.828380069871577307e-01 9.490113884067173933e-01
1.449999999999999956e+00 1.098226366117176278e+00 9.842787603808421659e-01 9.504959061945074117e-01
1.459999999999999964e+00 1.103055195494299090e+00 9.856906009079630104e-01 9.519431706690216766e-01
1.469999999999999973e+00 1.107445045258293348e+00 9.870720067365226225e-01 9.533541528710356427e-01
1.479999999999999982e+00 1.111410352010447466e+00 9.884215854737427032e-01 9.547298345472642334e-01
1.489999999999999991e+00 1.114965204884411865e+00 9.897380714390798806e-01 9.560711144960624130e-01
1.500000000000000000e+00 1.118124203880849654e+00 9.910203227332882170e-01 9.573789022207035426e-01
1.510000000000000009e+00 1.120901533711724740e+00 9.922673181554377830e-01 9.586540292349192693e-01
1.520000000000000018e+00 1.123311786293121894e+00 9.934781539478814150e-01 9.598973379810061823e-01
1.530000000000000027e+00 1.125369084631471228e+00 9.946520404170973162e-01 9.611095977566583848e-01
1.540000000000000036e+00 1.127087870265253811e+00 9.957882984156698480e-01 9.622915891735256411e-01
1.550000000000000044e+00 1.128482074778511590e+00 9.968863557290262856e-01 9.634440243937575366e-01
1.560000000000000053e+00 1.129565873020622613e+00 9.979457433565468438e-01 9.645676273861261141e-01
1.570000000000000062e+00 1.130352899797245625e+00 9.989660917261544704e-01 9.656630581855624174e-01
1.580000000000000071e+00 1.130856969747978225e+00 9.999471268355012432e-01 9.667309891871062044e-01
1.590000000000000080e+00 1.131091336777312994e+00 1.000888666354281309e+00 9.677720331646019192e-01
1.600000000000000089e+00 1.131069381524142159e+00 1.001790615683568531e+00 9.687868158273893471e-01
1.610000000000000098e+00 1.130803911144573126e+00 1.002652964002137770e+00 9.697759073553430254e-01
1.620000000000000107e+00 1.130307815360776402e+00 1.003475780297842013e+00 9.707398914291497372e-01
1.630000000000000115e+00 1.129593404283316227e+00 1.004259209409537279e+00 9.716793000581896989e-01
1.640000000000000124e+00 1.128673034077430026e+00 1.005003468079315843e+00 9.725946792823074727e-01
1.650000000000000133e+00 1.127558480605639568e+00 1.005708841036204504e+00 9.734865270867273379e-01
1.660000000000000142e+00 1.126261535791242441e+00 1.006375677112410161e+00 9.743553559612800896e-01
1.669999999999999929e+00 1.124793414966780425e+00 1.007004385409145497e+00 9.752016337127570322e-01
1.679999999999999938e+00 1.123165325050363483e+00 1.007595431514116235e+00 9.760258430564866527e-01
1.689999999999999947e+00 1.121387903595837843e+00 1.008149333783855406e+00 9.768284251513446037e-01
1.699999999999999956e+00 1.119471759920744214e+00 1.008666659693729706e+00 9.776098363882771425e-01
1.709999999999999964e+00 1.117426943966663089e+00 1.009148022265257127e+00 9.783704944867259723e-01
1.719999999999999973e+00 1.115263461533292366e+00 1.009594076574135579e+00 9.791108326350860258e-01
1.729999999999999982e+00 1.112990771167851056e+00 1.010005516345357401e+00 9.798312479996558189e-01
1.739999999999999991e+00 1.110618274663877747e+00 1.010383070639267133e+00 9.805321533630189101e-01
1.750000000000000000e+00 1.108154840307379541e+00 1.010727500632010667e+00 9.812139279078857523e-01
1.760000000000000009e+00 1.105609269793853544e+00 1.011039596494556436e+00 9.818769664909553496e-01
1.770000000000000018e+00 1.102989846260401086e+00 1.011320174371160174e+00 9.825216325742642809e-01
1.780000000000000027e+00 1.100304778761513891e+00 1.011570073461709685e+00 9.831483052641455389e-01
1.790000000000000036e+00 1.097561773614674108e+00 1.011790153206530096e+00 9.837573342720353775e-01
1.800000000000000044e+00 1.094768457553475960e+00 1.011981290578330084e+00 9.843490848406610816e-01
1.810000000000000053e+00 1.091931971005320579e+00 1.012144377477859347e+00 9.849238946247584892e-01
1.820000000000000062e+00 1.089059371013038957e+00 1.012280318238170329e+00 9.854821166195573134e-01
1.830000000000000071e+00 1.086157245147735262e+00 1.012390027232340506e+00 9.860240778595856792e-01
1.840000000000000080e+00 1.083232095256674299e+00 1.012474426589722754e+00 9.865501204578611683e-01
1.850000000000000089e+00 1.080289970794076293e+00 1.012534444014143054e+00 9.870605620279874204e-01
1.860000000000000098e+00 1.077336834415129507e+00 1.012571010709272246e+00 9.875557349361605564e-01
1.870000000000000107e+00 1.074378213581125285e+00 1.012585059403381171e+00 9.880359483581628854e-01
1.880000000000000115e+00 1.071419548978622460e+00 1.012577522478874004e+00 9.885015258403359040e-01
1.890000000000000124e+00 1.068465863323458054e+00 1.012549330197799025e+00 9.889527689089145923e-01
1.900000000000000133e+00 1.065522093541419357e+00 1.012501409028909283e+00 9.893899930304836943e-01
1.910000000000000142e+00 1.062592775759214625e+00 1.012434680066646608e+00 9.898134926964067271e-01
1.919999999999999929e+00 1.059682362138241185e+00 1.012350057547779070e+00 9.902235758679698296e-01
1.929999999999999938e+00 1.056794921100244311e+00 1.012248447455443623e+00 9.906205304635175013e-01
1.939999999999999947e+00 1.053934439661367906e+00 1.012130746216444610e+00 9.910046573684545557e-01
1.949999999999999956e+00 1.051104537996057298e+00 1.011997839481100669e+00 9.913762382571382759e-01
1.959999999999999964e+00 1.048308758073428049e+00 1.011850600991603066e+00 9.917355672431659164e-01
1.969999999999999973e+00 1.045550291714706814e+00 1.011689891527846497e+00 9.920829199721460379e-01
1.979999999999999982e+00 1.042832256290655346e+00 1.011516557936800842e+00 9.924185839832186939e-01
1.989999999999999991e+00 1.040157435478282544e+00 1.011331432234155114e+00 9.927428290125540622e-01
2.000000000000000000e+00 1.037528542735314030e+00 1.011135330784419084e+00 9.930559361328386014e-01
2.010000000000000231e+00 1.034947974007427884e+00 1.010929053548062839e+00 9.933581692107890104e-01
2.020000000000000018e+00 1.032418059654153453e+00 1.010713383401977916e+00 9.936498028873580468e-01
2.030000000000000249e+00 1.029940828403435038e+00 1.010489085521791619e+00 9.939310951357154256e-01
2.040000000000000036e+00 1.027518248364845732e+00 1.010256906832390777e+00 9.942023141411882037e-01
2.049999999999999822e+00 1.025152001569141325e+00 1.010017575515211652e+00 9.944637119090995458e-01
2.060000000000000053e+00 1.022843714666412662e+00 1.009771800578696199e+00 9.947155500999295130e-01
2.069999999999999840e+00 1.020594743429162676e+00 1.009520271480575326e+00 9.949580746391151198e-01
2.080000000000000071e+00 1.018406393697849133e+00 1.009263657808404213e+00 9.951915405596311048e-01
2.089999999999999858e+00 1.016279715263613381e+00 1.009002609007145335e+00 9.954161875683660288e-01
2.100000000000000089e+00 1.014215713590394197e+00 1.008737754160250022e+00 9.956322639452133139e-01
2.109999999999999876e+00 1.012215152529907902e+00 1.008469701813206942e+00 9.958400030230024624e-01
2.120000000000000107e+00 1.010278757317389475e+00 1.008199039846020773e+00 9.960396461892818687e-01
2.129999999999999893e+00 1.008407025605520202e+00 1.007926335383782845e+00 9.962314202389733753e-01
2.140000000000000124e+00 1.006600422201130884e+00 1.007652134751804374e+00 9.964155595223036510e-01
2.149999999999999911e+00 1.004859197937546522e+00 1.007376963464696074e+00 9.965922841314052150e-01
2.160000000000000142e+00 1.003183576591920589e+00 1.007101326255852580e+00 9.967618212353074325e-01
2.169999999999999929e+00 1.001573581146302017e+00 1.006825707136969728e+00 9.969243840636288212e-01
2.180000000000000160e+00 1.000029213298734065e+00 1.006550569494019109e+00 9.970801924671461869e-01
2.189999999999999947e+00 9.985502866918085640e-01 1.006276356209584444e+00 9.972294526635396839e-01
2.200000000000000178e+00 9.971365994060570337e-01 1.006003489817930197e+00 9.973723770598281746e-01
2.209999999999999964e+00 9.957877737626654735e-01 1.005732372682987874e+00 9.975091647268292672e-01
2.220000000000000195e+00 9.945034221643057615e-01 1.005463387205572934e+00 9.976400205176555458e-01
2.229999999999999982e+00 9.932829931043660743e-01 1.005196896050299937e+00 9.977651362391679601e-01
2.240000000000000213e+00 9.921259306982489479e-01 1.004933242398453608e+00 9.978847090987730262e-01
2.250000000000000000e+00 9.910315265552142039e-01 1.004672750217563859e+00 9.979989235426659500e-01
2.260000000000000231e+00 9.899990733228690720e-01 1.004415724553860523e+00 9.981079690613428035e-01
2.270000000000000018e+00 9.890277221003378472e-01 1.004162451838666481e+00 9.982120226658681705e-01
2.280000000000000249e+00 9.881166302990220807e-01 1.003913200214805679e+00 9.983112660808166616e-01
2.290000000000000036e+00 9.872648242969369603e-01 1.003668219874380707e+00 9.984058688311541196e-01
2.300000000000000266e+00 9.864713418998508621e-01 1.003427743413908058e+00 9.984960048497235618e-01
2.310000000000000053e+00 9.857350999562067839e-01 1.003191986198449737e+00 9.985818361486328287e-01
2.319999999999999840e+00 9.850550316864656875e-01 1.002961146740639853e+00 9.986635288669040156e-01
2.330000000000000071e+00 9.844299589957278274e-01 1.002735407086523312e+00 9.987412375014853572e-01
2.339999999999999858e+00 9.838587249216906860e-01 1.002514933214008419e+00 9.988151204192867727e-01
2.350000000000000089e+00 9.833400703993172565e-01 1.002299875436126753e+00 9.988853246241004014e-01
2.359999999999999876e+00 9.828727620632301543e-01 1.002090368814800181e+00 9.989520007559454795e-01
2.370000000000000107e+00 9.824554732345581742e-01 1.001886533577579952e+00 9.990152883712809517e-01
2.379999999999999893e+00 9.820869072981437409e-01 1.001688475542948709e+00 9.990753304513664279e-01
2.390000000000000124e+00 9.817656826959558769e-01 1.001496286546919912e+00 9.991322591742038961e-01
2.399999999999999911e+00 9.814904520865633808e-01 1.001310044876410510e+00 9.991862099524756458e-01
2.410000000000000142e+00 9.812597911432401343e-01 1.001129815702385795e+00 9.992373076766547513e-01
2.419999999999999929e+00 9.810723136899679453e-01 1.000955651518132372e+00 9.992856803020149226e-01
2.430000000000000160e+00 9.809265641147251191e-01 1.000787592575912210e+00 9.993314455432991128e-01
2.439999999999999947e+00 9.808211286644183957e-01 1.000625667327250889e+00 9.993747240292887302e-01
2.450000000000000178e+00 9.807545312955027184e-01 1.000469892860333720e+00 9.994156264303336590e-01
2.459999999999999964e+00 9.807253412986868257e-01 1.000320275339665832e+00 9.994542661980306830e-01
2.470000000000000195e+00 9.807320724204229290e-01 1.000176810441706365e+00 9.994907471077714156e-01
2.479999999999999982e+00 9.807732869781595753e-01 1.000039483791497430e+00 9.995251756002048182e-01
2.490000000000000213e+00 9.808474980957379019e-01 9.999082713942534228e-01 9.995576487217824324e-01
2.500000000000000000e+00 9.809532704598610264e-01 9.997831400667980262e-01 9.995882660838503186e-01
2.510000000000000231e+00 9.810891255224053475e-01 9.996640478630313131e-01 9.996171181849516918e-01
2.520000000000000018e+00 9.812536390401277453e-01 9.995509444982192404e-01 9.996442980026161162e-01
2.530000000000000249e+00 9.814453491055723511e-01 9.994437717664810261e-01 9.996698896819302682e-01
2.540000000000000036e+00 9.816628506034466017e-01 9.993424639561613310e-01 9.996939797743601419e-01
2.550000000000000266e+00 9.819047059405292543e-01 9.992469482576650242e-01 9.997166462778013241e-01
2.560000000000000053e+00 9.821695365443262604e-01 9.991571451683359806e-01 9.997379695360928409e-01
2.569999999999999840e+00 9.824559361699212179e-01 9.990729688891437643e-01 9.997580216164334566e-01
2.580000000000000071e+00 9.827625595597041519e-01 9.989943277176581704e-01 9.997768768825922026e-01
2.589999999999999858e+00 9.830880382129127959e-01 9.989211244322624417e-01 9.997946016962243609e-01
2.600000000000000089e+00 9.834310663185041879e-01 9.988532566719778849e-01 9.998112646761776467e-01
2.609999999999999876e+00 9.837903188799500542e-01 9.987906173070342231e-01 9.998269267108497171e-01
2.620000000000000107e+00 9.841645350277423709e-01 9.987330948044481627e-01 9.998416509154167686e-01
2.629999999999999893e+00 9.845524383985713168e-01 9.986805735839282550e-01 9.998554929429565030e-01
2.640000000000000124e+00 9.849528179283125739e-01 9.986329343682638360e-01 9.998685106508873321e-01
2.649999999999999911e+00 9.853644503910026220e-01 9.985900545236793269e-01 9.998807546991322903e-01
2.660000000000000142e+00 9.857861787681068133e-01 9.985518083942191980e-01 9.998922779365490010e-01
2.669999999999999929e+00 9.862168368590463752e-01 9.985180676258055277e-01 9.999031262749392690e-01
2.680000000000000160e+00 9.866553253180183614e-01 9.984887014839386454e-01 9.999133478057646851e-01
2.689999999999999947e+00 9.871005382529088878e-01 9.984635771608355581e-01 9.999229839393132258e-01
2.700000000000000178e+00 9.875514370171647460e-01 9.984425600758876085e-01 9.999320782615394032e-01
2.709999999999999964e+00 9.880069787195495667e-01 9.984255141653759491e-01 9.999406679281741539e-01
2.720000000000000195e+00 9.884661878541842750e-01 9.984123021652511198e-01 9.999487922711051135e-01
2.729999999999999982e+00 9.889280866483297627e-01 9.984027858830443192e-01 9.999564844376689354e-01
2.740000000000000213e+00 9.893917646109269270e-01 9.983968264626336131e-01 9.999637797555763763e-01
2.750000000000000000e+00 9.898563106503637243e-01 9.983942846380781111e-01 9.999707076080674995e-01
2.760000000000000231e+00 9.903208806177965506e-01 9.983950209801608633e-01 9.999772995659974573e-01
2.770000000000000018e+00 9.907846311312880072e-01 9.983988961319724131e-01 9.999835814899451503e-01
2.780000000000000249e+00 9.912467851882912351e-01 9.984057710371126992e-01 9.999895814377206538e-01
2.790000000000000036e+00 9.917065676364162918e-01 9.984155071569613682e-01 9.999953219849037067e-01
2.800000000000000266e+00 9.921632689256720816e-01 9.984279666805228048e-01 1.000000827915685786e+00
2.810000000000000053e+00 9.926161821703808341e-01 9.984430127234147356e-01 1.000006118753699491e+00
2.819999999999999840e+00 9.930646651095738076e-01 9.984605095194309943e-01 1.000011216243775314e+00
2.830000000000000071e+00 9.935080787073633513e-01 9.984803226013728716e-01 1.000016137085278700e+00
2.839999999999999858e+00 9.939458473878429734e-01 9.985023189744993699e-01 1.000020900212053698e+00
2.850000000000000089e+00 9.943773991251105837e-01 9.985263672794104650e-01 1.000025519720823652e+00
