# atom C1 T=2.0 eV, r_i=3.51, Zbar (TFDW) =1.476 , solve_err=4.731e-07
#  r/r_i 				 gii(r/r_i) 				 gie(r/r_i) 				 gee(r/r_i)
1.060000000000000053e+00 2.071760219564122707e-04 8.481317770746604756e-01 9.466402575273467068e-01
1.080000000000000071e+00 4.728911000067004267e-04 8.523274077225110323e-01 9.487303826824362574e-01
1.100000000000000089e+00 1.016589620119745518e-03 8.573318495220748625e-01 9.507463734389156595e-01
1.120000000000000107e+00 2.066810145652908659e-03 8.630732553861153455e-01 9.527038083442105343e-01
1.140000000000000124e+00 3.988083956619425940e-03 8.694739811694680576e-01 9.546121092950370368e-01
1.159999999999999920e+00 7.329230725833690840e-03 8.764508395057738488e-01 9.564821048342485588e-01
1.179999999999999938e+00 1.286711980807098143e-02 8.839159213689008476e-01 9.583195343722838988e-01
1.199999999999999956e+00 2.164321310575434421e-02 8.917778738549507755e-01 9.601314716851342412e-01
1.219999999999999973e+00 3.496897431268519707e-02 8.999435927202898977e-01 9.619207801652008838e-01
1.239999999999999991e+00 5.440822454002325337e-02 9.083201648885959045e-01 9.636916014479944836e-01
1.260000000000000009e+00 8.169820859241072597e-02 9.168169612965011428e-01 9.654445805279474602e-01
1.280000000000000027e+00 1.186518361244464081e-01 9.253477082148546806e-01 9.671815841359555632e-01
1.300000000000000044e+00 1.669821078578934692e-01 9.338324238564388313e-01 9.689015596083577764e-01
1.320000000000000062e+00 2.281522402485846035e-01 9.421990920811598169e-01 9.706046177647243978e-01
1.340000000000000080e+00 3.031501787913019053e-01 9.503849866476505870e-01 9.722884227829063919e-01
1.360000000000000098e+00 3.923716284351580486e-01 9.583375936226337100e-01 9.739517505072169401e-01
1.380000000000000115e+00 4.954306415441886990e-01 9.660150887574074918e-01 9.755913300112352138e-01
1.400000000000000133e+00 6.111727438745366836e-01 9.733863944802412238e-01 9.772049677761205366e-01
1.419999999999999929e+00 7.375910014879131227e-01 9.804308060221048615e-01 9.787887770380268027e-01
1.439999999999999947e+00 8.720172517875944829e-01 9.871372651740853987e-01 9.803399397177867680e-01
1.459999999999999964e+00 1.011148960587196388e+00 9.935032800112124640e-01 9.818542689677486335e-01
1.479999999999999982e+00 1.151387578923246169e+00 9.995335966012028894e-01 9.833286638721409068e-01
1.500000000000000000e+00 1.288915294415951429e+00 1.005238614647722573e+00 9.847589560583718260e-01
1.520000000000000018e+00 1.420092029272567391e+00 1.010632670997558158e+00 9.861420977274010236e-01
1.540000000000000036e+00 1.541495421244205355e+00 1.015732181112177779e+00 9.874742471602394600e-01
1.560000000000000053e+00 1.650281613715974816e+00 1.020553788172900989e+00 9.887527196499683591e-01
1.580000000000000071e+00 1.744125181997565610e+00 1.025112521164559753e+00 9.899742712160627400e-01
1.600000000000000089e+00 1.821485717011724237e+00 1.029420142484324341e+00 9.911368351838018009e-01
1.620000000000000107e+00 1.881433833875146844e+00 1.033483695746904019e+00 9.922379694486964663e-01
1.640000000000000124e+00 1.923815562491572928e+00 1.037304446231278821e+00 9.932763985464609924e-01
1.660000000000000142e+00 1.948994825279611876e+00 1.040877205299109098e+00 9.942505972123534264e-01
1.679999999999999938e+00 1.957943679699087447e+00 1.044190200130115542e+00 9.951601576120449044e-01
1.699999999999999956e+00 1.951952196953403273e+00 1.047225419732595419e+00 9.960044896482589394e-01
1.719999999999999973e+00 1.932684281345761867e+00 1.049959524849877868e+00 9.967840339339337774e-01
1.739999999999999991e+00 1.901902111019146968e+00 1.052365169098848030e+00 9.974990660413824983e-01
1.760000000000000009e+00 1.861519573614581979e+00 1.054412732092218530e+00 9.981507763883363804e-01
1.780000000000000027e+00 1.813370784606441743e+00 1.056072244325400034e+00 9.987401705715632794e-01
1.800000000000000044e+00 1.759277449125394188e+00 1.057315444996627107e+00 9.992690368810797086e-01
1.820000000000000062e+00 1.700871339354575573e+00 1.058117736802411724e+00 9.997389378520021852e-01
1.840000000000000080e+00 1.639677679908785102e+00 1.058459972266372562e+00 1.000152084562817567e+00
1.860000000000000098e+00 1.576987264731152028e+00 1.058329881675845074e+00 1.000510415884390714e+00
1.880000000000000115e+00 1.513949696355131103e+00 1.057723119840496384e+00 1.000816396311934087e+00
1.900000000000000133e+00 1.451484014568839687e+00 1.056643829069772389e+00 1.001072179489890246e+00
1.919999999999999929e+00 1.390373273782796515e+00 1.055104759318831853e+00 1.001280343313578403e+00
1.939999999999999947e+00 1.331201569772180848e+00 1.053126934663293879e+00 1.001443133445118372e+00
1.959999999999999964e+00 1.274442843866468777e+00 1.050738958086457009e+00 1.001563145946758882e+00
1.979999999999999982e+00 1.220414353961361220e+00 1.047976008131779935e+00 1.001642644908231627e+00
2.000000000000000000e+00 1.169355415889492766e+00 1.044878637093578311e+00 1.001684199155097765e+00
2.020000000000000018e+00 1.121390446285309483e+00 1.041491448774282347e+00 1.001690066165131343e+00
2.040000000000000036e+00 1.076596042520325591e+00 1.037861749332539274e+00 1.001662785881539675e+00
2.060000000000000053e+00 1.034969462302943954e+00 1.034038240733182512e+00 1.001604621423060282e+00
2.080000000000000071e+00 9.964843418634510286e-01 1.030069814166826969e+00 1.001518110369235659e+00
2.100000000000000089e+00 9.610624224360408974e-01 1.026004488055234809e+00 1.001405552059336790e+00
2.120000000000000107e+00 9.286192471067387100e-01 1.021888508827911712e+00 1.001269515483323991e+00
2.140000000000000124e+00 8.990381222628749391e-01 1.017765633329638542e+00 1.001112363669111716e+00
2.160000000000000142e+00 8.722075206058808039e-01 1.013676580607274946e+00 1.000936717697612721e+00
2.180000000000000160e+00 8.479968798020335319e-01 1.009658654036959646e+00 1.000745010741220353e+00
2.200000000000000178e+00 8.262874255664056644e-01 1.005745504013223268e+00 1.000539909367257563e+00
2.220000000000000195e+00 8.069496746754654115e-01 1.001967023967113457e+00 1.000323892635521350e+00
2.240000000000000213e+00 7.898691802123493089e-01 9.983493438422045285e-01 1.000099633987260761e+00
2.260000000000000231e+00 7.749256835817228684e-01 9.949149130796794971e-01 9.998696035957271855e-01
2.280000000000000249e+00 7.620150048333593773e-01 9.916826386997248388e-01 9.996364159123334314e-01
2.300000000000000266e+00 7.510297809508560407e-01 9.886680739042643662e-01 9.994024554669498350e-01
2.319999999999999840e+00 7.418784496498149750e-01 9.858836279441756112e-01 9.991701959950971546e-01
2.339999999999999858e+00 7.344674763790735028e-01 9.833387973268549187e-01 9.989418507709695305e-01
2.359999999999999876e+00 7.287181429844509228e-01 9.810403952363749847e-01 9.987196690501847218e-01
2.379999999999999893e+00 7.245501314691856765e-01 9.789927834814564633e-01 9.985056118879651610e-01
2.399999999999999911e+00 7.218966389854912791e-01 9.771980894643300664e-01 9.983016306560733577e-01
2.419999999999999929e+00 7.206891627248471766e-01 9.756564156046204639e-01 9.981093685280153505e-01
2.439999999999999947e+00 7.208713169296070422e-01 9.743660282523203264e-01 9.979304244893211218e-01
2.459999999999999964e+00 7.223846510410542043e-01 9.733235354220116653e-01 9.977660796959025857e-01
2.479999999999999982e+00 7.251814345082905344e-01 9.725240437802251670e-01 9.976175490837587700e-01
2.500000000000000000e+00 7.292113364075805126e-01 9.719613050679589694e-01 9.974857309576908859e-01
2.520000000000000018e+00 7.344333609725876011e-01 9.716278447881787628e-01 9.973714472662749131e-01
2.540000000000000036e+00 7.408032183631622081e-01 9.715150833747492332e-01 9.972752142263572317e-01
2.560000000000000053e+00 7.482845318735407147e-01 9.716134442505407476e-01 9.971974716508984482e-01
2.580000000000000071e+00 7.568367361107857239e-01 9.719124584066236583e-01 9.971383721897624230e-01
2.600000000000000089e+00 7.664256337628623239e-01 9.724008608199324888e-01 9.970979997569148212e-01
2.620000000000000107e+00 7.770116723943220061e-01 9.730666872827590241e-01 9.970761750136762913e-01
2.640000000000000124e+00 7.885599065262234308e-01 9.738973673278856769e-01 9.970726628554162918e-01
2.660000000000000142e+00 8.010285335346648550e-01 9.748798204123474420e-01 9.970869919897569211e-01
2.680000000000000160e+00 8.143783197503948745e-01 9.760005509971350079e-01 9.971186515157048902e-01
2.700000000000000178e+00 8.285613256309312114e-01 9.772457480639394900e-01 9.971669227673852776e-01
2.720000000000000195e+00 8.435298855712400901e-01 9.786013844142716911e-01 9.972310651665481362e-01
2.740000000000000213e+00 8.592255250771515529e-01 9.800533196429140892e-01 9.973101588409905016e-01
2.760000000000000231e+00 8.755876405635917292e-01 9.815874018062287210e-01 9.974032800918025687e-01
2.780000000000000249e+00 8.925427015246037987e-01 9.831895702212986032e-01 9.975093536053518672e-01
2.800000000000000266e+00 9.100128472936778179e-01 9.848459542880344531e-01 9.976273180085999392e-01
2.819999999999999840e+00 9.279055594318833533e-01 9.865429697192059644e-01 9.977559867453057452e-01
2.839999999999999858e+00 9.461224549079185753e-01 9.882674073254488212e-01 9.978942042741197893e-01
2.859999999999999876e+00 9.645496816000910245e-01 9.900065152321841921e-01 9.980407148610881407e-01
2.879999999999999893e+00 9.830672103229401992e-01 9.917480703944991927e-01 9.981943099988537238e-01
2.899999999999999911e+00 1.001540216674319916e+00 9.934804403324171140e-01 9.983537044791535031e-01
2.919999999999999929e+00 1.019829125197389441e+00 9.951926320750192900e-01 9.985176755817070093e-01
2.939999999999999947e+00 1.037782165451266003e+00 9.968743297055496777e-01 9.986849458426177994e-01
2.959999999999999964e+00 1.055246280021301830e+00 9.985159188342512815e-01 9.988543144914121541e-01
2.979999999999999982e+00 1.072060873475151110e+00 1.000108500054939231e+00 9.990245463416072003e-01
3.000000000000000000e+00 1.088069470250378812e+00 1.001643891012197196e+00 9.991944958627335671e-01
3.020000000000000018e+00 1.103114438833347810e+00 1.003114619735647750e+00 9.993630016095363944e-01
3.040000000000000036e+00 1.117049023214909953e+00 1.004513909888437029e+00 9.995290032241961331e-01
3.060000000000000053e+00 1.129732586315046250e+00 1.005835660912558271e+00 9.996914408131439833e-01
3.080000000000000071e+00 1.141042419982281730e+00 1.007074424292917270e+00 9.998493651035161855e-01
3.100000000000000089e+00 1.150868897959183679e+00 1.008225378857891208e+00 1.000001841190594876e+00
3.120000000000000107e+00 1.159126379853600008e+00 1.009284306407260523e+00 1.000148052037040269e+00
3.140000000000000124e+00 1.165747667106019181e+00 1.010247570117750682e+00 1.000287206061592826e+00
3.160000000000000142e+00 1.170693406780836776e+00 1.011112096621343381e+00 1.000418634176463817e+00
3.180000000000000160e+00 1.173945424011710648e+00 1.011875363414755924e+00 1.000541700771398812e+00
3.200000000000000178e+00 1.175514287410656111e+00 1.012535391755112091e+00 1.000655894530121159e+00
3.220000000000000195e+00 1.175431399007311972e+00 1.013090745727085684e+00 1.000760742475179876e+00
3.240000000000000213e+00 1.173754724892019707e+00 1.013540536725626939e+00 1.000855894875552377e+00
3.260000000000000231e+00 1.170559858112373730e+00 1.013884433067588686e+00 1.000941042140982340e+00
3.280000000000000249e+00 1.165944234867258844e+00 1.014122673096447436e+00 1.001015994210953108e+00
3.300000000000000266e+00 1.160017640196970401e+00 1.014256080717934161e+00 1.001080600203117843e+00
3.320000000000000284e+00 1.152905428465789806e+00 1.014286081081766211e+00 1.001134822739281782e+00
3.339999999999999858e+00 1.144739048463712106e+00 1.014214714941966244e+00 1.001178660343442495e+00
3.359999999999999876e+00 1.135658828078179639e+00 1.014044649151036870e+00 1.001212217197743337e+00
3.379999999999999893e+00 1.125805048312714218e+00 1.013779181893748271e+00 1.001235628340043871e+00
3.399999999999999911e+00 1.115320757004652164e+00 1.013422240316624423e+00 1.001249125344119362e+00
3.419999999999999929e+00 1.104343765617645134e+00 1.012978369713172455e+00 1.001252964381287969e+00
3.439999999999999947e+00 1.093009785065640838e+00 1.012452712535775623e+00 1.001247488285034182e+00
3.459999999999999964e+00 1.081445522488015731e+00 1.011850977309642463e+00 1.001233057520907410e+00
3.479999999999999982e+00 1.069772249638429873e+00 1.011179396586141088e+00 1.001210109034204487e+00
3.500000000000000000e+00 1.058099998883202275e+00 1.010444675070151677e+00 1.001179090128113236e+00
3.520000000000000018e+00 1.046531529172024300e+00 1.009653927944444751e+00 1.001140514416814176e+00
3.540000000000000036e+00 1.035157496016091860e+00 1.008814611478762613e+00 1.001094898557854052e+00
3.560000000000000053e+00 1.024060692578996568e+00 1.007934446624522584e+00 1.001042815556337562e+00
3.580000000000000071e+00 1.013312005572354790e+00 1.007021338325325699e+00 1.000984834247965249e+00
3.600000000000000089e+00 1.002974777285529528e+00 1.006083291564877191e+00 1.000921570135816285e+00
3.620000000000000107e+00 9.931013478834427310e-01 1.005128327114774400e+00 1.000853627486847808e+00
3.640000000000000124e+00 9.837373931243043046e-01 1.004164397933805963e+00 1.000781647840260025e+00
3.660000000000000142e+00 9.749188753773231353e-01 1.003199309023532937e+00 1.000706254569301290e+00
3.680000000000000160e+00 9.666762430951713059e-01 1.002240641305870206e+00 1.000628099183118014e+00
3.700000000000000178e+00 9.590316503175125851e-01 1.001295681891633427e+00 1.000547808218465118e+00
3.720000000000000195e+00 9.520029424557312492e-01 1.000371360743149696e+00 1.000466027463260854e+00
3.740000000000000213e+00 9.456010440775802772e-01 9.994741955367966169e-01 1.000383371074643701e+00
3.760000000000000231e+00 9.398336913527627345e-01 9.986102441385388273e-01 1.000300463875082313e+00
3.780000000000000249e+00 9.347029229642082049e-01 9.977850659464676530e-01 1.000217892635307804e+00
3.800000000000000266e+00 9.302085478380701655e-01 9.970036910126286456e-01 1.000136246622511660e+00
3.820000000000000284e+00 9.263457010488350685e-01 9.962705977515432521e-01 1.000056071028274651e+00
3.839999999999999858e+00 9.231080550715294875e-01 9.955896978003745401e-01 9.999779059723785668e-01
3.859999999999999876e+00 9.204854213726875178e-01 9.949643285376477131e-01 9.999022420870797845e-01
3.879999999999999893e+00 9.184667252892020350e-01 9.943972516450932941e-01 9.998295581907860052e-01
3.899999999999999911e+00 9.170376459619644649e-01 9.938906580617399289e-01 9.997602790542650109e-01
3.919999999999999929e+00 9.161833808733221840e-01 9.934461776787305576e-01 9.996948119513956454e-01
3.939999999999999947e+00 9.158863236929786211e-01 9.930648940783495249e-01 9.996335066280693793e-01
3.959999999999999964e+00 9.161286463991789031e-01 9.927473627330343220e-01 9.995766909125655131e-01
3.979999999999999982e+00 9.168900182280043110e-01 9.924936329935054591e-01 9.995246328863494067e-01
4.000000000000000000e+00 9.181500328254343923e-01 9.923032724084552836e-01 9.994775756984226600e-01
4.020000000000000462e+00 9.198859732193467309e-01 9.921753937630497511e-01 9.994357019044592949e-01
4.040000000000000036e+00 9.220751098376095412e-01 9.921086835271870630e-01 9.993991675841122913e-01
4.060000000000000497e+00 9.246925172928167624e-01 9.921014321614611831e-01 9.993680687777891647e-01
4.080000000000000071e+00 9.277132671873342673e-01 9.921515651154755311e-01 9.993424749600995360e-01
4.099999999999999645e+00 9.311103031372361949e-01 9.922566750110718425e-01 9.993223974684449784e-01
4.120000000000000107e+00 9.348565505290575839e-01 9.924140539689912943e-01 9.993078223451692388e-01
4.139999999999999680e+00 9.389228569095054988e-01 9.926207265920332645e-01 9.992986806236888730e-01
4.160000000000000142e+00 9.432800393815132800e-01 9.928734826622831466e-01 9.992948805200226881e-01
4.179999999999999716e+00 9.478968982461468684e-01 9.931689100623939392e-01 9.992962794229094392e-01
4.200000000000000178e+00 9.527422213913204763e-01 9.935034270551921232e-01 9.993027153935973850e-01
4.219999999999999751e+00 9.577828796333711647e-01 9.938733144112347206e-01 9.993139806966786498e-01
4.240000000000000213e+00 9.629858058849523061e-01 9.942747465799541828e-01 9.993298525548266475e-01
4.259999999999999787e+00 9.683161805675188916e-01 9.947038223655757516e-01 9.993500680557763083e-01
4.280000000000000249e+00 9.737394010207871542e-01 9.951565943581917040e-01 9.993743541044196599e-01
4.299999999999999822e+00 9.792193640876012406e-01 9.956290975540159627e-01 9.994024035464711408e-01
4.320000000000000284e+00 9.847204376036143847e-01 9.961173764711728218e-01 9.994339042617566005e-01
4.339999999999999858e+00 9.902058442997824228e-01 9.966175111764654648e-01 9.994685163544074769e-01
4.360000000000000320e+00 9.956396418597036613e-01 9.971256415917012506e-01 9.995059003361471683e-01
4.379999999999999893e+00 1.000985207352322437e+00 9.976379904887184846e-01 9.995456952444029541e-01
4.400000000000000355e+00 1.006207225180790754e+00 9.981508846112943090e-01 9.995875458711805939e-01
4.419999999999999929e+00 1.011270264498387972e+00 9.986607743385754743e-01 9.996310816828529733e-01
4.440000000000000391e+00 1.016140765803294599e+00 9.991642514023559851e-01 9.996759430577016881e-01
4.459999999999999964e+00 1.020785695889649736e+00 9.996580650859442363e-01 9.997217608935518030e-01
4.480000000000000426e+00 1.025174514862698505e+00 1.000139136489778702e+00 9.997681818247268204e-01
4.500000000000000000e+00 1.029277885398208969e+00 1.000604571305664381e+00 9.998148484159175009e-01
4.520000000000000462e+00 1.033069594059762508e+00 1.001051670749126599e+00 9.998614233371106996e-01
4.540000000000000036e+00 1.036525285624404269e+00 1.001477941099879088e+00 9.999075700542492395e-01
4.560000000000000497e+00 1.039624307484684707e+00 1.001881101549150443e+00 9.999529759488938740e-01
4.580000000000000071e+00 1.042348437210253387e+00 1.002259090800410535e+00 9.999973334286669235e-01
4.600000000000000533e+00 1.044683618026075012e+00 1.002610072152221088e+00 1.000040361987285076e+00
4.620000000000000107e+00 1.046618649810016732e+00 1.002932437492070505e+00 1.000081789670748345e+00
4.639999999999999680e+00 1.048146787932039192e+00 1.003224809939973428e+00 1.000121374083111192e+00
4.660000000000000142e+00 1.049264374853954740e+00 1.003486045539807137e+00 1.000158884157949180e+00
4.679999999999999716e+00 1.049972283753688673e+00 1.003715233730457568e+00 1.000194120125726949e+00
4.700000000000000178e+00 1.050274478952779145e+00 1.003911696955188226e+00 1.000226895554032769e+00
4.719999999999999751e+00 1.050179298339892098e+00 1.004074989124151829e+00 1.000257056303286429e+00
4.740000000000000213e+00 1.049697944182823139e+00 1.004204893247290231e+00 1.000284462813094244e+00
4.759999999999999787e+00 1.048845612184095888e+00 1.004301417933145313e+00 1.000309008083700490e+00
4.780000000000000249e+00 1.047639927381579739e+00 1.004364793036047310e+00 1.000330600198900299e+00
4.799999999999999822e+00 1.046101940184054113e+00 1.004395464133916116e+00 1.000349179380354503e+00
4.820000000000000284e+00 1.044254532645675582e+00 1.004394086097911920e+00 1.000364700749090119e+00
4.839999999999999858e+00 1.042123310867114183e+00 1.004361515435686414e+00 1.000377150507851365e+00
4.860000000000000320e+00 1.039735013175720368e+00 1.004298801666487551e+00 1.000386528952696974e+00
4.879999999999999893e+00 1.037118332540923893e+00 1.004207177425788355e+00 1.000392865844432988e+00
4.900000000000000355e+00 1.034302359400945281e+00 1.004088047574043019e+00 1.000396203688784125e+00
4.919999999999999929e+00 1.031317367038602661e+00 1.003942977039288031e+00 1.000396612361389881e+00
4.940000000000000391e+00 1.028193318335781870e+00 1.003773677701011779e+00 1.000394172679403004e+00
4.959999999999999964e+00 1.024960642212237705e+00 1.003581994089105978e+00 1.000388990345584705e+00
4.980000000000000426e+00 1.021648826706321511e+00 1.003369888248332842e+00 1.000381179836193457e+00
5.000000000000000000e+00 1.018287207074217493e+00 1.003139423591339785e+00 1.000370877728728791e+00
5.020000000000000462e+00 1.014903658950049081e+00 1.002892748135485457e+00 1.000358226931083117e+00
5.040000000000000036e+00 1.011525410228892419e+00 1.002632076992644894e+00 1.000343389455017107e+00
5.060000000000000497e+00 1.008177839295557376e+00 1.002359674545263202e+00 1.000326531010360620e+00
5.080000000000000071e+00 1.004885314848528610e+00 1.002077836213214779e+00 1.000307833282967795e+00
5.100000000000000533e+00 1.001670096594971415e+00 1.001788870268777831e+00 1.000287478915905748e+00
5.120000000000000107e+00 9.985532007507894603e-01 1.001495079623460960e+00 1.000265663347014389e+00
5.139999999999999680e+00 9.955533949499281166e-01 1.001198744049738742e+00 1.000242580197026276e+00
5.160000000000000142e+00 9.926880827770671045e-01 1.000902102762112555e+00 1.000218432718365413e+00
5.179999999999999716e+00 9.899723811705453125e-01 1.000607337807126296e+00 1.000193419608325529e+00
5.200000000000000178e+00 9.874200150320475711e-01 1.000316558169959791e+00 1.000167746117601730e+00
5.219999999999999751e+00 9.850424639717046960e-01 1.000031785016963104e+00 1.000141610305111062e+00
5.240000000000000213e+00 9.828498575024071648e-01 9.997549379512540302e-01 1.000115213851930251e+00
5.259999999999999787e+00 9.808501781573211176e-01 9.994878226582754044e-01 1.000088748772973490e+00
5.280000000000000249e+00 9.790501485453373398e-01 9.992321197796605325e-01 1.000062407979301238e+00
5.299999999999999822e+00 9.774544791763033480e-01 9.989893753433538581e-01 1.000036372460392675e+00
5.320000000000000284e+00 9.760667402418002903e-01 9.987609925471103711e-01 1.000010821634888858e+00
5.339999999999999858e+00 9.748886444195056233e-01 9.985482251735089410e-01 9.999859210152874933e-01
5.360000000000000320e+00 9.739208982074988308e-01 9.983521723950475879e-01 9.999618323837418110e-01
5.379999999999999893e+00 9.731625121514906329e-01 9.981737752013669640e-01 9.999387019483597649e-01
5.400000000000000355e+00 9.726116285657914196e-01 9.980138141750423131e-01 9.999166703764555963e-01
5.419999999999999929e+00 9.722648537524178902e-01 9.978729088086518706e-01 9.998958614480576435e-01
5.440000000000000391e+00 9.721180607691595199e-01 9.977515180659768390e-01 9.998763919738731243e-01
5.459999999999999964e+00 9.721657400933292337e-01 9.976499423488840446e-01 9.998583609470824696e-01
5.480000000000000426e+00 9.724017776190063689e-01 9.975683265582681036e-01 9.998418593672810939e-01
5.500000000000000000e+00 9.728188217810915805e-01 9.975066643877077421e-01 9.998269598862914442e-01
5.520000000000000462e+00 9.734090381159447025e-01 9.974648035322331019e-01 9.998137265527096140e-01
5.540000000000000036e+00 9.741634920556124788e-01 9.974424519353324303e-01 9.998022049415816737e-01
5.560000000000000497e+00 9.750728821730465512e-01 9.974391847577868120e-01 9.997924318272345401e-01
5.580000000000000071e+00 9.761269386921375135e-01 9.974544521819467269e-01 9.997844257806199897e-01
5.600000000000000533e+00 9.773151379679257955e-01 9.974875877417688219e-01 9.997781967712379148e-01
5.620000000000000107e+00 9.786261172488275317e-01 9.975378172872452209e-01 9.997737372101440645e-01
5.639999999999999680e+00 9.800483730479289113e-01 9.976042682842449771e-01 9.997710314753777139e-01
5.660000000000000142e+00 9.815696928756166839e-01 9.976859795566267453e-01 9.997700473734271176e-01
5.679999999999999716e+00 9.831778399709046878e-01 9.977819111849804967e-01 9.997707455769760942e-01
5.700000000000000178e+00 9.848600026185960754e-01 9.978909546692689148e-01 9.997730714733196189e-01
