T[eV] σe[Ω/cm](SMT) σe[Ω/cm](modSMT) 
9.60974e+03 1.55930e+06 1.85476e+06
9.74356e+03 1.58550e+06 1.88714e+06
9.87924e+03 1.61216e+06 1.92009e+06
1.00168e+04 1.63929e+06 1.95364e+06
1.01563e+04 1.66689e+06 1.98780e+06
1.02977e+04 1.69498e+06 2.02258e+06
1.04411e+04 1.72356e+06 2.05799e+06
1.05865e+04 1.75265e+06 2.09404e+06
1.07340e+04 1.78225e+06 2.13074e+06
1.08834e+04 1.81236e+06 2.16811e+06
1.10350e+04 1.84301e+06 2.20616e+06
1.11887e+04 1.87420e+06 2.24489e+06
1.13445e+04 1.90594e+06 2.28433e+06
1.15024e+04 1.93824e+06 2.32449e+06
1.16626e+04 1.97111e+06 2.36537e+06
1.18250e+04 2.00455e+06 2.40700e+06
1.19897e+04 2.03859e+06 2.44938e+06
1.21566e+04 2.07323e+06 2.49254e+06
1.23259e+04 2.10849e+06 2.53648e+06
1.24976e+04 2.14436e+06 2.58121e+06
1.26716e+04 2.18088e+06 2.62677e+06
1.28481e+04 2.21803e+06 2.67315e+06
1.30270e+04 2.25585e+06 2.72038e+06
1.32084e+04 2.29434e+06 2.76846e+06
1.33923e+04 2.33350e+06 2.81742e+06
1.35788e+04 2.37337e+06 2.86728e+06
1.37679e+04 2.41394e+06 2.91804e+06
1.39596e+04 2.45523e+06 2.96973e+06
1.41540e+04 2.49725e+06 3.02237e+06
1.43511e+04 2.54002e+06 3.07596e+06
1.45510e+04 2.58355e+06 3.13053e+06
1.47536e+04 2.62786e+06 3.18610e+06
1.49590e+04 2.67295e+06 3.24268e+06
1.51674e+04 2.71885e+06 3.30030e+06
1.53786e+04 2.76556e+06 3.35897e+06
1.55927e+04 2.81311e+06 3.41872e+06
1.58099e+04 2.86150e+06 3.47955e+06
1.60300e+04 2.91076e+06 3.54150e+06
1.62532e+04 2.96089e+06 3.60459e+06
1.64796e+04 3.01192e+06 3.66882e+06
1.67091e+04 3.06386e+06 3.73424e+06
1.69417e+04 3.11673e+06 3.80085e+06
1.71777e+04 3.17054e+06 3.86869e+06
1.74169e+04 3.22532e+06 3.93776e+06
1.76594e+04 3.28107e+06 4.00811e+06
1.79053e+04 3.33782e+06 4.07974e+06
1.81547e+04 3.39559e+06 4.15269e+06
1.84075e+04 3.45439e+06 4.22698e+06
1.86638e+04 3.51425e+06 4.30263e+06
1.89237e+04 3.57518e+06 4.37967e+06
1.91872e+04 3.63720e+06 4.45813e+06
1.94544e+04 3.70033e+06 4.53802e+06
1.97253e+04 3.76460e+06 4.61939e+06
2.00000e+04 3.83002e+06 4.70225e+06
