T[eV] σe[Ω/cm](SMT) σe[Ω/cm](modSMT) 
4.87997e+03 4.72000e+06 6.21720e+06
4.94793e+03 4.80475e+06 6.33094e+06
5.01683e+03 4.89106e+06 6.44681e+06
5.08669e+03 4.97896e+06 6.56484e+06
5.15753e+03 5.06848e+06 6.68509e+06
5.22935e+03 5.15965e+06 6.80758e+06
5.30217e+03 5.25251e+06 6.93236e+06
5.37600e+03 5.34709e+06 7.05948e+06
5.45087e+03 5.44341e+06 7.18898e+06
5.52677e+03 5.54152e+06 7.32090e+06
5.60373e+03 5.64143e+06 7.45529e+06
5.68177e+03 5.74320e+06 7.59221e+06
5.76089e+03 5.84685e+06 7.73168e+06
5.84111e+03 5.95242e+06 7.87378e+06
5.92245e+03 6.05994e+06 8.01853e+06
6.00492e+03 6.16945e+06 8.16601e+06
6.08854e+03 6.28100e+06 8.31624e+06
6.17333e+03 6.39461e+06 8.46930e+06
6.25930e+03 6.51032e+06 8.62523e+06
6.34646e+03 6.62818e+06 8.78409e+06
6.43484e+03 6.74823e+06 8.94593e+06
6.52444e+03 6.87050e+06 9.11081e+06
6.61530e+03 6.99505e+06 9.27878e+06
6.70742e+03 7.12190e+06 9.44992e+06
6.80082e+03 7.25111e+06 9.62427e+06
6.89553e+03 7.38272e+06 9.80189e+06
6.99155e+03 7.51678e+06 9.98286e+06
7.08891e+03 7.65333e+06 1.01672e+07
7.18763e+03 7.79241e+06 1.03551e+07
7.28772e+03 7.93408e+06 1.05464e+07
7.38920e+03 8.07839e+06 1.07414e+07
7.49210e+03 8.22538e+06 1.09401e+07
7.59643e+03 8.37511e+06 1.11424e+07
7.70221e+03 8.52762e+06 1.13486e+07
7.80947e+03 8.68297e+06 1.15587e+07
7.91822e+03 8.84122e+06 1.17728e+07
8.02848e+03 9.00242e+06 1.19908e+07
8.14028e+03 9.16661e+06 1.22130e+07
8.25364e+03 9.33387e+06 1.24394e+07
8.36858e+03 9.50425e+06 1.26700e+07
8.48511e+03 9.67781e+06 1.29050e+07
8.60327e+03 9.85460e+06 1.31445e+07
8.72308e+03 1.00347e+07 1.33884e+07
8.84455e+03 1.02181e+07 1.36369e+07
8.96771e+03 1.04050e+07 1.38902e+07
9.09259e+03 1.05954e+07 1.41482e+07
9.21921e+03 1.07893e+07 1.44111e+07
9.34759e+03 1.09869e+07 1.46790e+07
9.47776e+03 1.11881e+07 1.49519e+07
9.60974e+03 1.13931e+07 1.52300e+07
9.74356e+03 1.16019e+07 1.55133e+07
9.87924e+03 1.18147e+07 1.58020e+07
1.00168e+04 1.20314e+07 1.60962e+07
1.01563e+04 1.22522e+07 1.63959e+07
1.02977e+04 1.24771e+07 1.67013e+07
1.04411e+04 1.27062e+07 1.70124e+07
1.05865e+04 1.29396e+07 1.73295e+07
1.07340e+04 1.31774e+07 1.76526e+07
1.08834e+04 1.34196e+07 1.79817e+07
1.10350e+04 1.36664e+07 1.83172e+07
1.11887e+04 1.39178e+07 1.86589e+07
1.13445e+04 1.41739e+07 1.90072e+07
1.15024e+04 1.44348e+07 1.93620e+07
1.16626e+04 1.47006e+07 1.97236e+07
1.18250e+04 1.49714e+07 2.00920e+07
1.19897e+04 1.52473e+07 2.04674e+07
1.21566e+04 1.55284e+07 2.08499e+07
1.23259e+04 1.58147e+07 2.12397e+07
1.24976e+04 1.61064e+07 2.16369e+07
1.26716e+04 1.64036e+07 2.20416e+07
1.28481e+04 1.67064e+07 2.24540e+07
1.30270e+04 1.70148e+07 2.28742e+07
1.32084e+04 1.73291e+07 2.33024e+07
1.33923e+04 1.76493e+07 2.37387e+07
1.35788e+04 1.79755e+07 2.41834e+07
1.37679e+04 1.83078e+07 2.46364e+07
1.39596e+04 1.86464e+07 2.50981e+07
1.41540e+04 1.89914e+07 2.55686e+07
1.43511e+04 1.93428e+07 2.60480e+07
1.45510e+04 1.97009e+07 2.65365e+07
1.47536e+04 2.00657e+07 2.70343e+07
1.49590e+04 2.04374e+07 2.75416e+07
1.51674e+04 2.08161e+07 2.80585e+07
1.53786e+04 2.12019e+07 2.85852e+07
1.55927e+04 2.15950e+07 2.91220e+07
1.58099e+04 2.19955e+07 2.96690e+07
1.60300e+04 2.24035e+07 3.02264e+07
1.62532e+04 2.28193e+07 3.07945e+07
1.64796e+04 2.32429e+07 3.13733e+07
1.67091e+04 2.36745e+07 3.19632e+07
1.69417e+04 2.41142e+07 3.25643e+07
1.71777e+04 2.45623e+07 3.31768e+07
1.74169e+04 2.50188e+07 3.38011e+07
1.76594e+04 2.54839e+07 3.44372e+07
1.79053e+04 2.59578e+07 3.50855e+07
1.81547e+04 2.64406e+07 3.57461e+07
1.84075e+04 2.69326e+07 3.64193e+07
1.86638e+04 2.74339e+07 3.71054e+07
1.89237e+04 2.79447e+07 3.78046e+07
1.91872e+04 2.84651e+07 3.85171e+07
1.94544e+04 2.89954e+07 3.92432e+07
1.97253e+04 2.95357e+07 3.99831e+07
2.00000e+04 3.00862e+07 4.07372e+07
