T[eV]        κe[W/(keVcm)]
7.65166e+02 1.55123e+12
7.72790e+02 1.58596e+12
7.80489e+02 1.62147e+12
7.88264e+02 1.65779e+12
7.96118e+02 1.69494e+12
8.04049e+02 1.73293e+12
8.12060e+02 1.77179e+12
8.20150e+02 1.81153e+12
8.28321e+02 1.85217e+12
8.36573e+02 1.89374e+12
8.44908e+02 1.93625e+12
8.53325e+02 1.97974e+12
8.61827e+02 2.02421e+12
8.70413e+02 2.06969e+12
8.79085e+02 2.11621e+12
8.87843e+02 2.16379e+12
8.96688e+02 2.21245e+12
9.05621e+02 2.26222e+12
9.14644e+02 2.31313e+12
9.23756e+02 2.36520e+12
9.32959e+02 2.41845e+12
9.42254e+02 2.47292e+12
9.51641e+02 2.52863e+12
9.61122e+02 2.58562e+12
9.70698e+02 2.64390e+12
9.80368e+02 2.70351e+12
9.90136e+02 2.76448e+12
1.00000e+03 2.82685e+12
