Column1,Column2
0.1,401074101.50269884
0.10632445513529978,400994198.99858487
0.11304889759818373,400910701.9674484
0.12019862440773185,400823408.7532918
0.12780053248164636,400732092.8233475
0.13588321982112225,400636498.0185534
0.14447709309510992,400536332.90972453
0.1536144820286954,400431264.1035594
0.1633297610259234,400320908.3169853
0.17365947848460028,400204823.0086419
0.18464249428955434,400082495.3219004
0.19632012600159568,399953329.0539565
0.2087363042921306,399816629.31939703
0.22193773820816917,399671584.5231951
0.2359740908894439,399517245.196215
0.25089816639867835,159741000.01648474
0.2667661083678525,159671140.87015438
0.2836376112077625,159597715.08534837
0.3015761446754335,159520601.0018214
0.32064919264419794,159439682.24179366
0.3409285069746812,159355878.38074383
0.3624903774417423,159267166.3745439
0.38541591873282405,159174371.74929482
0.40979137559738493,159077425.66701907
0.4357084472953694,158976279.15045527
0.46326463256527617,158870907.532042
0.4925635964095785,158761315.60386503
0.5237155600773213,158647543.5652043
0.5568377157109954,158529673.87607667
0.5920546672175654,158408867.80209947
0.6294988990221888,158283393.28630537
0.669311274468053,158154424.1502783
0.7116415657372882,158020328.34808066
0.7566490172864879,157885243.5911592
0.8045029449164584,157747966.75030634
0.8553833727298653,157609147.39597037
0.9094817103729796,157468876.23355785
0.9670014731092756,157327560.82386392
1.0281590474337594,157188313.43605638
1.0931845051082336,157047757.8309683
1.1623224686798523,156907306.55848107
1.2358330317390183,156771534.00740314
1.3139927373785678,156640399.287545
1.3970956185351726,156512919.8851428
1.4854543041266681,156396189.34120837
1.5794011951465392,156290081.77562624
1.6792897151399702,156199930.25553638
1.7854956397657007,156125905.58226338
1.8984185104454168,156069438.73190603
2.018483137418763,156033461.50747716
2.1461411978584035,156027631.7269487
2.281872935057144,156054127.39915526
2.426188965079381,156118694.44974267
2.57963219767342,156226335.9528176
2.742779878671024,156380705.28936452
2.916245761557602,156597797.20182398
3.100682416382393,156880792.964708
3.2967836846946277,157234423.76262236
3.5052872897410214,157664469.40621305
3.726977611744057,158196715.53197694
3.9626886387014784,158829932.5264293
4.213307103807773,159578448.8784054
4.479775821300494,160459266.41756633
