Column1,Column2
4.763097233280653,161990772.06317592
5.064337180850191,173491846.64315084
5.384628913753366,185989196.128997
5.725177353606079,199601910.170793
6.087263626751237,214436865.0237394
6.47224988379254,230666452.0201644
6.881584423937493,248409633.45529604
7.316807143427196,267877857.06584355
7.779555328549656,289252526.73840666
8.271569815029606,312731205.7581766
8.79470153696615,338596550.6268738
9.350918489955092,367080181.0021114
9.942313134590757,398516916.24974114
10.571110268198957,433175871.10079926
11.239675394414272,471443366.2822508
11.950523622087335,513699282.1968468
12.706329126999641,560313753.179311
13.509935211980265,611740735.7448728
14.364365003270027,668465823.2265383
15.272832823372532,730901944.67187
16.23875628317607,799604068.2975366
17.26576913883622,875015831.1443543
18.35773496178634,957651530.3199149
19.518761673301764,1047996107.3988113
20.753216998295827,1146518529.811349
22.06574489648444,1253625854.710408
23.461283032732304,1369808140.7079365
24.945081352303166,1495315374.5986605
26.52272183089359,1630493022.1859553
28.200139473748823,1775526399.2874455
29.983644642858042,1930639938.2975438
31.87994679622329,2095808513.906315
33.89617972850788,2271097024.0856237
36.03992840801795,2456429459.2340403
38.319257510977174,2651710768.1893883
40.74274176043893,2856672019.0094743
43.31949818396895,3071090701.8040304
46.05922041145104,3294677168.7151265
48.97221514204211,3527129250.8714857
52.06944091746306,3768132339.131681
55.3625493474894,4334276822.557813
58.86392894272958,4991589282.085645
62.58675171958728,5753976167.551119
66.54502275273398,6638558712.115606
70.7536328615057,7665323937.881911
75.22841462842636,8857452205.17172
79.98620196059844,10242166113.557112
85.04489341802677,11850802972.610468
90.42351954711341,13720259107.182207
96.14231447262956,15893096139.40436
102.22279201748987,18419335122.427395
108.68782663668685,21357452684.623856
115.56173946985643,24775006899.14822
122.87038983619955,28749609015.79809
130.64127251595798,33372865514.96039
138.90362118441436,38752248192.57336
147.68851838752943,45011765132.783585
157.02901247293775,52294030479.82272
166.96024191619287,60766585113.54874
177.5195675099705,70631013277.03067
188.74671291351686,82105958096.13974
200.68391409108514,95461084570.01639
213.37607820153946,111002966969.02982
226.87095253685806,129089418907.94914
241.2193041450787,150136538363.90128
256.4751108134166,174628147024.0114
272.6957641300216,203126758052.74542
289.94228538828753,236285816714.25336
308.2795551459327,274866662724.86664
327.7765573024391,319185147360.9212
348.50663861306174,361149493408.59064
370.5477846156862,408872240922.97943
393.9829130085527,463077288114.6918
418.90018558252547,524385416660.26276
445.3933398813799,593661443060.2516
473.5620418377912,671883714400.3726
503.5122607116315,760148076735.4263
535.3566677410724,859686569369.8762
569.2150600061926,971891508090.1104
605.2148110996535,1098346902272.5382
643.4913502998406,1240869832022.61
684.188672049089,1401565353188.9485
727.4598776536365,1582899830476.5598
773.4677512431475,1787799531535.2705
822.3853721565328,2019784981936.6113
874.3967660578401,2283150324431.2017
929.6975972316807,2583220963378.3667
988.4959046625586,2925113932746.2974
1051.0128846672171,3311374629237.2563
1117.4837230242144,3747469869314.727
1188.15847973116,4239774642077.4775
1263.3030297180162,4795572936963.772
1343.200063055414,5423237534571.617
1428.1501484206738,6132463923050.869
1518.4728638222555,6934570412151.709
1614.5079988363946,7842892633135.03
1716.6168328786307,8873304503950.672
1825.1834943190424,10044914073804.396
1940.6164055541456,11381004112120.273
2063.3498194716876,12910320921522.545
2193.845453088462,14668868044376.633
2332.594224506854,16702447845125.527
2480.118099724387,19053645089588.836
2636.9720562439034,21741006563579.395
2803.746170871439,24811798900372.074
2981.0678395558925,28321614255677.3
3169.604137621453,32334341793380.6
3370.0643292719246,36923472163691.79
3583.202535807474,42173624973557.41
3809.8205725915386,48182342013382.77
4050.7709654405085,55062198376887.164
4306.960157783549,62943295336099.33
4579.351920657803,71976213582671.19
4868.970978367291,82335524107876.6
5176.906863444903,94223977749734.25
5504.318015419727,107877524874391.14
5852.436138809167,123571355928635.62
6222.570836730231,141627204633393.8
6616.114537561478,162422222422791.88
7034.5477331895945,186399820985816.88
7479.444548546428,214082997327994.56
7952.478663388866,246090813846181.06
8455.429608599177,283041580302811.06
8990.189460691898,325586831210837.44
9558.769959711797,374582121928355.8
10163.310077300275,431016027315541.25
10806.084063400547,496031338417901.8
11489.510001873086,570949889213620.6
12216.15890720732,657301607536536.8
12988.764396550592,756858576103519.4
13810.232973440216,871675055323920.5
14683.654961925808,1004134625812488.4
15612.316132215046,1157005866714551.2
16599.710061578146,1333508311224355.2
17649.551277012484,1537390833204451.5
18765.789229108894,1773025145675638.5
19952.62314968879,2045517769796810.0
