T[eV]        κe[W/(keVcm)]
2.75068e+02 5.69312e+10
2.78256e+02 5.80206e+10
2.81481e+02 5.91325e+10
2.84744e+02 6.02674e+10
2.88044e+02 6.14258e+10
2.91383e+02 6.26082e+10
2.94761e+02 6.38152e+10
2.98177e+02 6.50473e+10
3.01633e+02 6.63051e+10
3.05130e+02 6.75891e+10
3.08666e+02 6.89000e+10
3.12244e+02 7.02382e+10
3.15864e+02 7.16045e+10
3.19525e+02 7.29994e+10
3.23228e+02 7.44235e+10
3.26975e+02 7.58776e+10
3.30765e+02 7.73621e+10
3.34599e+02 7.88779e+10
3.38477e+02 8.04256e+10
3.42401e+02 8.20059e+10
3.46369e+02 8.36194e+10
3.50384e+02 8.52670e+10
3.54446e+02 8.69494e+10
3.58554e+02 8.86673e+10
3.62710e+02 9.04216e+10
3.66914e+02 9.22129e+10
3.71167e+02 9.40422e+10
3.75469e+02 9.59103e+10
3.79822e+02 9.78180e+10
3.84224e+02 9.97662e+10
3.88678e+02 1.01756e+11
3.93183e+02 1.03788e+11
3.97740e+02 1.05863e+11
4.02351e+02 1.07982e+11
4.07014e+02 1.10147e+11
4.11732e+02 1.12358e+11
4.16504e+02 1.14616e+11
4.21332e+02 1.16923e+11
4.26216e+02 1.19279e+11
4.31156e+02 1.21685e+11
4.36154e+02 1.24143e+11
4.41209e+02 1.26655e+11
4.46323e+02 1.29220e+11
4.51497e+02 1.31841e+11
4.56730e+02 1.34518e+11
4.62024e+02 1.37253e+11
4.67380e+02 1.40048e+11
4.72797e+02 1.42903e+11
4.78277e+02 1.45821e+11
4.83821e+02 1.48802e+11
4.89429e+02 1.51848e+11
4.95102e+02 1.54961e+11
5.00841e+02 1.58142e+11
5.06646e+02 1.61392e+11
5.12519e+02 1.64714e+11
5.18459e+02 1.68107e+11
5.24469e+02 1.71575e+11
5.30548e+02 1.75118e+11
5.36698e+02 1.78739e+11
5.42919e+02 1.82439e+11
5.49212e+02 1.86220e+11
5.55578e+02 1.90084e+11
5.62017e+02 1.94033e+11
5.68532e+02 1.98068e+11
5.75122e+02 2.02192e+11
5.81788e+02 2.06407e+11
5.88532e+02 2.10714e+11
5.95353e+02 2.15117e+11
6.02254e+02 2.19616e+11
6.09235e+02 2.24215e+11
6.16297e+02 2.28916e+11
6.23440e+02 2.33721e+11
6.30667e+02 2.38632e+11
6.37977e+02 2.43652e+11
6.45372e+02 2.48784e+11
6.52852e+02 2.54030e+11
6.60419e+02 2.59393e+11
6.68074e+02 2.64875e+11
6.75818e+02 2.70479e+11
6.83652e+02 2.76208e+11
6.91576e+02 2.82066e+11
6.99592e+02 2.88055e+11
7.07701e+02 2.94178e+11
7.15904e+02 3.00438e+11
7.24202e+02 3.06839e+11
7.32597e+02 3.13384e+11
7.41088e+02 3.20077e+11
7.49678e+02 3.26920e+11
7.58368e+02 3.33918e+11
7.67158e+02 3.41073e+11
7.76050e+02 3.48391e+11
7.85046e+02 3.55875e+11
7.94145e+02 3.63528e+11
8.03350e+02 3.71356e+11
8.12662e+02 3.79361e+11
8.22082e+02 3.87548e+11
8.31610e+02 3.95923e+11
8.41250e+02 4.04488e+11
8.51001e+02 4.13250e+11
8.60865e+02 4.22212e+11
8.70843e+02 4.31379e+11
8.80937e+02 4.40757e+11
8.91148e+02 4.50350e+11
9.01478e+02 4.60165e+11
9.11927e+02 4.70205e+11
9.22497e+02 4.80478e+11
9.33190e+02 4.90988e+11
9.44006e+02 5.01741e+11
9.54949e+02 5.12744e+11
9.66017e+02 5.24002e+11
9.77215e+02 5.35522e+11
9.88542e+02 5.47311e+11
1.00000e+03 5.59374e+11
