T[eV] κe[W/(keVcm)](SMT) κe[W/(keVcm)](modSMT)
1.30270e+04 1.15091e+14 1.67839e+14
1.32084e+04 1.18661e+14 1.73081e+14
1.33923e+04 1.22342e+14 1.78488e+14
1.35788e+04 1.26140e+14 1.84067e+14
1.37679e+04 1.30057e+14 1.89822e+14
1.39596e+04 1.34097e+14 1.95760e+14
1.41540e+04 1.38265e+14 2.01885e+14
1.43511e+04 1.42565e+14 2.08204e+14
1.45510e+04 1.47000e+14 2.14724e+14
1.47536e+04 1.51575e+14 2.21450e+14
1.49590e+04 1.56294e+14 2.28389e+14
1.51674e+04 1.61163e+14 2.35548e+14
1.53786e+04 1.66186e+14 2.42935e+14
1.55927e+04 1.71367e+14 2.50555e+14
1.58099e+04 1.76712e+14 2.58417e+14
1.60300e+04 1.82226e+14 2.66529e+14
1.62532e+04 1.87914e+14 2.74899e+14
1.64796e+04 1.93783e+14 2.83534e+14
1.67091e+04 1.99838e+14 2.92444e+14
1.69417e+04 2.06084e+14 3.01637e+14
1.71777e+04 2.12528e+14 3.11122e+14
1.74169e+04 2.19176e+14 3.20909e+14
1.76594e+04 2.26035e+14 3.31007e+14
1.79053e+04 2.33112e+14 3.41426e+14
1.81547e+04 2.40413e+14 3.52177e+14
1.84075e+04 2.47946e+14 3.63270e+14
1.86638e+04 2.55718e+14 3.74717e+14
1.89237e+04 2.63737e+14 3.86528e+14
1.91872e+04 2.72010e+14 3.98715e+14
1.94544e+04 2.80547e+14 4.11291e+14
1.97253e+04 2.89355e+14 4.24268e+14
2.00000e+04 2.98442e+14 4.37659e+14
