T[eV] κe[W/(keVcm)](SMT) κe[W/(keVcm)](modSMT)
2.05609e+02 1.98483e+10 1.96963e+10
2.08472e+02 2.02921e+10 2.01570e+10
2.11375e+02 2.07458e+10 2.06284e+10
2.14319e+02 2.12097e+10 2.11109e+10
2.17303e+02 2.16841e+10 2.16045e+10
2.20329e+02 2.21693e+10 2.21098e+10
2.23397e+02 2.26656e+10 2.26270e+10
2.26508e+02 2.31734e+10 2.31565e+10
2.29662e+02 2.36930e+10 2.36985e+10
2.32861e+02 2.42247e+10 2.42534e+10
2.36103e+02 2.47688e+10 2.48217e+10
2.39391e+02 2.53257e+10 2.54035e+10
2.42725e+02 2.58959e+10 2.59994e+10
2.46105e+02 2.64795e+10 2.66097e+10
2.49532e+02 2.70770e+10 2.72347e+10
2.53007e+02 2.76888e+10 2.78749e+10
2.56530e+02 2.83153e+10 2.85307e+10
2.60102e+02 2.89568e+10 2.92025e+10
2.63724e+02 2.96137e+10 2.98906e+10
2.67397e+02 3.02865e+10 3.05957e+10
2.71120e+02 3.09756e+10 3.13180e+10
2.74896e+02 3.16814e+10 3.20581e+10
2.78724e+02 3.24044e+10 3.28164e+10
2.82605e+02 3.31449e+10 3.35934e+10
2.86541e+02 3.39035e+10 3.43896e+10
2.90531e+02 3.46805e+10 3.52055e+10
2.94577e+02 3.54766e+10 3.60416e+10
2.98679e+02 3.62922e+10 3.68985e+10
3.02838e+02 3.71277e+10 3.77767e+10
3.07055e+02 3.79838e+10 3.86768e+10
3.11331e+02 3.88609e+10 3.95992e+10
3.15666e+02 3.97595e+10 4.05447e+10
3.20062e+02 4.06803e+10 4.15139e+10
3.24519e+02 4.16237e+10 4.25073e+10
3.29038e+02 4.25905e+10 4.35256e+10
3.33620e+02 4.35811e+10 4.45695e+10
3.38266e+02 4.45963e+10 4.56396e+10
3.42976e+02 4.56365e+10 4.67367e+10
3.47752e+02 4.67026e+10 4.78615e+10
3.52595e+02 4.77951e+10 4.90147e+10
3.57505e+02 4.89147e+10 5.01970e+10
3.62484e+02 5.00622e+10 5.14093e+10
3.67531e+02 5.12383e+10 5.26524e+10
3.72649e+02 5.24436e+10 5.39272e+10
3.77839e+02 5.36791e+10 5.52344e+10
3.83100e+02 5.49456e+10 5.65750e+10
3.88435e+02 5.62437e+10 5.79499e+10
3.93844e+02 5.75744e+10 5.93600e+10
3.99328e+02 5.89385e+10 6.08064e+10
4.04889e+02 6.03370e+10 6.22901e+10
4.10528e+02 6.17707e+10 6.38121e+10
4.16244e+02 6.32407e+10 6.53735e+10
4.22041e+02 6.47478e+10 6.69754e+10
4.27918e+02 6.62933e+10 6.86190e+10
4.33877e+02 6.78780e+10 7.03055e+10
4.39919e+02 6.95031e+10 7.20363e+10
4.46045e+02 7.11697e+10 7.38125e+10
4.52256e+02 7.28791e+10 7.56355e+10
4.58554e+02 7.46323e+10 7.75067e+10
4.64939e+02 7.64308e+10 7.94277e+10
4.71414e+02 7.82757e+10 8.13999e+10
4.77979e+02 8.01684e+10 8.34248e+10
4.84635e+02 8.21103e+10 8.55042e+10
4.91383e+02 8.41029e+10 8.76398e+10
4.98226e+02 8.61478e+10 8.98333e+10
5.05164e+02 8.82460e+10 9.20859e+10
5.12199e+02 9.03982e+10 9.43977e+10
5.19331e+02 9.26059e+10 9.67702e+10
5.26563e+02 9.48705e+10 9.92050e+10
5.33896e+02 9.71934e+10 1.01704e+11
5.41330e+02 9.95764e+10 1.04269e+11
5.48869e+02 1.02021e+11 1.06901e+11
5.56512e+02 1.04529e+11 1.09603e+11
5.64262e+02 1.07102e+11 1.12376e+11
5.72119e+02 1.09741e+11 1.15222e+11
5.80086e+02 1.12449e+11 1.18144e+11
5.88164e+02 1.15228e+11 1.21144e+11
5.96354e+02 1.18078e+11 1.24223e+11
6.04659e+02 1.21004e+11 1.27384e+11
6.13079e+02 1.24005e+11 1.30629e+11
6.21616e+02 1.27085e+11 1.33961e+11
6.30273e+02 1.30245e+11 1.37382e+11
6.39050e+02 1.33489e+11 1.40894e+11
6.47949e+02 1.36817e+11 1.44500e+11
6.56971e+02 1.40234e+11 1.48204e+11
6.66120e+02 1.43740e+11 1.52006e+11
6.75396e+02 1.47338e+11 1.55912e+11
6.84801e+02 1.51032e+11 1.59923e+11
6.94337e+02 1.54823e+11 1.64042e+11
7.04006e+02 1.58716e+11 1.68273e+11
7.13810e+02 1.62711e+11 1.72620e+11
7.23750e+02 1.66813e+11 1.77084e+11
7.33828e+02 1.71025e+11 1.81671e+11
7.44047e+02 1.75349e+11 1.86383e+11
7.54408e+02 1.79789e+11 1.91224e+11
7.64914e+02 1.84349e+11 1.96199e+11
7.75566e+02 1.89031e+11 2.01311e+11
7.86366e+02 1.93840e+11 2.06565e+11
7.97316e+02 1.98779e+11 2.11965e+11
8.08419e+02 2.03852e+11 2.17515e+11
8.19677e+02 2.09063e+11 2.23220e+11
8.31091e+02 2.14417e+11 2.29085e+11
8.42664e+02 2.19917e+11 2.35116e+11
8.54399e+02 2.25569e+11 2.41317e+11
8.66297e+02 2.31376e+11 2.47694e+11
8.78360e+02 2.37344e+11 2.54253e+11
8.90592e+02 2.43478e+11 2.60999e+11
9.02994e+02 2.49782e+11 2.67940e+11
9.15568e+02 2.56263e+11 2.75081e+11
9.28318e+02 2.62927e+11 2.82429e+11
9.41245e+02 2.69778e+11 2.89993e+11
9.54352e+02 2.76824e+11 2.97778e+11
9.67642e+02 2.84070e+11 3.05793e+11
9.81117e+02 2.91523e+11 3.14046e+11
9.94779e+02 2.99191e+11 3.22545e+11
1.00863e+03 3.07079e+11 3.31298e+11
1.02268e+03 3.15187e+11 3.40301e+11
1.03692e+03 3.23521e+11 3.49562e+11
1.05136e+03 3.32088e+11 3.59088e+11
1.06600e+03 3.40894e+11 3.68887e+11
1.08084e+03 3.49947e+11 3.78967e+11
1.09589e+03 3.59253e+11 3.89336e+11
1.11116e+03 3.68820e+11 4.00004e+11
1.12663e+03 3.78655e+11 4.10978e+11
1.14232e+03 3.88767e+11 4.22269e+11
1.15822e+03 3.99163e+11 4.33886e+11
1.17435e+03 4.09852e+11 4.45838e+11
1.19071e+03 4.20843e+11 4.58135e+11
1.20729e+03 4.32143e+11 4.70789e+11
1.22410e+03 4.43762e+11 4.83809e+11
1.24115e+03 4.55710e+11 4.97206e+11
1.25843e+03 4.67996e+11 5.10992e+11
1.27595e+03 4.80630e+11 5.25179e+11
1.29372e+03 4.93622e+11 5.39779e+11
1.31174e+03 5.06983e+11 5.54803e+11
1.33000e+03 5.20724e+11 5.70266e+11
1.34852e+03 5.34855e+11 5.86179e+11
1.36730e+03 5.49389e+11 6.02557e+11
1.38634e+03 5.64337e+11 6.19414e+11
1.40565e+03 5.79711e+11 6.36764e+11
1.42522e+03 5.95524e+11 6.54623e+11
1.44507e+03 6.11789e+11 6.73004e+11
1.46519e+03 6.28518e+11 6.91925e+11
1.48560e+03 6.45727e+11 7.11401e+11
1.50628e+03 6.63429e+11 7.31450e+11
1.52726e+03 6.81638e+11 7.52089e+11
1.54853e+03 7.00370e+11 7.73335e+11
1.57009e+03 7.19640e+11 7.95208e+11
1.59196e+03 7.39464e+11 8.17726e+11
1.61412e+03 7.59858e+11 8.40908e+11
1.63660e+03 7.80840e+11 8.64776e+11
1.65939e+03 8.02427e+11 8.89349e+11
1.68250e+03 8.24636e+11 9.14649e+11
1.70593e+03 8.47486e+11 9.40700e+11
1.72968e+03 8.70997e+11 9.67522e+11
1.75377e+03 8.95187e+11 9.95140e+11
1.77819e+03 9.20078e+11 1.02358e+12
1.80296e+03 9.45690e+11 1.05286e+12
1.82806e+03 9.72044e+11 1.08302e+12
1.85352e+03 9.99162e+11 1.11407e+12
1.87933e+03 1.02707e+12 1.14605e+12
1.90550e+03 1.05578e+12 1.17898e+12
1.93203e+03 1.08534e+12 1.21289e+12
1.95894e+03 1.11575e+12 1.24782e+12
1.98622e+03 1.14705e+12 1.28379e+12
2.01388e+03 1.17926e+12 1.32083e+12
2.04192e+03 1.21240e+12 1.35899e+12
2.07036e+03 1.24652e+12 1.39828e+12
2.09919e+03 1.28163e+12 1.43876e+12
2.12842e+03 1.31777e+12 1.48044e+12
2.15806e+03 1.35497e+12 1.52338e+12
2.18811e+03 1.39326e+12 1.56761e+12
2.21858e+03 1.43266e+12 1.61317e+12
2.24947e+03 1.47322e+12 1.66010e+12
2.28080e+03 1.51498e+12 1.70844e+12
2.31256e+03 1.55795e+12 1.75824e+12
2.34476e+03 1.60219e+12 1.80954e+12
2.37742e+03 1.64773e+12 1.86238e+12
2.41052e+03 1.69461e+12 1.91682e+12
2.44409e+03 1.74287e+12 1.97291e+12
2.47812e+03 1.79256e+12 2.03069e+12
2.51263e+03 1.84370e+12 2.09021e+12
2.54762e+03 1.89636e+12 2.15154e+12
2.58310e+03 1.95056e+12 2.21472e+12
2.61907e+03 2.00637e+12 2.27982e+12
2.65554e+03 2.06383e+12 2.34690e+12
2.69252e+03 2.12299e+12 2.41600e+12
2.73002e+03 2.18390e+12 2.48721e+12
2.76803e+03 2.24661e+12 2.56057e+12
2.80658e+03 2.31118e+12 2.63617e+12
2.84566e+03 2.37766e+12 2.71407e+12
2.88529e+03 2.44612e+12 2.79433e+12
2.92547e+03 2.51660e+12 2.87704e+12
2.96621e+03 2.58919e+12 2.96227e+12
3.00751e+03 2.66392e+12 3.05010e+12
3.04939e+03 2.74089e+12 3.14060e+12
3.09186e+03 2.82014e+12 3.23387e+12
3.13491e+03 2.90175e+12 3.32998e+12
3.17857e+03 2.98579e+12 3.42903e+12
3.22283e+03 3.07234e+12 3.53111e+12
3.26771e+03 3.16146e+12 3.63631e+12
3.31321e+03 3.25325e+12 3.74473e+12
3.35935e+03 3.34778e+12 3.85647e+12
3.40613e+03 3.44514e+12 3.97163e+12
3.45356e+03 3.54540e+12 4.09032e+12
3.50165e+03 3.64866e+12 4.21265e+12
3.55042e+03 3.75502e+12 4.33873e+12
3.59986e+03 3.86456e+12 4.46869e+12
3.64999e+03 3.97738e+12 4.60263e+12
3.70081e+03 4.09358e+12 4.74069e+12
3.75235e+03 4.21327e+12 4.88300e+12
3.80460e+03 4.33655e+12 5.02968e+12
3.85758e+03 4.46354e+12 5.18088e+12
3.91130e+03 4.59434e+12 5.33673e+12
3.96577e+03 4.72907e+12 5.49738e+12
4.02099e+03 4.86785e+12 5.66299e+12
4.07699e+03 5.01082e+12 5.83370e+12
4.13376e+03 5.15808e+12 6.00968e+12
4.19132e+03 5.30979e+12 6.19109e+12
4.24969e+03 5.46606e+12 6.37810e+12
4.30887e+03 5.62705e+12 6.57089e+12
4.36887e+03 5.79290e+12 6.76963e+12
4.42971e+03 5.96375e+12 6.97453e+12
4.49140e+03 6.13977e+12 7.18576e+12
4.55394e+03 6.32111e+12 7.40353e+12
4.61736e+03 6.50793e+12 7.62804e+12
4.68165e+03 6.70040e+12 7.85951e+12
4.74685e+03 6.89869e+12 8.09815e+12
4.81295e+03 7.10300e+12 8.34419e+12
4.87997e+03 7.31349e+12 8.59786e+12
4.94793e+03 7.53037e+12 8.85941e+12
5.01683e+03 7.75382e+12 9.12907e+12
5.08669e+03 7.98405e+12 9.40711e+12
5.15753e+03 8.22128e+12 9.69379e+12
5.22935e+03 8.46571e+12 9.98938e+12
5.30217e+03 8.71757e+12 1.02942e+13
5.37600e+03 8.97708e+12 1.06084e+13
5.45087e+03 9.24450e+12 1.09325e+13
5.52677e+03 9.52005e+12 1.12666e+13
5.60373e+03 9.80399e+12 1.16112e+13
5.68177e+03 1.00966e+13 1.19665e+13
5.76089e+03 1.03981e+13 1.23328e+13
5.84111e+03 1.07088e+13 1.27106e+13
5.92245e+03 1.10290e+13 1.31002e+13
6.00492e+03 1.13589e+13 1.35019e+13
6.08854e+03 1.16990e+13 1.39162e+13
6.17333e+03 1.20494e+13 1.43434e+13
6.25930e+03 1.24105e+13 1.47840e+13
6.34646e+03 1.27827e+13 1.52383e+13
6.43484e+03 1.31663e+13 1.57069e+13
6.52444e+03 1.35616e+13 1.61901e+13
6.61530e+03 1.39690e+13 1.66884e+13
6.70742e+03 1.43889e+13 1.72023e+13
6.80082e+03 1.48216e+13 1.77324e+13
6.89553e+03 1.52676e+13 1.82790e+13
6.99155e+03 1.57274e+13 1.88428e+13
7.08891e+03 1.62012e+13 1.94242e+13
7.18763e+03 1.66895e+13 2.00239e+13
7.28772e+03 1.71929e+13 2.06424e+13
7.38920e+03 1.77118e+13 2.12804e+13
7.49210e+03 1.82466e+13 2.19383e+13
7.59643e+03 1.87978e+13 2.26169e+13
7.70221e+03 1.93660e+13 2.33169e+13
7.80947e+03 1.99517e+13 2.40388e+13
7.91822e+03 2.05555e+13 2.47835e+13
8.02848e+03 2.11778e+13 2.55515e+13
8.14028e+03 2.18194e+13 2.63438e+13
8.25364e+03 2.24807e+13 2.71610e+13
8.36858e+03 2.31624e+13 2.80039e+13
8.48511e+03 2.38652e+13 2.88733e+13
8.60327e+03 2.45896e+13 2.97702e+13
8.72308e+03 2.53365e+13 3.06953e+13
8.84455e+03 2.61064e+13 3.16496e+13
8.96771e+03 2.69001e+13 3.26340e+13
9.09259e+03 2.77184e+13 3.36495e+13
9.21921e+03 2.85620e+13 3.46970e+13
9.34759e+03 2.94318e+13 3.57776e+13
9.47776e+03 3.03284e+13 3.68923e+13
9.60974e+03 3.12528e+13 3.80422e+13
9.74356e+03 3.22059e+13 3.92285e+13
9.87924e+03 3.31886e+13 4.04522e+13
1.00168e+04 3.42017e+13 4.17147e+13
1.01563e+04 3.52463e+13 4.30171e+13
1.02977e+04 3.63233e+13 4.43608e+13
1.04411e+04 3.74337e+13 4.57469e+13
1.05865e+04 3.85787e+13 4.71770e+13
1.07340e+04 3.97592e+13 4.86523e+13
1.08834e+04 4.09765e+13 5.01744e+13
1.10350e+04 4.22316e+13 5.17447e+13
1.11887e+04 4.35257e+13 5.33648e+13
1.13445e+04 4.48602e+13 5.50363e+13
1.15024e+04 4.62362e+13 5.67608e+13
1.16626e+04 4.76551e+13 5.85400e+13
1.18250e+04 4.91182e+13 6.03757e+13
1.19897e+04 5.06269e+13 6.22697e+13
1.21566e+04 5.21827e+13 6.42239e+13
1.23259e+04 5.37871e+13 6.62401e+13
1.24976e+04 5.54415e+13 6.83204e+13
1.26716e+04 5.71475e+13 7.04668e+13
1.28481e+04 5.89069e+13 7.26815e+13
1.30270e+04 6.07213e+13 7.49666e+13
1.32084e+04 6.25923e+13 7.73245e+13
1.33923e+04 6.45219e+13 7.97573e+13
1.35788e+04 6.65119e+13 8.22677e+13
1.37679e+04 6.85641e+13 8.48579e+13
1.39596e+04 7.06806e+13 8.75307e+13
1.41540e+04 7.28634e+13 9.02886e+13
1.43511e+04 7.51146e+13 9.31344e+13
1.45510e+04 7.74363e+13 9.60709e+13
1.47536e+04 7.98308e+13 9.91011e+13
1.49590e+04 8.23004e+13 1.02228e+14
1.51674e+04 8.48475e+13 1.05455e+14
1.53786e+04 8.74746e+13 1.08784e+14
1.55927e+04 9.01841e+13 1.12220e+14
1.58099e+04 9.29788e+13 1.15766e+14
1.60300e+04 9.58613e+13 1.19424e+14
1.62532e+04 9.88343e+13 1.23200e+14
1.64796e+04 1.01901e+14 1.27097e+14
1.67091e+04 1.05064e+14 1.31117e+14
1.69417e+04 1.08326e+14 1.35267e+14
1.71777e+04 1.11692e+14 1.39549e+14
1.74169e+04 1.15163e+14 1.43968e+14
1.76594e+04 1.18743e+14 1.48529e+14
1.79053e+04 1.22437e+14 1.53236e+14
1.81547e+04 1.26246e+14 1.58093e+14
1.84075e+04 1.30176e+14 1.63106e+14
1.86638e+04 1.34230e+14 1.68279e+14
1.89237e+04 1.38412e+14 1.73619e+14
1.91872e+04 1.42725e+14 1.79129e+14
1.94544e+04 1.47175e+14 1.84816e+14
1.97253e+04 1.51765e+14 1.90685e+14
2.00000e+04 1.56501e+14 1.96743e+14
