Column1,Column2
0.025118864315095794,59690599.19601306
0.026893556656722693,59673712.69052576
0.028793634161783762,59655823.83052595
0.03082795551459327,59636883.60164645
0.03300600528123355,59616842.01552277
0.035337938129212654,59595648.34427685
0.03783462617131929,59573251.41126808
0.04050770965440513,59549599.947484866
0.04336965122941954,59524643.02433151
0.046433794055718604,59498330.57513299
0.04971442401054664,59470614.01944914
0.053226836293728035,59441447.00628592
0.05698740673809875,59410786.29453064
0.061013668158146364,59378990.213185705
0.06532439209281699,59345288.02606074
0.06993967632359661,59310000.79907224
0.07488103857590023,59273111.28864817
0.0801715168406303,59234612.831985444
0.08583577678363145,59194511.622886315
0.09190022674381372,59152829.34426669
0.09839314085609728,59109606.20504826
0.10534479087321175,23626118.82164121
0.1127875873009396,23607704.791660562
0.12075623050481483,23588510.883027058
0.12928787249277823,23569108.769338038
0.13842229012806426,23549337.124534093
0.14820207057988583,23529293.78546464
0.15867280987653898,23509099.04511789
0.16988332548663693,23488899.094624013
0.1818858839195855,23469218.40304886
0.1947364444064359,23449620.613753963
0.20849491979722248,23430388.79842034
0.22322545589116027,23412320.03881844
0.23899673050201659,23395137.657284144
0.25588227365298194,23379953.957765248
0.27396081039387726,23366897.069836415
0.29331662783900436,23356501.460999493
0.31403996813687257,23350185.09123945
0.33622744920393355,23347159.5062764
0.3599825151839016,23348485.221908618
0.38541591873282405,23355892.825526446
0.4126462373784474,23369639.828427702
0.44180042636129,23392097.711304497
0.4730144105349168,23422812.41332994
0.5064337180850191,23464527.22497501
0.5422141590218724,23519388.01139309
0.5805225516094898,23587386.066312455
0.621537500118285,23670301.188582625
0.6654502275273402,23772597.534244575
0.7124654670585683,23894232.909499157
0.7628024166993446,24039612.637345694
0.8166957611638572,24210092.553076737
0.8743967660578406,24408174.485944968
0.936174449347988,24639163.53857518
1.0023168355977587,24903026.91888136
1.0731322988171699,25204635.453312915
1.1489510001873091,25548942.978047293
1.2301264273626362,25935635.02458594
1.317037042527723,26371420.370793685
1.4100880468921284,26859921.301353145
1.5097132698499658,27401396.306364823
1.6163771916119483,28002120.76927126
1.7305771087399762,28662415.808609944
1.8528454526805862,29386201.23844955
1.9837522721069052,30177551.993680228
2.123907890642466,33173318.305895176
2.273965752357929,36574652.0094667
2.4346254683071953,40373871.92328857
2.6066360783067046,44616806.664480865
2.7907995431652326,49345882.762761936
2.9879744836459077,54615904.638382524
3.1990801835925473,60472007.45270163
