T[eV] κe[W/(keVcm)](SMT) κe[W/(keVcm)](modSMT)
1.04411e+02 1.05942e+10 1.94515e+10
1.05865e+02 1.08513e+10 1.99633e+10
1.07340e+02 1.11152e+10 2.04891e+10
1.08834e+02 1.13862e+10 2.10292e+10
1.10350e+02 1.16643e+10 2.15839e+10
1.11887e+02 1.19499e+10 2.21538e+10
1.13445e+02 1.22431e+10 2.27391e+10
1.15024e+02 1.25441e+10 2.33404e+10
1.16626e+02 1.28532e+10 2.39580e+10
1.18250e+02 1.31706e+10 2.45925e+10
1.19897e+02 1.34966e+10 2.52443e+10
1.21566e+02 1.38313e+10 2.59138e+10
1.23259e+02 1.41751e+10 2.66016e+10
1.24976e+02 1.45282e+10 2.73082e+10
1.26716e+02 1.48908e+10 2.80340e+10
1.28481e+02 1.52633e+10 2.87797e+10
1.30270e+02 1.56458e+10 2.95457e+10
1.32084e+02 1.60388e+10 3.03326e+10
1.33923e+02 1.64425e+10 3.11411e+10
1.35788e+02 1.68573e+10 3.19717e+10
1.37679e+02 1.72833e+10 3.28250e+10
1.39596e+02 1.77211e+10 3.37017e+10
1.41540e+02 1.81708e+10 3.46024e+10
1.43511e+02 1.86329e+10 3.55278e+10
1.45510e+02 1.91077e+10 3.64786e+10
1.47536e+02 1.95956e+10 3.74555e+10
1.49590e+02 2.00970e+10 3.84592e+10
1.51674e+02 2.06122e+10 3.94904e+10
1.53786e+02 2.11417e+10 4.05500e+10
1.55927e+02 2.16858e+10 4.16388e+10
1.58099e+02 2.22451e+10 4.27575e+10
1.60300e+02 2.28198e+10 4.39071e+10
1.62532e+02 2.34106e+10 4.50883e+10
1.64796e+02 2.40179e+10 4.63021e+10
1.67091e+02 2.46421e+10 4.75494e+10
1.69417e+02 2.52837e+10 4.88312e+10
1.71777e+02 2.59433e+10 5.01483e+10
1.74169e+02 2.66214e+10 5.15019e+10
1.76594e+02 2.73185e+10 5.28930e+10
1.79053e+02 2.80352e+10 5.43226e+10
1.81547e+02 2.87721e+10 5.57918e+10
1.84075e+02 2.95297e+10 5.73018e+10
1.86638e+02 3.03087e+10 5.88536e+10
1.89237e+02 3.11097e+10 6.04486e+10
1.91872e+02 3.19333e+10 6.20880e+10
1.94544e+02 3.27803e+10 6.37729e+10
1.97253e+02 3.36512e+10 6.55048e+10
2.00000e+02 3.45469e+10 6.72849e+10
2.02785e+02 3.54680e+10 6.91146e+10
2.05609e+02 3.64154e+10 7.09955e+10
2.08472e+02 3.73897e+10 7.29288e+10
2.11375e+02 3.83918e+10 7.49162e+10
2.14319e+02 3.94225e+10 7.69593e+10
2.17303e+02 4.04827e+10 7.90595e+10
2.20329e+02 4.15732e+10 8.12186e+10
2.23397e+02 4.26949e+10 8.34382e+10
2.26508e+02 4.38488e+10 8.57202e+10
2.29662e+02 4.50358e+10 8.80662e+10
2.32861e+02 4.62570e+10 9.04782e+10
2.36103e+02 4.75133e+10 9.29581e+10
2.39391e+02 4.88058e+10 9.55079e+10
2.42725e+02 5.01355e+10 9.81295e+10
2.46105e+02 5.15036e+10 1.00825e+11
2.49532e+02 5.29113e+10 1.03597e+11
2.53007e+02 5.43597e+10 1.06447e+11
2.56530e+02 5.58500e+10 1.09378e+11
2.60102e+02 5.73835e+10 1.12391e+11
2.63724e+02 5.89615e+10 1.15490e+11
2.67397e+02 6.05854e+10 1.18677e+11
2.71120e+02 6.22564e+10 1.21954e+11
2.74896e+02 6.39761e+10 1.25325e+11
2.78724e+02 6.57459e+10 1.28791e+11
2.82605e+02 6.75673e+10 1.32356e+11
2.86541e+02 6.94418e+10 1.36022e+11
2.90531e+02 7.13711e+10 1.39793e+11
2.94577e+02 7.33569e+10 1.43672e+11
2.98679e+02 7.54007e+10 1.47661e+11
3.02838e+02 7.75045e+10 1.51764e+11
3.07055e+02 7.96699e+10 1.55985e+11
3.11331e+02 8.18989e+10 1.60326e+11
3.15666e+02 8.41934e+10 1.64792e+11
3.20062e+02 8.65553e+10 1.69386e+11
3.24519e+02 8.89868e+10 1.74111e+11
3.29038e+02 9.14898e+10 1.78972e+11
3.33620e+02 9.40667e+10 1.83973e+11
3.38266e+02 9.67196e+10 1.89118e+11
3.42976e+02 9.94509e+10 1.94412e+11
3.47752e+02 1.02263e+11 1.99857e+11
3.52595e+02 1.05158e+11 2.05460e+11
3.57505e+02 1.08139e+11 2.11224e+11
3.62484e+02 1.11208e+11 2.17155e+11
3.67531e+02 1.14369e+11 2.23257e+11
3.72649e+02 1.17623e+11 2.29536e+11
3.77839e+02 1.20974e+11 2.35997e+11
3.83100e+02 1.24424e+11 2.42645e+11
3.88435e+02 1.27977e+11 2.49486e+11
3.93844e+02 1.31636e+11 2.56525e+11
3.99328e+02 1.35404e+11 2.63769e+11
4.04889e+02 1.39284e+11 2.71224e+11
4.10528e+02 1.43280e+11 2.78895e+11
4.16244e+02 1.47396e+11 2.86790e+11
4.22041e+02 1.51635e+11 2.94915e+11
4.27918e+02 1.56000e+11 3.03277e+11
4.33877e+02 1.60496e+11 3.11884e+11
4.39919e+02 1.65127e+11 3.20741e+11
4.46045e+02 1.69897e+11 3.29858e+11
4.52256e+02 1.74809e+11 3.39241e+11
4.58554e+02 1.79870e+11 3.48899e+11
4.64939e+02 1.85082e+11 3.58840e+11
4.71414e+02 1.90451e+11 3.69072e+11
4.77979e+02 1.95982e+11 3.79605e+11
4.84635e+02 2.01680e+11 3.90447e+11
4.91383e+02 2.07549e+11 4.01608e+11
4.98226e+02 2.13595e+11 4.13098e+11
5.05164e+02 2.19823e+11 4.24925e+11
5.12199e+02 2.26240e+11 4.37101e+11
5.19331e+02 2.32851e+11 4.49636e+11
5.26563e+02 2.39661e+11 4.62541e+11
5.33896e+02 2.46678e+11 4.75826e+11
5.41330e+02 2.53907e+11 4.89504e+11
5.48869e+02 2.61355e+11 5.03587e+11
5.56512e+02 2.69029e+11 5.18086e+11
5.64262e+02 2.76936e+11 5.33015e+11
5.72119e+02 2.85083e+11 5.48386e+11
5.80086e+02 2.93477e+11 5.64213e+11
5.88164e+02 3.02127e+11 5.80509e+11
5.96354e+02 3.11040e+11 5.97290e+11
6.04659e+02 3.20224e+11 6.14569e+11
6.13079e+02 3.29688e+11 6.32362e+11
6.21616e+02 3.39440e+11 6.50684e+11
6.30273e+02 3.49490e+11 6.69552e+11
6.39050e+02 3.59846e+11 6.88982e+11
6.47949e+02 3.70519e+11 7.08991e+11
6.56971e+02 3.81517e+11 7.29598e+11
6.66120e+02 3.92852e+11 7.50819e+11
6.75396e+02 4.04534e+11 7.72675e+11
6.84801e+02 4.16573e+11 7.95184e+11
6.94337e+02 4.28981e+11 8.18367e+11
7.04006e+02 4.41769e+11 8.42243e+11
7.13810e+02 4.54949e+11 8.66835e+11
7.23750e+02 4.68533e+11 8.92164e+11
7.33828e+02 4.82534e+11 9.18253e+11
7.44047e+02 4.96966e+11 9.45125e+11
7.54408e+02 5.11841e+11 9.72804e+11
7.64914e+02 5.27173e+11 1.00131e+12
7.75566e+02 5.42977e+11 1.03068e+12
7.86366e+02 5.59267e+11 1.06093e+12
7.97316e+02 5.76059e+11 1.09210e+12
8.08419e+02 5.93369e+11 1.12420e+12
8.19677e+02 6.11212e+11 1.15727e+12
8.31091e+02 6.29605e+11 1.19134e+12
8.42664e+02 6.48566e+11 1.22643e+12
8.54399e+02 6.68113e+11 1.26259e+12
8.66297e+02 6.88264e+11 1.29984e+12
8.78360e+02 7.09037e+11 1.33821e+12
8.90592e+02 7.30453e+11 1.37775e+12
9.02994e+02 7.52531e+11 1.41848e+12
9.15568e+02 7.75293e+11 1.46045e+12
9.28318e+02 7.98761e+11 1.50368e+12
9.41245e+02 8.22955e+11 1.54823e+12
9.54352e+02 8.47899e+11 1.59414e+12
9.67642e+02 8.73618e+11 1.64143e+12
9.81117e+02 9.00134e+11 1.69017e+12
9.94779e+02 9.27474e+11 1.74038e+12
1.00863e+03 9.55663e+11 1.79212e+12
1.02268e+03 9.84728e+11 1.84544e+12
1.03692e+03 1.01470e+12 1.90038e+12
1.05136e+03 1.04560e+12 1.95699e+12
1.06600e+03 1.07746e+12 2.01533e+12
1.08084e+03 1.11032e+12 2.07545e+12
1.09589e+03 1.14420e+12 2.13741e+12
1.11116e+03 1.17913e+12 2.20126e+12
1.12663e+03 1.21516e+12 2.26705e+12
1.14232e+03 1.25230e+12 2.33486e+12
1.15822e+03 1.29061e+12 2.40474e+12
1.17435e+03 1.33011e+12 2.47676e+12
1.19071e+03 1.37085e+12 2.55099e+12
1.20729e+03 1.41286e+12 2.62749e+12
1.22410e+03 1.45619e+12 2.70634e+12
1.24115e+03 1.50087e+12 2.78760e+12
1.25843e+03 1.54694e+12 2.87136e+12
1.27595e+03 1.59446e+12 2.95768e+12
1.29372e+03 1.64347e+12 3.04666e+12
1.31174e+03 1.69402e+12 3.13837e+12
1.33000e+03 1.74615e+12 3.23291e+12
1.34852e+03 1.79991e+12 3.33035e+12
1.36730e+03 1.85536e+12 3.43079e+12
1.38634e+03 1.91255e+12 3.53432e+12
1.40565e+03 1.97153e+12 3.64104e+12
1.42522e+03 2.03237e+12 3.75106e+12
1.44507e+03 2.09512e+12 3.86446e+12
1.46519e+03 2.15985e+12 3.98136e+12
1.48560e+03 2.22661e+12 4.10187e+12
1.50628e+03 2.29546e+12 4.22611e+12
1.52726e+03 2.36649e+12 4.35418e+12
1.54853e+03 2.43975e+12 4.48621e+12
1.57009e+03 2.51532e+12 4.62232e+12
1.59196e+03 2.59328e+12 4.76265e+12
1.61412e+03 2.67368e+12 4.90732e+12
1.63660e+03 2.75663e+12 5.05647e+12
1.65939e+03 2.84219e+12 5.21024e+12
1.68250e+03 2.93045e+12 5.36878e+12
1.70593e+03 3.02150e+12 5.53223e+12
1.72968e+03 3.11542e+12 5.70076e+12
1.75377e+03 3.21232e+12 5.87452e+12
1.77819e+03 3.31227e+12 6.05367e+12
1.80296e+03 3.41538e+12 6.23839e+12
1.82806e+03 3.52176e+12 6.42885e+12
1.85352e+03 3.63150e+12 6.62524e+12
1.87933e+03 3.74472e+12 6.82773e+12
1.90550e+03 3.86152e+12 7.03653e+12
1.93203e+03 3.98201e+12 7.25182e+12
1.95894e+03 4.10633e+12 7.47383e+12
1.98622e+03 4.23459e+12 7.70275e+12
2.01388e+03 4.36691e+12 7.93881e+12
2.04192e+03 4.50344e+12 8.18223e+12
2.07036e+03 4.64429e+12 8.43325e+12
2.09919e+03 4.78962e+12 8.69211e+12
2.12842e+03 4.93955e+12 8.95905e+12
2.15806e+03 5.09426e+12 9.23433e+12
2.18811e+03 5.25387e+12 9.51821e+12
2.21858e+03 5.41856e+12 9.81097e+12
2.24947e+03 5.58849e+12 1.01129e+13
2.28080e+03 5.76382e+12 1.04243e+13
2.31256e+03 5.94473e+12 1.07454e+13
2.34476e+03 6.13140e+12 1.10765e+13
2.37742e+03 6.32400e+12 1.14181e+13
2.41052e+03 6.52275e+12 1.17703e+13
2.44409e+03 6.72782e+12 1.21336e+13
2.47812e+03 6.93943e+12 1.25083e+13
2.51263e+03 7.15779e+12 1.28948e+13
2.54762e+03 7.38310e+12 1.32934e+13
2.58310e+03 7.61561e+12 1.37045e+13
2.61907e+03 7.85553e+12 1.41285e+13
2.65554e+03 8.10311e+12 1.45659e+13
2.69252e+03 8.35859e+12 1.50170e+13
2.73002e+03 8.62224e+12 1.54822e+13
2.76803e+03 8.89430e+12 1.59622e+13
2.80658e+03 9.17506e+12 1.64572e+13
2.84566e+03 9.46479e+12 1.69678e+13
2.88529e+03 9.76379e+12 1.74945e+13
2.92547e+03 1.00724e+13 1.80378e+13
2.96621e+03 1.03908e+13 1.85983e+13
3.00751e+03 1.07194e+13 1.91764e+13
3.04939e+03 1.10586e+13 1.97727e+13
3.09186e+03 1.14086e+13 2.03879e+13
3.13491e+03 1.17698e+13 2.10225e+13
3.17857e+03 1.21426e+13 2.16771e+13
3.22283e+03 1.25273e+13 2.23524e+13
3.26771e+03 1.29244e+13 2.30490e+13
3.31321e+03 1.33342e+13 2.37677e+13
3.35935e+03 1.37571e+13 2.45091e+13
3.40613e+03 1.41936e+13 2.52740e+13
3.45356e+03 1.46441e+13 2.60630e+13
3.50165e+03 1.51091e+13 2.68770e+13
3.55042e+03 1.55890e+13 2.77169e+13
3.59986e+03 1.60844e+13 2.85833e+13
3.64999e+03 1.65956e+13 2.94771e+13
3.70081e+03 1.71233e+13 3.03994e+13
3.75235e+03 1.76679e+13 3.13508e+13
3.80460e+03 1.82301e+13 3.23324e+13
3.85758e+03 1.88103e+13 3.33452e+13
3.91130e+03 1.94092e+13 3.43902e+13
3.96577e+03 2.00274e+13 3.54683e+13
4.02099e+03 2.06655e+13 3.65806e+13
4.07699e+03 2.13241e+13 3.77283e+13
4.13376e+03 2.20039e+13 3.89125e+13
4.19132e+03 2.27056e+13 4.01343e+13
4.24969e+03 2.34299e+13 4.13950e+13
4.30887e+03 2.41776e+13 4.26957e+13
4.36887e+03 2.49494e+13 4.40379e+13
4.42971e+03 2.57461e+13 4.54228e+13
4.49140e+03 2.65684e+13 4.68518e+13
4.55394e+03 2.74173e+13 4.83263e+13
4.61736e+03 2.82936e+13 4.98478e+13
4.68165e+03 2.91982e+13 5.14178e+13
4.74685e+03 3.01319e+13 5.30378e+13
4.81295e+03 3.10959e+13 5.47096e+13
4.87997e+03 3.20909e+13 5.64346e+13
4.94793e+03 3.31181e+13 5.82147e+13
5.01683e+03 3.41785e+13 6.00516e+13
5.08669e+03 3.52732e+13 6.19471e+13
5.15753e+03 3.64033e+13 6.39032e+13
5.22935e+03 3.75699e+13 6.59218e+13
5.30217e+03 3.87743e+13 6.80049e+13
5.37600e+03 4.00176e+13 7.01545e+13
5.45087e+03 4.13011e+13 7.23730e+13
5.52677e+03 4.26263e+13 7.46623e+13
5.60373e+03 4.39943e+13 7.70249e+13
5.68177e+03 4.54066e+13 7.94632e+13
5.76089e+03 4.68646e+13 8.19794e+13
5.84111e+03 4.83699e+13 8.45763e+13
5.92245e+03 4.99240e+13 8.72563e+13
6.00492e+03 5.15284e+13 9.00222e+13
6.08854e+03 5.31849e+13 9.28767e+13
6.17333e+03 5.48950e+13 9.58228e+13
6.25930e+03 5.66607e+13 9.88632e+13
6.34646e+03 5.84836e+13 1.02001e+14
6.43484e+03 6.03657e+13 1.05240e+14
6.52444e+03 6.23088e+13 1.08583e+14
6.61530e+03 6.43150e+13 1.12032e+14
6.70742e+03 6.63864e+13 1.15593e+14
6.80082e+03 6.85250e+13 1.19268e+14
6.89553e+03 7.07331e+13 1.23061e+14
6.99155e+03 7.30130e+13 1.26976e+14
7.08891e+03 7.53669e+13 1.31017e+14
7.18763e+03 7.77974e+13 1.35188e+14
7.28772e+03 8.03068e+13 1.39493e+14
7.38920e+03 8.28979e+13 1.43936e+14
7.49210e+03 8.55732e+13 1.48522e+14
7.59643e+03 8.83356e+13 1.53256e+14
7.70221e+03 9.11878e+13 1.58142e+14
7.80947e+03 9.41328e+13 1.63186e+14
7.91822e+03 9.71737e+13 1.68392e+14
8.02848e+03 1.00314e+14 1.73766e+14
8.14028e+03 1.03556e+14 1.79313e+14
8.25364e+03 1.06904e+14 1.85038e+14
8.36858e+03 1.10360e+14 1.90949e+14
8.48511e+03 1.13930e+14 1.97049e+14
8.60327e+03 1.17616e+14 2.03347e+14
8.72308e+03 1.21421e+14 2.09848e+14
8.84455e+03 1.25351e+14 2.16558e+14
8.96771e+03 1.29409e+14 2.23486e+14
9.09259e+03 1.33600e+14 2.30636e+14
9.21921e+03 1.37927e+14 2.38018e+14
9.34759e+03 1.42395e+14 2.45638e+14
9.47776e+03 1.47010e+14 2.53505e+14
9.60974e+03 1.51774e+14 2.61625e+14
9.74356e+03 1.56694e+14 2.70008e+14
9.87924e+03 1.61775e+14 2.78662e+14
1.00168e+04 1.67022e+14 2.87596e+14
1.01563e+04 1.72440e+14 2.96819e+14
1.02977e+04 1.78036e+14 3.06340e+14
1.04411e+04 1.83814e+14 3.16170e+14
1.05865e+04 1.89780e+14 3.26317e+14
1.07340e+04 1.95942e+14 3.36793e+14
1.08834e+04 2.02306e+14 3.47609e+14
1.10350e+04 2.08877e+14 3.58774e+14
1.11887e+04 2.15663e+14 3.70302e+14
1.13445e+04 2.22672e+14 3.82202e+14
1.15024e+04 2.29909e+14 3.94489e+14
1.16626e+04 2.37383e+14 4.07174e+14
1.18250e+04 2.45102e+14 4.20270e+14
1.19897e+04 2.53074e+14 4.33790e+14
1.21566e+04 2.61307e+14 4.47750e+14
1.23259e+04 2.69809e+14 4.62162e+14
1.24976e+04 2.78589e+14 4.77042e+14
1.26716e+04 2.87658e+14 4.92405e+14
1.28481e+04 2.97023e+14 5.08267e+14
1.30270e+04 3.06695e+14 5.24644e+14
1.32084e+04 3.16684e+14 5.41552e+14
1.33923e+04 3.27001e+14 5.59010e+14
1.35788e+04 3.37655e+14 5.77036e+14
1.37679e+04 3.48659e+14 5.95647e+14
1.39596e+04 3.60024e+14 6.14863e+14
1.41540e+04 3.71762e+14 6.34703e+14
1.43511e+04 3.83885e+14 6.55189e+14
1.45510e+04 3.96405e+14 6.76342e+14
1.47536e+04 4.09336e+14 6.98182e+14
1.49590e+04 4.22692e+14 7.20733e+14
1.51674e+04 4.36486e+14 7.44018e+14
1.53786e+04 4.50733e+14 7.68061e+14
1.55927e+04 4.65448e+14 7.92886e+14
1.58099e+04 4.80645e+14 8.18521e+14
1.60300e+04 4.96343e+14 8.44990e+14
1.62532e+04 5.12555e+14 8.72321e+14
1.64796e+04 5.29301e+14 9.00543e+14
1.67091e+04 5.46597e+14 9.29684e+14
1.69417e+04 5.64461e+14 9.59775e+14
1.71777e+04 5.82912e+14 9.90848e+14
1.74169e+04 6.01970e+14 1.02293e+15
1.76594e+04 6.21655e+14 1.05607e+15
1.79053e+04 6.41987e+14 1.09028e+15
1.81547e+04 6.62988e+14 1.12561e+15
1.84075e+04 6.84680e+14 1.16209e+15
1.86638e+04 7.07085e+14 1.19976e+15
1.89237e+04 7.30228e+14 1.23866e+15
1.91872e+04 7.54132e+14 1.27884e+15
1.94544e+04 7.78823e+14 1.32032e+15
1.97253e+04 8.04327e+14 1.36316e+15
2.00000e+04 8.30671e+14 1.40740e+15
