T[eV] σe[Ω/cm](SMT) σe[Ω/cm](modSMT) 
4.46045e+02 1.34412e+05 1.37426e+05
4.52256e+02 1.35764e+05 1.38832e+05
4.58554e+02 1.37138e+05 1.40259e+05
4.64939e+02 1.38533e+05 1.41711e+05
4.71414e+02 1.39951e+05 1.43186e+05
4.77979e+02 1.41392e+05 1.44685e+05
4.84635e+02 1.42856e+05 1.46209e+05
4.91383e+02 1.44345e+05 1.47760e+05
4.98226e+02 1.45858e+05 1.49336e+05
5.05164e+02 1.47397e+05 1.50939e+05
5.12199e+02 1.48958e+05 1.52567e+05
5.19331e+02 1.50543e+05 1.54220e+05
5.26563e+02 1.52153e+05 1.55898e+05
5.33896e+02 1.53787e+05 1.57602e+05
5.41330e+02 1.55445e+05 1.59333e+05
5.48869e+02 1.57130e+05 1.61090e+05
5.56512e+02 1.58840e+05 1.62874e+05
5.64262e+02 1.60576e+05 1.64686e+05
5.72119e+02 1.62339e+05 1.66527e+05
5.80086e+02 1.64129e+05 1.68396e+05
5.88164e+02 1.65947e+05 1.70294e+05
5.96354e+02 1.67792e+05 1.72222e+05
6.04659e+02 1.69667e+05 1.74181e+05
6.13079e+02 1.71570e+05 1.76170e+05
6.21616e+02 1.73503e+05 1.78190e+05
6.30273e+02 1.75466e+05 1.80242e+05
6.39050e+02 1.77459e+05 1.82327e+05
6.47949e+02 1.79484e+05 1.84444e+05
6.56971e+02 1.81540e+05 1.86595e+05
6.66120e+02 1.83629e+05 1.88780e+05
6.75396e+02 1.85750e+05 1.91001e+05
6.84801e+02 1.87904e+05 1.93256e+05
6.94337e+02 1.90093e+05 1.95548e+05
7.04006e+02 1.92316e+05 1.97876e+05
7.13810e+02 1.94574e+05 2.00241e+05
7.23750e+02 1.96868e+05 2.02645e+05
7.33828e+02 1.99198e+05 2.05088e+05
7.44047e+02 2.01566e+05 2.07570e+05
7.54408e+02 2.03971e+05 2.10092e+05
7.64914e+02 2.06415e+05 2.12655e+05
7.75566e+02 2.08897e+05 2.15260e+05
7.86366e+02 2.11420e+05 2.17907e+05
7.97316e+02 2.13983e+05 2.20598e+05
8.08419e+02 2.16587e+05 2.23333e+05
8.19677e+02 2.19234e+05 2.26113e+05
8.31091e+02 2.21923e+05 2.28938e+05
8.42664e+02 2.24656e+05 2.31811e+05
8.54399e+02 2.27434e+05 2.34731e+05
8.66297e+02 2.30257e+05 2.37700e+05
8.78360e+02 2.33126e+05 2.40719e+05
8.90592e+02 2.36042e+05 2.43788e+05
9.02994e+02 2.39007e+05 2.46908e+05
9.15568e+02 2.42020e+05 2.50082e+05
9.28318e+02 2.45084e+05 2.53309e+05
9.41245e+02 2.48198e+05 2.56590e+05
9.54352e+02 2.51364e+05 2.59928e+05
9.67642e+02 2.54583e+05 2.63323e+05
9.81117e+02 2.57857e+05 2.66777e+05
9.94779e+02 2.61185e+05 2.70290e+05
1.00863e+03 2.64570e+05 2.73863e+05
1.02268e+03 2.68009e+05 2.77495e+05
1.03692e+03 2.71504e+05 2.81187e+05
1.05136e+03 2.75056e+05 2.84941e+05
1.06600e+03 2.78665e+05 2.88756e+05
1.08084e+03 2.82332e+05 2.92634e+05
1.09589e+03 2.86059e+05 2.96576e+05
1.11116e+03 2.89846e+05 3.00584e+05
1.12663e+03 2.93695e+05 3.04657e+05
1.14232e+03 2.97606e+05 3.08799e+05
1.15822e+03 3.01580e+05 3.13008e+05
1.17435e+03 3.05619e+05 3.17288e+05
1.19071e+03 3.09724e+05 3.21639e+05
1.20729e+03 3.13895e+05 3.26062e+05
1.22410e+03 3.18134e+05 3.30558e+05
1.24115e+03 3.22443e+05 3.35129e+05
1.25843e+03 3.26821e+05 3.39776e+05
1.27595e+03 3.31271e+05 3.44501e+05
1.29372e+03 3.35793e+05 3.49304e+05
1.31174e+03 3.40389e+05 3.54188e+05
1.33000e+03 3.45059e+05 3.59152e+05
1.34852e+03 3.49806e+05 3.64200e+05
1.36730e+03 3.54631e+05 3.69332e+05
1.38634e+03 3.59534e+05 3.74550e+05
1.40565e+03 3.64518e+05 3.79855e+05
1.42522e+03 3.69583e+05 3.85249e+05
1.44507e+03 3.74730e+05 3.90733e+05
1.46519e+03 3.79962e+05 3.96309e+05
1.48560e+03 3.85280e+05 4.01978e+05
1.50628e+03 3.90685e+05 4.07743e+05
1.52726e+03 3.96179e+05 4.13604e+05
1.54853e+03 4.01762e+05 4.19564e+05
1.57009e+03 4.07437e+05 4.25624e+05
1.59196e+03 4.13206e+05 4.31786e+05
1.61412e+03 4.19069e+05 4.38052e+05
1.63660e+03 4.25028e+05 4.44423e+05
1.65939e+03 4.31086e+05 4.50902e+05
1.68250e+03 4.37243e+05 4.57490e+05
1.70593e+03 4.43502e+05 4.64189e+05
1.72968e+03 4.49863e+05 4.71001e+05
1.75377e+03 4.56330e+05 4.77929e+05
1.77819e+03 4.62903e+05 4.84973e+05
1.80296e+03 4.69585e+05 4.92137e+05
1.82806e+03 4.76377e+05 4.99422e+05
1.85352e+03 4.83281e+05 5.06831e+05
1.87933e+03 4.90299e+05 5.14365e+05
1.90550e+03 4.97433e+05 5.22028e+05
1.93203e+03 5.04685e+05 5.29820e+05
1.95894e+03 5.12058e+05 5.37745e+05
1.98622e+03 5.19552e+05 5.45804e+05
2.01388e+03 5.27171e+05 5.54001e+05
2.04192e+03 5.34916e+05 5.62338e+05
2.07036e+03 5.42789e+05 5.70816e+05
2.09919e+03 5.50794e+05 5.79439e+05
2.12842e+03 5.58931e+05 5.88209e+05
2.15806e+03 5.67203e+05 5.97129e+05
2.18811e+03 5.75613e+05 6.06201e+05
2.21858e+03 5.84163e+05 6.15429e+05
2.24947e+03 5.92855e+05 6.24814e+05
2.28080e+03 6.01692e+05 6.34360e+05
2.31256e+03 6.10677e+05 6.44070e+05
2.34476e+03 6.19811e+05 6.53947e+05
2.37742e+03 6.29097e+05 6.63992e+05
2.41052e+03 6.38539e+05 6.74211e+05
2.44409e+03 6.48139e+05 6.84604e+05
2.47812e+03 6.57898e+05 6.95177e+05
2.51263e+03 6.67822e+05 7.05932e+05
2.54762e+03 6.77911e+05 7.16871e+05
2.58310e+03 6.88169e+05 7.28000e+05
2.61907e+03 6.98599e+05 7.39320e+05
2.65554e+03 7.09204e+05 7.50835e+05
2.69252e+03 7.19987e+05 7.62550e+05
2.73002e+03 7.30951e+05 7.74467e+05
2.76803e+03 7.42099e+05 7.86590e+05
2.80658e+03 7.53434e+05 7.98922e+05
2.84566e+03 7.64961e+05 8.11469e+05
2.88529e+03 7.76681e+05 8.24232e+05
2.92547e+03 7.88598e+05 8.37217e+05
2.96621e+03 8.00716e+05 8.50428e+05
3.00751e+03 8.13038e+05 8.63867e+05
3.04939e+03 8.25569e+05 8.77541e+05
3.09186e+03 8.38310e+05 8.91452e+05
3.13491e+03 8.51267e+05 9.05605e+05
3.17857e+03 8.64443e+05 9.20004e+05
3.22283e+03 8.77842e+05 9.34655e+05
3.26771e+03 8.91467e+05 9.49561e+05
3.31321e+03 9.05323e+05 9.64727e+05
3.35935e+03 9.19414e+05 9.80158e+05
3.40613e+03 9.33743e+05 9.95858e+05
3.45356e+03 9.48316e+05 1.01183e+06
3.50165e+03 9.63135e+05 1.02809e+06
3.55042e+03 9.78207e+05 1.04463e+06
3.59986e+03 9.93534e+05 1.06145e+06
3.64999e+03 1.00912e+06 1.07858e+06
3.70081e+03 1.02498e+06 1.09600e+06
3.75235e+03 1.04110e+06 1.11373e+06
3.80460e+03 1.05750e+06 1.13177e+06
3.85758e+03 1.07417e+06 1.15013e+06
3.91130e+03 1.09113e+06 1.16881e+06
3.96577e+03 1.10839e+06 1.18782e+06
4.02099e+03 1.12593e+06 1.20717e+06
4.07699e+03 1.14378e+06 1.22686e+06
4.13376e+03 1.16192e+06 1.24689e+06
4.19132e+03 1.18039e+06 1.26727e+06
4.24969e+03 1.19916e+06 1.28802e+06
4.30887e+03 1.21826e+06 1.30913e+06
4.36887e+03 1.23768e+06 1.33062e+06
4.42971e+03 1.25744e+06 1.35249e+06
4.49140e+03 1.27754e+06 1.37474e+06
4.55394e+03 1.29798e+06 1.39739e+06
4.61736e+03 1.31877e+06 1.42044e+06
4.68165e+03 1.33992e+06 1.44390e+06
4.74685e+03 1.36144e+06 1.46777e+06
4.81295e+03 1.38332e+06 1.49207e+06
4.87997e+03 1.40558e+06 1.51680e+06
4.94793e+03 1.42822e+06 1.54197e+06
5.01683e+03 1.45126e+06 1.56759e+06
5.08669e+03 1.47469e+06 1.59366e+06
5.15753e+03 1.49852e+06 1.62020e+06
5.22935e+03 1.52277e+06 1.64721e+06
5.30217e+03 1.54743e+06 1.67470e+06
5.37600e+03 1.57253e+06 1.70269e+06
5.45087e+03 1.59805e+06 1.73117e+06
5.52677e+03 1.62402e+06 1.76016e+06
5.60373e+03 1.65044e+06 1.78967e+06
5.68177e+03 1.67731e+06 1.81971e+06
5.76089e+03 1.70465e+06 1.85028e+06
5.84111e+03 1.73246e+06 1.88141e+06
5.92245e+03 1.76076e+06 1.91309e+06
6.00492e+03 1.78955e+06 1.94534e+06
6.08854e+03 1.81884e+06 1.97816e+06
6.17333e+03 1.84863e+06 2.01158e+06
6.25930e+03 1.87895e+06 2.04560e+06
6.34646e+03 1.90979e+06 2.08023e+06
6.43484e+03 1.94117e+06 2.11548e+06
6.52444e+03 1.97310e+06 2.15136e+06
6.61530e+03 2.00558e+06 2.18789e+06
6.70742e+03 2.03863e+06 2.22508e+06
6.80082e+03 2.07226e+06 2.26294e+06
6.89553e+03 2.10647e+06 2.30148e+06
6.99155e+03 2.14128e+06 2.34071e+06
7.08891e+03 2.17670e+06 2.38066e+06
7.18763e+03 2.21273e+06 2.42132e+06
7.28772e+03 2.24940e+06 2.46272e+06
7.38920e+03 2.28671e+06 2.50487e+06
7.49210e+03 2.32468e+06 2.54778e+06
7.59643e+03 2.36331e+06 2.59147e+06
7.70221e+03 2.40261e+06 2.63595e+06
7.80947e+03 2.44261e+06 2.68123e+06
7.91822e+03 2.48330e+06 2.72733e+06
8.02848e+03 2.52472e+06 2.77427e+06
8.14028e+03 2.56686e+06 2.82206e+06
8.25364e+03 2.60974e+06 2.87072e+06
8.36858e+03 2.65337e+06 2.92026e+06
8.48511e+03 2.69777e+06 2.97071e+06
8.60327e+03 2.74296e+06 3.02207e+06
8.72308e+03 2.78893e+06 3.07436e+06
8.84455e+03 2.83572e+06 3.12760e+06
8.96771e+03 2.88334e+06 3.18182e+06
9.09259e+03 2.93179e+06 3.23702e+06
9.21921e+03 2.98110e+06 3.29322e+06
9.34759e+03 3.03128e+06 3.35046e+06
9.47776e+03 3.08235e+06 3.40873e+06
9.60974e+03 3.13432e+06 3.46807e+06
9.74356e+03 3.18721e+06 3.52849e+06
9.87924e+03 3.24103e+06 3.59001e+06
1.00168e+04 3.29581e+06 3.65266e+06
1.01563e+04 3.35156e+06 3.71646e+06
1.02977e+04 3.40830e+06 3.78141e+06
1.04411e+04 3.46604e+06 3.84756e+06
1.05865e+04 3.52480e+06 3.91492e+06
1.07340e+04 3.58461e+06 3.98351e+06
1.08834e+04 3.64548e+06 4.05336e+06
1.10350e+04 3.70743e+06 4.12449e+06
1.11887e+04 3.77048e+06 4.19692e+06
1.13445e+04 3.83466e+06 4.27069e+06
1.15024e+04 3.89997e+06 4.34580e+06
1.16626e+04 3.96645e+06 4.42229e+06
1.18250e+04 4.03411e+06 4.50019e+06
1.19897e+04 4.10297e+06 4.57952e+06
1.21566e+04 4.17307e+06 4.66031e+06
1.23259e+04 4.24441e+06 4.74258e+06
1.24976e+04 4.31702e+06 4.82637e+06
1.26716e+04 4.39094e+06 4.91170e+06
1.28481e+04 4.46617e+06 4.99859e+06
1.30270e+04 4.54274e+06 5.08709e+06
1.32084e+04 4.62068e+06 5.17722e+06
1.33923e+04 4.70002e+06 5.26901e+06
1.35788e+04 4.78077e+06 5.36250e+06
1.37679e+04 4.86297e+06 5.45770e+06
1.39596e+04 4.94665e+06 5.55467e+06
1.41540e+04 5.03182e+06 5.65342e+06
1.43511e+04 5.11851e+06 5.75400e+06
1.45510e+04 5.20676e+06 5.85643e+06
1.47536e+04 5.29660e+06 5.96076e+06
1.49590e+04 5.38804e+06 6.06702e+06
1.51674e+04 5.48113e+06 6.17524e+06
1.53786e+04 5.57588e+06 6.28546e+06
1.55927e+04 5.67234e+06 6.39773e+06
1.58099e+04 5.77054e+06 6.51207e+06
1.60300e+04 5.87049e+06 6.62853e+06
1.62532e+04 5.97225e+06 6.74715e+06
1.64796e+04 6.07584e+06 6.86796e+06
1.67091e+04 6.18129e+06 6.99102e+06
1.69417e+04 6.28864e+06 7.11636e+06
1.71777e+04 6.39793e+06 7.24402e+06
1.74169e+04 6.50918e+06 7.37405e+06
1.76594e+04 6.62245e+06 7.50650e+06
1.79053e+04 6.73775e+06 7.64140e+06
1.81547e+04 6.85514e+06 7.77881e+06
1.84075e+04 6.97464e+06 7.91878e+06
1.86638e+04 7.09631e+06 8.06134e+06
1.89237e+04 7.22017e+06 8.20656e+06
1.91872e+04 7.34627e+06 8.35448e+06
1.94544e+04 7.47465e+06 8.50515e+06
1.97253e+04 7.60536e+06 8.65863e+06
2.00000e+04 7.73843e+06 8.81496e+06
