T[eV]        κe[W/(keVcm)]
2.45126e+02 5.11054e+10
2.47967e+02 5.22661e+10
2.50842e+02 5.34547e+10
2.53749e+02 5.46718e+10
2.56690e+02 5.59183e+10
2.59666e+02 5.71948e+10
2.62675e+02 5.85022e+10
2.65720e+02 5.98410e+10
2.68800e+02 6.12122e+10
2.71916e+02 6.26166e+10
2.75068e+02 6.40550e+10
2.78256e+02 6.55281e+10
2.81481e+02 6.70370e+10
2.84744e+02 6.85825e+10
2.88044e+02 7.01656e+10
2.91383e+02 7.17870e+10
2.94761e+02 7.34479e+10
2.98177e+02 7.51493e+10
3.01633e+02 7.68920e+10
3.05130e+02 7.86772e+10
3.08666e+02 8.05060e+10
3.12244e+02 8.23794e+10
3.15864e+02 8.42986e+10
3.19525e+02 8.62647e+10
3.23228e+02 8.82788e+10
3.26975e+02 9.03423e+10
3.30765e+02 9.24564e+10
3.34599e+02 9.46223e+10
3.38477e+02 9.68413e+10
3.42401e+02 9.91148e+10
3.46369e+02 1.01444e+11
3.50384e+02 1.03831e+11
3.54446e+02 1.06276e+11
3.58554e+02 1.08782e+11
3.62710e+02 1.11349e+11
3.66914e+02 1.13980e+11
3.71167e+02 1.16675e+11
3.75469e+02 1.19437e+11
3.79822e+02 1.22268e+11
3.84224e+02 1.25168e+11
3.88678e+02 1.28140e+11
3.93183e+02 1.31186e+11
3.97740e+02 1.34307e+11
4.02351e+02 1.37505e+11
4.07014e+02 1.40783e+11
4.11732e+02 1.44142e+11
4.16504e+02 1.47585e+11
4.21332e+02 1.51113e+11
4.26216e+02 1.54729e+11
4.31156e+02 1.58435e+11
4.36154e+02 1.62233e+11
4.41209e+02 1.66126e+11
4.46323e+02 1.70115e+11
4.51497e+02 1.74205e+11
4.56730e+02 1.78396e+11
4.62024e+02 1.82692e+11
4.67380e+02 1.87096e+11
4.72797e+02 1.91609e+11
4.78277e+02 1.96236e+11
4.83821e+02 2.00978e+11
4.89429e+02 2.05840e+11
4.95102e+02 2.10823e+11
5.00841e+02 2.15931e+11
5.06646e+02 2.21167e+11
5.12519e+02 2.26534e+11
5.18459e+02 2.32037e+11
5.24469e+02 2.37678e+11
5.30548e+02 2.43460e+11
5.36698e+02 2.49389e+11
5.42919e+02 2.55466e+11
5.49212e+02 2.61697e+11
5.55578e+02 2.68084e+11
5.62017e+02 2.74633e+11
5.68532e+02 2.81347e+11
5.75122e+02 2.88231e+11
5.81788e+02 2.95288e+11
5.88532e+02 3.02524e+11
5.95353e+02 3.09943e+11
6.02254e+02 3.17549e+11
6.09235e+02 3.25348e+11
6.16297e+02 3.33345e+11
6.23440e+02 3.41544e+11
6.30667e+02 3.49951e+11
6.37977e+02 3.58571e+11
6.45372e+02 3.67410e+11
6.52852e+02 3.76474e+11
6.60419e+02 3.85767e+11
6.68074e+02 3.95297e+11
6.75818e+02 4.05070e+11
6.83652e+02 4.15091e+11
6.91576e+02 4.25367e+11
6.99592e+02 4.35904e+11
7.07701e+02 4.46711e+11
7.15904e+02 4.57792e+11
7.24202e+02 4.69156e+11
7.32597e+02 4.80811e+11
7.41088e+02 4.92762e+11
7.49678e+02 5.05019e+11
7.58368e+02 5.17589e+11
7.67158e+02 5.30481e+11
7.76050e+02 5.43702e+11
7.85046e+02 5.57261e+11
7.94145e+02 5.71168e+11
8.03350e+02 5.85431e+11
8.12662e+02 6.00059e+11
8.22082e+02 6.15062e+11
8.31610e+02 6.30449e+11
8.41250e+02 6.46232e+11
8.51001e+02 6.62419e+11
8.60865e+02 6.79022e+11
8.70843e+02 6.96052e+11
8.80937e+02 7.13519e+11
8.91148e+02 7.31436e+11
9.01478e+02 7.49813e+11
9.11927e+02 7.68663e+11
9.22497e+02 7.87998e+11
9.33190e+02 8.07832e+11
9.44006e+02 8.28176e+11
9.54949e+02 8.49044e+11
9.66017e+02 8.70451e+11
9.77215e+02 8.92410e+11
9.88542e+02 9.14935e+11
1.00000e+03 9.38042e+11
