r[Angstrom]  g(r)
3.628059008470928148e+01 1.000000101218987414e+00
3.656853127585776519e+01 1.000000096501301394e+00
3.685647246700624891e+01 1.000000091238514521e+00
3.714441365815473262e+01 1.000000086219723139e+00
3.743235484930322343e+01 1.000000082439314042e+00
3.772029604045170714e+01 1.000000079261455177e+00
3.800823723160019796e+01 1.000000076080824085e+00
3.829617842274868167e+01 1.000000072980183230e+00
3.858411961389717248e+01 1.000000070075111269e+00
3.887206080504564909e+01 1.000000066991637793e+00
3.916000199619414701e+01 1.000000063401210282e+00
3.944794318734262362e+01 1.000000059966405397e+00
3.973588437849111443e+01 1.000000057509405682e+00
4.002382556963959814e+01 1.000000055509859598e+00
4.031176676078808896e+01 1.000000053469579431e+00
4.059970795193657267e+01 1.000000051459145167e+00
4.088764914308506349e+01 1.000000049574115701e+00
4.117559033423354720e+01 1.000000047505853473e+00
4.146353152538203091e+01 1.000000044980931202e+00
4.175147271653051462e+01 1.000000042559725522e+00
4.203941390767900543e+01 1.000000040928276324e+00
4.232735509882748914e+01 1.000000039655232875e+00
4.261529628997597996e+01 1.000000038325393970e+00
4.290323748112446367e+01 1.000000036998537567e+00
4.319117867227294738e+01 1.000000035753428662e+00
4.347911986342143820e+01 1.000000034333166976e+00
4.376706105456992191e+01 1.000000032507918357e+00
4.405500224571840562e+01 1.000000030754937930e+00
4.434294343686689643e+01 1.000000029651450628e+00
4.463088462801538014e+01 1.000000028836113275e+00
4.491882581916387096e+01 1.000000027958895643e+00
4.520676701031235467e+01 1.000000027070373276e+00
4.549470820146084549e+01 1.000000026235759787e+00
4.578264939260932209e+01 1.000000025239126789e+00
4.607059058375781291e+01 1.000000023886185030e+00
4.635853177490629662e+01 1.000000022585903814e+00
4.664647296605478033e+01 1.000000021827717855e+00
4.693441415720327115e+01 1.000000021305909037e+00
4.722235534835176196e+01 1.000000020722781047e+00
4.751029653950023857e+01 1.000000020121023514e+00
4.779823773064873649e+01 1.000000019554666775e+00
4.808617892179721309e+01 1.000000018841141980e+00
4.837412011294570391e+01 1.000000017815187769e+00
4.866206130409419472e+01 1.000000016829336813e+00
4.895000249524267844e+01 1.000000016301458849e+00
4.923794368639116215e+01 1.000000015970727407e+00
4.952588487753964586e+01 1.000000015581906432e+00
4.981382606868813667e+01 1.000000015171015777e+00
5.010176725983662749e+01 1.000000014782795210e+00
5.038970845098510409e+01 1.000000014262303782e+00
5.067764964213359491e+01 1.000000013468004267e+00
5.096559083328207151e+01 1.000000012705672514e+00
5.125353202443056944e+01 1.000000012334152366e+00
5.154147321557905315e+01 1.000000012129316662e+00
5.182941440672753686e+01 1.000000011870683103e+00
5.211735559787602767e+01 1.000000011588767501e+00
5.240529678902451138e+01 1.000000011320522075e+00
5.269323798017299509e+01 1.000000010933981276e+00
5.298117917132149302e+01 1.000000010307502185e+00
5.326912036246996962e+01 1.000000009707464832e+00
5.355706155361846044e+01 1.000000009443723803e+00
5.384500274476693704e+01 1.000000009322551842e+00
5.413294393591543496e+01 1.000000009152250735e+00
5.442088512706391867e+01 1.000000008958634057e+00
5.470882631821240238e+01 1.000000008772057303e+00
5.499676750936088609e+01 1.000000008480023350e+00
5.528470870050938402e+01 1.000000007977508210e+00
5.557264989165786062e+01 1.000000007497731547e+00
5.586059108280635144e+01 1.000000007309373329e+00
5.614853227395482804e+01 1.000000007244079114e+00
5.643647346510332596e+01 1.000000007134286939e+00
5.672441465625180967e+01 1.000000007001756064e+00
5.701235584740029338e+01 1.000000006871447633e+00
5.730029703854878420e+01 1.000000006646982298e+00
5.758823822969726791e+01 1.000000006237834249e+00
5.787617942084575162e+01 1.000000005848705964e+00
5.816412061199424954e+01 1.000000005713789664e+00
5.845206180314272615e+01 1.000000005685952376e+00
5.874000299429121696e+01 1.000000005617896592e+00
5.902794418543969357e+01 1.000000005527964753e+00
5.931588537658819149e+01 1.000000005436626260e+00
5.960382656773667520e+01 1.000000005261240554e+00
5.989176775888515891e+01 1.000000004923567776e+00
6.017970895003364262e+01 1.000000004604062465e+00
6.046765014118212633e+01 1.000000004507410001e+00
6.075559133233061715e+01 1.000000004504500772e+00
6.104353252347910797e+01 1.000000004465428693e+00
6.133147371462758457e+01 1.000000004405476650e+00
6.161941490577608249e+01 1.000000004341200954e+00
6.190735609692455910e+01 1.000000004201939241e+00
6.219529728807304991e+01 1.000000003919928160e+00
6.248323847922154073e+01 1.000000003654716974e+00
6.277117967037002444e+01 1.000000003585718611e+00
6.305912086151850815e+01 1.000000003599323728e+00
6.334706205266699186e+01 1.000000003580334029e+00
6.363500324381548268e+01 1.000000003541595239e+00
6.392294443496397349e+01 1.000000003496186229e+00
6.421088562611245720e+01 1.000000003383817448e+00
6.449882681726093381e+01 1.000000003145789407e+00
6.478676800840942462e+01 1.000000002923491227e+00
6.507470919955791544e+01 1.000000002874695815e+00
6.536265039070640626e+01 1.000000002899037010e+00
6.565059158185488286e+01 1.000000002894002371e+00
6.593853277300337368e+01 1.000000002870247373e+00
6.622647396415185028e+01 1.000000002837962754e+00
6.651441515530034110e+01 1.000000002745805583e+00
6.680235634644883191e+01 1.000000002543014910e+00
6.709029753759732273e+01 1.000000002355223128e+00
6.737823872874579934e+01 1.000000002321297821e+00
6.766617991989429015e+01 1.000000002352349648e+00
6.795412111104278097e+01 1.000000002356951523e+00
6.824206230219127178e+01 1.000000002343752081e+00
6.853000349333974839e+01 1.000000002320561965e+00
6.881794468448823920e+01 1.000000002243804920e+00
6.910588587563671581e+01 1.000000002069672433e+00
6.939382706678520663e+01 1.000000001909850278e+00
6.968176825793369744e+01 1.000000001886949264e+00
6.996970944908217405e+01 1.000000001921975246e+00
7.025765064023066486e+01 1.000000001933093907e+00
7.054559183137915568e+01 1.000000001927405568e+00
7.083353302252763228e+01 1.000000001910430925e+00
7.112147421367612310e+01 1.000000001845471775e+00
7.140941540482461392e+01 1.000000001694878682e+00
7.169735659597310473e+01 1.000000001558110307e+00
7.198529778712158134e+01 1.000000001543410066e+00
7.227323897827007215e+01 1.000000001580457321e+00
7.256118016941856297e+01 1.000000001596004662e+00
7.284912136056705378e+01 1.000000001595489296e+00
7.313706255171553039e+01 1.000000001582696640e+00
7.342500374286400699e+01 1.000000001526889948e+00
7.371294493401249781e+01 1.000000001395873861e+00
7.400088612516100284e+01 1.000000001278290140e+00
7.428882731630946523e+01 1.000000001269705674e+00
7.457676850745795605e+01 1.000000001307474795e+00
7.486470969860644686e+01 1.000000001325835441e+00
7.515265088975493768e+01 1.000000001328944954e+00
7.544059208090341428e+01 1.000000001318811949e+00
7.572853327205190510e+01 1.000000001270208383e+00
7.601647446320039592e+01 1.000000001155621820e+00
7.630441565434888673e+01 1.000000001054173637e+00
7.659235684549736334e+01 1.000000001050143972e+00
7.688029803664585415e+01 1.000000001087762547e+00
7.716823922779434497e+01 1.000000001107810510e+00
7.745618041894283579e+01 1.000000001113291903e+00
7.774412161009129818e+01 1.000000001104874414e+00
7.803206280123978900e+01 1.000000001061941868e+00
7.832000399238829402e+01 1.000000000961325464e+00
7.860794518353677063e+01 1.000000000873518813e+00
7.889588637468524723e+01 1.000000000872916850e+00
7.918382756583373805e+01 1.000000000909780029e+00
7.947176875698222887e+01 1.000000000930673982e+00
7.975970994813071968e+01 1.000000000937703026e+00
8.004765113927919629e+01 1.000000000930198141e+00
8.033559233042768710e+01 1.000000000891805740e+00
8.062353352157617792e+01 1.000000000803162648e+00
8.091147471272466873e+01 1.000000000727057525e+00
8.119941590387314534e+01 1.000000000729018845e+00
8.148735709502163616e+01 1.000000000764682095e+00
8.177529828617012697e+01 1.000000000785874033e+00
8.206323947731860358e+01 1.000000000793812793e+00
8.235118066846709439e+01 1.000000000786681609e+00
8.263912185961558521e+01 1.000000000751963380e+00
8.292706305076406181e+01 1.000000000673654910e+00
8.321500424191255263e+01 1.000000000607645712e+00
8.350294543306102923e+01 1.000000000611515505e+00
8.379088662420952005e+01 1.000000000645725251e+00
8.407882781535801087e+01 1.000000000666767086e+00
8.436676900650650168e+01 1.000000000675144163e+00
8.465471019765497829e+01 1.000000000668063826e+00
8.494265138880346910e+01 1.000000000636365849e+00
8.523059257995195992e+01 1.000000000567044856e+00
8.551853377110045074e+01 1.000000000509794207e+00
8.580647496224892734e+01 1.000000000515015808e+00
8.609441615339741816e+01 1.000000000547637935e+00
8.638235734454589476e+01 1.000000000568248115e+00
8.667029853569439979e+01 1.000000000576735326e+00
8.695823972684287639e+01 1.000000000569442937e+00
8.724618091799135300e+01 1.000000000540253398e+00
8.753412210913984381e+01 1.000000000478833417e+00
8.782206330028833463e+01 1.000000000429218661e+00
8.811000449143681124e+01 1.000000000435462999e+00
8.839794568258530205e+01 1.000000000466332528e+00
8.868588687373379287e+01 1.000000000486319429e+00
8.897382806488228368e+01 1.000000000494669417e+00
8.926176925603076029e+01 1.000000000487007323e+00
8.954971044717925110e+01 1.000000000459909444e+00
8.983765163832774192e+01 1.000000000405454559e+00
9.012559282947623274e+01 1.000000000362590846e+00
9.041353402062470934e+01 1.000000000369542841e+00
9.070147521177318595e+01 1.000000000398628019e+00
9.098941640292169097e+01 1.000000000417806012e+00
9.127735759407018179e+01 1.000000000425844027e+00
9.156529878521864418e+01 1.000000000417756052e+00
9.185323997636713500e+01 1.000000000392450739e+00
9.214118116751562582e+01 1.000000000344194673e+00
9.242912235866411663e+01 1.000000000307298853e+00
9.271706354981259324e+01 1.000000000314706705e+00
9.300500474096109826e+01 1.000000000341970674e+00
9.329294593210956066e+01 1.000000000360245611e+00
9.358088712325806569e+01 1.000000000367879061e+00
9.386882831440654229e+01 1.000000000359292152e+00
9.415676950555503311e+01 1.000000000335581340e+00
9.444471069670352392e+01 1.000000000292863511e+00
9.473265188785200053e+01 1.000000000261230149e+00
9.502059307900047713e+01 1.000000000268904676e+00
9.530853427014898216e+01 1.000000000294358760e+00
9.559647546129747298e+01 1.000000000311686676e+00
9.588441665244596379e+01 1.000000000318806537e+00
9.617235784359442619e+01 1.000000000309738901e+00
9.646029903474291700e+01 1.000000000287440294e+00
9.674824022589140782e+01 1.000000000249676502e+00
9.703618141703989863e+01 1.000000000222719621e+00
9.732412260818838945e+01 1.000000000230528041e+00
9.761206379933685184e+01 1.000000000254209542e+00
9.790000499048535687e+01 1.000000000270508727e+00
9.818794618163384769e+01 1.000000000277095680e+00
9.847588737278232429e+01 1.000000000267582401e+00
9.876382856393081511e+01 1.000000000246560328e+00
9.905176975507929171e+01 1.000000000213257634e+00
9.933971094622778253e+01 1.000000000190466531e+00
9.962765213737627334e+01 1.000000000198273398e+00
9.991559332852476416e+01 1.000000000220205854e+00
1.002035345196732550e+02 1.000000000235475639e+00
1.004914757108217316e+02 1.000000000241492826e+00
1.007794169019702082e+02 1.000000000231605624e+00
1.010673580931186990e+02 1.000000000211754836e+00
1.013552992842671898e+02 1.000000000182492466e+00
1.016432404754156948e+02 1.000000000163385749e+00
1.019311816665641430e+02 1.000000000171076486e+00
1.022191228577126481e+02 1.000000000191354932e+00
1.025070640488611389e+02 1.000000000205574224e+00
1.027950052400096297e+02 1.000000000211000994e+00
1.030829464311581063e+02 1.000000000200806927e+00
1.033708876223065829e+02 1.000000000182083237e+00
1.036588288134550737e+02 1.000000000156453739e+00
1.039467700046035787e+02 1.000000000140610190e+00
1.042347111957520553e+02 1.000000000148120849e+00
1.045226523869005462e+02 1.000000000166764380e+00
1.048105935780490228e+02 1.000000000179979143e+00
1.050985347691975136e+02 1.000000000184815718e+00
1.053864759603459902e+02 1.000000000174397607e+00
1.056744171514944810e+02 1.000000000156747504e+00
1.059623583426429860e+02 1.000000000134385392e+00
1.062502995337914626e+02 1.000000000121424204e+00
1.065382407249399392e+02 1.000000000128717925e+00
1.068261819160884301e+02 1.000000000145794488e+00
1.071141231072369209e+02 1.000000000157971858e+00
1.074020642983854117e+02 1.000000000162259983e+00
1.076900054895338741e+02 1.000000000151718860e+00
1.079779466806823649e+02 1.000000000135121025e+00
1.082658878718308699e+02 1.000000000115695009e+00
1.085538290629793607e+02 1.000000000105274234e+00
1.088417702541278373e+02 1.000000000112277077e+00
1.091297114452763140e+02 1.000000000127857724e+00
1.094176526364248048e+02 1.000000000139044776e+00
1.097055938275732956e+02 1.000000000142797774e+00
1.099935350187217722e+02 1.000000000132217126e+00
1.102814762098702772e+02 1.000000000116654242e+00
1.105694174010187680e+02 1.000000000099880770e+00
1.108573585921672446e+02 1.000000000091667118e+00
1.111452997833157212e+02 1.000000000098336006e+00
1.114332409744642121e+02 1.000000000112491128e+00
1.117211821656127029e+02 1.000000000122714061e+00
1.120091233567612079e+02 1.000000000125973454e+00
1.122970645479096561e+02 1.000000000115473409e+00
1.125850057390581611e+02 1.000000000100898623e+00
1.128729469302066519e+02 1.000000000086497254e+00
1.131608881213551427e+02 1.000000000080191853e+00
1.134488293125036193e+02 1.000000000086506136e+00
1.137367705036520960e+02 1.000000000099314112e+00
1.140247116948005868e+02 1.000000000108614007e+00
1.143126528859490776e+02 1.000000000111410658e+00
1.146005940770975684e+02 1.000000000101060271e+00
1.148885352682460592e+02 1.000000000087473584e+00
1.151764764593945358e+02 1.000000000075182527e+00
1.154644176505430266e+02 1.000000000070528250e+00
1.157523588416915032e+02 1.000000000076445517e+00
1.160403000328399941e+02 1.000000000088000940e+00
1.163282412239884991e+02 1.000000000096407771e+00
1.166161824151369615e+02 1.000000000098789865e+00
1.169041236062854523e+02 1.000000000088677066e+00
1.171920647974339431e+02 1.000000000076052054e+00
1.174800059885824339e+02 1.000000000065632388e+00
1.177679471797309247e+02 1.000000000062371219e+00
1.180558883708793871e+02 1.000000000067894579e+00
1.183438295620278780e+02 1.000000000078258733e+00
1.186317707531763830e+02 1.000000000085838670e+00
1.189197119443248738e+02 1.000000000087828633e+00
1.192076531354733504e+02 1.000000000078041795e+00
1.194955943266218270e+02 1.000000000066356032e+00
1.197835355177703178e+02 1.000000000057589711e+00
1.200714767089188086e+02 1.000000000055479399e+00
1.203594179000672852e+02 1.000000000060594196e+00
1.206473590912157903e+02 1.000000000069859007e+00
1.209353002823642527e+02 1.000000000076660234e+00
1.212232414735127577e+02 1.000000000078309581e+00
1.215111826646612343e+02 1.000000000068905992e+00
1.217991238558097251e+02 1.000000000058133498e+00
1.220870650469582159e+02 1.000000000050796256e+00
1.223750062381066925e+02 1.000000000049646065e+00
1.226629474292551691e+02 1.000000000054360738e+00
1.229508886204036742e+02 1.000000000062602590e+00
1.232388298115521650e+02 1.000000000068675954e+00
1.235267710027006558e+02 1.000000000070022876e+00
1.238147121938491182e+02 1.000000000061050942e+00
1.241026533849976090e+02 1.000000000051166404e+00
1.243905945761460998e+02 1.000000000045073945e+00
1.246785357672945906e+02 1.000000000044690029e+00
1.249664769584430815e+02 1.000000000049005466e+00
1.252544181495915439e+02 1.000000000056315619e+00
1.255423593407400489e+02 1.000000000061718852e+00
1.258303005318885397e+02 1.000000000062790662e+00
1.261182417230370163e+02 1.000000000054296567e+00
1.264061829141855071e+02 1.000000000045260018e+00
1.266941241053339837e+02 1.000000000040243586e+00
1.269820652964824745e+02 1.000000000040465409e+00
1.272700064876309654e+02 1.000000000044399595e+00
1.275579476787794562e+02 1.000000000050843108e+00
1.278458888699279470e+02 1.000000000055628835e+00
1.281338300610764236e+02 1.000000000056477045e+00
1.284217712522249144e+02 1.000000000048485882e+00
1.287097124433734052e+02 1.000000000040252912e+00
1.289976536345218676e+02 1.000000000036150194e+00
1.292855948256703869e+02 1.000000000036838088e+00
1.295735360168188492e+02 1.000000000040401016e+00
1.298614772079673401e+02 1.000000000046072479e+00
1.301494183991158309e+02 1.000000000050285109e+00
1.304373595902643217e+02 1.000000000050942583e+00
1.307253007814128125e+02 1.000000000043473669e+00
1.310132419725612749e+02 1.000000000035995429e+00
1.313011831637097657e+02 1.000000000032672309e+00
1.315891243548582565e+02 1.000000000033702152e+00
1.318770655460067474e+02 1.000000000036910031e+00
1.321650067371552382e+02 1.000000000041881165e+00
1.324529479283037006e+02 1.000000000045585313e+00
1.327408891194521914e+02 1.000000000046079363e+00
1.330288303106006822e+02 1.000000000039133141e+00
1.333167715017491730e+02 1.000000000032370107e+00
1.336047126928976638e+02 1.000000000029697356e+00
1.338926538840461262e+02 1.000000000030970337e+00
1.341805950751946455e+02 1.000000000033842928e+00
1.344685362663431363e+02 1.000000000038188563e+00
1.347564774574915987e+02 1.000000000041432191e+00
1.350444186486400895e+02 1.000000000041785908e+00
1.353323598397885803e+02 1.000000000035364378e+00
1.356203010309370711e+02 1.000000000029268588e+00
1.359082422220855619e+02 1.000000000027136293e+00
1.361961834132340243e+02 1.000000000028566483e+00
1.364841246043825436e+02 1.000000000031132208e+00
1.367720657955310060e+02 1.000000000034914294e+00
1.370600069866794968e+02 1.000000000037745584e+00
1.373479481778279876e+02 1.000000000037988057e+00
1.376358893689764784e+02 1.000000000032080338e+00
1.379238305601249692e+02 1.000000000026601166e+00
1.382117717512734316e+02 1.000000000024913183e+00
1.384997129424219224e+02 1.000000000026433966e+00
1.387876541335704133e+02 1.000000000028712588e+00
1.390755953247189041e+02 1.000000000031997516e+00
1.393635365158673949e+02 1.000000000034462211e+00
1.396514777070158857e+02 1.000000000034612757e+00
1.399394188981643481e+02 1.000000000029201308e+00
1.402273600893128673e+02 1.000000000024289681e+00
1.405153012804613297e+02 1.000000000022970070e+00
1.408032424716098205e+02 1.000000000024522828e+00
1.410911836627583114e+02 1.000000000026540103e+00
1.413791248539068022e+02 1.000000000029387603e+00
1.416670660450552646e+02 1.000000000031524339e+00
1.419550072362037838e+02 1.000000000031600722e+00
1.422429484273522462e+02 1.000000000026666225e+00
1.425308896185007370e+02 1.000000000022276625e+00
1.428188308096492278e+02 1.000000000021255886e+00
1.431067720007976902e+02 1.000000000022800428e+00
1.433947131919462095e+02 1.000000000024579894e+00
1.436826543830947003e+02 1.000000000027038816e+00
1.439705955742431627e+02 1.000000000028888003e+00
1.442585367653916535e+02 1.000000000028905767e+00
1.445464779565401443e+02 1.000000000024425573e+00
1.448344191476886351e+02 1.000000000020511370e+00
1.451223603388371259e+02 1.000000000019728663e+00
1.454103015299855883e+02 1.000000000021233681e+00
1.456982427211341076e+02 1.000000000022796653e+00
1.459861839122825700e+02 1.000000000024917624e+00
1.462741251034310608e+02 1.000000000026510349e+00
1.465620662945795516e+02 1.000000000026486147e+00
1.468500074857280140e+02 1.000000000022433166e+00
1.471379486768765332e+02 1.000000000018950619e+00
1.474258898680249956e+02 1.000000000018359092e+00
1.477138310591734864e+02 1.000000000019799273e+00
1.480017722503220057e+02 1.000000000021168622e+00
1.482897134414704681e+02 1.000000000022994495e+00
1.485776546326189305e+02 1.000000000024365399e+00
1.488655958237674497e+02 1.000000000024306557e+00
1.491535370149159121e+02 1.000000000020651481e+00
1.494414782060644313e+02 1.000000000017559065e+00
1.497294193972128937e+02 1.000000000017119861e+00
1.500173605883613845e+02 1.000000000018481439e+00
1.503053017795098754e+02 1.000000000019676927e+00
1.505932429706583662e+02 1.000000000021243896e+00
1.508811841618068286e+02 1.000000000022422508e+00
1.511691253529553194e+02 1.000000000022338131e+00
1.514570665441038102e+02 1.000000000019052315e+00
1.517450077352523010e+02 1.000000000016311619e+00
1.520329489264007918e+02 1.000000000015991874e+00
1.523208901175492826e+02 1.000000000017263524e+00
1.526088313086977735e+02 1.000000000018304025e+00
1.528967724998462359e+02 1.000000000019647617e+00
1.531847136909947267e+02 1.000000000020657698e+00
1.534726548821432175e+02 1.000000000020555557e+00
1.537605960732917083e+02 1.000000000017611690e+00
1.540485372644401991e+02 1.000000000015186741e+00
1.543364784555886899e+02 1.000000000014960033e+00
1.546244196467371523e+02 1.000000000016134427e+00
1.549123608378856716e+02 1.000000000017038149e+00
1.552003020290341340e+02 1.000000000018187452e+00
1.554882432201825964e+02 1.000000000019051427e+00
1.557761844113311156e+02 1.000000000018938628e+00
1.560641256024795780e+02 1.000000000016306734e+00
1.563520667936280972e+02 1.000000000014166224e+00
1.566400079847765880e+02 1.000000000014010348e+00
1.569279491759250504e+02 1.000000000015087265e+00
1.572158903670735413e+02 1.000000000015869084e+00
1.575038315582220321e+02 1.000000000016849411e+00
1.577917727493704945e+02 1.000000000017588375e+00
1.580797139405190137e+02 1.000000000017468249e+00
1.583676551316674761e+02 1.000000000015122348e+00
1.586555963228159953e+02 1.000000000013235191e+00
1.589435375139644577e+02 1.000000000013133716e+00
1.592314787051129485e+02 1.000000000014112489e+00
1.595194198962614394e+02 1.000000000014788171e+00
1.598073610874099018e+02 1.000000000015622170e+00
1.600953022785583926e+02 1.000000000016252555e+00
1.603832434697068834e+02 1.000000000016129320e+00
1.606711846608553742e+02 1.000000000014043655e+00
1.609591258520038934e+02 1.000000000012382761e+00
1.612470670431523558e+02 1.000000000012321699e+00
1.615350082343008182e+02 1.000000000013205437e+00
1.618229494254493375e+02 1.000000000013786527e+00
1.621108906165977999e+02 1.000000000014495294e+00
1.623988318077462907e+02 1.000000000015031976e+00
1.626867729988947815e+02 1.000000000014907631e+00
1.629747141900432723e+02 1.000000000013059109e+00
1.632626553811917631e+02 1.000000000011599610e+00
1.635505965723402539e+02 1.000000000011567414e+00
1.638385377634887163e+02 1.000000000012359669e+00
1.641264789546372072e+02 1.000000000012859047e+00
1.644144201457856980e+02 1.000000000013459456e+00
1.647023613369341888e+02 1.000000000013915091e+00
1.649903025280826796e+02 1.000000000013792301e+00
1.652782437192311704e+02 1.000000000012157164e+00
1.655661849103796612e+02 1.000000000010877077e+00
1.658541261015281236e+02 1.000000000010866197e+00
1.661420672926766144e+02 1.000000000011571633e+00
1.664300084838251053e+02 1.000000000011999068e+00
1.667179496749735961e+02 1.000000000012506218e+00
1.670058908661220585e+02 1.000000000012892132e+00
1.672938320572705777e+02 1.000000000012772672e+00
1.675817732484190401e+02 1.000000000011330714e+00
