r[Angstrom]  g(r)
2.332323648302739016e+01 1.000019610625471067e+00
2.346720707860163557e+01 1.000018865264490797e+00
2.361117767417588098e+01 1.000018149858203031e+00
2.375514826975011928e+01 1.000017465890502999e+00
2.389911886532436824e+01 1.000016815280367677e+00
2.404308946089860655e+01 1.000016196700995730e+00
2.418706005647285195e+01 1.000015605795540496e+00
2.433103065204709736e+01 1.000015039113903104e+00
2.447500124762133922e+01 1.000014494327316150e+00
2.461897184319558107e+01 1.000013969399351055e+00
2.476294243876982293e+01 1.000013464087184056e+00
2.490691303434406834e+01 1.000012980034759469e+00
2.505088362991831374e+01 1.000012519199958927e+00
2.519485422549255205e+01 1.000012080740300346e+00
2.533882482106679745e+01 1.000011661211063219e+00
2.548279541664103576e+01 1.000011257914193097e+00
2.562676601221528472e+01 1.000010869093086896e+00
2.577073660778952657e+01 1.000010493236029641e+00
2.591470720336376843e+01 1.000010130383562679e+00
2.605867779893801384e+01 1.000009782190696139e+00
2.620264839451225569e+01 1.000009450534981692e+00
2.634661899008649755e+01 1.000009134873052874e+00
2.649058958566074651e+01 1.000008832409659432e+00
2.663456018123498481e+01 1.000008540974824722e+00
2.677853077680923022e+01 1.000008259203007954e+00
2.692250137238346852e+01 1.000007985938978772e+00
2.706647196795771748e+01 1.000007721382011994e+00
2.721044256353195934e+01 1.000007467123283256e+00
2.735441315910620119e+01 1.000007224909354786e+00
2.749838375468044305e+01 1.000006994379190717e+00
2.764235435025469201e+01 1.000006773218360845e+00
2.778632494582893031e+01 1.000006559637846015e+00
2.793029554140317572e+01 1.000006352548681088e+00
2.807426613697741402e+01 1.000006151047758696e+00
2.821823673255166298e+01 1.000005955420713244e+00
2.836220732812590484e+01 1.000005767158336445e+00
2.850617792370014669e+01 1.000005587856316991e+00
2.865014851927439210e+01 1.000005417268249763e+00
2.879411911484863396e+01 1.000005253443630560e+00
2.893808971042287581e+01 1.000005094880278556e+00
2.908206030599712477e+01 1.000004940687274413e+00
2.922603090157136307e+01 1.000004790146254097e+00
2.937000149714560848e+01 1.000004643588093600e+00
2.951397209271984678e+01 1.000004502388829986e+00
2.965794268829409575e+01 1.000004367991950360e+00
2.980191328386833760e+01 1.000004240220930818e+00
2.994588387944257946e+01 1.000004117409883042e+00
3.008985447501682131e+01 1.000003998274786365e+00
3.023382507059106317e+01 1.000003882077509676e+00
3.037779566616530857e+01 1.000003768234817514e+00
3.052176626173955398e+01 1.000003657098861298e+00
3.066573685731379229e+01 1.000003549929157298e+00
3.080970745288804125e+01 1.000003448021331343e+00
3.095367804846227955e+01 1.000003351245933647e+00
3.109764864403652496e+01 1.000003258160702790e+00
3.124161923961077036e+01 1.000003167654776259e+00
3.138558983518501222e+01 1.000003079106439818e+00
3.152956043075925407e+01 1.000002992038823812e+00
3.167353102633349593e+01 1.000002906807800906e+00
3.181750162190774134e+01 1.000002824560763059e+00
3.196147221748198675e+01 1.000002746459473624e+00
3.210544281305622860e+01 1.000002672400803982e+00
3.224941340863046690e+01 1.000002601125540513e+00
3.239338400420471231e+01 1.000002531660097560e+00
3.253735459977895772e+01 1.000002463476209691e+00
3.268132519535320313e+01 1.000002396181131736e+00
3.282529579092744143e+01 1.000002330125124406e+00
3.296926638650168684e+01 1.000002266353259950e+00
3.311323698207592514e+01 1.000002205901294960e+00
3.325720757765017055e+01 1.000002148683867276e+00
3.340117817322441596e+01 1.000002093591817021e+00
3.354514876879866137e+01 1.000002039765668815e+00
3.368911936437289967e+01 1.000001986749952332e+00
3.383308995994714508e+01 1.000001934221228517e+00
3.397706055552139048e+01 1.000001882521297514e+00
3.412103115109563589e+01 1.000001832598109708e+00
3.426500174666987419e+01 1.000001785375034702e+00
3.440897234224411960e+01 1.000001740777175963e+00
3.455294293781835790e+01 1.000001697820929625e+00
3.469691353339260331e+01 1.000001655739968465e+00
3.484088412896684872e+01 1.000001614141546646e+00
3.498485472454108702e+01 1.000001572757696966e+00
3.512882532011533243e+01 1.000001531919778808e+00
3.527279591568957784e+01 1.000001492487287758e+00
3.541676651126381614e+01 1.000001455280792095e+00
3.556073710683806155e+01 1.000001420233053606e+00
3.570470770241230696e+01 1.000001386465955822e+00
3.584867829798655237e+01 1.000001353293619610e+00
3.599264889356079067e+01 1.000001320371736613e+00
3.613661948913503608e+01 1.000001287483746726e+00
3.628059008470928148e+01 1.000001254945141360e+00
3.642456068028352689e+01 1.000001223537178907e+00
3.656853127585776519e+01 1.000001193989458859e+00
3.671250187143200350e+01 1.000001166236254679e+00
3.685647246700624891e+01 1.000001139491412117e+00
3.700044306258050142e+01 1.000001113135485120e+00
3.714441365815473262e+01 1.000001086869404032e+00
3.728838425372897802e+01 1.000001060516321649e+00
3.743235484930322343e+01 1.000001034379729870e+00
3.757632544487746884e+01 1.000001009166928245e+00
3.772029604045170714e+01 1.000000985526313224e+00
3.786426663602595255e+01 1.000000963393189668e+00
3.800823723160019796e+01 1.000000942059666942e+00
3.815220782717444337e+01 1.000000920965268492e+00
3.829617842274868167e+01 1.000000899848408453e+00
3.844014901832292708e+01 1.000000878565973750e+00
3.858411961389717248e+01 1.000000857410995314e+00
3.872809020947141789e+01 1.000000837022424705e+00
3.887206080504564909e+01 1.000000817976793188e+00
3.901603140061989450e+01 1.000000800208898477e+00
3.916000199619414701e+01 1.000000783079185052e+00
3.930397259176838531e+01 1.000000766077300041e+00
3.944794318734262362e+01 1.000000748975248488e+00
3.959191378291686902e+01 1.000000731660846354e+00
3.973588437849111443e+01 1.000000714414257086e+00
3.987985497406535984e+01 1.000000697814287243e+00
4.002382556963959814e+01 1.000000682371560146e+00
4.016779616521384355e+01 1.000000668019814798e+00
4.031176676078808896e+01 1.000000654179023618e+00
4.045573735636233437e+01 1.000000640385130701e+00
4.059970795193657267e+01 1.000000626438040330e+00
4.074367854751081808e+01 1.000000612252881060e+00
4.088764914308506349e+01 1.000000598096702831e+00
4.103161973865930179e+01 1.000000584495610578e+00
4.117559033423354720e+01 1.000000571898728596e+00
4.131956092980779260e+01 1.000000560239150404e+00
4.146353152538203091e+01 1.000000548990901628e+00
4.160750212095627631e+01 1.000000537729095695e+00
4.175147271653051462e+01 1.000000526279127389e+00
4.189544331210476003e+01 1.000000514579600042e+00
4.203941390767900543e+01 1.000000502887218756e+00
4.218338450325325084e+01 1.000000491676350522e+00
4.232735509882748914e+01 1.000000481343513270e+00
4.247132569440173455e+01 1.000000471820968073e+00
4.261529628997597996e+01 1.000000462629429432e+00
4.275926688555022537e+01 1.000000453379587428e+00
4.290323748112446367e+01 1.000000443919706772e+00
4.304720807669870908e+01 1.000000434209768807e+00
4.319117867227294738e+01 1.000000424494887685e+00
4.333514926784719989e+01 1.000000415203952775e+00
4.347911986342143820e+01 1.000000406685103371e+00
4.362309045899567650e+01 1.000000398869368867e+00
4.376706105456992191e+01 1.000000391319815884e+00
4.391103165014416732e+01 1.000000383679102489e+00
4.405500224571840562e+01 1.000000375816188392e+00
4.419897284129265103e+01 1.000000367709737770e+00
4.434294343686689643e+01 1.000000359593916199e+00
4.448691403244114184e+01 1.000000351855439895e+00
4.463088462801538014e+01 1.000000344799882201e+00
4.477485522358962555e+01 1.000000338355795604e+00
4.491882581916387096e+01 1.000000332124951097e+00
4.506279641473811637e+01 1.000000325779865751e+00
4.520676701031235467e+01 1.000000319207016819e+00
4.535073760588659297e+01 1.000000312402318015e+00
4.549470820146084549e+01 1.000000305588248040e+00
4.563867879703509089e+01 1.000000299114613744e+00
4.578264939260932209e+01 1.000000293246724459e+00
4.592661998818356750e+01 1.000000287911603669e+00
4.607059058375781291e+01 1.000000282746715374e+00
4.621456117933205832e+01 1.000000277450956432e+00
4.635853177490629662e+01 1.000000271927217632e+00
4.650250237048054913e+01 1.000000266186141795e+00
4.664647296605478033e+01 1.000000260439873223e+00
4.679044356162903284e+01 1.000000255002944760e+00
4.693441415720327115e+01 1.000000250104950084e+00
4.707838475277751655e+01 1.000000245672614918e+00
4.722235534835176196e+01 1.000000241374437771e+00
4.736632594392600026e+01 1.000000236933641151e+00
4.751029653950023857e+01 1.000000232268629219e+00
4.765426713507449108e+01 1.000000227403167186e+00
4.779823773064873649e+01 1.000000222539030537e+00
4.794220832622298190e+01 1.000000217957752735e+00
4.808617892179721309e+01 1.000000213856790499e+00
4.823014951737145850e+01 1.000000210162880210e+00
4.837412011294570391e+01 1.000000206573635086e+00
4.851809070851994932e+01 1.000000202834396168e+00
4.866206130409419472e+01 1.000000198877810220e+00
4.880603189966842592e+01 1.000000194737353576e+00
4.895000249524267844e+01 1.000000190606642025e+00
4.909397309081692384e+01 1.000000186736395680e+00
4.923794368639116215e+01 1.000000183295136624e+00
4.938191428196540755e+01 1.000000180208315159e+00
4.952588487753964586e+01 1.000000177202091445e+00
4.966985547311389126e+01 1.000000174042357859e+00
4.981382606868813667e+01 1.000000170673446043e+00
4.995779666426238208e+01 1.000000167138526352e+00
5.010176725983662749e+01 1.000000163621608262e+00
5.024573785541086579e+01 1.000000160345908551e+00
5.038970845098510409e+01 1.000000157453380112e+00
5.053367904655934950e+01 1.000000154869434832e+00
5.067764964213359491e+01 1.000000152345674742e+00
5.082162023770784742e+01 1.000000149666827154e+00
5.096559083328207151e+01 1.000000146788887490e+00
5.110956142885632403e+01 1.000000143763335680e+00
5.125353202443056944e+01 1.000000140763657175e+00
5.139750262000481484e+01 1.000000137987799853e+00
5.154147321557905315e+01 1.000000135554177438e+00
5.168544381115329145e+01 1.000000133388595724e+00
5.182941440672753686e+01 1.000000131266198578e+00
5.197338500230178937e+01 1.000000128989730230e+00
5.211735559787602767e+01 1.000000126525220967e+00
5.226132619345027308e+01 1.000000123930093743e+00
5.240529678902451138e+01 1.000000121368813000e+00
5.254926738459875679e+01 1.000000119015709288e+00
5.269323798017299509e+01 1.000000116967358688e+00
5.283720857574724050e+01 1.000000115151670421e+00
5.298117917132149302e+01 1.000000113364855725e+00
5.312514976689573132e+01 1.000000111427065352e+00
5.326912036246996962e+01 1.000000109312496832e+00
5.341309095804421503e+01 1.000000107084024314e+00
5.355706155361846044e+01 1.000000104895740094e+00
5.370103214919270584e+01 1.000000102901606347e+00
5.384500274476693704e+01 1.000000101178498024e+00
5.398897334034118245e+01 1.000000099656840336e+00
5.413294393591543496e+01 1.000000098151542005e+00
5.427691453148968037e+01 1.000000096499946478e+00
5.442088512706391867e+01 1.000000094683324514e+00
5.456485572263815698e+01 1.000000092768015048e+00
5.470882631821240238e+01 1.000000090899288763e+00
5.485279691378664779e+01 1.000000089210638210e+00
5.499676750936088609e+01 1.000000087763271539e+00
5.514073810493513861e+01 1.000000086488523010e+00
5.528470870050938402e+01 1.000000085221117052e+00
5.542867929608362232e+01 1.000000083812004892e+00
5.557264989165786062e+01 1.000000082249862254e+00
5.571662048723210603e+01 1.000000080603816066e+00
5.586059108280635144e+01 1.000000079008869891e+00
5.600456167838060395e+01 1.000000077581253644e+00
5.614853227395482804e+01 1.000000076367333346e+00
5.629250286952908056e+01 1.000000075301087366e+00
5.643647346510332596e+01 1.000000074233960090e+00
5.658044406067757137e+01 1.000000073031569903e+00
5.672441465625180967e+01 1.000000071687789704e+00
5.686838525182604798e+01 1.000000070273124875e+00
5.701235584740029338e+01 1.000000068913547979e+00
5.715632644297453879e+01 1.000000067708616047e+00
5.730029703854878420e+01 1.000000066692646961e+00
5.744426763412302961e+01 1.000000065802077565e+00
5.758823822969726791e+01 1.000000064904212227e+00
5.773220882527151332e+01 1.000000063877890533e+00
5.787617942084575162e+01 1.000000062721638772e+00
5.802015001641999703e+01 1.000000061506248095e+00
5.816412061199424954e+01 1.000000060348740449e+00
5.830809120756848074e+01 1.000000059333831626e+00
5.845206180314272615e+01 1.000000058485193577e+00
5.859603239871697156e+01 1.000000057742463033e+00
5.874000299429121696e+01 1.000000056987408570e+00
5.888397358986546237e+01 1.000000056110949886e+00
5.902794418543969357e+01 1.000000055115861874e+00
5.917191478101393898e+01 1.000000054072014422e+00
5.931588537658819149e+01 1.000000053087596319e+00
5.945985597216243690e+01 1.000000052234262471e+00
5.960382656773667520e+01 1.000000051526585443e+00
5.974779716331091350e+01 1.000000050907899674e+00
5.989176775888515891e+01 1.000000050272855656e+00
6.003573835445940432e+01 1.000000049523893875e+00
6.017970895003364262e+01 1.000000048666898067e+00
6.032367954560789514e+01 1.000000047770508438e+00
6.046765014118212633e+01 1.000000046933808617e+00
6.061162073675637885e+01 1.000000046217217831e+00
6.075559133233061715e+01 1.000000045628097300e+00
6.089956192790486256e+01 1.000000045112437785e+00
6.104353252347910797e+01 1.000000044578066349e+00
6.118750311905334627e+01 1.000000043937077976e+00
6.133147371462758457e+01 1.000000043198330468e+00
6.147544431020183708e+01 1.000000042428105695e+00
6.161941490577608249e+01 1.000000041717131749e+00
6.176338550135032790e+01 1.000000041115681526e+00
6.190735609692455910e+01 1.000000040625004027e+00
6.205132669249880450e+01 1.000000040195184292e+00
6.219529728807304991e+01 1.000000039744300295e+00
6.233926788364729532e+01 1.000000039194704815e+00
6.248323847922154073e+01 1.000000038556686732e+00
6.262720907479577193e+01 1.000000037894230642e+00
6.277117967037002444e+01 1.000000037289545896e+00
6.291515026594426985e+01 1.000000036784344681e+00
6.305912086151850815e+01 1.000000036375212842e+00
6.320309145709275356e+01 1.000000036015803895e+00
6.334706205266699186e+01 1.000000035634214468e+00
6.349103264824123727e+01 1.000000035161476397e+00
6.363500324381548268e+01 1.000000034609088484e+00
6.377897383938972808e+01 1.000000034037985541e+00
6.392294443496397349e+01 1.000000033522947973e+00
6.406691503053821179e+01 1.000000033097744101e+00
6.421088562611245720e+01 1.000000032755658408e+00
6.435485622168670261e+01 1.000000032453699950e+00
6.449882681726093381e+01 1.000000032129096494e+00
6.464279741283519343e+01 1.000000031720601701e+00
6.478676800840942462e+01 1.000000031240767306e+00
6.493073860398367003e+01 1.000000030747050239e+00
6.507470919955791544e+01 1.000000030306939625e+00
6.521867979513216085e+01 1.000000029947916147e+00
6.536265039070640626e+01 1.000000029660573775e+00
6.550662098628063745e+01 1.000000029405124558e+00
6.565059158185488286e+01 1.000000029127073642e+00
6.579456217742912827e+01 1.000000028772190186e+00
6.593853277300337368e+01 1.000000028353622117e+00
6.608250336857761909e+01 1.000000027925218138e+00
6.622647396415185028e+01 1.000000027547678805e+00
6.637044455972609569e+01 1.000000027242930134e+00
6.651441515530034110e+01 1.000000026999732672e+00
6.665838575087458651e+01 1.000000026781732165e+00
6.680235634644883191e+01 1.000000026541683518e+00
6.694632694202306311e+01 1.000000026231438577e+00
6.709029753759732273e+01 1.000000025864565378e+00
6.723426813317156814e+01 1.000000025491105671e+00
6.737823872874579934e+01 1.000000025165611151e+00
6.752220932432004474e+01 1.000000024905145279e+00
6.766617991989429015e+01 1.000000024697461187e+00
6.781015051546853556e+01 1.000000024509440255e+00
6.795412111104278097e+01 1.000000024300071511e+00
6.809809170661701216e+01 1.000000024027115186e+00
6.824206230219127178e+01 1.000000023703862206e+00
6.838603289776550298e+01 1.000000023376606206e+00
6.853000349333974839e+01 1.000000023094136825e+00
6.867397408891399380e+01 1.000000022869808713e+00
6.881794468448823920e+01 1.000000022690615165e+00
6.896191528006248461e+01 1.000000022526499333e+00
6.910588587563671581e+01 1.000000022341959172e+00
6.924985647121096122e+01 1.000000022100049790e+00
6.939382706678520663e+01 1.000000021813649331e+00
6.953779766235945203e+01 1.000000021525324412e+00
6.968176825793369744e+01 1.000000021278542484e+00
6.982573885350794285e+01 1.000000021083539359e+00
6.996970944908217405e+01 1.000000020927072075e+00
7.011368004465643367e+01 1.000000020782022769e+00
7.025765064023066486e+01 1.000000020617735297e+00
7.040162123580491027e+01 1.000000020401763834e+00
7.054559183137915568e+01 1.000000020146525559e+00
7.068956242695340109e+01 1.000000019891076342e+00
7.083353302252763228e+01 1.000000019673885188e+00
7.097750361810189190e+01 1.000000019502719217e+00
7.112147421367612310e+01 1.000000019364423398e+00
7.126544480925036851e+01 1.000000019234632109e+00
7.140941540482461392e+01 1.000000019086886294e+00
7.155338600039884511e+01 1.000000018892718279e+00
7.169735659597310473e+01 1.000000018664072510e+00
7.184132719154735014e+01 1.000000018436421723e+00
7.198529778712158134e+01 1.000000018243895283e+00
7.212926838269582674e+01 1.000000018092175536e+00
7.227323897827007215e+01 1.000000017968484922e+00
7.241720957384431756e+01 1.000000017850955603e+00
7.256118016941856297e+01 1.000000017716808687e+00
7.270515076499279417e+01 1.000000017541167407e+00
7.284912136056705378e+01 1.000000017335264557e+00
7.299309195614128498e+01 1.000000017131283725e+00
7.313706255171553039e+01 1.000000016959405436e+00
7.328103314728977580e+01 1.000000016823636484e+00
7.342500374286400699e+01 1.000000016711757533e+00
7.356897433843826661e+01 1.000000016604205566e+00
7.371294493401249781e+01 1.000000016481400245e+00
7.385691552958674322e+01 1.000000016321627827e+00
7.400088612516100284e+01 1.000000016135368597e+00
7.414485672073523403e+01 1.000000015951645116e+00
7.428882731630946523e+01 1.000000015797191777e+00
7.443279791188372485e+01 1.000000015674613163e+00
7.457676850745795605e+01 1.000000015572385603e+00
7.472073910303221567e+01 1.000000015473088366e+00
7.486470969860644686e+01 1.000000015359904904e+00
7.500868029418069227e+01 1.000000015213858395e+00
7.515265088975493768e+01 1.000000015044627322e+00
7.529662148532918309e+01 1.000000014878453580e+00
7.544059208090341428e+01 1.000000014738794629e+00
7.558456267647765969e+01 1.000000014627237199e+00
7.572853327205190510e+01 1.000000014533035220e+00
7.587250386762615051e+01 1.000000014440711738e+00
7.601647446320039592e+01 1.000000014335797438e+00
7.616044505877464132e+01 1.000000014201731124e+00
7.630441565434888673e+01 1.000000014047472519e+00
7.644838624992311793e+01 1.000000013896549467e+00
7.659235684549736334e+01 1.000000013769596130e+00
7.673632744107160875e+01 1.000000013667378118e+00
7.688029803664585415e+01 1.000000013579976699e+00
7.702426863222009956e+01 1.000000013493622220e+00
7.716823922779434497e+01 1.000000013395945242e+00
7.731220982336857617e+01 1.000000013272487331e+00
7.745618041894283579e+01 1.000000013131485677e+00
7.760015101451706698e+01 1.000000012993939258e+00
7.774412161009129818e+01 1.000000012878008882e+00
7.788809220566555780e+01 1.000000012783794245e+00
7.803206280123978900e+01 1.000000012702229046e+00
7.817603339681404861e+01 1.000000012621143464e+00
7.832000399238829402e+01 1.000000012529913107e+00
7.846397458796252522e+01 1.000000012415938055e+00
7.860794518353677063e+01 1.000000012286734963e+00
7.875191577911101604e+01 1.000000012161029295e+00
7.889588637468524723e+01 1.000000012054740317e+00
7.903985697025950685e+01 1.000000011967504987e+00
7.918382756583373805e+01 1.000000011891087004e+00
7.932779816140799767e+01 1.000000011814719203e+00
7.947176875698222887e+01 1.000000011729312632e+00
7.961573935255647427e+01 1.000000011623884077e+00
7.975970994813071968e+01 1.000000011505262743e+00
7.990368054370495088e+01 1.000000011390130839e+00
8.004765113927919629e+01 1.000000011292345503e+00
8.019162173485344169e+01 1.000000011211289008e+00
8.033559233042768710e+01 1.000000011139460687e+00
8.047956292600194672e+01 1.000000011067408323e+00
8.062353352157617792e+01 1.000000010987343924e+00
8.076750411715040912e+01 1.000000010889696922e+00
8.091147471272466873e+01 1.000000010780632831e+00
8.105544530829889993e+01 1.000000010674960915e+00
8.119941590387314534e+01 1.000000010584786381e+00
8.134338649944739075e+01 1.000000010509238368e+00
8.148735709502163616e+01 1.000000010441603138e+00
8.163132769059588156e+01 1.000000010373549353e+00
8.177529828617012697e+01 1.000000010298422337e+00
8.191926888174435817e+01 1.000000010207890089e+00
8.206323947731860358e+01 1.000000010107507276e+00
8.220721007289284898e+01 1.000000010010378304e+00
8.235118066846709439e+01 1.000000009927046074e+00
8.249515126404133980e+01 1.000000009856494287e+00
8.263912185961558521e+01 1.000000009792717970e+00
8.278309245518983062e+01 1.000000009728421624e+00
8.292706305076406181e+01 1.000000009657905142e+00
8.307103364633830722e+01 1.000000009573917437e+00
8.321500424191255263e+01 1.000000009481446961e+00
8.335897483748679804e+01 1.000000009392070233e+00
8.350294543306102923e+01 1.000000009314934157e+00
8.364691602863528885e+01 1.000000009248945831e+00
