r[Angstrom]  g(r)
2.879411911484863057e-02 0.000000000000000000e+00
5.758823822969726114e-02 0.000000000000000000e+00
8.638235734454589865e-02 0.000000000000000000e+00
1.151764764593945223e-01 0.000000000000000000e+00
1.439705955742431598e-01 0.000000000000000000e+00
1.727647146890917973e-01 0.000000000000000000e+00
2.015588338039404626e-01 0.000000000000000000e+00
2.303529529187890446e-01 0.000000000000000000e+00
2.591470720336376821e-01 0.000000000000000000e+00
2.879411911484863196e-01 0.000000000000000000e+00
3.167353102633349571e-01 0.000000000000000000e+00
3.455294293781835946e-01 0.000000000000000000e+00
3.743235484930322321e-01 0.000000000000000000e+00
4.031176676078809251e-01 0.000000000000000000e+00
4.319117867227295071e-01 0.000000000000000000e+00
4.607059058375780891e-01 0.000000000000000000e+00
4.895000249524267821e-01 0.000000000000000000e+00
5.182941440672753641e-01 0.000000000000000000e+00
5.470882631821240016e-01 0.000000000000000000e+00
5.758823822969726391e-01 0.000000000000000000e+00
6.046765014118212767e-01 0.000000000000000000e+00
6.334706205266699142e-01 0.000000000000000000e+00
6.622647396415186627e-01 0.000000000000000000e+00
6.910588587563671892e-01 0.000000000000000000e+00
7.198529778712158267e-01 0.000000000000000000e+00
7.486470969860644642e-01 0.000000000000000000e+00
7.774412161009131017e-01 0.000000000000000000e+00
8.062353352157618502e-01 0.000000000000000000e+00
8.350294543306103767e-01 0.000000000000000000e+00
8.638235734454590142e-01 0.000000000000000000e+00
8.926176925603076517e-01 0.000000000000000000e+00
9.214118116751561782e-01 0.000000000000000000e+00
9.502059307900048157e-01 0.000000000000000000e+00
9.790000499048535643e-01 0.000000000000000000e+00
1.007794169019702091e+00 0.000000000000000000e+00
1.036588288134550728e+00 0.000000000000000000e+00
1.065382407249399366e+00 0.000000000000000000e+00
1.094176526364248003e+00 0.000000000000000000e+00
1.122970645479096641e+00 0.000000000000000000e+00
1.151764764593945278e+00 0.000000000000000000e+00
1.180558883708794138e+00 0.000000000000000000e+00
1.209353002823642553e+00 0.000000000000000000e+00
1.238147121938491191e+00 0.000000000000000000e+00
1.266941241053339828e+00 0.000000000000000000e+00
1.295735360168188466e+00 0.000000000000000000e+00
1.324529479283037325e+00 0.000000000000000000e+00
1.353323598397885741e+00 0.000000000000000000e+00
1.382117717512734378e+00 0.000000000000000000e+00
1.410911836627583016e+00 0.000000000000000000e+00
1.439705955742431653e+00 0.000000000000000000e+00
1.468500074857280069e+00 0.000000000000000000e+00
1.497294193972128928e+00 0.000000000000000000e+00
1.526088313086977566e+00 0.000000000000000000e+00
1.554882432201826203e+00 0.000000000000000000e+00
1.583676551316674841e+00 0.000000000000000000e+00
1.612470670431523700e+00 0.000000000000000000e+00
1.641264789546372116e+00 0.000000000000000000e+00
1.670058908661220753e+00 0.000000000000000000e+00
1.698853027776069169e+00 0.000000000000000000e+00
1.727647146890918028e+00 0.000000000000000000e+00
1.756441266005766444e+00 0.000000000000000000e+00
1.785235385120615303e+00 0.000000000000000000e+00
1.814029504235463941e+00 0.000000000000000000e+00
1.842823623350312356e+00 0.000000000000000000e+00
1.871617742465161216e+00 0.000000000000000000e+00
1.900411861580009631e+00 0.000000000000000000e+00
1.929205980694858491e+00 0.000000000000000000e+00
1.958000099809707129e+00 0.000000000000000000e+00
1.986794218924555766e+00 0.000000000000000000e+00
2.015588338039404182e+00 0.000000000000000000e+00
2.044382457154252819e+00 0.000000000000000000e+00
2.073176576269101457e+00 0.000000000000000000e+00
2.101970695383950094e+00 0.000000000000000000e+00
2.130764814498798732e+00 0.000000000000000000e+00
2.159558933613647369e+00 0.000000000000000000e+00
2.188353052728496007e+00 0.000000000000000000e+00
2.217147171843345088e+00 0.000000000000000000e+00
2.245941290958193282e+00 4.799956383549908168e-05
2.274735410073041919e+00 1.014652471721388949e-04
2.303529529187890557e+00 1.660736497220982599e-04
2.332323648302739638e+00 2.650228599202497648e-04
2.361117767417588276e+00 4.735004943507981068e-04
2.389911886532436469e+00 9.851901242406979620e-04
2.418706005647285107e+00 2.203415412723397360e-03
2.447500124762133744e+00 4.821848637977521612e-03
2.476294243876982382e+00 9.843555404112191987e-03
2.505088362991831463e+00 1.850184381628794394e-02
2.533882482106679657e+00 3.208741131727588236e-02
2.562676601221528294e+00 5.172821809970107321e-02
2.591470720336376932e+00 7.818703126804771308e-02
2.620264839451225569e+00 1.117304389343708459e-01
2.649058958566074651e+00 1.520936024606293069e-01
2.677853077680922844e+00 1.985340260813595048e-01
2.706647196795771482e+00 2.499470960959784271e-01
2.735441315910620119e+00 3.050094394401012821e-01
2.764235435025468757e+00 3.623202808907568517e-01
2.793029554140316950e+00 4.205206013242632768e-01
2.821823673255166032e+00 4.783803162699858946e-01
2.850617792370014669e+00 5.348520897637907279e-01
2.879411911484863307e+00 5.890957821474014366e-01
2.908206030599711944e+00 6.404801029453746075e-01
2.937000149714560138e+00 6.885685442110951460e-01
2.965794268829409219e+00 7.330959377736896432e-01
2.994588387944257857e+00 7.739406784338139778e-01
3.023382507059106494e+00 8.110962451788059635e-01
3.052176626173955132e+00 8.446443814779230896e-01
