# atom H32 T=0.1 eV, r_i=0.98, Zbar (TFDW) =0.305 , solve_err=3.340e-05
#  r/r_i 				 gii(r/r_i) 				 gie(r/r_i) 				 gee(r/r_i)
1.000000000000000021e-02 0.000000000000000000e+00 7.538678583262634625e-01 3.915172463950884474e-01
2.000000000000000042e-02 0.000000000000000000e+00 7.538851879892759511e-01 3.934023587303308034e-01
2.999999999999999889e-02 0.000000000000000000e+00 7.539140877491588011e-01 3.953822764759093999e-01
4.000000000000000083e-02 0.000000000000000000e+00 7.539545830116335390e-01 3.974400971571125929e-01
5.000000000000000278e-02 0.000000000000000000e+00 7.540067093244434693e-01 3.995826308762712165e-01
5.999999999999999778e-02 0.000000000000000000e+00 7.540705122227631119e-01 4.018071041033823843e-01
7.000000000000000666e-02 0.000000000000000000e+00 7.541460472194774223e-01 4.041168232346350475e-01
8.000000000000000167e-02 0.000000000000000000e+00 7.542333796055824546e-01 4.065110039896335792e-01
8.999999999999999667e-02 0.000000000000000000e+00 7.543325843932533470e-01 4.089917716530835357e-01
1.000000000000000056e-01 0.000000000000000000e+00 7.544437460656511218e-01 4.115589381222950482e-01
1.100000000000000006e-01 0.000000000000000000e+00 7.545669584663582397e-01 4.142140298360450501e-01
1.199999999999999956e-01 0.000000000000000000e+00 7.547023244910311401e-01 4.169570576260220873e-01
1.300000000000000044e-01 0.000000000000000000e+00 7.548499559146750748e-01 4.197891594380103175e-01
1.400000000000000133e-01 0.000000000000000000e+00 7.550099730154393729e-01 4.227103839533286056e-01
1.499999999999999944e-01 0.000000000000000000e+00 7.551825043292816897e-01 4.257215722379797951e-01
1.600000000000000033e-01 0.000000000000000000e+00 7.553676861945510801e-01 4.288227301746933007e-01
1.700000000000000122e-01 0.000000000000000000e+00 7.555656624221546158e-01 4.320144459252328595e-01
1.799999999999999933e-01 0.000000000000000000e+00 7.557765837484229365e-01 4.352966355823690847e-01
1.900000000000000022e-01 0.000000000000000000e+00 7.560006074081623284e-01 4.386696562014977818e-01
2.000000000000000111e-01 0.000000000000000000e+00 7.562378964831294459e-01 4.421333032733264501e-01
2.099999999999999922e-01 0.000000000000000000e+00 7.564886193659670077e-01 4.456877131297174444e-01
2.200000000000000011e-01 0.000000000000000000e+00 7.567529489931230646e-01 4.493325385168865926e-01
2.300000000000000100e-01 0.000000000000000000e+00 7.570310621902134329e-01 4.530676991768085582e-01
2.399999999999999911e-01 0.000000000000000000e+00 7.573231387820498206e-01 4.568926881062960188e-01
2.500000000000000000e-01 0.000000000000000000e+00 7.576293608152754322e-01 4.608072091025894323e-01
2.600000000000000089e-01 0.000000000000000000e+00 7.579499115449919167e-01 4.648105817982558507e-01
2.700000000000000178e-01 0.000000000000000000e+00 7.582849745390227714e-01 4.689022928303068216e-01
2.800000000000000266e-01 0.000000000000000000e+00 7.586347325509292805e-01 4.730814773712268551e-01
2.899999999999999800e-01 0.000000000000000000e+00 7.589993665223818686e-01 4.773474028751962805e-01
2.999999999999999889e-01 0.000000000000000000e+00 7.593790543661846915e-01 4.816990110679837400e-01
3.099999999999999978e-01 0.000000000000000000e+00 7.597739698986001322e-01 4.861353481341866845e-01
3.200000000000000067e-01 0.000000000000000000e+00 7.601842815725796676e-01 4.906551553206552896e-01
3.300000000000000155e-01 0.000000000000000000e+00 7.606101513892835619e-01 4.952572559550179054e-01
3.400000000000000244e-01 0.000000000000000000e+00 7.610517336393372023e-01 4.999401857170779895e-01
3.500000000000000333e-01 0.000000000000000000e+00 7.615091738600268112e-01 5.047025444407747807e-01
3.599999999999999867e-01 0.000000000000000000e+00 7.619826076583871011e-01 5.095426591649249159e-01
3.699999999999999956e-01 0.000000000000000000e+00 7.624721597944889018e-01 5.144589069173376439e-01
3.800000000000000044e-01 0.000000000000000000e+00 7.629779431711061211e-01 5.194494051468209195e-01
3.900000000000000133e-01 0.000000000000000000e+00 7.635000581306158329e-01 5.245123103998658998e-01
4.000000000000000222e-01 0.000000000000000000e+00 7.640385916982138648e-01 5.296455318357277120e-01
4.100000000000000311e-01 0.000000000000000000e+00 7.645936171767443446e-01 5.348470097414352864e-01
4.199999999999999845e-01 0.000000000000000000e+00 7.651651937210638410e-01 5.401144486559072977e-01
4.299999999999999933e-01 0.000000000000000000e+00 7.657533662995122947e-01 5.454455789344669903e-01
4.400000000000000022e-01 0.000000000000000000e+00 7.663581656547547860e-01 5.508379066335765684e-01
4.500000000000000111e-01 0.000000000000000000e+00 7.669796086725136908e-01 5.562889607683596527e-01
4.600000000000000200e-01 0.000000000000000000e+00 7.676176987501723836e-01 5.617960575897484876e-01
4.700000000000000289e-01 0.000000000000000000e+00 7.682724265754556914e-01 5.673565357344143578e-01
4.799999999999999822e-01 0.000000000000000000e+00 7.689437708817250527e-01 5.729675328983138138e-01
4.899999999999999911e-01 0.000000000000000000e+00 7.696316995971438368e-01 5.786262107276830546e-01
5.000000000000000000e-01 0.000000000000000000e+00 7.703361709198531804e-01 5.843295421839135306e-01
5.100000000000000089e-01 0.000000000000000000e+00 7.710571347615466919e-01 5.900745277453122162e-01
5.200000000000000178e-01 0.000000000000000000e+00 7.717945340249410258e-01 5.958579919869392283e-01
5.300000000000000266e-01 0.000000000000000000e+00 1.089511797349833611e+00 6.016767924395214351e-01
5.400000000000000355e-01 0.000000000000000000e+00 1.086610509409474901e+00 6.075276240872843347e-01
5.500000000000000444e-01 0.000000000000000000e+00 1.083802648262210955e+00 6.134072220497381878e-01
5.600000000000000533e-01 0.000000000000000000e+00 1.081086130538320367e+00 6.193121728388474301e-01
5.700000000000000622e-01 0.000000000000000000e+00 1.078458932712271556e+00 6.252391118806001069e-01
5.799999999999999600e-01 0.000000000000000000e+00 1.075919090736741524e+00 6.311845404752418620e-01
5.899999999999999689e-01 0.000000000000000000e+00 1.073464699916428566e+00 6.371450190504258648e-01
5.999999999999999778e-01 0.000000000000000000e+00 1.071093914252169155e+00 6.431169888390575462e-01
6.099999999999999867e-01 0.000000000000000000e+00 1.068804945947354090e+00 6.490969616499600026e-01
6.199999999999999956e-01 0.000000000000000000e+00 1.066596064374955466e+00 6.550813453226854710e-01
6.300000000000000044e-01 0.000000000000000000e+00 1.064465595189158620e+00 6.610666307149793974e-01
6.400000000000000133e-01 0.000000000000000000e+00 1.062411918899860641e+00 6.670492200200400790e-01
6.500000000000000222e-01 0.000000000000000000e+00 1.060433469607537260e+00 6.730256116060945315e-01
6.600000000000000311e-01 0.000000000000000000e+00 1.058528733221350659e+00 6.789922302967914547e-01
6.700000000000000400e-01 0.000000000000000000e+00 1.056696245876698859e+00 6.849456106615315898e-01
6.800000000000000488e-01 0.000000000000000000e+00 1.054934591870184679e+00 6.908822283695914557e-01
6.900000000000000577e-01 0.000000000000000000e+00 1.053242401847377385e+00 6.967986825234930848e-01
7.000000000000000666e-01 0.000000000000000000e+00 1.051618350548709779e+00 7.026915272033567028e-01
7.099999999999999645e-01 0.000000000000000000e+00 1.050061154867330870e+00 7.085574534595371343e-01
7.199999999999999734e-01 0.000000000000000000e+00 1.048569571504999853e+00 7.143931201618751725e-01
7.299999999999999822e-01 0.000000000000000000e+00 1.047142394997796044e+00 7.201953363196287317e-01
7.399999999999999911e-01 0.000000000000000000e+00 1.045778455373009397e+00 7.259608903332402940e-01
7.500000000000000000e-01 0.000000000000000000e+00 1.044476616227493437e+00 7.316867333866312606e-01
7.600000000000000089e-01 0.000000000000000000e+00 1.043235772459738309e+00 7.373698061575186813e-01
7.700000000000000178e-01 0.000000000000000000e+00 1.042054848466277051e+00 7.430072241294075619e-01
