# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e+00[eV], Tie=4.122e+01[eV] , Te_c=4.125e+01[eV], n_i=5.980e+23[1/cc], n_e=1.794e+24[1/cc]
# Zbar=3.000, Rc=0.525[AU], Γii=8.800e+01, Γei=-1.423e+00 , Γee=4.741e-01, κ=1.890e+00
r/ri        g_ii        g_ei        g_ee        HNC:g_ii    Yuk:g_ii    βu_ii_eff   βu_Yuk      βu_OCP    
1.79000e+00 1.64292e+00 9.96307e-01 9.92526e-01 1.67648e+00 1.24363e+00 2.35442e+00 4.91876e+01 7.57167e-01
1.80000e+00 1.62065e+00 9.96991e-01 9.92743e-01 1.65621e+00 1.23444e+00 2.27997e+00 4.89101e+01 7.35609e-01
1.81000e+00 1.59771e+00 9.97675e-01 9.92954e-01 1.63506e+00 1.22518e+00 2.20786e+00 4.86360e+01 7.14687e-01
1.82000e+00 1.57423e+00 9.98357e-01 9.93159e-01 1.61317e+00 1.21588e+00 2.13802e+00 4.83650e+01 6.94381e-01
1.83000e+00 1.55032e+00 9.99035e-01 9.93358e-01 1.59067e+00 1.20656e+00 2.07039e+00 4.80973e+01 6.74672e-01
1.84000e+00 1.52609e+00 9.99707e-01 9.93552e-01 1.56765e+00 1.19724e+00 2.00490e+00 4.78326e+01 6.55542e-01
1.85000e+00 1.50165e+00 1.00037e+00 9.93740e-01 1.54425e+00 1.18795e+00 1.94149e+00 4.75710e+01 6.36974e-01
1.86000e+00 1.47708e+00 1.00103e+00 9.93923e-01 1.52054e+00 1.17869e+00 1.88010e+00 4.73124e+01 6.18949e-01
1.87000e+00 1.45249e+00 1.00167e+00 9.94101e-01 1.49664e+00 1.16949e+00 1.82066e+00 4.70567e+01 6.01452e-01
1.88000e+00 1.42793e+00 1.00231e+00 9.94274e-01 1.47263e+00 1.16036e+00 1.76312e+00 4.68039e+01 5.84466e-01
1.89000e+00 1.40350e+00 1.00293e+00 9.94443e-01 1.44859e+00 1.15131e+00 1.70743e+00 4.65540e+01 5.67976e-01
1.90000e+00 1.37925e+00 1.00353e+00 9.94607e-01 1.42459e+00 1.14236e+00 1.65351e+00 4.63069e+01 5.51967e-01
1.91000e+00 1.35523e+00 1.00412e+00 9.94766e-01 1.40070e+00 1.13352e+00 1.60133e+00 4.60625e+01 5.36424e-01
1.92000e+00 1.33152e+00 1.00469e+00 9.94921e-01 1.37698e+00 1.12480e+00 1.55082e+00 4.58207e+01 5.21333e-01
1.93000e+00 1.30815e+00 1.00524e+00 9.95072e-01 1.35350e+00 1.11621e+00 1.50194e+00 4.55817e+01 5.06680e-01
1.94000e+00 1.28516e+00 1.00577e+00 9.95219e-01 1.33028e+00 1.10775e+00 1.45463e+00 4.53452e+01 4.92452e-01
1.95000e+00 1.26259e+00 1.00628e+00 9.95362e-01 1.30739e+00 1.09945e+00 1.40884e+00 4.51113e+01 4.78636e-01
1.96000e+00 1.24047e+00 1.00677e+00 9.95501e-01 1.28486e+00 1.09130e+00 1.36453e+00 4.48799e+01 4.65220e-01
1.97000e+00 1.21883e+00 1.00723e+00 9.95636e-01 1.26273e+00 1.08330e+00 1.32165e+00 4.46509e+01 4.52193e-01
1.98000e+00 1.19769e+00 1.00766e+00 9.95768e-01 1.24101e+00 1.07548e+00 1.28015e+00 4.44244e+01 4.39541e-01
1.99000e+00 1.17707e+00 1.00808e+00 9.95897e-01 1.21976e+00 1.06783e+00 1.24000e+00 4.42003e+01 4.27254e-01
2.00000e+00 1.15699e+00 1.00846e+00 9.96022e-01 1.19897e+00 1.06035e+00 1.20114e+00 4.39785e+01 4.15321e-01
2.01000e+00 1.13746e+00 1.00882e+00 9.96143e-01 1.17868e+00 1.05306e+00 1.16353e+00 4.37590e+01 4.03731e-01
2.02000e+00 1.11849e+00 1.00915e+00 9.96262e-01 1.15889e+00 1.04595e+00 1.12714e+00 4.35418e+01 3.92475e-01
2.03000e+00 1.10008e+00 1.00945e+00 9.96377e-01 1.13963e+00 1.03902e+00 1.09192e+00 4.33268e+01 3.81542e-01
2.04000e+00 1.08225e+00 1.00973e+00 9.96489e-01 1.12089e+00 1.03229e+00 1.05784e+00 4.31140e+01 3.70922e-01
2.05000e+00 1.06499e+00 1.00997e+00 9.96599e-01 1.10270e+00 1.02575e+00 1.02486e+00 4.29034e+01 3.60606e-01
2.06000e+00 1.04830e+00 1.01019e+00 9.96706e-01 1.08504e+00 1.01941e+00 9.92947e-01 4.26948e+01 3.50586e-01
2.07000e+00 1.03219e+00 1.01038e+00 9.96809e-01 1.06794e+00 1.01326e+00 9.62059e-01 4.24884e+01 3.40852e-01
2.08000e+00 1.01664e+00 1.01054e+00 9.96911e-01 1.05138e+00 1.00731e+00 9.32164e-01 4.22840e+01 3.31397e-01
2.09000e+00 1.00167e+00 1.01067e+00 9.97009e-01 1.03537e+00 1.00156e+00 9.03231e-01 4.20816e+01 3.22211e-01
2.10000e+00 9.87257e-01 1.01078e+00 9.97105e-01 1.01990e+00 9.96011e-01 8.75228e-01 4.18812e+01 3.13286e-01
2.11000e+00 9.73402e-01 1.01086e+00 9.97199e-01 1.00498e+00 9.90660e-01 8.48123e-01 4.16827e+01 3.04616e-01
2.12000e+00 9.60098e-01 1.01091e+00 9.97290e-01 9.90602e-01 9.85509e-01 8.21886e-01 4.14862e+01 2.96193e-01
2.13000e+00 9.47337e-01 1.01094e+00 9.97379e-01 9.76756e-01 9.80558e-01 7.96490e-01 4.12915e+01 2.88009e-01
2.14000e+00 9.35111e-01 1.01094e+00 9.97465e-01 9.63439e-01 9.75807e-01 7.71905e-01 4.10987e+01 2.80057e-01
2.15000e+00 9.23411e-01 1.01091e+00 9.97549e-01 9.50645e-01 9.71255e-01 7.48105e-01 4.09078e+01 2.72330e-01
2.16000e+00 9.12230e-01 1.01087e+00 9.97631e-01 9.38367e-01 9.66903e-01 7.25062e-01 4.07186e+01 2.64823e-01
2.17000e+00 9.01557e-01 1.01079e+00 9.97711e-01 9.26597e-01 9.62748e-01 7.02753e-01 4.05312e+01 2.57528e-01
2.18000e+00 8.91384e-01 1.01070e+00 9.97789e-01 9.15329e-01 9.58790e-01 6.81152e-01 4.03456e+01 2.50439e-01
2.19000e+00 8.81701e-01 1.01058e+00 9.97865e-01 9.04553e-01 9.55028e-01 6.60236e-01 4.01617e+01 2.43551e-01
2.20000e+00 8.72499e-01 1.01045e+00 9.97939e-01 8.94262e-01 9.51461e-01 6.39981e-01 3.99794e+01 2.36856e-01
2.21000e+00 8.63767e-01 1.01029e+00 9.98010e-01 8.84446e-01 9.48087e-01 6.20365e-01 3.97989e+01 2.30351e-01
2.22000e+00 8.55497e-01 1.01012e+00 9.98080e-01 8.75098e-01 9.44905e-01 6.01367e-01 3.96200e+01 2.24029e-01
2.23000e+00 8.47678e-01 1.00992e+00 9.98148e-01 8.66208e-01 9.41914e-01 5.82967e-01 3.94427e+01 2.17885e-01
2.24000e+00 8.40302e-01 1.00972e+00 9.98214e-01 8.57767e-01 9.39110e-01 5.65144e-01 3.92670e+01 2.11914e-01
2.25000e+00 8.33358e-01 1.00949e+00 9.98279e-01 8.49767e-01 9.36493e-01 5.47879e-01 3.90929e+01 2.06110e-01
2.26000e+00 8.26838e-01 1.00925e+00 9.98341e-01 8.42199e-01 9.34061e-01 5.31153e-01 3.89203e+01 2.00469e-01
2.27000e+00 8.20732e-01 1.00900e+00 9.98402e-01 8.35055e-01 9.31812e-01 5.14948e-01 3.87492e+01 1.94987e-01
2.28000e+00 8.15031e-01 1.00873e+00 9.98461e-01 8.28326e-01 9.29742e-01 4.99248e-01 3.85797e+01 1.89658e-01
2.29000e+00 8.09727e-01 1.00846e+00 9.98518e-01 8.22003e-01 9.27851e-01 4.84035e-01 3.84117e+01 1.84478e-01
2.30000e+00 8.04812e-01 1.00817e+00 9.98574e-01 8.16078e-01 9.26135e-01 4.69293e-01 3.82451e+01 1.79443e-01
2.31000e+00 8.00276e-01 1.00788e+00 9.98628e-01 8.10544e-01 9.24593e-01 4.55006e-01 3.80799e+01 1.74549e-01
2.32000e+00 7.96112e-01 1.00757e+00 9.98681e-01 8.05392e-01 9.23221e-01 4.41160e-01 3.79162e+01 1.69792e-01
2.33000e+00 7.92312e-01 1.00726e+00 9.98732e-01 8.00615e-01 9.22017e-01 4.27740e-01 3.77539e+01 1.65167e-01
2.34000e+00 7.88869e-01 1.00694e+00 9.98781e-01 7.96205e-01 9.20979e-01 4.14731e-01 3.75930e+01 1.60671e-01
2.35000e+00 7.85775e-01 1.00662e+00 9.98829e-01 7.92155e-01 9.20102e-01 4.02122e-01 3.74334e+01 1.56301e-01
2.36000e+00 7.83023e-01 1.00629e+00 9.98875e-01 7.88458e-01 9.19385e-01 3.89897e-01 3.72752e+01 1.52052e-01
2.37000e+00 7.80607e-01 1.00596e+00 9.98920e-01 7.85107e-01 9.18824e-01 3.78046e-01 3.71183e+01 1.47921e-01
2.38000e+00 7.78519e-01 1.00563e+00 9.98964e-01 7.82096e-01 9.18415e-01 3.66556e-01 3.69628e+01 1.43905e-01
2.39000e+00 7.76753e-01 1.00529e+00 9.99006e-01 7.79418e-01 9.18156e-01 3.55414e-01 3.68085e+01 1.40000e-01
2.40000e+00 7.75303e-01 1.00496e+00 9.99046e-01 7.77067e-01 9.18044e-01 3.44611e-01 3.66555e+01 1.36204e-01
2.41000e+00 7.74164e-01 1.00462e+00 9.99086e-01 7.75037e-01 9.18074e-01 3.34135e-01 3.65038e+01 1.32513e-01
2.42000e+00 7.73329e-01 1.00429e+00 9.99123e-01 7.73322e-01 9.18243e-01 3.23975e-01 3.63533e+01 1.28925e-01
2.43000e+00 7.72793e-01 1.00395e+00 9.99160e-01 7.71917e-01 9.18547e-01 3.14122e-01 3.62041e+01 1.25435e-01
2.44000e+00 7.72550e-01 1.00362e+00 9.99195e-01 7.70817e-01 9.18983e-01 3.04565e-01 3.60560e+01 1.22042e-01
2.45000e+00 7.72596e-01 1.00329e+00 9.99229e-01 7.70016e-01 9.19547e-01 2.95296e-01 3.59092e+01 1.18743e-01
2.46000e+00 7.72926e-01 1.00296e+00 9.99262e-01 7.69510e-01 9.20234e-01 2.86305e-01 3.57636e+01 1.15535e-01
2.47000e+00 7.73535e-01 1.00264e+00 9.99293e-01 7.69293e-01 9.21040e-01 2.77584e-01 3.56191e+01 1.12416e-01
2.48000e+00 7.74418e-01 1.00232e+00 9.99324e-01 7.69362e-01 9.21962e-01 2.69124e-01 3.54758e+01 1.09383e-01
2.49000e+00 7.75571e-01 1.00200e+00 9.99353e-01 7.69712e-01 9.22995e-01 2.60917e-01 3.53336e+01 1.06433e-01
2.50000e+00 7.76989e-01 1.00169e+00 9.99381e-01 7.70338e-01 9.24135e-01 2.52955e-01 3.51926e+01 1.03564e-01
2.51000e+00 7.78669e-01 1.00139e+00 9.99408e-01 7.71237e-01 9.25376e-01 2.45231e-01 3.50527e+01 1.00774e-01
2.52000e+00 7.80605e-01 1.00109e+00 9.99433e-01 7.72405e-01 9.26716e-01 2.37737e-01 3.49138e+01 9.80614e-02
2.53000e+00 7.82795e-01 1.00080e+00 9.99458e-01 7.73837e-01 9.28148e-01 2.30466e-01 3.47761e+01 9.54229e-02
2.54000e+00 7.85234e-01 1.00051e+00 9.99481e-01 7.75529e-01 9.29669e-01 2.23412e-01 3.46394e+01 9.28569e-02
2.55000e+00 7.87917e-01 1.00023e+00 9.99504e-01 7.77479e-01 9.31274e-01 2.16567e-01 3.45039e+01 9.03613e-02
2.56000e+00 7.90842e-01 9.99960e-01 9.99525e-01 7.79682e-01 9.32958e-01 2.09925e-01 3.43693e+01 8.79341e-02
2.57000e+00 7.94004e-01 9.99697e-01 9.99546e-01 7.82135e-01 9.34716e-01 2.03481e-01 3.42358e+01 8.55734e-02
2.58000e+00 7.97399e-01 9.99440e-01 9.99565e-01 7.84834e-01 9.36544e-01 1.97228e-01 3.41033e+01 8.32774e-02
2.59000e+00 8.01024e-01 9.99192e-01 9.99584e-01 7.87775e-01 9.38436e-01 1.91161e-01 3.39719e+01 8.10442e-02
2.60000e+00 8.04873e-01 9.98952e-01 9.99601e-01 7.90955e-01 9.40387e-01 1.85273e-01 3.38414e+01 7.88720e-02
2.61000e+00 8.08943e-01 9.98720e-01 9.99618e-01 7.94370e-01 9.42393e-01 1.79561e-01 3.37119e+01 7.67592e-02
2.62000e+00 8.13229e-01 9.98497e-01 9.99634e-01 7.98016e-01 9.44449e-01 1.74017e-01 3.35835e+01 7.47041e-02
2.63000e+00 8.17728e-01 9.98281e-01 9.99649e-01 8.01889e-01 9.46550e-01 1.68638e-01 3.34559e+01 7.27051e-02
2.64000e+00 8.22433e-01 9.98075e-01 9.99663e-01 8.05986e-01 9.48691e-01 1.63419e-01 3.33294e+01 7.07605e-02
2.65000e+00 8.27341e-01 9.97877e-01 9.99677e-01 8.10301e-01 9.50866e-01 1.58354e-01 3.32038e+01 6.88690e-02
2.66000e+00 8.32445e-01 9.97687e-01 9.99689e-01 8.14831e-01 9.53072e-01 1.53439e-01 3.30791e+01 6.70290e-02
2.67000e+00 8.37742e-01 9.97507e-01 9.99701e-01 8.19571e-01 9.55304e-01 1.48670e-01 3.29554e+01 6.52391e-02
2.68000e+00 8.43224e-01 9.97334e-01 9.99712e-01 8.24516e-01 9.57555e-01 1.44043e-01 3.28325e+01 6.34979e-02
2.69000e+00 8.48886e-01 9.97171e-01 9.99723e-01 8.29662e-01 9.59823e-01 1.39553e-01 3.27106e+01 6.18040e-02
2.70000e+00 8.54722e-01 9.97016e-01 9.99733e-01 8.35002e-01 9.62102e-01 1.35196e-01 3.25896e+01 6.01561e-02
2.71000e+00 8.60725e-01 9.96870e-01 9.99742e-01 8.40531e-01 9.64388e-01 1.30969e-01 3.24695e+01 5.85529e-02
2.72000e+00 8.66887e-01 9.96733e-01 9.99751e-01 8.46244e-01 9.66676e-01 1.26868e-01 3.23502e+01 5.69933e-02
2.73000e+00 8.73202e-01 9.96604e-01 9.99759e-01 8.52133e-01 9.68961e-01 1.22888e-01 3.22318e+01 5.54760e-02
2.74000e+00 8.79661e-01 9.96483e-01 9.99766e-01 8.58192e-01 9.71240e-01 1.19028e-01 3.21143e+01 5.39997e-02
2.75000e+00 8.86255e-01 9.96372e-01 9.99773e-01 8.64414e-01 9.73508e-01 1.15282e-01 3.19976e+01 5.25635e-02
2.76000e+00 8.92976e-01 9.96268e-01 9.99780e-01 8.70791e-01 9.75762e-01 1.11648e-01 3.18818e+01 5.11661e-02
2.77000e+00 8.99815e-01 9.96173e-01 9.99786e-01 8.77315e-01 9.77996e-01 1.08122e-01 3.17668e+01 4.98066e-02
2.78000e+00 9.06762e-01 9.96086e-01 9.99791e-01 8.83979e-01 9.80208e-01 1.04702e-01 3.16526e+01 4.84837e-02
2.79000e+00 9.13806e-01 9.96007e-01 9.99796e-01 8.90771e-01 9.82394e-01 1.01384e-01 3.15392e+01 4.71967e-02
2.80000e+00 9.20936e-01 9.95936e-01 9.99801e-01 8.97685e-01 9.84549e-01 9.81653e-02 3.14266e+01 4.59444e-02
2.81000e+00 9.28142e-01 9.95874e-01 9.99805e-01 9.04709e-01 9.86672e-01 9.50433e-02 3.13149e+01 4.47259e-02
2.82000e+00 9.35411e-01 9.95819e-01 9.99809e-01 9.11832e-01 9.88757e-01 9.20149e-02 3.12039e+01 4.35402e-02
2.83000e+00 9.42731e-01 9.95771e-01 9.99813e-01 9.19045e-01 9.90804e-01 8.90776e-02 3.10937e+01 4.23866e-02
2.84000e+00 9.50090e-01 9.95732e-01 9.99816e-01 9.26336e-01 9.92807e-01 8.62287e-02 3.09843e+01 4.12640e-02
2.85000e+00 9.57475e-01 9.95700e-01 9.99819e-01 9.33693e-01 9.94766e-01 8.34656e-02 3.08756e+01 4.01716e-02
2.86000e+00 9.64872e-01 9.95675e-01 9.99821e-01 9.41104e-01 9.96676e-01 8.07858e-02 3.07677e+01 3.91086e-02
2.87000e+00 9.72267e-01 9.95657e-01 9.99823e-01 9.48556e-01 9.98536e-01 7.81871e-02 3.06605e+01 3.80743e-02
2.88000e+00 9.79647e-01 9.95647e-01 9.99825e-01 9.56036e-01 1.00034e+00 7.56670e-02 3.05541e+01 3.70677e-02
2.89000e+00 9.86997e-01 9.95644e-01 9.99827e-01 9.63530e-01 1.00210e+00 7.32232e-02 3.04484e+01 3.60882e-02
2.90000e+00 9.94302e-01 9.95647e-01 9.99829e-01 9.71025e-01 1.00379e+00 7.08536e-02 3.03435e+01 3.51350e-02
2.91000e+00 1.00155e+00 9.95657e-01 9.99830e-01 9.78507e-01 1.00543e+00 6.85560e-02 3.02393e+01 3.42073e-02
2.92000e+00 1.00872e+00 9.95674e-01 9.99831e-01 9.85960e-01 1.00701e+00 6.63284e-02 3.01357e+01 3.33046e-02
2.93000e+00 1.01580e+00 9.95698e-01 9.99832e-01 9.93372e-01 1.00853e+00 6.41687e-02 3.00329e+01 3.24260e-02
2.94000e+00 1.02278e+00 9.95727e-01 9.99833e-01 1.00073e+00 1.00998e+00 6.20749e-02 2.99308e+01 3.15710e-02
2.95000e+00 1.02964e+00 9.95763e-01 9.99834e-01 1.00801e+00 1.01137e+00 6.00452e-02 2.98294e+01 3.07389e-02
2.96000e+00 1.03636e+00 9.95804e-01 9.99835e-01 1.01520e+00 1.01270e+00 5.80777e-02 2.97286e+01 2.99291e-02
2.97000e+00 1.04294e+00 9.95852e-01 9.99835e-01 1.02230e+00 1.01396e+00 5.61705e-02 2.96286e+01 2.91410e-02
2.98000e+00 1.04935e+00 9.95905e-01 9.99836e-01 1.02927e+00 1.01516e+00 5.43221e-02 2.95292e+01 2.83739e-02
2.99000e+00 1.05559e+00 9.95964e-01 9.99836e-01 1.03612e+00 1.01629e+00 5.25305e-02 2.94304e+01 2.76273e-02
3.00000e+00 1.06164e+00 9.96028e-01 9.99836e-01 1.04282e+00 1.01735e+00 5.07942e-02 2.93323e+01 2.69007e-02
3.01000e+00 1.06748e+00 9.96098e-01 9.99836e-01 1.04936e+00 1.01835e+00 4.91116e-02 2.92349e+01 2.61935e-02
3.02000e+00 1.07311e+00 9.96172e-01 9.99837e-01 1.05572e+00 1.01928e+00 4.74811e-02 2.91381e+01 2.55051e-02
3.03000e+00 1.07852e+00 9.96252e-01 9.99837e-01 1.06190e+00 1.02014e+00 4.59012e-02 2.90420e+01 2.48351e-02
3.04000e+00 1.08368e+00 9.96336e-01 9.99837e-01 1.06788e+00 1.02094e+00 4.43704e-02 2.89465e+01 2.41830e-02
3.05000e+00 1.08860e+00 9.96424e-01 9.99837e-01 1.07364e+00 1.02168e+00 4.28872e-02 2.88516e+01 2.35482e-02
3.06000e+00 1.09326e+00 9.96517e-01 9.99837e-01 1.07918e+00 1.02235e+00 4.14503e-02 2.87573e+01 2.29304e-02
3.07000e+00 1.09765e+00 9.96614e-01 9.99837e-01 1.08448e+00 1.02295e+00 4.00584e-02 2.86636e+01 2.23290e-02
3.08000e+00 1.10176e+00 9.96715e-01 9.99837e-01 1.08954e+00 1.02350e+00 3.87100e-02 2.85706e+01 2.17436e-02
3.09000e+00 1.10560e+00 9.96820e-01 9.99837e-01 1.09434e+00 1.02398e+00 3.74039e-02 2.84781e+01 2.11738e-02
3.10000e+00 1.10914e+00 9.96928e-01 9.99837e-01 1.09888e+00 1.02440e+00 3.61389e-02 2.83863e+01 2.06191e-02
3.11000e+00 1.11240e+00 9.97040e-01 9.99838e-01 1.10314e+00 1.02476e+00 3.49137e-02 2.82950e+01 2.00792e-02
3.12000e+00 1.11536e+00 9.97154e-01 9.99838e-01 1.10713e+00 1.02506e+00 3.37272e-02 2.82043e+01 1.95536e-02
3.13000e+00 1.11801e+00 9.97272e-01 9.99838e-01 1.11082e+00 1.02530e+00 3.25783e-02 2.81142e+01 1.90420e-02
3.14000e+00 1.12037e+00 9.97393e-01 9.99838e-01 1.11423e+00 1.02549e+00 3.14657e-02 2.80247e+01 1.85439e-02
3.15000e+00 1.12242e+00 9.97516e-01 9.99839e-01 1.11734e+00 1.02562e+00 3.03885e-02 2.79357e+01 1.80590e-02
3.16000e+00 1.12417e+00 9.97641e-01 9.99839e-01 1.12015e+00 1.02570e+00 2.93455e-02 2.78473e+01 1.75870e-02
3.17000e+00 1.12562e+00 9.97768e-01 9.99839e-01 1.12266e+00 1.02573e+00 2.83358e-02 2.77595e+01 1.71276e-02
3.18000e+00 1.12677e+00 9.97898e-01 9.99840e-01 1.12487e+00 1.02571e+00 2.73583e-02 2.76722e+01 1.66802e-02
3.19000e+00 1.12762e+00 9.98029e-01 9.99840e-01 1.12677e+00 1.02564e+00 2.64121e-02 2.75855e+01 1.62448e-02
3.20000e+00 1.12818e+00 9.98161e-01 9.99841e-01 1.12837e+00 1.02552e+00 2.54963e-02 2.74993e+01 1.58208e-02
3.21000e+00 1.12844e+00 9.98294e-01 9.99842e-01 1.12967e+00 1.02536e+00 2.46099e-02 2.74136e+01 1.54081e-02
3.22000e+00 1.12843e+00 9.98429e-01 9.99843e-01 1.13067e+00 1.02516e+00 2.37521e-02 2.73285e+01 1.50063e-02
3.23000e+00 1.12814e+00 9.98564e-01 9.99844e-01 1.13138e+00 1.02491e+00 2.29219e-02 2.72439e+01 1.46151e-02
3.24000e+00 1.12757e+00 9.98700e-01 9.99844e-01 1.13179e+00 1.02463e+00 2.21186e-02 2.71598e+01 1.42342e-02
3.25000e+00 1.12675e+00 9.98836e-01 9.99846e-01 1.13192e+00 1.02431e+00 2.13413e-02 2.70762e+01 1.38634e-02
3.26000e+00 1.12567e+00 9.98972e-01 9.99847e-01 1.13177e+00 1.02395e+00 2.05893e-02 2.69932e+01 1.35024e-02
3.27000e+00 1.12434e+00 9.99108e-01 9.99848e-01 1.13135e+00 1.02356e+00 1.98617e-02 2.69106e+01 1.31509e-02
3.28000e+00 1.12278e+00 9.99243e-01 9.99849e-01 1.13066e+00 1.02313e+00 1.91579e-02 2.68286e+01 1.28086e-02
3.29000e+00 1.12100e+00 9.99378e-01 9.99851e-01 1.12971e+00 1.02268e+00 1.84771e-02 2.67470e+01 1.24754e-02
3.30000e+00 1.11899e+00 9.99511e-01 9.99852e-01 1.12851e+00 1.02220e+00 1.78186e-02 2.66660e+01 1.21510e-02
3.31000e+00 1.11678e+00 9.99644e-01 9.99854e-01 1.12707e+00 1.02169e+00 1.71817e-02 2.65854e+01 1.18351e-02
3.32000e+00 1.11438e+00 9.99775e-01 9.99855e-01 1.12540e+00 1.02115e+00 1.65657e-02 2.65054e+01 1.15276e-02
3.33000e+00 1.11179e+00 9.99905e-01 9.99857e-01 1.12350e+00 1.02060e+00 1.59701e-02 2.64258e+01 1.12281e-02
3.34000e+00 1.10903e+00 1.00003e+00 9.99859e-01 1.12140e+00 1.02002e+00 1.53941e-02 2.63466e+01 1.09365e-02
3.35000e+00 1.10610e+00 1.00016e+00 9.99861e-01 1.11909e+00 1.01942e+00 1.48372e-02 2.62680e+01 1.06526e-02
3.36000e+00 1.10303e+00 1.00028e+00 9.99863e-01 1.11659e+00 1.01881e+00 1.42987e-02 2.61898e+01 1.03761e-02
3.37000e+00 1.09982e+00 1.00040e+00 9.99865e-01 1.11391e+00 1.01818e+00 1.37782e-02 2.61121e+01 1.01069e-02
3.38000e+00 1.09648e+00 1.00052e+00 9.99867e-01 1.11107e+00 1.01753e+00 1.32750e-02 2.60349e+01 9.84480e-03
3.39000e+00 1.09303e+00 1.00064e+00 9.99869e-01 1.10806e+00 1.01688e+00 1.27886e-02 2.59581e+01 9.58956e-03
3.40000e+00 1.08947e+00 1.00075e+00 9.99871e-01 1.10491e+00 1.01621e+00 1.23185e-02 2.58817e+01 9.34101e-03
3.41000e+00 1.08582e+00 1.00086e+00 9.99874e-01 1.10163e+00 1.01553e+00 1.18642e-02 2.58058e+01 9.09899e-03
3.42000e+00 1.08208e+00 1.00097e+00 9.99876e-01 1.09822e+00 1.01485e+00 1.14251e-02 2.57304e+01 8.86332e-03
3.43000e+00 1.07827e+00 1.00107e+00 9.99879e-01 1.09469e+00 1.01415e+00 1.10008e-02 2.56553e+01 8.63382e-03
3.44000e+00 1.07441e+00 1.00117e+00 9.99881e-01 1.09107e+00 1.01346e+00 1.05908e-02 2.55808e+01 8.41034e-03
3.45000e+00 1.07049e+00 1.00127e+00 9.99884e-01 1.08735e+00 1.01276e+00 1.01947e-02 2.55066e+01 8.19271e-03
3.46000e+00 1.06653e+00 1.00136e+00 9.99887e-01 1.08355e+00 1.01206e+00 9.81208e-03 2.54329e+01 7.98078e-03
3.47000e+00 1.06253e+00 1.00145e+00 9.99889e-01 1.07969e+00 1.01135e+00 9.44241e-03 2.53596e+01 7.77439e-03
3.48000e+00 1.05852e+00 1.00153e+00 9.99892e-01 1.07576e+00 1.01065e+00 9.08533e-03 2.52867e+01 7.57341e-03
3.49000e+00 1.05449e+00 1.00161e+00 9.99895e-01 1.07178e+00 1.00995e+00 8.74044e-03 2.52143e+01 7.37768e-03
3.50000e+00 1.05046e+00 1.00169e+00 9.99898e-01 1.06777e+00 1.00925e+00 8.40735e-03 2.51422e+01 7.18707e-03
3.51000e+00 1.04643e+00 1.00176e+00 9.99901e-01 1.06372e+00 1.00856e+00 8.08568e-03 2.50706e+01 7.00144e-03
3.52000e+00 1.04241e+00 1.00182e+00 9.99904e-01 1.05965e+00 1.00787e+00 7.77505e-03 2.49994e+01 6.82067e-03
3.53000e+00 1.03841e+00 1.00188e+00 9.99907e-01 1.05557e+00 1.00719e+00 7.47513e-03 2.49286e+01 6.64461e-03
3.54000e+00 1.03444e+00 1.00194e+00 9.99910e-01 1.05148e+00 1.00652e+00 7.18556e-03 2.48581e+01 6.47315e-03
3.55000e+00 1.03051e+00 1.00199e+00 9.99913e-01 1.04740e+00 1.00585e+00 6.90600e-03 2.47881e+01 6.30616e-03
3.56000e+00 1.02661e+00 1.00204e+00 9.99916e-01 1.04333e+00 1.00520e+00 6.63614e-03 2.47185e+01 6.14353e-03
3.57000e+00 1.02276e+00 1.00208e+00 9.99920e-01 1.03928e+00 1.00455e+00 6.37566e-03 2.46493e+01 5.98515e-03
3.58000e+00 1.01896e+00 1.00212e+00 9.99923e-01 1.03525e+00 1.00392e+00 6.12425e-03 2.45804e+01 5.83089e-03
3.59000e+00 1.01522e+00 1.00216e+00 9.99926e-01 1.03126e+00 1.00329e+00 5.88162e-03 2.45119e+01 5.68065e-03
3.60000e+00 1.01154e+00 1.00219e+00 9.99929e-01 1.02730e+00 1.00268e+00 5.64748e-03 2.44438e+01 5.53432e-03
3.61000e+00 1.00793e+00 1.00221e+00 9.99933e-01 1.02339e+00 1.00208e+00 5.42156e-03 2.43761e+01 5.39181e-03
3.62000e+00 1.00439e+00 1.00223e+00 9.99936e-01 1.01953e+00 1.00150e+00 5.20359e-03 2.43088e+01 5.25301e-03
3.63000e+00 1.00092e+00 1.00224e+00 9.99939e-01 1.01573e+00 1.00093e+00 4.99330e-03 2.42418e+01 5.11782e-03
3.64000e+00 9.97540e-01 1.00226e+00 9.99942e-01 1.01199e+00 1.00038e+00 4.79045e-03 2.41752e+01 4.98614e-03
3.65000e+00 9.94242e-01 1.00226e+00 9.99946e-01 1.00832e+00 9.99839e-01 4.59478e-03 2.41090e+01 4.85789e-03
3.66000e+00 9.91030e-01 1.00226e+00 9.99949e-01 1.00472e+00 9.99317e-01 4.40607e-03 2.40431e+01 4.73298e-03
3.67000e+00 9.87908e-01 1.00226e+00 9.99952e-01 1.00119e+00 9.98811e-01 4.22408e-03 2.39776e+01 4.61131e-03
3.68000e+00 9.84879e-01 1.00225e+00 9.99955e-01 9.97744e-01 9.98323e-01 4.04859e-03 2.39125e+01 4.49280e-03
3.69000e+00 9.81945e-01 1.00224e+00 9.99958e-01 9.94378e-01 9.97851e-01 3.87938e-03 2.38477e+01 4.37737e-03
