# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e+00[eV], Tie=4.122e+01[eV] , Te_c=4.125e+01[eV], n_i=5.980e+23[1/cc], n_e=1.794e+24[1/cc]
# Zbar=3.000, Rc=0.525[AU], Γii=8.800e+01, Γei=-1.423e+00 , Γee=4.741e-01, κ=1.890e+00
r/ri        g_ii        g_ei        g_ee        HNC:g_ii    Yuk:g_ii    βu_ii_eff   βu_Yuk      βu_OCP    
3.70000e+00 9.79109e-01 1.00223e+00 9.99962e-01 9.91098e-01 9.97398e-01 3.71625e-03 2.37832e+01 4.26494e-03
3.71000e+00 9.76373e-01 1.00221e+00 9.99965e-01 9.87907e-01 9.96962e-01 3.55900e-03 2.37191e+01 4.15542e-03
3.72000e+00 9.73737e-01 1.00218e+00 9.99968e-01 9.84807e-01 9.96544e-01 3.40742e-03 2.36553e+01 4.04875e-03
3.73000e+00 9.71205e-01 1.00216e+00 9.99971e-01 9.81802e-01 9.96145e-01 3.26133e-03 2.35919e+01 3.94484e-03
3.74000e+00 9.68776e-01 1.00213e+00 9.99974e-01 9.78893e-01 9.95764e-01 3.12055e-03 2.35288e+01 3.84363e-03
3.75000e+00 9.66453e-01 1.00209e+00 9.99977e-01 9.76082e-01 9.95402e-01 2.98491e-03 2.34661e+01 3.74504e-03
3.76000e+00 9.64237e-01 1.00206e+00 9.99980e-01 9.73372e-01 9.95059e-01 2.85421e-03 2.34037e+01 3.64901e-03
3.77000e+00 9.62127e-01 1.00202e+00 9.99983e-01 9.70763e-01 9.94734e-01 2.72831e-03 2.33416e+01 3.55546e-03
3.78000e+00 9.60125e-01 1.00197e+00 9.99986e-01 9.68258e-01 9.94428e-01 2.60704e-03 2.32799e+01 3.46434e-03
3.79000e+00 9.58231e-01 1.00193e+00 9.99988e-01 9.65858e-01 9.94141e-01 2.49025e-03 2.32184e+01 3.37557e-03
3.80000e+00 9.56445e-01 1.00188e+00 9.99991e-01 9.63563e-01 9.93873e-01 2.37778e-03 2.31573e+01 3.28910e-03
3.81000e+00 9.54767e-01 1.00183e+00 9.99994e-01 9.61375e-01 9.93624e-01 2.26949e-03 2.30965e+01 3.20487e-03
3.82000e+00 9.53198e-01 1.00177e+00 9.99996e-01 9.59293e-01 9.93393e-01 2.16523e-03 2.30361e+01 3.12282e-03
3.83000e+00 9.51737e-01 1.00172e+00 9.99999e-01 9.57320e-01 9.93181e-01 2.06488e-03 2.29759e+01 3.04289e-03
3.84000e+00 9.50384e-01 1.00166e+00 1.00000e+00 9.55454e-01 9.92987e-01 1.96829e-03 2.29161e+01 2.96503e-03
3.85000e+00 9.49139e-01 1.00160e+00 1.00000e+00 9.53697e-01 9.92811e-01 1.87535e-03 2.28566e+01 2.88918e-03
3.86000e+00 9.48000e-01 1.00154e+00 1.00001e+00 9.52048e-01 9.92653e-01 1.78593e-03 2.27974e+01 2.81528e-03
3.87000e+00 9.46968e-01 1.00147e+00 1.00001e+00 9.50508e-01 9.92513e-01 1.69990e-03 2.27385e+01 2.74330e-03
3.88000e+00 9.46041e-01 1.00141e+00 1.00001e+00 9.49075e-01 9.92390e-01 1.61715e-03 2.26799e+01 2.67317e-03
3.89000e+00 9.45219e-01 1.00134e+00 1.00001e+00 9.47751e-01 9.92285e-01 1.53757e-03 2.26216e+01 2.60486e-03
3.90000e+00 9.44501e-01 1.00127e+00 1.00001e+00 9.46534e-01 9.92197e-01 1.46106e-03 2.25636e+01 2.53830e-03
3.91000e+00 9.43885e-01 1.00120e+00 1.00002e+00 9.45424e-01 9.92125e-01 1.38750e-03 2.25058e+01 2.47347e-03
3.92000e+00 9.43371e-01 1.00113e+00 1.00002e+00 9.44420e-01 9.92069e-01 1.31680e-03 2.24484e+01 2.41030e-03
3.93000e+00 9.42957e-01 1.00106e+00 1.00002e+00 9.43522e-01 9.92029e-01 1.24885e-03 2.23913e+01 2.34877e-03
3.94000e+00 9.42642e-01 1.00099e+00 1.00002e+00 9.42728e-01 9.92005e-01 1.18357e-03 2.23345e+01 2.28882e-03
3.95000e+00 9.42425e-01 1.00092e+00 1.00002e+00 9.42039e-01 9.91996e-01 1.12085e-03 2.22779e+01 2.23041e-03
3.96000e+00 9.42303e-01 1.00085e+00 1.00002e+00 9.41452e-01 9.92002e-01 1.06062e-03 2.22217e+01 2.17351e-03
3.97000e+00 9.42277e-01 1.00078e+00 1.00003e+00 9.40967e-01 9.92022e-01 1.00278e-03 2.21657e+01 2.11807e-03
3.98000e+00 9.42343e-01 1.00071e+00 1.00003e+00 9.40582e-01 9.92056e-01 9.47252e-04 2.21100e+01 2.06406e-03
3.99000e+00 9.42500e-01 1.00063e+00 1.00003e+00 9.40297e-01 9.92103e-01 8.93956e-04 2.20546e+01 2.01144e-03
4.00000e+00 9.42747e-01 1.00056e+00 1.00003e+00 9.40109e-01 9.92163e-01 8.42813e-04 2.19995e+01 1.96018e-03
4.01000e+00 9.43082e-01 1.00049e+00 1.00003e+00 9.40018e-01 9.92236e-01 7.93747e-04 2.19446e+01 1.91023e-03
4.02000e+00 9.43502e-01 1.00042e+00 1.00003e+00 9.40022e-01 9.92321e-01 7.46686e-04 2.18900e+01 1.86157e-03
4.03000e+00 9.44006e-01 1.00035e+00 1.00003e+00 9.40120e-01 9.92417e-01 7.01560e-04 2.18357e+01 1.81416e-03
4.04000e+00 9.44592e-01 1.00028e+00 1.00003e+00 9.40309e-01 9.92525e-01 6.58299e-04 2.17816e+01 1.76796e-03
4.05000e+00 9.45257e-01 1.00022e+00 1.00003e+00 9.40588e-01 9.92643e-01 6.16837e-04 2.17279e+01 1.72296e-03
4.06000e+00 9.46000e-01 1.00015e+00 1.00003e+00 9.40956e-01 9.92771e-01 5.77111e-04 2.16743e+01 1.67910e-03
4.07000e+00 9.46818e-01 1.00008e+00 1.00003e+00 9.41410e-01 9.92908e-01 5.39058e-04 2.16211e+01 1.63638e-03
4.08000e+00 9.47709e-01 1.00002e+00 1.00004e+00 9.41948e-01 9.93055e-01 5.02619e-04 2.15681e+01 1.59475e-03
4.09000e+00 9.48671e-01 9.99954e-01 1.00004e+00 9.42569e-01 9.93210e-01 4.67736e-04 2.15154e+01 1.55419e-03
4.10000e+00 9.49701e-01 9.99892e-01 1.00004e+00 9.43271e-01 9.93373e-01 4.34352e-04 2.14629e+01 1.51467e-03
4.11000e+00 9.50797e-01 9.99831e-01 1.00004e+00 9.44051e-01 9.93544e-01 4.02414e-04 2.14107e+01 1.47617e-03
4.12000e+00 9.51957e-01 9.99771e-01 1.00004e+00 9.44907e-01 9.93722e-01 3.71868e-04 2.13587e+01 1.43865e-03
4.13000e+00 9.53177e-01 9.99713e-01 1.00004e+00 9.45837e-01 9.93906e-01 3.42664e-04 2.13070e+01 1.40209e-03
4.14000e+00 9.54456e-01 9.99657e-01 1.00004e+00 9.46838e-01 9.94096e-01 3.14753e-04 2.12555e+01 1.36647e-03
4.15000e+00 9.55790e-01 9.99603e-01 1.00004e+00 9.47909e-01 9.94291e-01 2.88087e-04 2.12043e+01 1.33177e-03
4.16000e+00 9.57177e-01 9.99550e-01 1.00004e+00 9.49047e-01 9.94491e-01 2.62620e-04 2.11533e+01 1.29795e-03
4.17000e+00 9.58615e-01 9.99499e-01 1.00004e+00 9.50249e-01 9.94696e-01 2.38307e-04 2.11026e+01 1.26500e-03
4.18000e+00 9.60099e-01 9.99450e-01 1.00003e+00 9.51514e-01 9.94905e-01 2.15107e-04 2.10521e+01 1.23289e-03
4.19000e+00 9.61629e-01 9.99403e-01 1.00003e+00 9.52837e-01 9.95117e-01 1.92976e-04 2.10019e+01 1.20160e-03
4.20000e+00 9.63199e-01 9.99357e-01 1.00003e+00 9.54217e-01 9.95333e-01 1.71875e-04 2.09519e+01 1.17112e-03
4.21000e+00 9.64809e-01 9.99314e-01 1.00003e+00 9.55652e-01 9.95550e-01 1.51764e-04 2.09021e+01 1.14141e-03
4.22000e+00 9.66455e-01 9.99273e-01 1.00003e+00 9.57137e-01 9.95770e-01 1.32607e-04 2.08526e+01 1.11247e-03
4.23000e+00 9.68133e-01 9.99234e-01 1.00003e+00 9.58671e-01 9.95991e-01 1.14366e-04 2.08033e+01 1.08426e-03
4.24000e+00 9.69841e-01 9.99197e-01 1.00003e+00 9.60251e-01 9.96214e-01 9.70071e-05 2.07542e+01 1.05678e-03
4.25000e+00 9.71576e-01 9.99162e-01 1.00003e+00 9.61873e-01 9.96437e-01 8.04957e-05 2.07054e+01 1.02999e-03
4.26000e+00 9.73335e-01 9.99129e-01 1.00003e+00 9.63536e-01 9.96661e-01 6.47989e-05 2.06568e+01 1.00389e-03
4.27000e+00 9.75114e-01 9.99098e-01 1.00003e+00 9.65235e-01 9.96884e-01 4.98852e-05 2.06084e+01 9.78464e-04
4.28000e+00 9.76911e-01 9.99069e-01 1.00003e+00 9.66968e-01 9.97107e-01 3.57238e-05 2.05602e+01 9.53682e-04
4.29000e+00 9.78722e-01 9.99043e-01 1.00003e+00 9.68732e-01 9.97328e-01 2.22852e-05 2.05123e+01 9.29533e-04
4.30000e+00 9.80545e-01 9.99018e-01 1.00003e+00 9.70524e-01 9.97549e-01 9.54071e-06 2.04646e+01 9.06000e-04
4.31000e+00 9.82376e-01 9.98996e-01 1.00002e+00 9.72340e-01 9.97768e-01 -2.53719e-06 2.04171e+01 8.83068e-04
4.32000e+00 9.84211e-01 9.98976e-01 1.00002e+00 9.74178e-01 9.97984e-01 -1.39752e-05 2.03699e+01 8.60721e-04
4.33000e+00 9.86049e-01 9.98958e-01 1.00002e+00 9.76034e-01 9.98199e-01 -2.47989e-05 2.03228e+01 8.38944e-04
4.34000e+00 9.87885e-01 9.98942e-01 1.00002e+00 9.77906e-01 9.98410e-01 -3.50333e-05 2.02760e+01 8.17722e-04
4.35000e+00 9.89716e-01 9.98928e-01 1.00002e+00 9.79789e-01 9.98619e-01 -4.47021e-05 2.02294e+01 7.97042e-04
4.36000e+00 9.91541e-01 9.98916e-01 1.00002e+00 9.81682e-01 9.98824e-01 -5.38286e-05 2.01830e+01 7.76888e-04
4.37000e+00 9.93354e-01 9.98907e-01 1.00002e+00 9.83580e-01 9.99026e-01 -6.24349e-05 2.01368e+01 7.57248e-04
4.38000e+00 9.95154e-01 9.98899e-01 1.00002e+00 9.85480e-01 9.99224e-01 -7.05425e-05 2.00908e+01 7.38109e-04
4.39000e+00 9.96938e-01 9.98893e-01 1.00002e+00 9.87380e-01 9.99417e-01 -7.81721e-05 2.00451e+01 7.19456e-04
4.40000e+00 9.98702e-01 9.98890e-01 1.00001e+00 9.89276e-01 9.99607e-01 -8.53437e-05 1.99995e+01 7.01279e-04
4.41000e+00 1.00044e+00 9.98888e-01 1.00001e+00 9.91165e-01 9.99791e-01 -9.20763e-05 1.99542e+01 6.83565e-04
4.42000e+00 1.00216e+00 9.98888e-01 1.00001e+00 9.93044e-01 9.99971e-01 -9.83886e-05 1.99090e+01 6.66302e-04
4.43000e+00 1.00385e+00 9.98890e-01 1.00001e+00 9.94910e-01 1.00015e+00 -1.04298e-04 1.98641e+01 6.49478e-04
4.44000e+00 1.00550e+00 9.98894e-01 1.00001e+00 9.96759e-01 1.00032e+00 -1.09823e-04 1.98193e+01 6.33082e-04
4.45000e+00 1.00713e+00 9.98900e-01 1.00001e+00 9.98589e-01 1.00048e+00 -1.14978e-04 1.97748e+01 6.17102e-04
4.46000e+00 1.00871e+00 9.98908e-01 1.00001e+00 1.00040e+00 1.00064e+00 -1.19780e-04 1.97305e+01 6.01530e-04
4.47000e+00 1.01026e+00 9.98917e-01 1.00001e+00 1.00218e+00 1.00079e+00 -1.24245e-04 1.96863e+01 5.86353e-04
4.48000e+00 1.01177e+00 9.98928e-01 1.00000e+00 1.00393e+00 1.00094e+00 -1.28387e-04 1.96424e+01 5.71562e-04
4.49000e+00 1.01323e+00 9.98941e-01 1.00000e+00 1.00566e+00 1.00108e+00 -1.32220e-04 1.95986e+01 5.57147e-04
4.50000e+00 1.01465e+00 9.98955e-01 1.00000e+00 1.00734e+00 1.00122e+00 -1.35757e-04 1.95551e+01 5.43098e-04
4.51000e+00 1.01602e+00 9.98971e-01 1.00000e+00 1.00900e+00 1.00135e+00 -1.39012e-04 1.95117e+01 5.29406e-04
4.52000e+00 1.01735e+00 9.98989e-01 9.99999e-01 1.01061e+00 1.00147e+00 -1.41998e-04 1.94686e+01 5.16062e-04
4.53000e+00 1.01861e+00 9.99007e-01 9.99998e-01 1.01218e+00 1.00159e+00 -1.44726e-04 1.94256e+01 5.03057e-04
4.54000e+00 1.01983e+00 9.99028e-01 9.99997e-01 1.01371e+00 1.00170e+00 -1.47208e-04 1.93828e+01 4.90381e-04
4.55000e+00 1.02099e+00 9.99049e-01 9.99996e-01 1.01519e+00 1.00180e+00 -1.49456e-04 1.93402e+01 4.78028e-04
4.56000e+00 1.02210e+00 9.99072e-01 9.99995e-01 1.01663e+00 1.00190e+00 -1.51479e-04 1.92978e+01 4.65987e-04
4.57000e+00 1.02314e+00 9.99096e-01 9.99994e-01 1.01801e+00 1.00199e+00 -1.53289e-04 1.92555e+01 4.54253e-04
4.58000e+00 1.02413e+00 9.99121e-01 9.99993e-01 1.01934e+00 1.00208e+00 -1.54895e-04 1.92135e+01 4.42816e-04
4.59000e+00 1.02506e+00 9.99147e-01 9.99992e-01 1.02062e+00 1.00216e+00 -1.56307e-04 1.91716e+01 4.31669e-04
4.60000e+00 1.02593e+00 9.99175e-01 9.99991e-01 1.02184e+00 1.00223e+00 -1.57533e-04 1.91300e+01 4.20804e-04
4.61000e+00 1.02673e+00 9.99203e-01 9.99990e-01 1.02301e+00 1.00230e+00 -1.58583e-04 1.90885e+01 4.10215e-04
4.62000e+00 1.02747e+00 9.99232e-01 9.99989e-01 1.02411e+00 1.00236e+00 -1.59465e-04 1.90472e+01 3.99894e-04
4.63000e+00 1.02815e+00 9.99262e-01 9.99988e-01 1.02516e+00 1.00242e+00 -1.60187e-04 1.90060e+01 3.89835e-04
4.64000e+00 1.02877e+00 9.99293e-01 9.99987e-01 1.02614e+00 1.00247e+00 -1.60757e-04 1.89651e+01 3.80031e-04
4.65000e+00 1.02932e+00 9.99325e-01 9.99986e-01 1.02706e+00 1.00251e+00 -1.61182e-04 1.89243e+01 3.70475e-04
4.66000e+00 1.02981e+00 9.99357e-01 9.99985e-01 1.02792e+00 1.00255e+00 -1.61469e-04 1.88837e+01 3.61161e-04
4.67000e+00 1.03023e+00 9.99390e-01 9.99985e-01 1.02871e+00 1.00258e+00 -1.61626e-04 1.88432e+01 3.52082e-04
4.68000e+00 1.03059e+00 9.99423e-01 9.99984e-01 1.02944e+00 1.00261e+00 -1.61659e-04 1.88030e+01 3.43234e-04
4.69000e+00 1.03089e+00 9.99457e-01 9.99983e-01 1.03010e+00 1.00263e+00 -1.61574e-04 1.87629e+01 3.34609e-04
4.70000e+00 1.03112e+00 9.99491e-01 9.99983e-01 1.03070e+00 1.00264e+00 -1.61377e-04 1.87229e+01 3.26202e-04
4.71000e+00 1.03129e+00 9.99526e-01 9.99982e-01 1.03123e+00 1.00265e+00 -1.61074e-04 1.86832e+01 3.18009e-04
4.72000e+00 1.03140e+00 9.99561e-01 9.99982e-01 1.03170e+00 1.00266e+00 -1.60671e-04 1.86436e+01 3.10022e-04
4.73000e+00 1.03145e+00 9.99596e-01 9.99981e-01 1.03210e+00 1.00266e+00 -1.60174e-04 1.86042e+01 3.02237e-04
4.74000e+00 1.03143e+00 9.99631e-01 9.99981e-01 1.03243e+00 1.00265e+00 -1.59586e-04 1.85649e+01 2.94649e-04
4.75000e+00 1.03136e+00 9.99667e-01 9.99980e-01 1.03270e+00 1.00264e+00 -1.58914e-04 1.85259e+01 2.87253e-04
4.76000e+00 1.03123e+00 9.99702e-01 9.99980e-01 1.03291e+00 1.00263e+00 -1.58162e-04 1.84869e+01 2.80044e-04
4.77000e+00 1.03104e+00 9.99738e-01 9.99979e-01 1.03305e+00 1.00261e+00 -1.57334e-04 1.84482e+01 2.73017e-04
4.78000e+00 1.03080e+00 9.99773e-01 9.99979e-01 1.03313e+00 1.00259e+00 -1.56436e-04 1.84096e+01 2.66167e-04
4.79000e+00 1.03051e+00 9.99808e-01 9.99979e-01 1.03315e+00 1.00256e+00 -1.55471e-04 1.83712e+01 2.59491e-04
4.80000e+00 1.03016e+00 9.99843e-01 9.99979e-01 1.03310e+00 1.00253e+00 -1.54443e-04 1.83329e+01 2.52983e-04
4.81000e+00 1.02976e+00 9.99877e-01 9.99978e-01 1.03300e+00 1.00249e+00 -1.53356e-04 1.82948e+01 2.46639e-04
4.82000e+00 1.02932e+00 9.99912e-01 9.99978e-01 1.03283e+00 1.00246e+00 -1.52214e-04 1.82568e+01 2.40455e-04
4.83000e+00 1.02882e+00 9.99946e-01 9.99978e-01 1.03261e+00 1.00241e+00 -1.51021e-04 1.82190e+01 2.34428e-04
4.84000e+00 1.02828e+00 9.99979e-01 9.99978e-01 1.03233e+00 1.00237e+00 -1.49780e-04 1.81814e+01 2.28552e-04
4.85000e+00 1.02770e+00 1.00001e+00 9.99978e-01 1.03200e+00 1.00232e+00 -1.48494e-04 1.81439e+01 2.22825e-04
4.86000e+00 1.02707e+00 1.00004e+00 9.99978e-01 1.03161e+00 1.00227e+00 -1.47166e-04 1.81066e+01 2.17242e-04
4.87000e+00 1.02641e+00 1.00008e+00 9.99978e-01 1.03118e+00 1.00222e+00 -1.45800e-04 1.80694e+01 2.11800e-04
4.88000e+00 1.02571e+00 1.00011e+00 9.99978e-01 1.03069e+00 1.00216e+00 -1.44399e-04 1.80323e+01 2.06495e-04
4.89000e+00 1.02497e+00 1.00014e+00 9.99978e-01 1.03016e+00 1.00210e+00 -1.42965e-04 1.79955e+01 2.01324e-04
4.90000e+00 1.02420e+00 1.00017e+00 9.99978e-01 1.02958e+00 1.00204e+00 -1.41501e-04 1.79587e+01 1.96283e-04
4.91000e+00 1.02340e+00 1.00020e+00 9.99979e-01 1.02895e+00 1.00198e+00 -1.40010e-04 1.79222e+01 1.91369e-04
4.92000e+00 1.02257e+00 1.00023e+00 9.99979e-01 1.02829e+00 1.00191e+00 -1.38494e-04 1.78857e+01 1.86579e-04
4.93000e+00 1.02172e+00 1.00025e+00 9.99979e-01 1.02758e+00 1.00185e+00 -1.36955e-04 1.78495e+01 1.81910e-04
4.94000e+00 1.02084e+00 1.00028e+00 9.99979e-01 1.02684e+00 1.00178e+00 -1.35396e-04 1.78133e+01 1.77358e-04
4.95000e+00 1.01994e+00 1.00030e+00 9.99980e-01 1.02606e+00 1.00171e+00 -1.33819e-04 1.77773e+01 1.72921e-04
4.96000e+00 1.01901e+00 1.00033e+00 9.99980e-01 1.02525e+00 1.00164e+00 -1.32227e-04 1.77415e+01 1.68595e-04
4.97000e+00 1.01807e+00 1.00035e+00 9.99980e-01 1.02440e+00 1.00157e+00 -1.30620e-04 1.77058e+01 1.64379e-04
4.98000e+00 1.01712e+00 1.00038e+00 9.99981e-01 1.02353e+00 1.00150e+00 -1.29002e-04 1.76703e+01 1.60268e-04
4.99000e+00 1.01615e+00 1.00040e+00 9.99981e-01 1.02263e+00 1.00142e+00 -1.27373e-04 1.76348e+01 1.56261e-04
5.00000e+00 1.01516e+00 1.00042e+00 9.99982e-01 1.02171e+00 1.00135e+00 -1.25737e-04 1.75996e+01 1.52355e-04
5.01000e+00 1.01417e+00 1.00044e+00 9.99982e-01 1.02076e+00 1.00128e+00 -1.24093e-04 1.75644e+01 1.48547e-04
5.02000e+00 1.01317e+00 1.00046e+00 9.99983e-01 1.01979e+00 1.00120e+00 -1.22445e-04 1.75295e+01 1.44834e-04
5.03000e+00 1.01217e+00 1.00047e+00 9.99983e-01 1.01881e+00 1.00113e+00 -1.20793e-04 1.74946e+01 1.41216e-04
5.04000e+00 1.01116e+00 1.00049e+00 9.99984e-01 1.01781e+00 1.00106e+00 -1.19139e-04 1.74599e+01 1.37688e-04
5.05000e+00 1.01015e+00 1.00050e+00 9.99984e-01 1.01679e+00 1.00098e+00 -1.17484e-04 1.74253e+01 1.34248e-04
5.06000e+00 1.00915e+00 1.00052e+00 9.99985e-01 1.01577e+00 1.00091e+00 -1.15830e-04 1.73909e+01 1.30895e-04
5.07000e+00 1.00814e+00 1.00053e+00 9.99985e-01 1.01473e+00 1.00083e+00 -1.14179e-04 1.73566e+01 1.27627e-04
5.08000e+00 1.00714e+00 1.00054e+00 9.99986e-01 1.01369e+00 1.00076e+00 -1.12530e-04 1.73224e+01 1.24440e-04
5.09000e+00 1.00614e+00 1.00055e+00 9.99987e-01 1.01264e+00 1.00069e+00 -1.10885e-04 1.72884e+01 1.21334e-04
5.10000e+00 1.00515e+00 1.00056e+00 9.99987e-01 1.01159e+00 1.00062e+00 -1.09246e-04 1.72545e+01 1.18305e-04
5.11000e+00 1.00417e+00 1.00057e+00 9.99988e-01 1.01054e+00 1.00055e+00 -1.07613e-04 1.72207e+01 1.15353e-04
5.12000e+00 1.00320e+00 1.00058e+00 9.99989e-01 1.00949e+00 1.00048e+00 -1.05988e-04 1.71871e+01 1.12474e-04
5.13000e+00 1.00225e+00 1.00058e+00 9.99989e-01 1.00844e+00 1.00041e+00 -1.04370e-04 1.71536e+01 1.09668e-04
5.14000e+00 1.00130e+00 1.00059e+00 9.99990e-01 1.00739e+00 1.00034e+00 -1.02762e-04 1.71202e+01 1.06932e-04
5.15000e+00 1.00037e+00 1.00059e+00 9.99991e-01 1.00635e+00 1.00028e+00 -1.01163e-04 1.70870e+01 1.04265e-04
5.16000e+00 9.99462e-01 1.00059e+00 9.99991e-01 1.00532e+00 1.00021e+00 -9.95752e-05 1.70538e+01 1.01665e-04
5.17000e+00 9.98568e-01 1.00059e+00 9.99992e-01 1.00430e+00 1.00015e+00 -9.79984e-05 1.70209e+01 9.91302e-05
5.18000e+00 9.97693e-01 1.00059e+00 9.99993e-01 1.00329e+00 1.00008e+00 -9.64335e-05 1.69880e+01 9.66588e-05
5.19000e+00 9.96838e-01 1.00059e+00 9.99993e-01 1.00229e+00 1.00002e+00 -9.48810e-05 1.69553e+01 9.42494e-05
5.20000e+00 9.96004e-01 1.00059e+00 9.99994e-01 1.00130e+00 9.99966e-01 -9.33415e-05 1.69227e+01 9.19003e-05
5.21000e+00 9.95192e-01 1.00059e+00 9.99995e-01 1.00033e+00 9.99909e-01 -9.18155e-05 1.68902e+01 8.96102e-05
5.22000e+00 9.94404e-01 1.00058e+00 9.99995e-01 9.99380e-01 9.99853e-01 -9.03035e-05 1.68578e+01 8.73774e-05
5.23000e+00 9.93640e-01 1.00058e+00 9.99996e-01 9.98446e-01 9.99800e-01 -8.88059e-05 1.68256e+01 8.52006e-05
5.24000e+00 9.92900e-01 1.00057e+00 9.99997e-01 9.97531e-01 9.99748e-01 -8.73230e-05 1.67935e+01 8.30784e-05
5.25000e+00 9.92187e-01 1.00057e+00 9.99997e-01 9.96636e-01 9.99698e-01 -8.58553e-05 1.67615e+01 8.10093e-05
5.26000e+00 9.91500e-01 1.00056e+00 9.99998e-01 9.95763e-01 9.99650e-01 -8.44030e-05 1.67296e+01 7.89920e-05
5.27000e+00 9.90840e-01 1.00055e+00 9.99999e-01 9.94912e-01 9.99604e-01 -8.29664e-05 1.66979e+01 7.70252e-05
5.28000e+00 9.90208e-01 1.00054e+00 9.99999e-01 9.94086e-01 9.99560e-01 -8.15457e-05 1.66663e+01 7.51077e-05
5.29000e+00 9.89604e-01 1.00053e+00 1.00000e+00 9.93284e-01 9.99518e-01 -8.01412e-05 1.66348e+01 7.32381e-05
5.30000e+00 9.89029e-01 1.00052e+00 1.00000e+00 9.92507e-01 9.99478e-01 -7.87531e-05 1.66034e+01 7.14154e-05
5.31000e+00 9.88483e-01 1.00051e+00 1.00000e+00 9.91757e-01 9.99441e-01 -7.73815e-05 1.65721e+01 6.96382e-05
5.32000e+00 9.87966e-01 1.00049e+00 1.00000e+00 9.91034e-01 9.99405e-01 -7.60266e-05 1.65409e+01 6.79056e-05
5.33000e+00 9.87480e-01 1.00048e+00 1.00000e+00 9.90339e-01 9.99371e-01 -7.46884e-05 1.65099e+01 6.62162e-05
5.34000e+00 9.87024e-01 1.00047e+00 1.00000e+00 9.89672e-01 9.99339e-01 -7.33670e-05 1.64790e+01 6.45692e-05
5.35000e+00 9.86598e-01 1.00045e+00 1.00000e+00 9.89034e-01 9.99309e-01 -7.20625e-05 1.64482e+01 6.29633e-05
5.36000e+00 9.86202e-01 1.00044e+00 1.00000e+00 9.88426e-01 9.99282e-01 -7.07750e-05 1.64175e+01 6.13975e-05
5.37000e+00 9.85838e-01 1.00042e+00 1.00000e+00 9.87848e-01 9.99256e-01 -6.95044e-05 1.63869e+01 5.98710e-05
5.38000e+00 9.85504e-01 1.00040e+00 1.00001e+00 9.87300e-01 9.99233e-01 -6.82509e-05 1.63565e+01 5.83825e-05
5.39000e+00 9.85200e-01 1.00039e+00 1.00001e+00 9.86783e-01 9.99211e-01 -6.70142e-05 1.63261e+01 5.69313e-05
5.40000e+00 9.84927e-01 1.00037e+00 1.00001e+00 9.86296e-01 9.99192e-01 -6.57945e-05 1.62959e+01 5.55163e-05
5.41000e+00 9.84685e-01 1.00035e+00 1.00001e+00 9.85841e-01 9.99174e-01 -6.45917e-05 1.62658e+01 5.41367e-05
5.42000e+00 9.84473e-01 1.00034e+00 1.00001e+00 9.85418e-01 9.99159e-01 -6.34057e-05 1.62358e+01 5.27916e-05
5.43000e+00 9.84292e-01 1.00032e+00 1.00001e+00 9.85026e-01 9.99145e-01 -6.22365e-05 1.62059e+01 5.14800e-05
5.44000e+00 9.84140e-01 1.00030e+00 1.00001e+00 9.84665e-01 9.99134e-01 -6.10839e-05 1.61761e+01 5.02013e-05
5.45000e+00 9.84019e-01 1.00028e+00 1.00001e+00 9.84337e-01 9.99124e-01 -5.99480e-05 1.61464e+01 4.89544e-05
5.46000e+00 9.83926e-01 1.00026e+00 1.00001e+00 9.84040e-01 9.99116e-01 -5.88285e-05 1.61168e+01 4.77387e-05
5.47000e+00 9.83863e-01 1.00024e+00 1.00001e+00 9.83775e-01 9.99110e-01 -5.77255e-05 1.60874e+01 4.65533e-05
5.48000e+00 9.83828e-01 1.00022e+00 1.00001e+00 9.83541e-01 9.99106e-01 -5.66387e-05 1.60580e+01 4.53975e-05
5.49000e+00 9.83822e-01 1.00020e+00 1.00001e+00 9.83338e-01 9.99103e-01 -5.55681e-05 1.60288e+01 4.42705e-05
5.50000e+00 9.83844e-01 1.00019e+00 1.00001e+00 9.83167e-01 9.99102e-01 -5.45136e-05 1.59996e+01 4.31717e-05
5.51000e+00 9.83893e-01 1.00017e+00 1.00001e+00 9.83026e-01 9.99103e-01 -5.34749e-05 1.59706e+01 4.21003e-05
5.52000e+00 9.83968e-01 1.00015e+00 1.00001e+00 9.82917e-01 9.99106e-01 -5.24521e-05 1.59416e+01 4.10556e-05
5.53000e+00 9.84070e-01 1.00013e+00 1.00001e+00 9.82837e-01 9.99110e-01 -5.14449e-05 1.59128e+01 4.00369e-05
5.54000e+00 9.84198e-01 1.00011e+00 1.00001e+00 9.82788e-01 9.99115e-01 -5.04532e-05 1.58841e+01 3.90437e-05
5.55000e+00 9.84351e-01 1.00009e+00 1.00001e+00 9.82768e-01 9.99122e-01 -4.94769e-05 1.58555e+01 3.80752e-05
5.56000e+00 9.84528e-01 1.00007e+00 1.00001e+00 9.82777e-01 9.99130e-01 -4.85158e-05 1.58270e+01 3.71309e-05
5.57000e+00 9.84729e-01 1.00005e+00 1.00001e+00 9.82814e-01 9.99140e-01 -4.75698e-05 1.57985e+01 3.62101e-05
5.58000e+00 9.84952e-01 1.00004e+00 1.00001e+00 9.82880e-01 9.99151e-01 -4.66388e-05 1.57702e+01 3.53122e-05
