# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e-01[eV], Tie=9.761e+00[eV] , Te_c=9.761e+00[eV], n_i=5.979e+22[1/cc], n_e=1.794e+23[1/cc]
# ri=2.998, Zbar=3.000, Rc=0.517[AU], Γii=4.084e+02, Γei=-2.789e+00 , Γee=9.298e-01, κ=2.675e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 1.53763e+00 0.00000e+00 0.00000e+00 4.92705e-08 0.00000e+00 4.01883e+04 4.08491e+04 3.94663e+04
2.00000e-02 1.60496e+00 0.00000e+00 0.00000e+00 4.92100e-08 0.00000e+00 1.97675e+04 2.04281e+04 1.90685e+04
3.00000e-02 1.64821e+00 0.00000e+00 0.00000e+00 4.91045e-08 0.00000e+00 1.29609e+04 1.36212e+04 1.22842e+04
4.00000e-02 1.67690e+00 0.00000e+00 0.00000e+00 4.89563e-08 0.00000e+00 9.55777e+03 1.02177e+04 8.90280e+03
5.00000e-02 1.69019e+00 0.00000e+00 0.00000e+00 4.87653e-08 0.00000e+00 7.51619e+03 8.17556e+03 6.88235e+03
6.00000e-02 1.69111e+00 0.00000e+00 0.00000e+00 4.85293e-08 0.00000e+00 6.15542e+03 6.81415e+03 5.54212e+03
7.00000e-02 1.67907e+00 0.00000e+00 0.00000e+00 4.82505e-08 0.00000e+00 5.18373e+03 5.84171e+03 4.59039e+03
8.00000e-02 1.65677e+00 0.00000e+00 0.00000e+00 4.79267e-08 0.00000e+00 4.45524e+03 5.11238e+03 3.88130e+03
9.00000e-02 1.62376e+00 2.29029e-01 2.31096e-04 4.75579e-08 0.00000e+00 3.88892e+03 4.54511e+03 3.33384e+03
1.00000e-01 1.58180e+00 5.31987e-01 5.04731e-02 4.71423e-08 0.00000e+00 3.43614e+03 4.09129e+03 2.89940e+03
1.10000e-01 1.53106e+00 8.81923e-01 1.00522e-01 4.66810e-08 0.00000e+00 3.06596e+03 3.71998e+03 2.54704e+03
1.20000e-01 1.47287e+00 1.27579e+00 1.49690e-01 4.61710e-08 0.00000e+00 2.75775e+03 3.41054e+03 2.25615e+03
1.30000e-01 1.40786e+00 1.71195e+00 1.96930e-01 4.56132e-08 0.00000e+00 2.49723e+03 3.14871e+03 2.01245e+03
1.40000e-01 1.33724e+00 2.18460e+00 2.41566e-01 4.50061e-08 0.00000e+00 2.27418e+03 2.92427e+03 1.80576e+03
1.50000e-01 1.26184e+00 2.69119e+00 2.82803e-01 4.43486e-08 0.00000e+00 2.08113e+03 2.72976e+03 1.62861e+03
1.60000e-01 1.18322e+00 3.22415e+00 3.20100e-01 4.36398e-08 0.00000e+00 1.91247e+03 2.55955e+03 1.47540e+03
1.70000e-01 1.10225e+00 3.78547e+00 3.53076e-01 4.28809e-08 0.00000e+00 1.76389e+03 2.40936e+03 1.34184e+03
1.80000e-01 1.02054e+00 4.32694e+00 3.81569e-01 4.20698e-08 0.00000e+00 1.63207e+03 2.27586e+03 1.22461e+03
1.90000e-01 9.38977e-01 4.75842e+00 4.05474e-01 4.12062e-08 0.00000e+00 1.51436e+03 2.15640e+03 1.12108e+03
2.00000e-01 8.58999e-01 5.07185e+00 4.24905e-01 4.02904e-08 0.00000e+00 1.40866e+03 2.04888e+03 1.02915e+03
2.10000e-01 7.81414e-01 5.26944e+00 4.40179e-01 3.93213e-08 0.00000e+00 1.31325e+03 1.95159e+03 9.47133e+02
2.20000e-01 7.07275e-01 5.36097e+00 4.51635e-01 3.83002e-08 0.00000e+00 1.22675e+03 1.86315e+03 8.73631e+02
2.30000e-01 6.37184e-01 5.35696e+00 4.59851e-01 3.72265e-08 0.00000e+00 1.14799e+03 1.78239e+03 8.07501e+02
