# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=5.000e+01[eV], Tie=5.409e+01[eV] , Te_c=5.409e+01[eV], n_i=5.980e+23[1/cc], n_e=5.980e+23[1/cc]
# ri=1.391, Zbar=1.000, Rc=0.000[AU], Γii=3.911e-01, Γei=-3.616e-01 , Γee=3.616e-01, κ=1.019e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 3.79114e+00 2.14318e-01 0.00000e+00 0.00000e+00 3.87627e+01 3.91121e+01 3.87098e+01
2.00000e-02 0.00000e+00 3.63693e+00 2.19138e-01 0.00000e+00 0.00000e+00 1.92067e+01 1.95561e+01 1.91558e+01
3.00000e-02 3.27585e-06 3.49381e+00 2.24127e-01 2.87287e-06 3.45116e-06 1.26881e+01 1.30374e+01 1.26392e+01
4.00000e-02 8.74651e-05 3.36080e+00 2.29292e-01 7.67255e-05 9.16291e-05 9.42898e+00 9.77804e+00 9.38185e+00
5.00000e-02 6.18526e-04 3.23701e+00 2.34639e-01 5.42720e-04 6.46665e-04 7.47360e+00 7.82243e+00 7.42827e+00
6.00000e-02 2.27742e-03 3.12165e+00 2.40175e-01 1.99884e-03 2.37682e-03 6.17013e+00 6.51869e+00 6.12655e+00
7.00000e-02 5.77693e-03 3.01401e+00 2.45904e-01 5.07181e-03 6.01893e-03 5.23921e+00 5.58745e+00 5.19731e+00
8.00000e-02 1.16094e-02 2.91346e+00 2.51833e-01 1.01959e-02 1.20762e-02 4.54115e+00 4.88902e+00 4.50086e+00
9.00000e-02 1.99752e-02 2.81941e+00 2.57964e-01 1.75499e-02 2.07459e-02 3.99834e+00 4.34579e+00 3.95961e+00
1.00000e-01 3.08291e-02 2.73134e+00 2.64301e-01 2.70974e-02 3.19705e-02 3.56421e+00 3.91121e+00 3.52699e+00
1.10000e-01 4.39634e-02 2.64877e+00 2.70847e-01 3.86597e-02 4.55251e-02 3.20914e+00 3.55565e+00 3.17337e+00
1.20000e-01 5.90827e-02 2.57129e+00 2.77604e-01 5.19809e-02 6.10962e-02 2.91337e+00 3.25935e+00 2.87900e+00
1.30000e-01 7.58592e-02 2.49850e+00 2.84571e-01 6.67764e-02 7.83393e-02 2.66323e+00 3.00863e+00 2.63020e+00
1.40000e-01 9.39678e-02 2.43005e+00 2.91750e-01 8.27637e-02 9.69145e-02 2.44893e+00 2.79372e+00 2.41720e+00
1.50000e-01 1.13105e-01 2.36562e+00 2.99138e-01 9.96791e-02 1.16507e-01 2.26333e+00 2.60748e+00 2.23285e+00
1.60000e-01 1.33002e-01 2.30491e+00 3.06736e-01 1.17287e-01 1.36838e-01 2.10104e+00 2.44451e+00 2.07176e+00
1.70000e-01 1.53420e-01 2.24766e+00 3.14539e-01 1.35382e-01 1.57664e-01 1.95796e+00 2.30071e+00 1.92983e+00
1.80000e-01 1.74161e-01 2.19362e+00 3.22545e-01 1.53790e-01 1.78780e-01 1.83088e+00 2.17290e+00 1.80387e+00
1.90000e-01 1.95055e-01 2.14257e+00 3.30750e-01 1.72362e-01 2.00015e-01 1.71729e+00 2.05853e+00 1.69135e+00
2.00000e-01 2.15963e-01 2.09430e+00 3.39148e-01 1.90977e-01 2.21227e-01 1.61516e+00 1.95561e+00 1.59025e+00
2.10000e-01 2.36769e-01 2.04863e+00 3.47734e-01 2.09536e-01 2.42303e-01 1.52287e+00 1.86248e+00 1.49895e+00
2.20000e-01 2.57383e-01 2.00537e+00 3.56501e-01 2.27955e-01 2.63148e-01 1.43906e+00 1.77782e+00 1.41609e+00
2.30000e-01 2.77729e-01 1.96438e+00 3.65443e-01 2.46172e-01 2.83691e-01 1.36264e+00 1.70053e+00 1.34059e+00
2.40000e-01 2.97749e-01 1.92551e+00 3.74551e-01 2.64133e-01 3.03875e-01 1.29268e+00 1.62967e+00 1.27152e+00
2.50000e-01 3.17397e-01 1.88861e+00 3.83816e-01 2.81798e-01 3.23654e-01 1.22841e+00 1.56449e+00 1.20810e+00
2.60000e-01 3.36638e-01 1.85357e+00 3.93231e-01 2.99137e-01 3.42998e-01 1.16918e+00 1.50431e+00 1.14968e+00
2.70000e-01 3.55448e-01 1.82027e+00 4.02785e-01 3.16125e-01 3.61881e-01 1.11443e+00 1.44860e+00 1.09571e+00
2.80000e-01 3.73807e-01 1.78860e+00 4.12468e-01 3.32747e-01 3.80288e-01 1.06367e+00 1.39686e+00 1.04571e+00
2.90000e-01 3.91704e-01 1.75846e+00 4.22270e-01 3.48990e-01 3.98209e-01 1.01650e+00 1.34869e+00 9.99267e-01
3.00000e-01 4.09132e-01 1.72977e+00 4.32181e-01 3.64848e-01 4.15639e-01 9.72551e-01 1.30374e+00 9.56021e-01
3.10000e-01 4.26087e-01 1.70243e+00 4.42188e-01 3.80316e-01 4.32576e-01 9.31521e-01 1.26168e+00 9.15664e-01
3.20000e-01 4.42569e-01 1.67637e+00 4.52280e-01 3.95395e-01 4.49023e-01 8.93135e-01 1.22225e+00 8.77924e-01
3.30000e-01 4.58582e-01 1.65151e+00 4.62446e-01 4.10085e-01 4.64985e-01 8.57151e-01 1.18522e+00 8.42563e-01
3.40000e-01 4.74130e-01 1.62779e+00 4.72674e-01 4.24390e-01 4.80467e-01 8.23358e-01 1.15036e+00 8.09369e-01
3.50000e-01 4.89221e-01 1.60515e+00 4.82951e-01 4.38315e-01 4.95479e-01 7.91570e-01 1.11749e+00 7.78156e-01
3.60000e-01 5.03862e-01 1.58351e+00 4.93267e-01 4.51866e-01 5.10030e-01 7.61618e-01 1.08645e+00 7.48758e-01
3.70000e-01 5.18062e-01 1.56283e+00 5.03608e-01 4.65050e-01 5.24130e-01 7.33354e-01 1.05709e+00 7.21027e-01
3.80000e-01 5.31832e-01 1.54305e+00 5.13964e-01 4.77874e-01 5.37791e-01 7.06645e-01 1.02927e+00 6.94830e-01
3.90000e-01 5.45181e-01 1.52414e+00 5.24321e-01 4.90346e-01 5.51024e-01 6.81371e-01 1.00288e+00 6.70050e-01
4.00000e-01 5.58121e-01 1.50603e+00 5.34668e-01 5.02476e-01 5.63841e-01 6.57425e-01 9.77804e-01 6.46578e-01
4.10000e-01 5.70662e-01 1.48869e+00 5.44993e-01 5.14271e-01 5.76254e-01 6.34709e-01 9.53955e-01 6.24319e-01
4.20000e-01 5.82815e-01 1.47208e+00 5.55286e-01 5.25740e-01 5.88275e-01 6.13136e-01 9.31242e-01 6.03184e-01
4.30000e-01 5.94593e-01 1.45616e+00 5.65534e-01 5.36893e-01 5.99917e-01 5.92625e-01 9.09585e-01 5.83096e-01
4.40000e-01 6.06005e-01 1.44090e+00 5.75728e-01 5.47738e-01 6.11190e-01 5.73104e-01 8.88912e-01 5.63982e-01
4.50000e-01 6.17064e-01 1.42626e+00 5.85856e-01 5.58284e-01 6.22107e-01 5.54507e-01 8.69159e-01 5.45776e-01
4.60000e-01 6.27779e-01 1.41221e+00 5.95908e-01 5.68540e-01 6.32680e-01 5.36774e-01 8.50264e-01 5.28419e-01
4.70000e-01 6.38163e-01 1.39873e+00 6.05874e-01 5.78514e-01 6.42920e-01 5.19848e-01 8.32173e-01 5.11856e-01
4.80000e-01 6.48225e-01 1.38578e+00 6.15746e-01 5.88215e-01 6.52838e-01 5.03680e-01 8.14836e-01 4.96036e-01
4.90000e-01 6.57976e-01 1.37335e+00 6.25513e-01 5.97651e-01 6.62444e-01 4.88223e-01 7.98207e-01 4.80914e-01
5.00000e-01 6.67426e-01 1.36139e+00 6.35168e-01 6.06831e-01 6.71750e-01 4.73434e-01 7.82243e-01 4.66448e-01
5.10000e-01 6.76585e-01 1.34991e+00 6.44703e-01 6.15762e-01 6.80766e-01 4.59273e-01 7.66905e-01 4.52598e-01
5.20000e-01 6.85462e-01 1.33886e+00 6.54109e-01 6.24451e-01 6.89500e-01 4.45704e-01 7.52157e-01 4.39327e-01
5.30000e-01 6.94067e-01 1.32823e+00 6.63381e-01 6.32907e-01 6.97964e-01 4.32692e-01 7.37965e-01 4.26604e-01
5.40000e-01 7.02408e-01 1.31801e+00 6.72510e-01 6.41136e-01 7.06166e-01 4.20208e-01 7.24299e-01 4.14397e-01
5.50000e-01 7.10495e-01 1.30817e+00 6.81492e-01 6.49146e-01 7.14115e-01 4.08222e-01 7.11130e-01 4.02677e-01
5.60000e-01 7.18336e-01 1.29869e+00 6.90321e-01 6.56944e-01 7.21821e-01 3.96706e-01 6.98431e-01 3.91418e-01
5.70000e-01 7.25939e-01 1.28957e+00 6.98991e-01 6.64535e-01 7.29290e-01 3.85636e-01 6.86178e-01 3.80595e-01
5.80000e-01 7.33312e-01 1.28078e+00 7.07498e-01 6.71926e-01 7.36532e-01 3.74989e-01 6.74347e-01 3.70185e-01
5.90000e-01 7.40463e-01 1.27230e+00 7.15838e-01 6.79124e-01 7.43554e-01 3.64742e-01 6.62918e-01 3.60167e-01
6.00000e-01 7.47399e-01 1.26414e+00 7.24008e-01 6.86135e-01 7.50364e-01 3.54875e-01 6.51869e-01 3.50521e-01
6.10000e-01 7.54127e-01 1.25626e+00 7.32005e-01 6.92963e-01 7.56968e-01 3.45370e-01 6.41183e-01 3.41228e-01
6.20000e-01 7.60655e-01 1.24867e+00 7.39825e-01 6.99616e-01 7.63375e-01 3.36209e-01 6.30841e-01 3.32271e-01
6.30000e-01 7.66988e-01 1.24134e+00 7.47468e-01 7.06097e-01 7.69590e-01 3.27374e-01 6.20828e-01 3.23633e-01
6.40000e-01 7.73133e-01 1.23427e+00 7.54931e-01 7.12413e-01 7.75620e-01 3.18851e-01 6.11127e-01 3.15299e-01
6.50000e-01 7.79097e-01 1.22745e+00 7.62213e-01 7.18569e-01 7.81471e-01 3.10624e-01 6.01725e-01 3.07254e-01
6.60000e-01 7.84885e-01 1.22086e+00 7.69313e-01 7.24568e-01 7.87149e-01 3.02681e-01 5.92608e-01 2.99486e-01
6.70000e-01 7.90504e-01 1.21450e+00 7.76232e-01 7.30417e-01 7.92661e-01 2.95007e-01 5.83763e-01 2.91981e-01
6.80000e-01 7.95958e-01 1.20836e+00 7.82969e-01 7.36119e-01 7.98011e-01 2.87591e-01 5.75179e-01 2.84728e-01
6.90000e-01 8.01254e-01 1.20242e+00 7.89524e-01 7.41679e-01 8.03206e-01 2.80422e-01 5.66843e-01 2.77715e-01
7.00000e-01 8.06395e-01 1.19668e+00 7.95899e-01 7.47101e-01 8.08249e-01 2.73488e-01 5.58745e-01 2.70932e-01
7.10000e-01 8.11388e-01 1.19114e+00 8.02095e-01 7.52389e-01 8.13146e-01 2.66779e-01 5.50875e-01 2.64368e-01
7.20000e-01 8.16238e-01 1.18577e+00 8.08113e-01 7.57547e-01 8.17903e-01 2.60286e-01 5.43224e-01 2.58014e-01
7.30000e-01 8.20948e-01 1.18059e+00 8.13954e-01 7.62579e-01 8.22523e-01 2.53999e-01 5.35783e-01 2.51862e-01
7.40000e-01 8.25523e-01 1.17557e+00 8.19621e-01 7.67489e-01 8.27011e-01 2.47910e-01 5.28543e-01 2.45902e-01
7.50000e-01 8.29968e-01 1.17072e+00 8.25117e-01 7.72280e-01 8.31371e-01 2.42011e-01 5.21495e-01 2.40128e-01
7.60000e-01 8.34287e-01 1.16603e+00 8.30443e-01 7.76955e-01 8.35608e-01 2.36294e-01 5.14634e-01 2.34531e-01
7.70000e-01 8.38483e-01 1.16148e+00 8.35602e-01 7.81518e-01 8.39725e-01 2.30752e-01 5.07950e-01 2.29103e-01
7.80000e-01 8.42561e-01 1.15709e+00 8.40597e-01 7.85972e-01 8.43726e-01 2.25377e-01 5.01438e-01 2.23840e-01
7.90000e-01 8.46524e-01 1.15283e+00 8.45432e-01 7.90320e-01 8.47615e-01 2.20163e-01 4.95091e-01 2.18733e-01
8.00000e-01 8.50377e-01 1.14870e+00 8.50110e-01 7.94565e-01 8.51396e-01 2.15104e-01 4.88902e-01 2.13777e-01
8.10000e-01 8.54122e-01 1.14471e+00 8.54633e-01 7.98711e-01 8.55071e-01 2.10194e-01 4.82866e-01 2.08965e-01
8.20000e-01 8.57763e-01 1.14084e+00 8.59006e-01 8.02759e-01 8.58645e-01 2.05427e-01 4.76977e-01 2.04294e-01
8.30000e-01 8.61303e-01 1.13709e+00 8.63232e-01 8.06712e-01 8.62120e-01 2.00797e-01 4.71231e-01 1.99756e-01
8.40000e-01 8.64745e-01 1.13345e+00 8.67314e-01 8.10574e-01 8.65500e-01 1.96301e-01 4.65621e-01 1.95347e-01
8.50000e-01 8.68092e-01 1.12993e+00 8.71257e-01 8.14346e-01 8.68787e-01 1.91932e-01 4.60143e-01 1.91063e-01
8.60000e-01 8.71348e-01 1.12652e+00 8.75064e-01 8.18031e-01 8.71984e-01 1.87686e-01 4.54792e-01 1.86899e-01
8.70000e-01 8.74514e-01 1.12320e+00 8.78739e-01 8.21632e-01 8.75095e-01 1.83558e-01 4.49565e-01 1.82850e-01
8.80000e-01 8.77594e-01 1.11999e+00 8.82286e-01 8.25150e-01 8.78121e-01 1.79545e-01 4.44456e-01 1.78913e-01
8.90000e-01 8.80591e-01 1.11688e+00 8.85709e-01 8.28589e-01 8.81066e-01 1.75643e-01 4.39462e-01 1.75083e-01
9.00000e-01 8.83507e-01 1.11385e+00 8.89011e-01 8.31949e-01 8.83931e-01 1.71846e-01 4.34579e-01 1.71356e-01
9.10000e-01 8.86343e-01 1.11092e+00 8.92197e-01 8.35234e-01 8.86720e-01 1.68153e-01 4.29804e-01 1.67730e-01
9.20000e-01 8.89104e-01 1.10808e+00 8.95270e-01 8.38445e-01 8.89434e-01 1.64558e-01 4.25132e-01 1.64200e-01
9.30000e-01 8.91790e-01 1.10531e+00 8.98234e-01 8.41583e-01 8.92076e-01 1.61060e-01 4.20561e-01 1.60763e-01
9.40000e-01 8.94405e-01 1.10263e+00 9.01093e-01 8.44652e-01 8.94648e-01 1.57654e-01 4.16087e-01 1.57417e-01
9.50000e-01 8.96950e-01 1.10003e+00 9.03851e-01 8.47653e-01 8.97152e-01 1.54337e-01 4.11707e-01 1.54158e-01
9.60000e-01 8.99428e-01 1.09750e+00 9.06510e-01 8.50587e-01 8.99590e-01 1.51107e-01 4.07418e-01 1.50982e-01
9.70000e-01 9.01840e-01 1.09505e+00 9.09075e-01 8.53457e-01 9.01964e-01 1.47960e-01 4.03218e-01 1.47889e-01
9.80000e-01 9.04188e-01 1.09266e+00 9.11549e-01 8.56264e-01 9.04276e-01 1.44895e-01 3.99104e-01 1.44874e-01
9.90000e-01 9.06474e-01 1.09035e+00 9.13936e-01 8.59009e-01 9.06528e-01 1.41907e-01 3.95072e-01 1.41935e-01
1.00000e+00 9.08701e-01 1.08809e+00 9.16239e-01 8.61695e-01 9.08721e-01 1.38995e-01 3.91121e-01 1.39070e-01
1.01000e+00 9.10869e-01 1.08591e+00 9.18461e-01 8.64322e-01 9.10857e-01 1.36157e-01 3.87249e-01 1.36277e-01
1.02000e+00 9.12981e-01 1.08378e+00 9.20605e-01 8.66892e-01 9.12938e-01 1.33390e-01 3.83452e-01 1.33553e-01
1.03000e+00 9.15038e-01 1.08172e+00 9.22675e-01 8.69407e-01 9.14966e-01 1.30691e-01 3.79730e-01 1.30896e-01
1.04000e+00 9.17041e-01 1.07971e+00 9.24673e-01 8.71868e-01 9.16942e-01 1.28059e-01 3.76078e-01 1.28303e-01
1.05000e+00 9.18993e-01 1.07775e+00 9.26603e-01 8.74276e-01 9.18867e-01 1.25492e-01 3.72497e-01 1.25774e-01
1.06000e+00 9.20895e-01 1.07585e+00 9.28466e-01 8.76633e-01 9.20743e-01 1.22987e-01 3.68983e-01 1.23306e-01
1.07000e+00 9.22747e-01 1.07401e+00 9.30266e-01 8.78940e-01 9.22571e-01 1.20543e-01 3.65534e-01 1.20897e-01
1.08000e+00 9.24552e-01 1.07221e+00 9.32006e-01 8.81198e-01 9.24353e-01 1.18158e-01 3.62150e-01 1.18545e-01
