# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e+00[eV], Tie=4.423e+01[eV] , Te_c=4.423e+01[eV], n_i=5.010e+23[1/cc], n_e=2.004e+24[1/cc]
# ri=1.476, Zbar=4.000, Rc=0.276[AU], Γii=1.475e+02, Γei=-1.667e+00 , Γee=4.168e-01, κ=2.045e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 1.49608e+00 1.85865e-01 2.41878e-08 0.00000e+00 1.45715e+04 1.47554e+04 1.43809e+04
2.00000e-02 0.00000e+00 1.50207e+00 1.91831e-01 2.41489e-08 0.00000e+00 7.19760e+03 7.38152e+03 7.01153e+03
3.00000e-02 0.00000e+00 1.51220e+00 2.00022e-01 2.40818e-08 0.00000e+00 4.73968e+03 4.92355e+03 4.55805e+03
4.00000e-02 0.00000e+00 1.52643e+00 2.10421e-01 2.39895e-08 0.00000e+00 3.51077e+03 3.69455e+03 3.33347e+03
5.00000e-02 0.00000e+00 1.54503e+00 2.22966e-01 2.38707e-08 0.00000e+00 2.77348e+03 2.95715e+03 2.60042e+03
6.00000e-02 0.00000e+00 1.56805e+00 2.37551e-01 2.37267e-08 0.00000e+00 2.28200e+03 2.46554e+03 2.11310e+03
7.00000e-02 0.00000e+00 1.59585e+00 2.54033e-01 2.35570e-08 0.00000e+00 1.93100e+03 2.11439e+03 1.76616e+03
8.00000e-02 0.00000e+00 1.62854e+00 2.72234e-01 2.33625e-08 0.00000e+00 1.66780e+03 1.85102e+03 1.50694e+03
9.00000e-02 0.00000e+00 1.66663e+00 2.91945e-01 2.31438e-08 0.00000e+00 1.46314e+03 1.64616e+03 1.30617e+03
1.00000e-01 0.00000e+00 1.71033e+00 3.12938e-01 2.29013e-08 0.00000e+00 1.29947e+03 1.48228e+03 1.14630e+03
1.10000e-01 0.00000e+00 1.76027e+00 3.34967e-01 2.26352e-08 0.00000e+00 1.16561e+03 1.34818e+03 1.01617e+03
1.20000e-01 0.00000e+00 1.81679e+00 3.57779e-01 2.23471e-08 0.00000e+00 1.05411e+03 1.23643e+03 9.08308e+02
1.30000e-01 0.00000e+00 1.88074e+00 3.81117e-01 2.20371e-08 0.00000e+00 9.59822e+02 1.14186e+03 8.17576e+02
1.40000e-01 0.00000e+00 1.95258e+00 4.04734e-01 2.17059e-08 0.00000e+00 8.79050e+02 1.06080e+03 7.40288e+02
1.50000e-01 0.00000e+00 2.03343e+00 4.28389e-01 2.13546e-08 0.00000e+00 8.09099e+02 9.90542e+02 6.73744e+02
1.60000e-01 0.00000e+00 2.12395e+00 4.51861e-01 2.09835e-08 0.00000e+00 7.47940e+02 9.29059e+02 6.15918e+02
1.70000e-01 0.00000e+00 2.22560e+00 4.74948e-01 2.05943e-08 0.00000e+00 6.94025e+02 8.74803e+02 5.65264e+02
1.80000e-01 0.00000e+00 2.33946e+00 4.97473e-01 2.01874e-08 0.00000e+00 6.46148e+02 8.26569e+02 5.20577e+02
1.90000e-01 0.00000e+00 2.46422e+00 5.19286e-01 1.97637e-08 0.00000e+00 6.03357e+02 7.83407e+02 4.80907e+02
2.00000e-01 0.00000e+00 2.56979e+00 5.40262e-01 1.93237e-08 0.00000e+00 5.64892e+02 7.44555e+02 4.45494e+02
2.10000e-01 0.00000e+00 2.64407e+00 5.60307e-01 1.88689e-08 0.00000e+00 5.30135e+02 7.09397e+02 4.13723e+02
2.20000e-01 0.00000e+00 2.69229e+00 5.79350e-01 1.84002e-08 0.00000e+00 4.98582e+02 6.77430e+02 3.85091e+02
2.30000e-01 0.00000e+00 2.71669e+00 5.97350e-01 1.79181e-08 0.00000e+00 4.69817e+02 6.48238e+02 3.59183e+02
2.40000e-01 0.00000e+00 2.72148e+00 6.14285e-01 1.74239e-08 0.00000e+00 4.43492e+02 6.21472e+02 3.35652e+02
2.50000e-01 0.00000e+00 2.70933e+00 6.30157e-01 1.69186e-08 0.00000e+00 4.19316e+02 5.96843e+02 3.14208e+02
2.60000e-01 0.00000e+00 2.68371e+00 6.44985e-01 1.64024e-08 0.00000e+00 3.97041e+02 5.74102e+02 2.94606e+02
2.70000e-01 0.00000e+00 2.64694e+00 6.58802e-01 1.58770e-08 0.00000e+00 3.76458e+02 5.53041e+02 2.76636e+02
2.80000e-01 0.00000e+00 2.60166e+00 6.71654e-01 1.53430e-08 0.00000e+00 3.57386e+02 5.33480e+02 2.60118e+02
2.90000e-01 0.00000e+00 2.54968e+00 6.83596e-01 1.48015e-08 0.00000e+00 3.39669e+02 5.15262e+02 2.44900e+02
3.00000e-01 0.00000e+00 2.49293e+00 6.94687e-01 1.42530e-08 0.00000e+00 3.23174e+02 4.98254e+02 2.30846e+02
3.10000e-01 0.00000e+00 2.43270e+00 7.04992e-01 1.36985e-08 0.00000e+00 3.07782e+02 4.82338e+02 2.17841e+02
3.20000e-01 0.00000e+00 2.37035e+00 7.14576e-01 1.31392e-08 0.00000e+00 2.93391e+02 4.67413e+02 2.05782e+02
3.30000e-01 0.00000e+00 2.30674e+00 7.23505e-01 1.25758e-08 0.00000e+00 2.79912e+02 4.53388e+02 1.94581e+02
3.40000e-01 0.00000e+00 2.24281e+00 7.31840e-01 1.20088e-08 0.00000e+00 2.67263e+02 4.40183e+02 1.84159e+02
3.50000e-01 0.00000e+00 2.17909e+00 7.39642e-01 1.14393e-08 0.00000e+00 2.55376e+02 4.27728e+02 1.74446e+02
3.60000e-01 0.00000e+00 2.11620e+00 7.46966e-01 1.08683e-08 0.00000e+00 2.44187e+02 4.15961e+02 1.65380e+02
3.70000e-01 0.00000e+00 2.05445e+00 7.53863e-01 1.02965e-08 0.00000e+00 2.33640e+02 4.04826e+02 1.56907e+02
3.80000e-01 0.00000e+00 1.99423e+00 7.60379e-01 9.72452e-09 0.00000e+00 2.23686e+02 3.94273e+02 1.48976e+02
3.90000e-01 6.30223e-10 1.93568e+00 7.66554e-01 9.15335e-09 0.00000e+00 2.14279e+02 3.84258e+02 1.41545e+02
4.00000e-01 4.33525e-09 1.87905e+00 7.72424e-01 8.58373e-09 0.00000e+00 2.05379e+02 3.74739e+02 1.34572e+02
4.10000e-01 7.87952e-09 1.82437e+00 7.78022e-01 8.01671e-09 0.00000e+00 1.96950e+02 3.65681e+02 1.28023e+02
4.20000e-01 1.12556e-08 1.77178e+00 7.83374e-01 7.45260e-09 0.00000e+00 1.88958e+02 3.57051e+02 1.21865e+02
4.30000e-01 1.44535e-08 1.72125e+00 7.88503e-01 6.89249e-09 0.00000e+00 1.81374e+02 3.48818e+02 1.16070e+02
4.40000e-01 1.74690e-08 1.67285e+00 7.93430e-01 6.33713e-09 0.00000e+00 1.74170e+02 3.40957e+02 1.10609e+02
4.50000e-01 2.03033e-08 1.62651e+00 7.98171e-01 5.78709e-09 0.00000e+00 1.67322e+02 3.33442e+02 1.05460e+02
4.60000e-01 2.29593e-08 1.58224e+00 8.02740e-01 5.24349e-09 0.00000e+00 1.60805e+02 3.26250e+02 1.00601e+02
4.70000e-01 2.54379e-08 1.53997e+00 8.07150e-01 4.70686e-09 0.00000e+00 1.54600e+02 3.19361e+02 9.60103e+01
4.80000e-01 2.77410e-08 1.49967e+00 8.11410e-01 4.17779e-09 0.00000e+00 1.48688e+02 3.12756e+02 9.16709e+01
4.90000e-01 2.98706e-08 1.46125e+00 8.15530e-01 3.65731e-09 0.00000e+00 1.43049e+02 3.06418e+02 8.75656e+01
5.00000e-01 3.18266e-08 1.42469e+00 8.19516e-01 3.14603e-09 0.00000e+00 1.37669e+02 3.00331e+02 8.36791e+01
5.10000e-01 3.36073e-08 1.38988e+00 8.23376e-01 2.64468e-09 0.00000e+00 1.32532e+02 2.94479e+02 7.99971e+01
5.20000e-01 3.52127e-08 1.35678e+00 8.27114e-01 2.15405e-09 0.00000e+00 1.27624e+02 2.88851e+02 7.65064e+01
5.30000e-01 3.66501e-08 1.32530e+00 8.30737e-01 1.67468e-09 0.00000e+00 1.22933e+02 2.83432e+02 7.31952e+01
5.40000e-01 3.79248e-08 1.29539e+00 8.34248e-01 1.20745e-09 0.00000e+00 1.18445e+02 2.78211e+02 7.00522e+01
5.50000e-01 3.90360e-08 1.26697e+00 8.37652e-01 7.52934e-10 0.00000e+00 1.14150e+02 2.73178e+02 6.70672e+01
5.60000e-01 3.99849e-08 1.23998e+00 8.40953e-01 3.11829e-10 0.00000e+00 1.10038e+02 2.68322e+02 6.42306e+01
5.70000e-01 4.07767e-08 1.21435e+00 8.44154e-01 0.00000e+00 0.00000e+00 1.06099e+02 2.63635e+02 6.15336e+01
5.80000e-01 4.14194e-08 1.19003e+00 8.47259e-01 0.00000e+00 0.00000e+00 1.02324e+02 2.59107e+02 5.89680e+01
5.90000e-01 4.19203e-08 1.16694e+00 8.50272e-01 0.00000e+00 0.00000e+00 9.87037e+01 2.54730e+02 5.65262e+01
6.00000e-01 4.22833e-08 1.14504e+00 8.53196e-01 0.00000e+00 0.00000e+00 9.52310e+01 2.50497e+02 5.42010e+01
6.10000e-01 4.25097e-08 1.12426e+00 8.56034e-01 0.00000e+00 0.00000e+00 9.18985e+01 2.46402e+02 5.19860e+01
6.20000e-01 4.26015e-08 1.10456e+00 8.58790e-01 0.00000e+00 0.00000e+00 8.86990e+01 2.42436e+02 4.98748e+01
6.30000e-01 4.25588e-08 1.08588e+00 8.61466e-01 0.00000e+00 0.00000e+00 8.56261e+01 2.38595e+02 4.78619e+01
6.40000e-01 4.23830e-08 1.06818e+00 8.64066e-01 0.00000e+00 1.85928e-10 8.26737e+01 2.34872e+02 4.59417e+01
6.50000e-01 4.20807e-08 1.05140e+00 8.66592e-01 0.00000e+00 5.60014e-10 7.98359e+01 2.31261e+02 4.41094e+01
6.60000e-01 4.16572e-08 1.03551e+00 8.69049e-01 0.00000e+00 8.90072e-10 7.71075e+01 2.27759e+02 4.23602e+01
