# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=1.000e+02[eV], Tie=1.107e+02[eV] , Te_c=1.107e+02[eV], n_i=5.010e+23[1/cc], n_e=2.246e+24[1/cc]
# ri=1.476, Zbar=4.483, Rc=0.279[AU], Γii=3.705e+00, Γei=-7.465e-01 , Γee=1.665e-01, κ=1.456e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 1.13408e+00 3.04745e-01 0.00000e+00 0.00000e+00 3.66492e+02 3.70489e+02 3.65039e+02
2.00000e-02 0.00000e+00 1.13862e+00 3.10095e-01 0.00000e+00 0.00000e+00 1.81248e+02 1.85245e+02 1.79834e+02
3.00000e-02 0.00000e+00 1.14640e+00 3.16079e-01 0.00000e+00 0.00000e+00 1.19501e+02 1.23496e+02 1.18126e+02
4.00000e-02 0.00000e+00 1.15727e+00 3.22709e-01 0.00000e+00 0.00000e+00 8.86294e+01 9.26224e+01 8.72908e+01
5.00000e-02 0.00000e+00 1.17159e+00 3.29996e-01 0.00000e+00 0.00000e+00 7.01075e+01 7.40979e+01 6.88053e+01
6.00000e-02 0.00000e+00 1.18931e+00 3.37943e-01 0.00000e+00 0.00000e+00 5.77611e+01 6.17482e+01 5.64942e+01
7.00000e-02 0.00000e+00 1.21084e+00 3.46553e-01 0.00000e+00 0.00000e+00 4.89436e+01 5.29271e+01 4.77111e+01
8.00000e-02 0.00000e+00 1.23623e+00 3.55821e-01 0.00000e+00 0.00000e+00 4.23319e+01 4.63112e+01 4.11331e+01
9.00000e-02 0.00000e+00 1.26604e+00 3.65740e-01 0.00000e+00 0.00000e+00 3.71909e+01 4.11655e+01 3.60248e+01
1.00000e-01 0.00000e+00 1.30036e+00 3.76298e-01 0.00000e+00 0.00000e+00 3.30796e+01 3.70489e+01 3.19453e+01
1.10000e-01 0.00000e+00 1.33996e+00 3.87479e-01 0.00000e+00 0.00000e+00 2.97171e+01 3.36809e+01 2.86139e+01
1.20000e-01 0.00000e+00 1.38505e+00 3.99263e-01 0.00000e+00 0.00000e+00 2.69164e+01 3.08741e+01 2.58436e+01
1.30000e-01 0.00000e+00 1.43661e+00 4.11626e-01 0.00000e+00 0.00000e+00 2.45479e+01 2.84992e+01 2.35046e+01
1.40000e-01 0.00000e+00 1.49500e+00 4.24539e-01 0.00000e+00 0.00000e+00 2.25191e+01 2.64635e+01 2.15046e+01
1.50000e-01 0.00000e+00 1.56161e+00 4.37970e-01 0.00000e+00 0.00000e+00 2.07621e+01 2.46993e+01 1.97757e+01
1.60000e-01 0.00000e+00 1.63689e+00 4.51885e-01 0.00000e+00 0.00000e+00 1.92259e+01 2.31556e+01 1.82670e+01
1.70000e-01 0.00000e+00 1.72287e+00 4.66243e-01 0.00000e+00 7.00711e-08 1.78717e+01 2.17935e+01 1.69395e+01
1.80000e-01 8.46800e-08 1.82011e+00 4.81005e-01 2.55894e-08 3.20304e-07 1.66691e+01 2.05827e+01 1.57630e+01
1.90000e-01 4.00025e-07 1.93090e+00 4.96126e-01 1.54814e-07 9.89835e-07 1.55943e+01 1.94994e+01 1.47137e+01
2.00000e-01 1.17705e-06 2.03307e+00 5.11560e-01 4.75540e-07 2.59625e-06 1.46281e+01 1.85245e+01 1.37724e+01
2.10000e-01 2.92050e-06 2.10953e+00 5.27260e-01 1.20073e-06 6.10759e-06 1.37550e+01 1.76424e+01 1.29236e+01
