# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=5.000e-01[eV], Tie=2.062e+01[eV] , Te_c=2.063e+01[eV], n_i=5.980e+23[1/cc], n_e=5.980e+23[1/cc]
# ri=1.391, Zbar=1.000, Rc=0.000[AU], Γii=3.911e+01, Γei=-9.482e-01 , Γee=9.477e-01, κ=1.550e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 3.85647e+00 1.16737e-01 0.00000e+00 0.00000e+00 3.86900e+03 3.91365e+03 3.83574e+03
2.00000e-02 0.00000e+00 3.75137e+00 1.20141e-01 0.00000e+00 0.00000e+00 1.91350e+03 1.95814e+03 1.88096e+03
3.00000e-02 0.00000e+00 3.64962e+00 1.24777e-01 0.00000e+00 0.00000e+00 1.26167e+03 1.30631e+03 1.22984e+03
4.00000e-02 0.00000e+00 3.55112e+00 1.30644e-01 0.00000e+00 0.00000e+00 9.35766e+02 9.80385e+02 9.04625e+02
5.00000e-02 0.00000e+00 3.45579e+00 1.37720e-01 0.00000e+00 0.00000e+00 7.40234e+02 7.84831e+02 7.09771e+02
6.00000e-02 0.00000e+00 3.36354e+00 1.45962e-01 0.00000e+00 0.00000e+00 6.09888e+02 6.54460e+02 5.80092e+02
7.00000e-02 0.00000e+00 3.27429e+00 1.55310e-01 0.00000e+00 0.00000e+00 5.16795e+02 5.61335e+02 4.87651e+02
8.00000e-02 0.00000e+00 3.18795e+00 1.65686e-01 0.00000e+00 0.00000e+00 4.46985e+02 4.91490e+02 4.18482e+02
9.00000e-02 0.00000e+00 3.10444e+00 1.76998e-01 0.00000e+00 0.00000e+00 3.92699e+02 4.37164e+02 3.64825e+02
1.00000e-01 0.00000e+00 3.02368e+00 1.89139e-01 0.00000e+00 0.00000e+00 3.49280e+02 3.93701e+02 3.22023e+02
1.10000e-01 0.00000e+00 2.94559e+00 2.01996e-01 0.00000e+00 0.00000e+00 3.13766e+02 3.58139e+02 2.87114e+02
1.20000e-01 0.00000e+00 2.87009e+00 2.15447e-01 0.00000e+00 0.00000e+00 2.84182e+02 3.28501e+02 2.58122e+02
1.30000e-01 0.00000e+00 2.79710e+00 2.29365e-01 0.00000e+00 0.00000e+00 2.59159e+02 3.03421e+02 2.33680e+02
1.40000e-01 0.00000e+00 2.72656e+00 2.43626e-01 0.00000e+00 0.00000e+00 2.37722e+02 2.81922e+02 2.12813e+02
1.50000e-01 0.00000e+00 2.65838e+00 2.58103e-01 0.00000e+00 0.00000e+00 2.19153e+02 2.63288e+02 1.94802e+02
1.60000e-01 0.00000e+00 2.59250e+00 2.72677e-01 0.00000e+00 0.00000e+00 2.02915e+02 2.46981e+02 1.79112e+02
1.70000e-01 0.00000e+00 2.52884e+00 2.87236e-01 0.00000e+00 0.00000e+00 1.88598e+02 2.32590e+02 1.65332e+02
1.80000e-01 0.00000e+00 2.46733e+00 3.01674e-01 0.00000e+00 0.00000e+00 1.75881e+02 2.19797e+02 1.53141e+02
1.90000e-01 0.00000e+00 2.40791e+00 3.15898e-01 0.00000e+00 0.00000e+00 1.64514e+02 2.08348e+02 1.42289e+02
2.00000e-01 0.00000e+00 2.35052e+00 3.29826e-01 0.00000e+00 0.00000e+00 1.54292e+02 1.98042e+02 1.32573e+02
2.10000e-01 0.00000e+00 2.29509e+00 3.43387e-01 0.00000e+00 0.00000e+00 1.45054e+02 1.88716e+02 1.23829e+02
2.20000e-01 0.00000e+00 2.24155e+00 3.56525e-01 0.00000e+00 0.00000e+00 1.36665e+02 1.80236e+02 1.15926e+02
2.30000e-01 0.00000e+00 2.18986e+00 3.69193e-01 0.00000e+00 0.00000e+00 1.29016e+02 1.72491e+02 1.08751e+02
2.40000e-01 0.00000e+00 2.13994e+00 3.81361e-01 0.00000e+00 0.00000e+00 1.22013e+02 1.65390e+02 1.02214e+02
2.50000e-01 0.00000e+00 2.09174e+00 3.93006e-01 0.00000e+00 0.00000e+00 1.15580e+02 1.58856e+02 9.62370e+01
2.60000e-01 0.00000e+00 2.04521e+00 4.04120e-01 0.00000e+00 0.00000e+00 1.09650e+02 1.52822e+02 9.07546e+01
2.70000e-01 0.00000e+00 2.00029e+00 4.14702e-01 0.00000e+00 0.00000e+00 1.04169e+02 1.47233e+02 8.57113e+01
2.80000e-01 0.00000e+00 1.95694e+00 4.24761e-01 0.00000e+00 0.00000e+00 9.90887e+01 1.42043e+02 8.10594e+01
2.90000e-01 0.00000e+00 1.91509e+00 4.34311e-01 0.00000e+00 0.00000e+00 9.43673e+01 1.37208e+02 7.67579e+01
3.00000e-01 0.00000e+00 1.87470e+00 4.43374e-01 0.00000e+00 0.00000e+00 8.99693e+01 1.32694e+02 7.27712e+01
3.10000e-01 0.00000e+00 1.83573e+00 4.51976e-01 0.00000e+00 0.00000e+00 8.58637e+01 1.28470e+02 6.90683e+01
3.20000e-01 0.00000e+00 1.79812e+00 4.60147e-01 0.00000e+00 0.00000e+00 8.20231e+01 1.24509e+02 6.56221e+01
3.30000e-01 0.00000e+00 1.76183e+00 4.67919e-01 0.00000e+00 0.00000e+00 7.84236e+01 1.20786e+02 6.24088e+01
3.40000e-01 0.00000e+00 1.72682e+00 4.75324e-01 0.00000e+00 0.00000e+00 7.50441e+01 1.17280e+02 5.94074e+01
3.50000e-01 0.00000e+00 1.69304e+00 4.82396e-01 0.00000e+00 0.00000e+00 7.18658e+01 1.13974e+02 5.65993e+01
3.60000e-01 0.00000e+00 1.66046e+00 4.89168e-01 0.00000e+00 0.00000e+00 6.88721e+01 1.10849e+02 5.39680e+01
3.70000e-01 0.00000e+00 1.62904e+00 4.95672e-01 0.00000e+00 0.00000e+00 6.60481e+01 1.07893e+02 5.14988e+01
3.80000e-01 0.00000e+00 1.59873e+00 5.01939e-01 0.00000e+00 0.00000e+00 6.33805e+01 1.05091e+02 4.91784e+01
3.90000e-01 0.00000e+00 1.56950e+00 5.07996e-01 0.00000e+00 0.00000e+00 6.08573e+01 1.02431e+02 4.69952e+01
4.00000e-01 0.00000e+00 1.54132e+00 5.13871e-01 0.00000e+00 0.00000e+00 5.84678e+01 9.99026e+01 4.49384e+01
4.10000e-01 0.00000e+00 1.51415e+00 5.19588e-01 0.00000e+00 0.00000e+00 5.62023e+01 9.74967e+01 4.29985e+01
4.20000e-01 0.00000e+00 1.48795e+00 5.25167e-01 0.00000e+00 0.00000e+00 5.40520e+01 9.52042e+01 4.11669e+01
4.30000e-01 0.00000e+00 1.46270e+00 5.30629e-01 0.00000e+00 0.00000e+00 5.20089e+01 9.30172e+01 3.94356e+01
4.40000e-01 0.00000e+00 1.43836e+00 5.35991e-01 0.00000e+00 0.00000e+00 5.00658e+01 9.09285e+01 3.77976e+01
4.50000e-01 0.00000e+00 1.41490e+00 5.41267e-01 0.00000e+00 0.00000e+00 4.82161e+01 8.89316e+01 3.62463e+01
4.60000e-01 0.00000e+00 1.39229e+00 5.46470e-01 0.00000e+00 0.00000e+00 4.64537e+01 8.70205e+01 3.47759e+01
4.70000e-01 0.00000e+00 1.37052e+00 5.51611e-01 0.00000e+00 0.00000e+00 4.47730e+01 8.51898e+01 3.33809e+01
4.80000e-01 0.00000e+00 1.34954e+00 5.56699e-01 0.00000e+00 0.00000e+00 4.31690e+01 8.34344e+01 3.20564e+01
4.90000e-01 0.00000e+00 1.32933e+00 5.61742e-01 0.00000e+00 0.00000e+00 4.16371e+01 8.17497e+01 3.07978e+01
5.00000e-01 0.00000e+00 1.30987e+00 5.66746e-01 0.00000e+00 0.00000e+00 4.01730e+01 8.01315e+01 2.96009e+01
5.10000e-01 0.00000e+00 1.29113e+00 5.71716e-01 0.00000e+00 0.00000e+00 3.87726e+01 7.85759e+01 2.84619e+01
5.20000e-01 0.00000e+00 1.27310e+00 5.76656e-01 0.00000e+00 0.00000e+00 3.74323e+01 7.70793e+01 2.73773e+01
5.30000e-01 0.00000e+00 1.25573e+00 5.81570e-01 0.00000e+00 0.00000e+00 3.61488e+01 7.56384e+01 2.63438e+01
5.40000e-01 0.00000e+00 1.23903e+00 5.86460e-01 0.00000e+00 0.00000e+00 3.49189e+01 7.42500e+01 2.53583e+01
5.50000e-01 0.00000e+00 1.22296e+00 5.91327e-01 0.00000e+00 1.75290e-09 3.37397e+01 7.29114e+01 2.44180e+01
5.60000e-01 0.00000e+00 1.20750e+00 5.96174e-01 0.00000e+00 1.06088e-08 3.26085e+01 7.16199e+01 2.35204e+01
5.70000e-01 0.00000e+00 1.19263e+00 6.01000e-01 0.00000e+00 3.00570e-08 3.15227e+01 7.03730e+01 2.26630e+01
5.80000e-01 0.00000e+00 1.17834e+00 6.05808e-01 0.00000e+00 7.10095e-08 3.04801e+01 6.91684e+01 2.18436e+01
5.90000e-01 0.00000e+00 1.16461e+00 6.10596e-01 0.00000e+00 1.54263e-07 2.94784e+01 6.80039e+01 2.10601e+01
6.00000e-01 0.00000e+00 1.15141e+00 6.15365e-01 0.00000e+00 3.17731e-07 2.85155e+01 6.68777e+01 2.03105e+01
6.10000e-01 0.00000e+00 1.13874e+00 6.20116e-01 0.00000e+00 6.28584e-07 2.75896e+01 6.57877e+01 1.95930e+01
6.20000e-01 0.00000e+00 1.12658e+00 6.24847e-01 0.00000e+00 1.20157e-06 2.66989e+01 6.47323e+01 1.89060e+01
6.30000e-01 7.40411e-09 1.11490e+00 6.29558e-01 0.00000e+00 2.22721e-06 2.58417e+01 6.37098e+01 1.82478e+01
6.40000e-01 2.42654e-08 1.10370e+00 6.34250e-01 0.00000e+00 4.01253e-06 2.50163e+01 6.27187e+01 1.76170e+01
