# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e+02[eV], Tie=2.069e+02[eV] , Te_c=2.069e+02[eV], n_i=5.010e+23[1/cc], n_e=2.653e+24[1/cc]
# ri=1.476, Zbar=5.295, Rc=0.264[AU], Γii=2.584e+00, Γei=-4.719e-01 , Γee=8.912e-02, κ=1.175e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 1.03534e+00 3.26067e-01 0.00000e+00 0.00000e+00 2.55935e+02 2.58428e+02 2.55401e+02
2.00000e-02 0.00000e+00 1.03974e+00 3.32548e-01 0.00000e+00 0.00000e+00 1.26722e+02 1.29214e+02 1.26204e+02
3.00000e-02 0.00000e+00 1.04699e+00 3.40224e-01 0.00000e+00 0.00000e+00 8.36513e+01 8.61428e+01 8.31507e+01
4.00000e-02 0.00000e+00 1.05744e+00 3.49107e-01 0.00000e+00 0.00000e+00 6.21170e+01 6.46071e+01 6.16324e+01
5.00000e-02 0.00000e+00 1.07100e+00 3.59196e-01 0.00000e+00 0.00000e+00 4.91974e+01 5.16857e+01 4.87283e+01
6.00000e-02 0.00000e+00 1.08812e+00 3.70476e-01 0.00000e+00 0.00000e+00 4.05853e+01 4.30714e+01 4.01312e+01
7.00000e-02 0.00000e+00 1.10881e+00 3.82919e-01 0.00000e+00 0.00000e+00 3.44347e+01 3.69183e+01 3.39952e+01
8.00000e-02 0.00000e+00 1.13367e+00 3.96485e-01 0.00000e+00 0.00000e+00 2.98227e+01 3.23036e+01 2.93974e+01
9.00000e-02 0.00000e+00 1.16282e+00 4.11121e-01 0.00000e+00 0.00000e+00 2.62366e+01 2.87143e+01 2.58249e+01
1.00000e-01 0.00000e+00 1.19709e+00 4.26762e-01 0.00000e+00 0.00000e+00 2.33686e+01 2.58428e+01 2.29701e+01
1.10000e-01 0.00000e+00 1.23672e+00 4.43332e-01 0.00000e+00 0.00000e+00 2.10229e+01 2.34935e+01 2.06373e+01
1.20000e-01 0.00000e+00 1.28286e+00 4.60743e-01 0.00000e+00 0.00000e+00 1.90691e+01 2.15357e+01 1.86959e+01
1.30000e-01 0.00000e+00 1.33595e+00 4.78902e-01 0.00000e+00 4.86480e-08 1.74167e+01 1.98791e+01 1.70556e+01
1.40000e-01 1.85552e-07 1.39763e+00 4.97706e-01 1.09492e-07 3.27509e-07 1.60012e+01 1.84592e+01 1.56518e+01
1.50000e-01 8.30153e-07 1.46860e+00 5.17049e-01 4.75603e-07 1.20161e-06 1.47752e+01 1.72286e+01 1.44372e+01
1.60000e-01 2.57962e-06 1.55134e+00 5.36817e-01 1.47360e-06 3.54552e-06 1.37032e+01 1.61518e+01 1.33763e+01
1.70000e-01 6.75619e-06 1.64686e+00 5.56898e-01 3.86720e-06 9.07545e-06 1.27581e+01 1.52017e+01 1.24420e+01
1.80000e-01 1.57209e-05 1.75804e+00 5.77177e-01 9.02965e-06 2.08084e-05 1.19187e+01 1.43571e+01 1.16131e+01
1.90000e-01 3.33226e-05 1.85986e+00 5.97541e-01 1.92163e-05 4.35856e-05 1.11684e+01 1.36015e+01 1.08730e+01
2.00000e-01 6.53742e-05 1.93387e+00 6.17880e-01 3.78610e-05 8.46034e-05 1.04938e+01 1.29214e+01 1.02083e+01
2.10000e-01 1.20107e-04 1.98552e+00 6.38087e-01 6.98678e-05 1.53890e-04 9.88407e+00 1.23061e+01 9.60834e+00
2.20000e-01 2.08555e-04 2.01670e+00 6.58063e-01 1.21870e-04 2.64671e-04 9.33043e+00 1.17467e+01 9.06415e+00
2.30000e-01 3.44823e-04 2.03193e+00 6.77711e-01 2.02433e-04 4.33578e-04 8.82555e+00 1.12360e+01 8.56849e+00
2.40000e-01 5.46220e-04 2.03346e+00 6.96948e-01 3.22175e-04 6.80681e-04 8.36335e+00 1.07679e+01 8.11527e+00
2.50000e-01 8.33241e-04 2.02475e+00 7.15693e-01 4.93812e-04 1.02934e-03 7.93872e+00 1.03371e+01 7.69939e+00
2.60000e-01 1.22939e-03 2.00759e+00 7.33880e-01 7.32105e-04 1.50590e-03 7.54733e+00 9.93956e+00 7.31653e+00
2.70000e-01 1.76089e-03 1.98445e+00 7.51447e-01 1.05373e-03 2.13920e-03 7.18549e+00 9.57142e+00 6.96301e+00
2.80000e-01 2.45622e-03 1.95659e+00 7.68346e-01 1.47708e-03 2.96005e-03 6.85005e+00 9.22959e+00 6.63568e+00
2.90000e-01 3.34565e-03 1.92569e+00 7.84535e-01 2.02198e-03 4.00053e-03 6.53829e+00 8.91133e+00 6.33180e+00
3.00000e-01 4.46064e-03 1.89252e+00 7.99983e-01 2.70941e-03 5.29338e-03 6.24784e+00 8.61428e+00 6.04904e+00
3.10000e-01 5.83325e-03 1.85821e+00 8.14669e-01 3.56116e-03 6.87128e-03 5.97667e+00 8.33640e+00 5.78533e+00
3.20000e-01 7.49548e-03 1.82319e+00 8.28579e-01 4.59946e-03 8.76620e-03 5.72296e+00 8.07589e+00 5.53888e+00
3.30000e-01 9.47875e-03 1.78821e+00 8.41707e-01 5.84664e-03 1.10088e-02 5.48515e+00 7.83117e+00 5.30812e+00
3.40000e-01 1.18132e-02 1.75346e+00 8.54055e-01 7.32482e-03 1.36279e-02 5.26183e+00 7.60084e+00 5.09164e+00
3.50000e-01 1.45274e-02 1.71941e+00 8.65631e-01 9.05555e-03 1.66500e-02 5.05179e+00 7.38367e+00 4.88822e+00
3.60000e-01 1.76477e-02 1.68614e+00 8.76450e-01 1.10595e-02 2.00988e-02 4.85393e+00 7.17857e+00 4.69676e+00
3.70000e-01 2.11977e-02 1.65393e+00 8.86530e-01 1.33564e-02 2.39953e-02 4.66727e+00 6.98455e+00 4.51629e+00
3.80000e-01 2.51982e-02 1.62277e+00 8.95896e-01 1.59644e-02 2.83569e-02 4.49093e+00 6.80075e+00 4.34592e+00
3.90000e-01 2.96671e-02 1.59285e+00 9.04574e-01 1.89002e-02 3.31979e-02 4.32414e+00 6.62637e+00 4.18488e+00
4.00000e-01 3.46186e-02 1.56408e+00 9.12594e-01 2.21790e-02 3.85291e-02 4.16619e+00 6.46071e+00 4.03246e+00
4.10000e-01 4.00639e-02 1.53659e+00 9.19990e-01 2.58139e-02 4.43579e-02 4.01644e+00 6.30313e+00 3.88802e+00
4.20000e-01 4.60102e-02 1.51027e+00 9.26794e-01 2.98164e-02 5.06883e-02 3.87431e+00 6.15306e+00 3.75098e+00
4.30000e-01 5.24619e-02 1.48521e+00 9.33041e-01 3.41959e-02 5.75210e-02 3.73928e+00 6.00996e+00 3.62083e+00
4.40000e-01 5.94196e-02 1.46128e+00 9.38767e-01 3.89599e-02 6.48535e-02 3.61086e+00 5.87337e+00 3.49709e+00
