# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e+03[eV], Tie=2.000e+03[eV] , Te_c=2.000e+03[eV], n_i=5.980e+23[1/cc], n_e=5.980e+23[1/cc]
# ri=1.391, Zbar=1.000, Rc=0.000[AU], Γii=9.778e-03, Γei=-9.778e-03 , Γee=9.778e-03, κ=1.713e-01
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 3.77007e-01 1.28442e+00 4.21851e-01 3.76722e-01 3.77019e-01 9.76241e-01 9.77804e-01 9.76131e-01
2.00000e-02 6.14718e-01 1.24317e+00 4.46857e-01 6.14254e-01 6.14737e-01 4.87339e-01 4.88902e-01 4.87230e-01
3.00000e-02 7.23522e-01 1.21003e+00 4.81741e-01 7.22975e-01 7.23543e-01 3.24372e-01 3.25935e-01 3.24265e-01
4.00000e-02 7.84944e-01 1.18313e+00 5.24687e-01 7.84351e-01 7.84967e-01 2.42889e-01 2.44451e-01 2.42782e-01
5.00000e-02 8.24272e-01 1.16108e+00 5.73206e-01 8.23650e-01 8.24296e-01 1.93999e-01 1.95561e-01 1.93894e-01
6.00000e-02 8.51579e-01 1.14284e+00 6.24503e-01 8.50937e-01 8.51603e-01 1.61407e-01 1.62967e-01 1.61301e-01
7.00000e-02 8.71636e-01 1.12763e+00 6.75832e-01 8.70979e-01 8.71660e-01 1.38127e-01 1.39686e-01 1.38022e-01
8.00000e-02 8.86987e-01 1.11484e+00 7.24800e-01 8.86320e-01 8.87011e-01 1.20667e-01 1.22225e-01 1.20563e-01
9.00000e-02 8.99113e-01 1.10400e+00 7.69573e-01 8.98438e-01 8.99137e-01 1.07087e-01 1.08645e-01 1.06983e-01
1.00000e-01 9.08933e-01 1.09476e+00 8.08967e-01 9.08251e-01 9.08957e-01 9.62237e-02 9.77804e-02 9.61203e-02
1.10000e-01 9.17046e-01 1.08682e+00 8.42438e-01 9.16359e-01 9.17070e-01 8.73357e-02 8.88912e-02 8.72325e-02
1.20000e-01 9.23862e-01 1.07995e+00 8.69991e-01 9.23172e-01 9.23886e-01 7.99293e-02 8.14836e-02 7.98264e-02
1.30000e-01 9.29669e-01 1.07397e+00 8.92046e-01 9.28975e-01 9.29693e-01 7.36625e-02 7.52157e-02 7.35598e-02
1.40000e-01 9.34675e-01 1.06873e+00 9.09280e-01 9.33978e-01 9.34699e-01 6.82912e-02 6.98431e-02 6.81887e-02
1.50000e-01 9.39035e-01 1.06412e+00 9.22496e-01 9.38336e-01 9.39058e-01 6.36362e-02 6.51869e-02 6.35339e-02
1.60000e-01 9.42866e-01 1.06003e+00 9.32501e-01 9.42166e-01 9.42890e-01 5.95633e-02 6.11127e-02 5.94611e-02
1.70000e-01 9.46259e-01 1.05640e+00 9.40040e-01 9.45557e-01 9.46283e-01 5.59698e-02 5.75179e-02 5.58676e-02
1.80000e-01 9.49285e-01 1.05314e+00 9.45743e-01 9.48583e-01 9.49309e-01 5.27756e-02 5.43224e-02 5.26736e-02
1.90000e-01 9.52001e-01 1.05022e+00 9.50118e-01 9.51297e-01 9.52024e-01 4.99179e-02 5.14634e-02 4.98159e-02
2.00000e-01 9.54451e-01 1.04758e+00 9.53552e-01 9.53747e-01 9.54475e-01 4.73461e-02 4.88902e-02 4.72442e-02
2.10000e-01 9.56673e-01 1.04518e+00 9.56327e-01 9.55969e-01 9.56697e-01 4.50193e-02 4.65621e-02 4.49175e-02
2.20000e-01 9.58698e-01 1.04300e+00 9.58642e-01 9.57993e-01 9.58721e-01 4.29042e-02 4.44456e-02 4.28024e-02
2.30000e-01 9.60550e-01 1.04101e+00 9.60632e-01 9.59845e-01 9.60573e-01 4.09732e-02 4.25132e-02 4.08714e-02
2.40000e-01 9.62250e-01 1.03918e+00 9.62387e-01 9.61545e-01 9.62274e-01 3.92031e-02 4.07418e-02 3.91014e-02
2.50000e-01 9.63817e-01 1.03750e+00 9.63965e-01 9.63112e-01 9.63841e-01 3.75749e-02 3.91121e-02 3.74731e-02
2.60000e-01 9.65265e-01 1.03596e+00 9.65404e-01 9.64561e-01 9.65289e-01 3.60719e-02 3.76078e-02 3.59702e-02
2.70000e-01 9.66608e-01 1.03452e+00 9.66730e-01 9.65904e-01 9.66632e-01 3.46804e-02 3.62150e-02 3.45787e-02
2.80000e-01 9.67857e-01 1.03319e+00 9.67961e-01 9.67153e-01 9.67880e-01 3.33884e-02 3.49216e-02 3.32867e-02
