# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=5.000e+02[eV], Tie=5.005e+02[eV] , Te_c=5.005e+02[eV], n_i=5.979e+22[1/cc], n_e=7.264e+23[1/cc]
# ri=2.998, Zbar=12.150, Rc=0.212[AU], Γii=2.680e+00, Γei=-2.203e-01 , Γee=1.813e-02, κ=8.122e-01
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 1.46049e+00 3.74401e-01 0.00000e+00 0.00000e+00 2.65547e+02 2.67964e+02 2.65797e+02
2.00000e-02 0.00000e+00 1.51546e+00 4.03540e-01 0.00000e+00 0.00000e+00 1.31569e+02 1.33982e+02 1.31824e+02
3.00000e-02 0.00000e+00 1.62448e+00 4.44008e-01 0.00000e+00 0.00000e+00 8.69132e+01 8.93212e+01 8.71720e+01
4.00000e-02 0.00000e+00 1.79172e+00 4.93719e-01 0.00000e+00 0.00000e+00 6.45896e+01 6.69909e+01 6.48503e+01
5.00000e-02 0.00000e+00 2.06605e+00 5.49730e-01 0.00000e+00 0.00000e+00 5.11992e+01 5.35927e+01 5.14608e+01
6.00000e-02 0.00000e+00 2.48409e+00 6.08674e-01 0.00000e+00 0.00000e+00 4.22758e+01 4.46606e+01 4.25372e+01
7.00000e-02 0.00000e+00 3.19838e+00 6.67227e-01 0.00000e+00 0.00000e+00 3.59050e+01 3.82805e+01 3.61657e+01
8.00000e-02 0.00000e+00 3.91384e+00 7.22526e-01 0.00000e+00 0.00000e+00 3.11297e+01 3.34954e+01 3.13891e+01
9.00000e-02 0.00000e+00 4.15294e+00 7.72451e-01 0.00000e+00 0.00000e+00 2.74180e+01 2.97737e+01 2.76758e+01
1.00000e-01 0.00000e+00 4.10780e+00 8.15750e-01 0.00000e+00 0.00000e+00 2.44509e+01 2.67964e+01 2.47068e+01
1.10000e-01 0.00000e+00 3.89647e+00 8.51990e-01 0.00000e+00 0.00000e+00 2.20253e+01 2.43603e+01 2.22791e+01
1.20000e-01 0.00000e+00 3.63674e+00 8.81410e-01 0.00000e+00 0.00000e+00 2.00059e+01 2.23303e+01 2.02574e+01
1.30000e-01 0.00000e+00 3.36348e+00 9.04705e-01 0.00000e+00 0.00000e+00 1.82990e+01 2.06126e+01 1.85479e+01
1.40000e-01 8.96675e-08 3.11212e+00 9.22813e-01 4.28647e-08 9.39122e-08 1.68377e+01 1.91403e+01 1.70838e+01
1.50000e-01 5.16472e-07 2.88282e+00 9.36734e-01 2.63563e-07 4.41195e-07 1.55732e+01 1.78642e+01 1.58160e+01
1.60000e-01 1.71442e-06 2.68400e+00 9.47403e-01 8.90524e-07 1.41975e-06 1.44685e+01 1.67477e+01 1.47076e+01
1.70000e-01 4.65576e-06 2.50876e+00 9.55623e-01 2.45007e-06 3.83401e-06 1.34957e+01 1.57626e+01 1.37305e+01
1.80000e-01 1.11191e-05 2.35849e+00 9.62039e-01 5.92444e-06 9.16865e-06 1.26328e+01 1.48869e+01 1.28628e+01
1.90000e-01 2.40609e-05 2.22666e+00 9.67141e-01 1.29816e-05 1.99163e-05 1.18625e+01 1.41033e+01 1.20873e+01
2.00000e-01 4.80167e-05 2.11317e+00 9.71287e-01 2.62389e-05 3.99430e-05 1.11709e+01 1.33982e+01 1.13901e+01
2.10000e-01 8.94902e-05 2.01306e+00 9.74731e-01 4.95388e-05 7.48562e-05 1.05467e+01 1.27602e+01 1.07600e+01
2.20000e-01 1.57286e-04 1.92613e+00 9.77647e-01 8.82111e-05 1.32339e-04 9.98061e+00 1.21802e+01 1.01879e+01
2.30000e-01 2.62755e-04 1.84879e+00 9.80157e-01 1.49298e-04 2.22415e-04 9.46504e+00 1.16506e+01 9.66612e+00
2.40000e-01 4.19917e-04 1.78097e+00 9.82345e-01 2.41722e-04 3.57617e-04 8.99358e+00 1.11651e+01 9.18846e+00
