# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=1.000e+00[eV], Tie=2.064e+01[eV] , Te_c=2.065e+01[eV], n_i=5.980e+23[1/cc], n_e=5.980e+23[1/cc]
# ri=1.391, Zbar=1.000, Rc=0.000[AU], Γii=1.956e+01, Γei=-9.474e-01 , Γee=9.469e-01, κ=1.550e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 4.80526e-08 4.38878e+00 1.10886e-01 1.03808e-08 2.84217e-14 1.93482e+03 1.95663e+03 1.91801e+03
2.00000e-02 4.84547e-08 4.20730e+00 1.13982e-01 1.03570e-08 1.13687e-13 9.57025e+02 9.78822e+02 9.40571e+02
3.00000e-02 4.85507e-08 4.03715e+00 1.17593e-01 1.02043e-08 8.52651e-14 6.31096e+02 6.52887e+02 6.14993e+02
4.00000e-02 4.82734e-08 3.87749e+00 1.21739e-01 1.03397e-08 1.13687e-13 4.68136e+02 4.89918e+02 4.52378e+02
5.00000e-02 4.78373e-08 3.72754e+00 1.26437e-01 1.02745e-08 1.13687e-13 3.70366e+02 3.92137e+02 3.54945e+02
6.00000e-02 4.72816e-08 3.58659e+00 1.31699e-01 1.02728e-08 1.42109e-13 3.05191e+02 3.26948e+02 2.90101e+02
7.00000e-02 4.67305e-08 3.45399e+00 1.37532e-01 1.01279e-08 9.94760e-14 2.58644e+02 2.80384e+02 2.43878e+02
8.00000e-02 4.63585e-08 3.32915e+00 1.43938e-01 1.01138e-08 8.52651e-14 2.23739e+02 2.45460e+02 2.09291e+02
9.00000e-02 4.59785e-08 3.21152e+00 1.50916e-01 1.02123e-08 7.10543e-14 1.96596e+02 2.18297e+02 1.82460e+02
1.00000e-01 4.55747e-08 3.10059e+00 1.58459e-01 1.00557e-08 9.94760e-14 1.74888e+02 1.96565e+02 1.61057e+02
1.10000e-01 4.51421e-08 2.99592e+00 1.66557e-01 1.01564e-08 8.52651e-14 1.57132e+02 1.78784e+02 1.43601e+02
1.20000e-01 4.47497e-08 2.89707e+00 1.75195e-01 1.01536e-08 9.94760e-14 1.42341e+02 1.63965e+02 1.29104e+02
1.30000e-01 4.43192e-08 2.80365e+00 1.84353e-01 1.00516e-08 5.68434e-14 1.29832e+02 1.51426e+02 1.16882e+02
1.40000e-01 4.37863e-08 2.71531e+00 1.94007e-01 1.00621e-08 9.94760e-14 1.19115e+02 1.40677e+02 1.06447e+02
1.50000e-01 4.31585e-08 2.63171e+00 2.04131e-01 1.00938e-08 9.94760e-14 1.09832e+02 1.31360e+02 9.74402e+01
1.60000e-01 4.24442e-08 2.55255e+00 2.14694e-01 1.01519e-08 9.94760e-14 1.01715e+02 1.23208e+02 8.95941e+01
1.70000e-01 4.16552e-08 2.47754e+00 2.25664e-01 1.00713e-08 9.23706e-14 9.45588e+01 1.16013e+02 8.27028e+01
1.80000e-01 4.08297e-08 2.40642e+00 2.37004e-01 9.97329e-09 1.13687e-13 8.82027e+01 1.09618e+02 7.66067e+01
1.90000e-01 3.99913e-08 2.33895e+00 2.48676e-01 9.96977e-09 7.81597e-14 8.25209e+01 1.03894e+02 7.11796e+01
2.00000e-01 3.91512e-08 2.27490e+00 2.60642e-01 9.90256e-09 8.52651e-14 7.74124e+01 9.87428e+01 6.63207e+01
2.10000e-01 3.82810e-08 2.21407e+00 2.72860e-01 9.88724e-09 7.10543e-14 7.27955e+01 9.40811e+01 6.19483e+01
2.20000e-01 3.73849e-08 2.15625e+00 2.85288e-01 9.82570e-09 8.52651e-14 6.86033e+01 8.98424e+01 5.79957e+01
2.30000e-01 3.64498e-08 2.10128e+00 2.97886e-01 9.80265e-09 9.23706e-14 6.47805e+01 8.59716e+01 5.44077e+01
2.40000e-01 3.54831e-08 2.04898e+00 3.10611e-01 9.76885e-09 7.81597e-14 6.12811e+01 8.24227e+01 5.11384e+01
2.50000e-01 3.44597e-08 1.99921e+00 3.23423e-01 9.74677e-09 7.81597e-14 5.80664e+01 7.91570e+01 4.81491e+01
2.60000e-01 3.33855e-08 1.95180e+00 3.36280e-01 9.68884e-09 6.39488e-14 5.51036e+01 7.61419e+01 4.54072e+01
2.70000e-01 3.22792e-08 1.90664e+00 3.49145e-01 9.61705e-09 7.10543e-14 5.23649e+01 7.33494e+01 4.28849e+01
2.80000e-01 3.11852e-08 1.86359e+00 3.61980e-01 9.60519e-09 8.52651e-14 4.98262e+01 7.07558e+01 4.05583e+01
2.90000e-01 3.01213e-08 1.82254e+00 3.74749e-01 9.55244e-09 7.81597e-14 4.74671e+01 6.83403e+01 3.84069e+01
3.00000e-01 2.90718e-08 1.78337e+00 3.87420e-01 9.52128e-09 8.52651e-14 4.52695e+01 6.60853e+01 3.64130e+01
3.10000e-01 2.80004e-08 1.74599e+00 3.99962e-01 9.44871e-09 8.88178e-14 4.32180e+01 6.39751e+01 3.45609e+01
3.20000e-01 2.69170e-08 1.71030e+00 4.12345e-01 9.42817e-09 1.84741e-13 4.12989e+01 6.19963e+01 3.28373e+01
3.30000e-01 2.58468e-08 1.67621e+00 4.24545e-01 9.32524e-09 7.31859e-13 3.95002e+01 6.01367e+01 3.12301e+01
3.40000e-01 2.47967e-08 1.64363e+00 4.36539e-01 9.25017e-09 3.06244e-12 3.78113e+01 5.83860e+01 2.97288e+01
3.50000e-01 2.37743e-08 1.61249e+00 4.48306e-01 9.25117e-09 1.21183e-11 3.62229e+01 5.67348e+01 2.83243e+01
3.60000e-01 2.27920e-08 1.58272e+00 4.59829e-01 9.17284e-09 4.43698e-11 3.47266e+01 5.51747e+01 2.70081e+01
3.70000e-01 2.18589e-08 1.55425e+00 4.71093e-01 9.10114e-09 1.50113e-10 3.33150e+01 5.36985e+01 2.57730e+01
3.80000e-01 2.09570e-08 1.52700e+00 4.82087e-01 9.05809e-09 4.71541e-10 3.19814e+01 5.22994e+01 2.46123e+01
3.90000e-01 2.00843e-08 1.50093e+00 4.92801e-01 9.01710e-09 1.38285e-09 3.07200e+01 5.09715e+01 2.35202e+01
4.00000e-01 1.92426e-08 1.47596e+00 5.03228e-01 8.94499e-09 3.80588e-09 2.95252e+01 4.97096e+01 2.24914e+01
4.10000e-01 1.84208e-08 1.45206e+00 5.13364e-01 8.90849e-09 9.87690e-09 2.83922e+01 4.85087e+01 2.15210e+01
4.20000e-01 1.76266e-08 1.42917e+00 5.23207e-01 8.83990e-09 2.42747e-08 2.73166e+01 4.73645e+01 2.06047e+01
4.30000e-01 1.69362e-08 1.40724e+00 5.32755e-01 8.76361e-09 5.67231e-08 2.62945e+01 4.62731e+01 1.97386e+01
4.40000e-01 1.65245e-08 1.38622e+00 5.42012e-01 8.73818e-09 1.26471e-07 2.53223e+01 4.52309e+01 1.89192e+01
4.50000e-01 1.67103e-08 1.36608e+00 5.50980e-01 8.90170e-09 2.69936e-07 2.43965e+01 4.42346e+01 1.81432e+01
4.60000e-01 1.81754e-08 1.34678e+00 5.59663e-01 9.22888e-09 5.53166e-07 2.35142e+01 4.32811e+01 1.74075e+01
4.70000e-01 2.23537e-08 1.32827e+00 5.68069e-01 1.00403e-08 1.09133e-06 2.26727e+01 4.23679e+01 1.67096e+01
4.80000e-01 3.20658e-08 1.31053e+00 5.76205e-01 1.19450e-08 2.07797e-06 2.18693e+01 4.14923e+01 1.60470e+01
4.90000e-01 5.26500e-08 1.29351e+00 5.84078e-01 1.59163e-08 3.82734e-06 2.11018e+01 4.06520e+01 1.54173e+01
5.00000e-01 9.39039e-08 1.27720e+00 5.91697e-01 2.41966e-08 6.83347e-06 2.03680e+01 3.98450e+01 1.48185e+01
