# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=5.000e+02[eV], Tie=5.032e+02[eV] , Te_c=5.032e+02[eV], n_i=5.010e+23[1/cc], n_e=2.936e+24[1/cc]
# ri=1.476, Zbar=5.861, Rc=0.255[AU], Γii=1.267e+00, Γei=-2.147e-01 , Γee=3.664e-02, κ=7.996e-01
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 9.38378e-01 3.59901e-01 0.00000e+00 0.00000e+00 1.25752e+02 1.26652e+02 1.25644e+02
2.00000e-02 0.00000e+00 9.40967e-01 3.69593e-01 0.00000e+00 0.00000e+00 6.24265e+01 6.33260e+01 6.23220e+01
3.00000e-02 0.00000e+00 9.45481e-01 3.82282e-01 0.00000e+00 0.00000e+00 4.13182e+01 4.22173e+01 4.12173e+01
4.00000e-02 0.00000e+00 9.51806e-01 3.97893e-01 0.00000e+00 0.00000e+00 3.07643e+01 3.16630e+01 3.06670e+01
5.00000e-02 0.00000e+00 9.60294e-01 4.16277e-01 0.00000e+00 0.00000e+00 2.44323e+01 2.53304e+01 2.43383e+01
6.00000e-02 0.00000e+00 9.70906e-01 4.37217e-01 0.00000e+00 0.00000e+00 2.02113e+01 2.11087e+01 2.01205e+01
7.00000e-02 0.00000e+00 9.84119e-01 4.60433e-01 8.26281e-10 1.43853e-08 1.71966e+01 1.80931e+01 1.71089e+01
8.00000e-02 4.63754e-07 9.99987e-01 4.85592e-01 4.15817e-07 5.55747e-07 1.49359e+01 1.58315e+01 1.48511e+01
9.00000e-02 3.13983e-06 1.01916e+00 5.12323e-01 2.64084e-06 3.44594e-06 1.31778e+01 1.40724e+01 1.30960e+01
1.00000e-01 1.30930e-05 1.04183e+00 5.40225e-01 1.09256e-05 1.41628e-05 1.17717e+01 1.26652e+01 1.16926e+01
1.10000e-01 4.15369e-05 1.06893e+00 5.68885e-01 3.46296e-05 4.46975e-05 1.06214e+01 1.15138e+01 1.05450e+01
1.20000e-01 1.08373e-04 1.10081e+00 5.97894e-01 9.03986e-05 1.16236e-04 9.66319e+00 1.05543e+01 9.58932e+00
1.30000e-01 2.43700e-04 1.13888e+00 6.26856e-01 2.03470e-04 2.60667e-04 8.85260e+00 9.74246e+00 8.78123e+00
