# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=1.000e+03[eV], Tie=1.002e+03[eV] , Te_c=1.002e+03[eV], n_i=5.010e+23[1/cc], n_e=2.986e+24[1/cc]
# ri=1.476, Zbar=5.960, Rc=0.253[AU], Γii=6.548e-01, Γei=-1.097e-01 , Γee=1.841e-02, κ=5.729e-01
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 9.36390e-01 3.91343e-01 0.00000e+00 0.00000e+00 6.51390e+01 6.54834e+01 6.51095e+01
2.00000e-02 0.00000e+00 9.37580e-01 4.06407e-01 0.00000e+00 0.00000e+00 3.23974e+01 3.27417e+01 3.23689e+01
3.00000e-02 0.00000e+00 9.39794e-01 4.27526e-01 0.00000e+00 0.00000e+00 2.14836e+01 2.18278e+01 2.14561e+01
4.00000e-02 3.09253e-08 9.42824e-01 4.54179e-01 8.05091e-08 9.09158e-08 1.60268e+01 1.63708e+01 1.60002e+01
5.00000e-02 3.77293e-06 9.47063e-01 4.85588e-01 3.58707e-06 3.92829e-06 1.27529e+01 1.30967e+01 1.27271e+01
6.00000e-02 3.43577e-05 9.52357e-01 5.20766e-01 3.22628e-05 3.52378e-05 1.05703e+01 1.09139e+01 1.05453e+01
7.00000e-02 1.63707e-04 9.59206e-01 5.58594e-01 1.53577e-04 1.67529e-04 9.01146e+00 9.35476e+00 8.98726e+00
8.00000e-02 5.27087e-04 9.67528e-01 5.97893e-01 4.94496e-04 5.38847e-04 7.84241e+00 8.18542e+00 7.81896e+00
9.00000e-02 1.30819e-03 9.77986e-01 6.37506e-01 1.22759e-03 1.33632e-03 6.93324e+00 7.27593e+00 6.91050e+00
1.00000e-01 2.70645e-03 9.90602e-01 6.76369e-01 2.54045e-03 2.76269e-03 6.20600e+00 6.54834e+00 6.18395e+00
1.10000e-01 4.90509e-03 1.00631e+00 7.13565e-01 4.60570e-03 5.00364e-03 5.61106e+00 5.95303e+00 5.58967e+00
1.20000e-01 8.04968e-03 1.02528e+00 7.48363e-01 7.56093e-03 8.20610e-03 5.11536e+00 5.45695e+00 5.09462e+00
1.30000e-01 1.22389e-02 1.04892e+00 7.80240e-01 1.14999e-02 1.24690e-02 4.69599e+00 5.03718e+00 4.67587e+00
1.40000e-01 1.75245e-02 1.07767e+00 8.08876e-01 1.64723e-02 1.78430e-02 4.33660e+00 4.67738e+00 4.31710e+00
1.50000e-01 2.39165e-02 1.11383e+00 8.34144e-01 2.24887e-02 2.43367e-02 4.02520e+00 4.36556e+00 4.00629e+00
1.60000e-01 3.13908e-02 1.15816e+00 8.56077e-01 2.95280e-02 3.19240e-02 3.75278e+00 4.09271e+00 3.73445e+00
1.70000e-01 3.98980e-02 1.21505e+00 8.74841e-01 3.75446e-02 4.05527e-02 3.51247e+00 3.85196e+00 3.49471e+00
1.80000e-01 4.93705e-02 1.27166e+00 8.90691e-01 4.64762e-02 5.01528e-02 3.29892e+00 3.63796e+00 3.28172e+00
1.90000e-01 5.97291e-02 1.30907e+00 9.03940e-01 5.62493e-02 6.06425e-02 3.10790e+00 3.44649e+00 3.09125e+00
2.00000e-01 7.08882e-02 1.33196e+00 9.14929e-01 6.67844e-02 7.19338e-02 2.93604e+00 3.27417e+00 2.91992e+00
2.10000e-01 8.27602e-02 1.34330e+00 9.23997e-01 7.79994e-02 8.39366e-02 2.78059e+00 3.11825e+00 2.76500e+00
2.20000e-01 9.52576e-02 1.34688e+00 9.31467e-01 8.98129e-02 9.65615e-02 2.63932e+00 2.97652e+00 2.62425e+00
2.30000e-01 1.08296e-01 1.34449e+00 9.37632e-01 1.02146e-01 1.09722e-01 2.51037e+00 2.84710e+00 2.49582e+00
2.40000e-01 1.21794e-01 1.33840e+00 9.42746e-01 1.14922e-01 1.23336e-01 2.39222e+00 2.72847e+00 2.37817e+00
2.50000e-01 1.35678e-01 1.32953e+00 9.47026e-01 1.28072e-01 1.37327e-01 2.28355e+00 2.61933e+00 2.27001e+00
2.60000e-01 1.49876e-01 1.31917e+00 9.50648e-01 1.41530e-01 1.51624e-01 2.18329e+00 2.51859e+00 2.17024e+00
