# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e-02[eV], Tie=4.419e+01[eV] , Te_c=4.419e+01[eV], n_i=5.010e+23[1/cc], n_e=2.004e+24[1/cc]
# ri=1.476, Zbar=4.000, Rc=0.275[AU], Γii=1.475e+04, Γei=-1.669e+00 , Γee=4.172e-01, κ=2.046e+00
r/ri        g_ii        g_ei        g_ee        OCP:g_ii    Yuk:g_ii    βu_ii_eff   βu_OCP      βu_Yuk    
1.00000e-02 0.00000e+00 8.14804e-01 0.00000e+00 0.00000e+00 0.00000e+00 1.40189e+06 1.47720e+06 1.43804e+06
2.00000e-02 0.00000e+00 8.30655e-01 0.00000e+00 0.00000e+00 0.00000e+00 6.64610e+05 7.39805e+05 7.01108e+05
3.00000e-02 0.00000e+00 8.44710e-01 0.00000e+00 0.00000e+00 0.00000e+00 4.18995e+05 4.94006e+05 4.55760e+05
4.00000e-02 0.00000e+00 8.45574e-01 0.00000e+00 0.00000e+00 5.54452e+02 2.96363e+05 3.71105e+05 3.33304e+05
5.00000e-02 0.00000e+00 8.51512e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.22964e+05 2.97363e+05 2.60000e+05
6.00000e-02 0.00000e+00 8.54168e-01 0.00000e+00 0.00000e+00 1.22049e+02 1.74221e+05 2.48200e+05 2.11269e+05
7.00000e-02 0.00000e+00 8.59572e-01 2.86372e-02 0.00000e+00 0.00000e+00 1.39594e+05 2.13082e+05 1.76576e+05
8.00000e-02 0.00000e+00 8.61229e-01 1.68247e-01 0.00000e+00 4.01767e+01 1.13816e+05 1.86741e+05 1.50655e+05
9.00000e-02 0.00000e+00 8.64177e-01 4.27656e-01 0.00000e+00 0.00000e+00 9.39577e+04 1.66253e+05 1.30579e+05
1.00000e-01 0.00000e+00 8.63163e-01 6.83871e-01 0.00000e+00 1.72199e+01 7.82603e+04 1.49860e+05 1.14593e+05
1.10000e-01 0.00000e+00 8.63600e-01 7.97954e-01 0.00000e+00 0.00000e+00 6.56035e+04 1.36446e+05 1.01580e+05
1.20000e-01 0.00000e+00 8.60633e-01 8.32947e-01 0.00000e+00 8.86987e+00 5.52395e+04 1.25266e+05 9.07956e+04
1.30000e-01 0.00000e+00 8.58752e-01 8.41533e-01 0.00000e+00 0.00000e+00 4.66490e+04 1.15804e+05 8.17233e+04
1.40000e-01 0.00000e+00 8.53842e-01 7.85539e-01 0.00000e+00 5.26414e+00 3.94602e+04 1.07693e+05 7.39953e+04
1.50000e-01 0.00000e+00 8.55740e-01 6.83837e-01 0.00000e+00 0.00000e+00 3.33989e+04 1.00660e+05 6.73417e+04
1.60000e-01 0.00000e+00 8.55501e-01 5.69071e-01 0.00000e+00 3.50588e+00 2.82590e+04 9.45055e+04 6.15600e+04
1.70000e-01 0.00000e+00 8.61015e-01 4.66842e-01 0.00000e+00 0.00000e+00 2.38813e+04 8.90729e+04 5.64954e+04
1.80000e-01 0.00000e+00 8.69244e-01 3.79698e-01 0.00000e+00 2.56713e+00 2.01413e+04 8.42422e+04 5.20274e+04
1.90000e-01 0.00000e+00 9.25297e-01 3.28570e-01 0.00000e+00 0.00000e+00 1.69396e+04 7.99181e+04 4.80612e+04
2.00000e-01 0.00000e+00 9.37153e-01 3.32741e-01 0.00000e+00 2.02945e+00 1.41960e+04 7.60246e+04 4.45206e+04
2.10000e-01 0.00000e+00 9.61276e-01 3.89461e-01 0.00000e+00 1.55569e-01 1.18447e+04 7.25002e+04 4.13442e+04
2.20000e-01 0.00000e+00 1.00427e+00 4.84777e-01 0.00000e+00 1.70373e+00 9.83117e+03 6.92944e+04 3.84817e+04
2.30000e-01 0.00000e+00 1.02770e+00 5.90719e-01 0.00000e+00 4.12684e-01 8.10953e+03 6.63655e+04 3.58916e+04
2.40000e-01 0.00000e+00 1.05006e+00 6.87424e-01 0.00000e+00 1.49717e+00 6.64113e+03 6.36790e+04 3.35392e+04
2.50000e-01 0.00000e+00 1.06711e+00 7.58804e-01 0.00000e+00 5.78969e-01 5.39280e+03 6.12056e+04 3.13955e+04
2.60000e-01 0.00000e+00 1.08374e+00 7.88657e-01 0.00000e+00 1.36110e+00 4.33611e+03 5.89207e+04 2.94359e+04
2.70000e-01 0.00000e+00 1.09151e+00 7.82272e-01 0.00000e+00 6.90345e-01 3.44629e+03 5.68033e+04 2.76394e+04
2.80000e-01 0.00000e+00 1.09724e+00 7.51734e-01 1.43808e-01 1.26853e+00 2.70185e+03 5.48354e+04 2.59883e+04
2.90000e-01 0.00000e+00 1.09761e+00 7.02214e-01 6.46543e+00 7.67204e-01 2.08384e+03 5.30016e+04 2.44670e+04
3.00000e-01 0.00000e+00 1.09629e+00 6.58977e-01 1.18476e+01 1.20380e+00 1.57567e+03 5.12882e+04 2.30622e+04
3.10000e-01 0.00000e+00 1.09056e+00 6.22240e-01 1.63050e+01 8.21624e-01 1.16260e+03 4.96837e+04 2.17623e+04
3.20000e-01 0.00000e+00 1.08402e+00 5.90032e-01 1.98635e+01 1.15744e+00 8.31655e+02 4.81778e+04 2.05570e+04
3.30000e-01 0.00000e+00 1.07455e+00 5.71654e-01 2.25586e+01 8.61028e-01 5.71231e+02 4.67615e+04 1.94374e+04
3.40000e-01 0.00000e+00 1.06525e+00 5.59960e-01 2.44334e+01 1.12354e+00 3.71101e+02 4.54268e+04 1.83957e+04
3.50000e-01 0.00000e+00 1.05421e+00 5.62848e-01 2.55373e+01 8.90127e-01 2.22099e+02 4.41668e+04 1.74249e+04
3.60000e-01 0.00000e+00 1.04416e+00 5.78204e-01 2.59281e+01 1.09829e+00 1.16157e+02 4.29752e+04 1.65188e+04
3.70000e-01 0.00000e+00 1.03295e+00 6.00801e-01 2.56772e+01 9.11991e-01 4.60405e+01 4.18464e+04 1.56719e+04
3.80000e-01 0.00000e+00 1.02374e+00 6.26109e-01 2.48722e+01 1.07917e+00 5.42067e+00 4.07755e+04 1.48794e+04
3.90000e-01 2.74442e+02 1.01307e+00 6.51751e-01 2.36030e+01 9.28678e-01 -1.13137e+01 3.97579e+04 1.41366e+04
4.00000e-01 2.44507e+01 1.00307e+00 6.82739e-01 2.19445e+01 1.06448e+00 -8.97451e+00 3.87897e+04 1.34398e+04
4.10000e-01 2.80500e+00 9.91754e-01 7.08936e-01 1.99552e+01 9.41590e-01 7.96990e+00 3.78672e+04 1.27854e+04
4.20000e-01 3.44263e+00 9.82686e-01 7.25085e-01 1.76914e+01 1.05304e+00 3.56759e+01 3.69871e+04 1.21700e+04
4.30000e-01 3.98345e+00 9.73629e-01 7.40875e-01 1.52181e+01 9.51709e-01 7.08235e+01 3.61466e+04 1.15908e+04
4.40000e-01 4.54284e+00 9.66823e-01 7.57552e-01 1.26070e+01 1.04403e+00 1.10945e+02 3.53429e+04 1.10452e+04
4.50000e-01 4.97505e+00 9.61038e-01 7.62191e-01 9.92890e+00 9.59729e-01 1.53672e+02 3.45734e+04 1.05307e+04
4.60000e-01 4.93616e+00 9.58215e-01 7.52154e-01 7.24940e+00 1.03686e+00 1.96604e+02 3.38361e+04 1.00451e+04
4.70000e-01 4.77119e+00 9.56325e-01 7.43863e-01 4.62699e+00 9.66151e-01 2.38105e+02 3.31289e+04 9.58646e+03
4.80000e-01 4.30441e+00 9.56696e-01 7.41925e-01 2.11325e+00 1.03109e+00 2.77022e+02 3.24498e+04 9.15288e+03
4.90000e-01 3.82278e+00 9.56996e-01 7.36561e-01 0.00000e+00 9.71343e-01 3.12326e+02 3.17972e+04 8.74271e+03
