# C ri=1.36 AU 21.5 eV Freidel Tail Paper 
r/ri  g_ii
0 0
0.5739910313901345  0.001953125
0.820627802690583   0.076171875
0.9730941704035875  0.33203125
1.1031390134529149  0.689453125
1.2600896860986548  0.98828125
1.3699551569506727  1.09765625
1.4641255605381165  1.13671875
1.5605381165919283  1.140625
1.6457399103139012  1.126953125
1.7130044843049328  1.109375
