      r[a_0]     n[bound]   n[unbound]
2.323032e-04 2.239345e-02 1.318931e-02
2.355094e-04 2.240951e-02 1.319878e-02
2.387599e-04 2.242536e-02 1.320811e-02
2.420553e-04 2.244099e-02 1.321731e-02
2.453962e-04 2.245640e-02 1.322639e-02
2.487831e-04 2.247160e-02 1.323534e-02
2.522169e-04 2.248659e-02 1.324417e-02
2.556980e-04 2.250137e-02 1.325288e-02
2.592271e-04 2.251594e-02 1.326146e-02
2.628050e-04 2.253032e-02 1.326993e-02
2.664322e-04 2.254449e-02 1.327827e-02
2.701096e-04 2.255847e-02 1.328651e-02
2.738376e-04 2.257225e-02 1.329462e-02
2.776171e-04 2.258584e-02 1.330263e-02
2.814488e-04 2.259924e-02 1.331052e-02
2.853334e-04 2.261245e-02 1.331830e-02
2.892716e-04 2.262547e-02 1.332597e-02
2.932641e-04 2.263831e-02 1.333353e-02
2.973118e-04 2.265097e-02 1.334099e-02
3.014153e-04 2.266345e-02 1.334834e-02
3.055754e-04 2.267576e-02 1.335559e-02
3.097930e-04 2.268789e-02 1.336273e-02
3.140688e-04 2.269985e-02 1.336978e-02
3.184036e-04 2.271163e-02 1.337672e-02
3.227982e-04 2.272325e-02 1.338356e-02
3.272535e-04 2.273471e-02 1.339031e-02
3.317702e-04 2.274600e-02 1.339696e-02
3.363494e-04 2.275712e-02 1.340351e-02
3.409917e-04 2.276809e-02 1.340997e-02
3.456980e-04 2.277890e-02 1.341633e-02
3.504694e-04 2.278955e-02 1.342261e-02
3.553066e-04 2.280005e-02 1.342879e-02
3.602105e-04 2.281039e-02 1.343488e-02
3.651822e-04 2.282059e-02 1.344089e-02
3.702225e-04 2.283063e-02 1.344681e-02
3.753323e-04 2.284053e-02 1.345264e-02
3.805126e-04 2.285028e-02 1.345838e-02
3.857645e-04 2.285989e-02 1.346404e-02
3.910888e-04 2.286936e-02 1.346962e-02
3.964867e-04 2.287869e-02 1.347511e-02
4.019590e-04 2.288787e-02 1.348052e-02
4.075069e-04 2.289693e-02 1.348585e-02
4.131313e-04 2.290584e-02 1.349110e-02
4.188333e-04 2.291462e-02 1.349628e-02
4.246141e-04 2.292327e-02 1.350137e-02
4.304746e-04 2.293179e-02 1.350639e-02
4.364161e-04 2.294018e-02 1.351133e-02
4.424395e-04 2.294845e-02 1.351620e-02
4.485461e-04 2.295658e-02 1.352099e-02
4.547369e-04 2.296460e-02 1.352571e-02
4.610132e-04 2.297249e-02 1.353035e-02
4.673762e-04 2.298025e-02 1.353493e-02
4.738269e-04 2.298790e-02 1.353943e-02
4.803667e-04 2.299543e-02 1.354387e-02
4.869968e-04 2.300284e-02 1.354823e-02
4.937183e-04 2.301013e-02 1.355253e-02
5.005326e-04 2.301731e-02 1.355675e-02
5.074410e-04 2.302437e-02 1.356092e-02
5.144447e-04 2.303133e-02 1.356501e-02
5.215451e-04 2.303817e-02 1.356904e-02
5.287435e-04 2.304490e-02 1.357300e-02
5.360413e-04 2.305152e-02 1.357690e-02
5.434397e-04 2.305803e-02 1.358074e-02
5.509403e-04 2.306444e-02 1.358452e-02
5.585444e-04 2.307074e-02 1.358823e-02
5.662535e-04 2.307694e-02 1.359188e-02
5.740689e-04 2.308304e-02 1.359547e-02
5.819923e-04 2.308903e-02 1.359900e-02
5.900250e-04 2.309493e-02 1.360247e-02
5.981685e-04 2.310072e-02 1.360588e-02
6.064245e-04 2.310641e-02 1.360924e-02
6.147944e-04 2.311201e-02 1.361253e-02
6.232798e-04 2.311751e-02 1.361577e-02
6.318823e-04 2.312292e-02 1.361896e-02
6.406036e-04 2.312823e-02 1.362208e-02
6.494453e-04 2.313344e-02 1.362515e-02
6.584089e-04 2.313856e-02 1.362817e-02
6.674963e-04 2.314360e-02 1.363114e-02
6.767091e-04 2.314854e-02 1.363405e-02
6.860491e-04 2.315339e-02 1.363690e-02
6.955180e-04 2.315815e-02 1.363971e-02
7.051176e-04 2.316282e-02 1.364246e-02
7.148496e-04 2.316741e-02 1.364516e-02
7.247160e-04 2.317191e-02 1.364781e-02
7.347186e-04 2.317632e-02 1.365041e-02
7.448592e-04 2.318065e-02 1.365296e-02
7.551398e-04 2.318489e-02 1.365546e-02
7.655623e-04 2.318905e-02 1.365791e-02
7.761286e-04 2.319313e-02 1.366031e-02
7.868408e-04 2.319712e-02 1.366266e-02
7.977008e-04 2.320104e-02 1.366497e-02
8.087107e-04 2.320487e-02 1.366723e-02
8.198726e-04 2.320863e-02 1.366944e-02
8.311885e-04 2.321230e-02 1.367160e-02
8.426606e-04 2.321590e-02 1.367372e-02
8.542911e-04 2.321942e-02 1.367579e-02
8.660820e-04 2.322286e-02 1.367782e-02
8.780357e-04 2.322622e-02 1.367980e-02
8.901544e-04 2.322951e-02 1.368174e-02
9.024404e-04 2.323273e-02 1.368363e-02
9.148959e-04 2.323587e-02 1.368548e-02
9.275234e-04 2.323893e-02 1.368729e-02
9.403251e-04 2.324192e-02 1.368905e-02
9.533035e-04 2.324484e-02 1.369077e-02
9.664610e-04 2.324769e-02 1.369244e-02
9.798002e-04 2.325046e-02 1.369408e-02
9.933234e-04 2.325316e-02 1.369567e-02
1.007033e-03 2.325579e-02 1.369722e-02
1.020932e-03 2.325835e-02 1.369873e-02
1.035023e-03 2.326084e-02 1.370019e-02
1.049309e-03 2.326326e-02 1.370162e-02
1.063791e-03 2.326562e-02 1.370300e-02
1.078474e-03 2.326790e-02 1.370435e-02
1.093359e-03 2.327011e-02 1.370565e-02
1.108450e-03 2.327226e-02 1.370692e-02
1.123749e-03 2.327434e-02 1.370814e-02
1.139259e-03 2.327635e-02 1.370933e-02
1.154983e-03 2.327830e-02 1.371047e-02
1.170924e-03 2.328018e-02 1.371158e-02
1.187085e-03 2.328199e-02 1.371265e-02
1.203469e-03 2.328373e-02 1.371368e-02
1.220080e-03 2.328542e-02 1.371467e-02
1.236919e-03 2.328703e-02 1.371562e-02
1.253991e-03 2.328858e-02 1.371653e-02
1.271299e-03 2.329007e-02 1.371741e-02
1.288845e-03 2.329149e-02 1.371825e-02
1.306634e-03 2.329285e-02 1.371905e-02
1.324668e-03 2.329415e-02 1.371981e-02
1.342951e-03 2.329538e-02 1.372053e-02
1.361487e-03 2.329655e-02 1.372122e-02
1.380278e-03 2.329765e-02 1.372187e-02
1.399329e-03 2.329869e-02 1.372249e-02
1.418643e-03 2.329967e-02 1.372306e-02
1.438223e-03 2.330059e-02 1.372360e-02
1.458073e-03 2.330144e-02 1.372411e-02
1.478198e-03 2.330224e-02 1.372457e-02
1.498600e-03 2.330297e-02 1.372500e-02
1.519283e-03 2.330363e-02 1.372540e-02
1.540253e-03 2.330424e-02 1.372575e-02
1.561511e-03 2.330479e-02 1.372607e-02
1.583063e-03 2.330527e-02 1.372636e-02
1.604913e-03 2.330569e-02 1.372661e-02
1.627064e-03 2.330605e-02 1.372682e-02
1.649521e-03 2.330635e-02 1.372700e-02
1.672288e-03 2.330659e-02 1.372714e-02
1.695369e-03 2.330676e-02 1.372724e-02
1.718768e-03 2.330688e-02 1.372731e-02
1.742491e-03 2.330693e-02 1.372734e-02
1.766541e-03 2.330692e-02 1.372734e-02
1.790923e-03 2.330686e-02 1.372730e-02
1.815641e-03 2.330673e-02 1.372722e-02
1.840701e-03 2.330654e-02 1.372711e-02
1.866106e-03 2.330628e-02 1.372696e-02
1.891862e-03 2.330597e-02 1.372677e-02
1.917974e-03 2.330559e-02 1.372655e-02
1.944446e-03 2.330516e-02 1.372630e-02
1.971283e-03 2.330466e-02 1.372600e-02
1.998491e-03 2.330410e-02 1.372567e-02
2.026074e-03 2.330348e-02 1.372531e-02
2.054038e-03 2.330280e-02 1.372490e-02
2.082388e-03 2.330205e-02 1.372447e-02
2.111129e-03 2.330124e-02 1.372399e-02
2.140267e-03 2.330038e-02 1.372348e-02
2.169807e-03 2.329944e-02 1.372293e-02
2.199755e-03 2.329845e-02 1.372234e-02
2.230116e-03 2.329739e-02 1.372172e-02
2.260896e-03 2.329627e-02 1.372106e-02
2.292101e-03 2.329509e-02 1.372037e-02
2.323737e-03 2.329384e-02 1.371963e-02
2.355809e-03 2.329253e-02 1.371886e-02
2.388324e-03 2.329116e-02 1.371805e-02
2.421288e-03 2.328972e-02 1.371721e-02
2.454707e-03 2.328822e-02 1.371632e-02
2.488587e-03 2.328665e-02 1.371540e-02
2.522934e-03 2.328502e-02 1.371444e-02
2.557756e-03 2.328332e-02 1.371344e-02
2.593058e-03 2.328156e-02 1.371240e-02
2.628848e-03 2.327973e-02 1.371132e-02
2.665131e-03 2.327784e-02 1.371021e-02
2.701916e-03 2.327588e-02 1.370905e-02
2.739208e-03 2.327385e-02 1.370786e-02
2.777014e-03 2.327176e-02 1.370663e-02
2.815343e-03 2.326960e-02 1.370535e-02
2.854200e-03 2.326737e-02 1.370404e-02
2.893594e-03 2.326507e-02 1.370269e-02
2.933532e-03 2.326270e-02 1.370129e-02
2.974020e-03 2.326026e-02 1.369986e-02
3.015068e-03 2.325776e-02 1.369838e-02
3.056682e-03 2.325518e-02 1.369686e-02
3.098871e-03 2.325254e-02 1.369531e-02
3.141641e-03 2.324982e-02 1.369371e-02
3.185002e-03 2.324703e-02 1.369206e-02
3.228962e-03 2.324417e-02 1.369038e-02
3.273528e-03 2.324123e-02 1.368865e-02
3.318710e-03 2.323823e-02 1.368688e-02
3.364515e-03 2.323515e-02 1.368507e-02
3.410952e-03 2.323199e-02 1.368321e-02
3.458030e-03 2.322876e-02 1.368131e-02
3.505758e-03 2.322546e-02 1.367936e-02
3.554145e-03 2.322208e-02 1.367737e-02
3.603199e-03 2.321862e-02 1.367533e-02
3.652931e-03 2.321509e-02 1.367325e-02
3.703349e-03 2.321148e-02 1.367113e-02
3.754462e-03 2.320779e-02 1.366895e-02
3.806282e-03 2.320402e-02 1.366673e-02
3.858816e-03 2.320017e-02 1.366447e-02
3.912076e-03 2.319624e-02 1.366215e-02
3.966070e-03 2.319223e-02 1.365979e-02
4.020810e-03 2.318814e-02 1.365738e-02
4.076306e-03 2.318397e-02 1.365492e-02
4.132567e-03 2.317971e-02 1.365242e-02
4.189605e-03 2.317537e-02 1.364986e-02
4.247430e-03 2.317094e-02 1.364725e-02
4.306053e-03 2.316643e-02 1.364460e-02
4.365486e-03 2.316183e-02 1.364189e-02
4.425738e-03 2.315714e-02 1.363913e-02
4.486823e-03 2.315237e-02 1.363632e-02
4.548750e-03 2.314751e-02 1.363345e-02
4.611532e-03 2.314255e-02 1.363054e-02
4.675181e-03 2.313751e-02 1.362757e-02
4.739708e-03 2.313238e-02 1.362454e-02
4.805125e-03 2.312715e-02 1.362147e-02
4.871446e-03 2.312183e-02 1.361833e-02
4.938682e-03 2.311642e-02 1.361514e-02
5.006846e-03 2.311091e-02 1.361190e-02
5.075951e-03 2.310530e-02 1.360860e-02
5.146009e-03 2.309960e-02 1.360524e-02
5.217035e-03 2.309379e-02 1.360182e-02
5.289041e-03 2.308789e-02 1.359835e-02
5.362040e-03 2.308189e-02 1.359482e-02
5.436047e-03 2.307579e-02 1.359122e-02
5.511076e-03 2.306959e-02 1.358757e-02
5.587140e-03 2.306328e-02 1.358385e-02
5.664254e-03 2.305687e-02 1.358008e-02
5.742432e-03 2.305035e-02 1.357624e-02
5.821690e-03 2.304372e-02 1.357234e-02
5.902041e-03 2.303699e-02 1.356837e-02
5.983501e-03 2.303015e-02 1.356434e-02
6.066086e-03 2.302320e-02 1.356025e-02
6.149810e-03 2.301613e-02 1.355609e-02
6.234690e-03 2.300895e-02 1.355187e-02
6.320742e-03 2.300166e-02 1.354757e-02
6.407981e-03 2.299426e-02 1.354321e-02
6.496424e-03 2.298673e-02 1.353878e-02
6.586088e-03 2.297909e-02 1.353428e-02
6.676990e-03 2.297133e-02 1.352971e-02
6.769146e-03 2.296345e-02 1.352507e-02
6.862574e-03 2.295545e-02 1.352036e-02
6.957292e-03 2.294733e-02 1.351558e-02
7.053317e-03 2.293908e-02 1.351072e-02
7.150667e-03 2.293070e-02 1.350579e-02
7.249361e-03 2.292220e-02 1.350078e-02
7.349417e-03 2.291356e-02 1.349570e-02
7.450854e-03 2.290480e-02 1.349054e-02
7.553691e-03 2.289591e-02 1.348530e-02
7.657947e-03 2.288688e-02 1.347998e-02
7.763643e-03 2.287771e-02 1.347459e-02
7.870797e-03 2.286841e-02 1.346911e-02
7.979430e-03 2.285897e-02 1.346355e-02
8.089562e-03 2.284940e-02 1.345791e-02
8.201215e-03 2.283968e-02 1.345219e-02
8.314409e-03 2.282981e-02 1.344639e-02
8.429164e-03 2.281981e-02 1.344049e-02
8.545504e-03 2.280965e-02 1.343451e-02
8.663450e-03 2.279935e-02 1.342845e-02
8.783023e-03 2.278890e-02 1.342230e-02
8.904247e-03 2.277830e-02 1.341605e-02
9.027144e-03 2.276754e-02 1.340972e-02
9.151737e-03 2.275663e-02 1.340330e-02
9.278050e-03 2.274556e-02 1.339678e-02
9.406106e-03 2.273433e-02 1.339017e-02
9.535929e-03 2.272294e-02 1.338346e-02
9.667545e-03 2.271139e-02 1.337666e-02
9.800977e-03 2.269968e-02 1.336977e-02
9.936250e-03 2.268779e-02 1.336277e-02
1.007339e-02 2.267574e-02 1.335568e-02
1.021242e-02 2.266352e-02 1.334848e-02
1.035338e-02 2.265113e-02 1.334119e-02
1.049627e-02 2.263856e-02 1.333379e-02
1.064114e-02 2.262582e-02 1.332629e-02
1.078801e-02 2.261289e-02 1.331868e-02
1.093691e-02 2.259979e-02 1.331096e-02
1.108786e-02 2.258650e-02 1.330314e-02
1.124090e-02 2.257303e-02 1.329521e-02
1.139605e-02 2.255937e-02 1.328717e-02
1.155333e-02 2.254552e-02 1.327902e-02
1.171279e-02 2.253148e-02 1.327075e-02
1.187445e-02 2.251724e-02 1.326238e-02
1.203835e-02 2.250281e-02 1.325388e-02
1.220450e-02 2.248818e-02 1.324527e-02
1.237295e-02 2.247335e-02 1.323654e-02
1.254372e-02 2.245832e-02 1.322769e-02
1.271685e-02 2.244308e-02 1.321872e-02
1.289237e-02 2.242763e-02 1.320963e-02
1.307031e-02 2.241197e-02 1.320041e-02
1.325071e-02 2.239609e-02 1.319107e-02
1.343359e-02 2.238001e-02 1.318160e-02
1.361900e-02 2.236370e-02 1.317201e-02
1.380697e-02 2.234717e-02 1.316228e-02
1.399754e-02 2.233042e-02 1.315242e-02
1.419073e-02 2.231344e-02 1.314243e-02
1.438659e-02 2.229624e-02 1.313230e-02
1.458516e-02 2.227880e-02 1.312204e-02
1.478646e-02 2.226113e-02 1.311164e-02
1.499055e-02 2.224322e-02 1.310111e-02
1.519745e-02 2.222507e-02 1.309043e-02
1.540720e-02 2.220668e-02 1.307961e-02
1.561985e-02 2.218804e-02 1.306864e-02
1.583544e-02 2.216916e-02 1.305753e-02
1.605400e-02 2.215002e-02 1.304627e-02
1.627558e-02 2.213063e-02 1.303486e-02
1.650022e-02 2.211099e-02 1.302331e-02
1.672795e-02 2.209108e-02 1.301159e-02
1.695883e-02 2.207091e-02 1.299973e-02
1.719290e-02 2.205048e-02 1.298771e-02
1.743020e-02 2.202977e-02 1.297553e-02
