      r[a_0]     n[bound]   n[unbound]
1.114210e-05 4.775821e-03 9.850888e-03
1.128721e-05 4.923650e-03 1.015581e-02
1.143422e-05 5.071789e-03 1.046137e-02
1.158313e-05 5.220176e-03 1.076744e-02
1.173399e-05 5.368755e-03 1.107391e-02
1.188681e-05 5.517467e-03 1.138065e-02
1.204161e-05 5.666261e-03 1.168756e-02
1.219844e-05 5.815083e-03 1.199453e-02
1.235731e-05 5.963884e-03 1.230146e-02
1.251825e-05 6.112615e-03 1.260824e-02
1.268128e-05 6.261231e-03 1.291478e-02
1.284644e-05 6.409687e-03 1.322100e-02
1.301374e-05 6.557941e-03 1.352679e-02
1.318323e-05 6.705950e-03 1.383209e-02
1.335492e-05 6.853677e-03 1.413680e-02
1.352885e-05 7.001083e-03 1.444084e-02
1.370505e-05 7.148132e-03 1.474416e-02
1.388354e-05 7.294790e-03 1.504666e-02
1.406435e-05 7.441023e-03 1.534829e-02
1.424752e-05 7.586799e-03 1.564898e-02
1.443308e-05 7.732087e-03 1.594866e-02
1.462105e-05 7.876859e-03 1.624727e-02
1.481147e-05 8.021087e-03 1.654476e-02
1.500437e-05 8.164744e-03 1.684108e-02
1.519978e-05 8.307805e-03 1.713616e-02
1.539774e-05 8.450245e-03 1.742997e-02
1.559827e-05 8.592041e-03 1.772245e-02
1.580142e-05 8.733171e-03 1.801355e-02
1.600721e-05 8.873614e-03 1.830324e-02
1.621568e-05 9.013350e-03 1.859146e-02
1.642687e-05 9.152361e-03 1.887820e-02
1.664081e-05 9.290627e-03 1.916339e-02
1.685753e-05 9.428133e-03 1.944702e-02
1.707708e-05 9.564861e-03 1.972904e-02
1.729948e-05 9.700797e-03 2.000943e-02
1.752479e-05 9.835926e-03 2.028816e-02
1.775302e-05 9.970234e-03 2.056519e-02
1.798423e-05 1.010371e-02 2.084050e-02
1.821845e-05 1.023634e-02 2.111407e-02
1.845572e-05 1.036811e-02 2.138587e-02
1.869609e-05 1.049901e-02 2.165588e-02
1.893958e-05 1.062904e-02 2.192408e-02
1.918624e-05 1.075818e-02 2.219045e-02
1.943611e-05 1.088642e-02 2.245498e-02
1.968924e-05 1.101376e-02 2.271764e-02
1.994567e-05 1.114019e-02 2.297842e-02
2.020543e-05 1.126571e-02 2.323730e-02
2.046858e-05 1.139029e-02 2.349429e-02
2.073516e-05 1.151395e-02 2.374935e-02
2.100521e-05 1.163667e-02 2.400248e-02
2.127877e-05 1.175846e-02 2.425368e-02
2.155590e-05 1.187929e-02 2.450293e-02
2.183664e-05 1.199918e-02 2.475022e-02
2.212103e-05 1.211812e-02 2.499555e-02
2.240912e-05 1.223611e-02 2.523892e-02
2.270097e-05 1.235314e-02 2.548031e-02
2.299662e-05 1.246921e-02 2.571972e-02
2.329612e-05 1.258432e-02 2.595716e-02
2.359952e-05 1.269847e-02 2.619261e-02
2.390688e-05 1.281166e-02 2.642607e-02
2.421823e-05 1.292388e-02 2.665755e-02
2.453364e-05 1.303514e-02 2.688705e-02
2.485316e-05 1.314544e-02 2.711456e-02
2.517684e-05 1.325478e-02 2.734008e-02
2.550473e-05 1.336315e-02 2.756362e-02
2.583690e-05 1.347056e-02 2.778518e-02
2.617339e-05 1.357702e-02 2.800475e-02
2.651426e-05 1.368252e-02 2.822236e-02
2.685957e-05 1.378706e-02 2.843799e-02
2.720938e-05 1.389064e-02 2.865165e-02
2.756375e-05 1.399328e-02 2.886335e-02
2.792273e-05 1.409496e-02 2.907309e-02
2.828639e-05 1.419570e-02 2.928088e-02
2.865478e-05 1.429549e-02 2.948672e-02
2.902797e-05 1.439435e-02 2.969063e-02
2.940602e-05 1.449227e-02 2.989260e-02
2.978899e-05 1.458925e-02 3.009264e-02
3.017695e-05 1.468531e-02 3.029077e-02
3.056997e-05 1.478043e-02 3.048699e-02
3.096810e-05 1.487464e-02 3.068130e-02
3.137142e-05 1.496793e-02 3.087372e-02
3.177999e-05 1.506030e-02 3.106426e-02
3.219388e-05 1.515177e-02 3.125292e-02
3.261316e-05 1.524233e-02 3.143972e-02
3.303790e-05 1.533199e-02 3.162466e-02
3.346818e-05 1.542075e-02 3.180775e-02
3.390406e-05 1.550863e-02 3.198901e-02
3.434561e-05 1.559562e-02 3.216844e-02
3.479292e-05 1.568173e-02 3.234606e-02
3.524605e-05 1.576697e-02 3.252187e-02
3.570508e-05 1.585133e-02 3.269589e-02
3.617009e-05 1.593483e-02 3.286812e-02
3.664116e-05 1.601748e-02 3.303858e-02
3.711836e-05 1.609927e-02 3.320729e-02
3.760178e-05 1.618021e-02 3.337424e-02
3.809149e-05 1.626031e-02 3.353946e-02
3.858758e-05 1.633957e-02 3.370296e-02
3.909013e-05 1.641801e-02 3.386474e-02
3.959923e-05 1.649561e-02 3.402482e-02
4.011495e-05 1.657240e-02 3.418321e-02
4.063740e-05 1.664838e-02 3.433993e-02
4.116664e-05 1.672355e-02 3.449498e-02
4.170278e-05 1.679792e-02 3.464838e-02
4.224591e-05 1.687150e-02 3.480014e-02
4.279610e-05 1.694428e-02 3.495027e-02
4.335346e-05 1.701629e-02 3.509879e-02
4.391809e-05 1.708752e-02 3.524571e-02
4.449006e-05 1.715797e-02 3.539104e-02
4.506948e-05 1.722767e-02 3.553479e-02
4.565645e-05 1.729660e-02 3.567698e-02
4.625107e-05 1.736478e-02 3.581762e-02
4.685342e-05 1.743222e-02 3.595672e-02
4.746363e-05 1.749892e-02 3.609430e-02
4.808178e-05 1.756489e-02 3.623036e-02
4.870798e-05 1.763013e-02 3.636493e-02
4.934233e-05 1.769464e-02 3.649801e-02
4.998495e-05 1.775845e-02 3.662961e-02
5.063594e-05 1.782154e-02 3.675976e-02
5.129540e-05 1.788394e-02 3.688845e-02
5.196346e-05 1.794563e-02 3.701571e-02
5.264021e-05 1.800664e-02 3.714155e-02
5.332578e-05 1.806697e-02 3.726598e-02
5.402027e-05 1.812661e-02 3.738901e-02
5.472382e-05 1.818559e-02 3.751066e-02
5.543652e-05 1.824390e-02 3.763094e-02
5.615851e-05 1.830155e-02 3.774986e-02
5.688990e-05 1.835855e-02 3.786743e-02
5.763081e-05 1.841491e-02 3.798367e-02
5.838137e-05 1.847062e-02 3.809858e-02
5.914171e-05 1.852570e-02 3.821219e-02
5.991195e-05 1.858015e-02 3.832450e-02
6.069223e-05 1.863398e-02 3.843553e-02
6.148266e-05 1.868719e-02 3.854529e-02
6.228339e-05 1.873979e-02 3.865379e-02
6.309455e-05 1.879179e-02 3.876104e-02
6.391627e-05 1.884318e-02 3.886705e-02
6.474869e-05 1.889399e-02 3.897185e-02
6.559196e-05 1.894421e-02 3.907543e-02
6.644620e-05 1.899384e-02 3.917782e-02
6.731158e-05 1.904291e-02 3.927901e-02
6.818822e-05 1.909140e-02 3.937904e-02
6.907628e-05 1.913933e-02 3.947790e-02
6.997590e-05 1.918670e-02 3.957561e-02
7.088725e-05 1.923352e-02 3.967218e-02
7.181046e-05 1.927979e-02 3.976762e-02
7.274569e-05 1.932552e-02 3.986195e-02
7.369311e-05 1.937071e-02 3.995517e-02
7.465286e-05 1.941538e-02 4.004729e-02
7.562511e-05 1.945952e-02 4.013834e-02
7.661003e-05 1.950314e-02 4.022831e-02
7.760777e-05 1.954624e-02 4.031723e-02
7.861851e-05 1.958884e-02 4.040509e-02
7.964241e-05 1.963094e-02 4.049192e-02
8.067964e-05 1.967253e-02 4.057772e-02
8.173039e-05 1.971364e-02 4.066250e-02
8.279482e-05 1.975426e-02 4.074628e-02
8.387311e-05 1.979439e-02 4.082907e-02
8.496544e-05 1.983405e-02 4.091087e-02
8.607200e-05 1.987323e-02 4.099169e-02
8.719297e-05 1.991195e-02 4.107156e-02
8.832855e-05 1.995021e-02 4.115047e-02
8.947891e-05 1.998801e-02 4.122844e-02
9.064425e-05 2.002536e-02 4.130547e-02
9.182477e-05 2.006226e-02 4.138159e-02
9.302066e-05 2.009872e-02 4.145679e-02
9.423213e-05 2.013474e-02 4.153109e-02
9.545938e-05 2.017032e-02 4.160449e-02
9.670261e-05 2.020548e-02 4.167702e-02
9.796203e-05 2.024022e-02 4.174867e-02
9.923785e-05 2.027454e-02 4.181945e-02
1.005303e-04 2.030844e-02 4.188939e-02
1.018396e-04 2.034194e-02 4.195848e-02
1.031659e-04 2.037503e-02 4.202673e-02
1.045095e-04 2.040772e-02 4.209416e-02
1.058706e-04 2.044001e-02 4.216077e-02
1.072494e-04 2.047192e-02 4.222657e-02
1.086462e-04 2.050343e-02 4.229158e-02
1.100612e-04 2.053456e-02 4.235579e-02
1.114946e-04 2.056532e-02 4.241923e-02
1.129466e-04 2.059570e-02 4.248189e-02
1.144176e-04 2.062571e-02 4.254379e-02
1.159077e-04 2.065535e-02 4.260493e-02
1.174173e-04 2.068463e-02 4.266533e-02
1.189465e-04 2.071355e-02 4.272499e-02
1.204956e-04 2.074212e-02 4.278392e-02
1.220649e-04 2.077035e-02 4.284213e-02
1.236546e-04 2.079822e-02 4.289963e-02
1.252651e-04 2.082575e-02 4.295642e-02
1.268965e-04 2.085295e-02 4.301251e-02
1.285491e-04 2.087981e-02 4.306792e-02
1.302233e-04 2.090634e-02 4.312265e-02
1.319193e-04 2.093255e-02 4.317670e-02
1.336374e-04 2.095843e-02 4.323009e-02
1.353778e-04 2.098399e-02 4.328281e-02
1.371409e-04 2.100924e-02 4.333489e-02
1.389270e-04 2.103418e-02 4.338633e-02
1.407363e-04 2.105881e-02 4.343713e-02
1.425692e-04 2.108313e-02 4.348730e-02
1.444260e-04 2.110716e-02 4.353686e-02
1.463070e-04 2.113088e-02 4.358580e-02
1.482124e-04 2.115431e-02 4.363413e-02
1.501427e-04 2.117746e-02 4.368186e-02
1.520981e-04 2.120031e-02 4.372900e-02
1.540789e-04 2.122288e-02 4.377556e-02
1.560856e-04 2.124517e-02 4.382153e-02
1.581184e-04 2.126718e-02 4.386694e-02
1.601777e-04 2.128892e-02 4.391178e-02
1.622638e-04 2.131039e-02 4.395606e-02
1.643771e-04 2.133159e-02 4.399979e-02
1.665179e-04 2.135253e-02 4.404297e-02
1.686865e-04 2.137320e-02 4.408562e-02
1.708834e-04 2.139362e-02 4.412773e-02
1.731090e-04 2.141378e-02 4.416931e-02
1.753635e-04 2.143369e-02 4.421038e-02
1.776474e-04 2.145335e-02 4.425093e-02
1.799610e-04 2.147276e-02 4.429097e-02
1.823047e-04 2.149193e-02 4.433051e-02
1.846790e-04 2.151086e-02 4.436955e-02
1.870842e-04 2.152955e-02 4.440811e-02
1.895207e-04 2.154800e-02 4.444617e-02
1.919890e-04 2.156623e-02 4.448376e-02
1.944894e-04 2.158422e-02 4.452088e-02
1.970223e-04 2.160199e-02 4.455753e-02
1.995883e-04 2.161953e-02 4.459371e-02
2.021877e-04 2.163685e-02 4.462944e-02
2.048209e-04 2.165396e-02 4.466472e-02
2.074884e-04 2.167084e-02 4.469955e-02
2.101906e-04 2.168752e-02 4.473395e-02
2.129281e-04 2.170398e-02 4.476790e-02
2.157012e-04 2.172023e-02 4.480143e-02
2.185104e-04 2.173628e-02 4.483453e-02
2.213562e-04 2.175213e-02 4.486721e-02
2.242391e-04 2.176777e-02 4.489948e-02
2.271595e-04 2.178321e-02 4.493134e-02
2.301180e-04 2.179846e-02 4.496279e-02
2.331149e-04 2.181352e-02 4.499384e-02
2.361509e-04 2.182838e-02 4.502449e-02
2.392265e-04 2.184305e-02 4.505476e-02
2.423421e-04 2.185754e-02 4.508464e-02
2.454983e-04 2.187184e-02 4.511413e-02
2.486956e-04 2.188595e-02 4.514325e-02
2.519345e-04 2.189989e-02 4.517200e-02
2.552156e-04 2.191365e-02 4.520038e-02
2.585394e-04 2.192723e-02 4.522839e-02
2.619066e-04 2.194064e-02 4.525605e-02
2.653175e-04 2.195388e-02 4.528335e-02
2.687729e-04 2.196694e-02 4.531030e-02
2.722733e-04 2.197984e-02 4.533690e-02
2.758193e-04 2.199257e-02 4.536317e-02
2.794115e-04 2.200514e-02 4.538909e-02
2.830505e-04 2.201754e-02 4.541468e-02
2.867368e-04 2.202979e-02 4.543993e-02
2.904712e-04 2.204188e-02 4.546487e-02
2.942542e-04 2.205381e-02 4.548948e-02
2.980864e-04 2.206558e-02 4.551377e-02
3.019686e-04 2.207721e-02 4.553774e-02
3.059014e-04 2.208868e-02 4.556141e-02
3.098853e-04 2.210000e-02 4.558476e-02
3.139212e-04 2.211118e-02 4.560782e-02
3.180096e-04 2.212221e-02 4.563057e-02
3.221512e-04 2.213310e-02 4.565303e-02
3.263468e-04 2.214384e-02 4.567519e-02
3.305970e-04 2.215445e-02 4.569706e-02
3.349026e-04 2.216491e-02 4.571865e-02
3.392643e-04 2.217524e-02 4.573996e-02
3.436827e-04 2.218544e-02 4.576098e-02
3.481587e-04 2.219550e-02 4.578174e-02
3.526930e-04 2.220543e-02 4.580221e-02
3.572864e-04 2.221522e-02 4.582242e-02
3.619395e-04 2.222489e-02 4.584236e-02
3.666533e-04 2.223443e-02 4.586204e-02
3.714285e-04 2.224385e-02 4.588146e-02
3.762658e-04 2.225314e-02 4.590062e-02
3.811662e-04 2.226230e-02 4.591953e-02
3.861304e-04 2.227135e-02 4.593819e-02
3.911592e-04 2.228027e-02 4.595660e-02
3.962535e-04 2.228908e-02 4.597476e-02
4.014142e-04 2.229777e-02 4.599269e-02
4.066421e-04 2.230634e-02 4.601037e-02
4.119380e-04 2.231480e-02 4.602782e-02
4.173030e-04 2.232315e-02 4.604503e-02
4.227378e-04 2.233138e-02 4.606202e-02
4.282434e-04 2.233950e-02 4.607877e-02
4.338207e-04 2.234752e-02 4.609530e-02
4.394706e-04 2.235542e-02 4.611161e-02
4.451941e-04 2.236322e-02 4.612769e-02
4.509922e-04 2.237091e-02 4.614356e-02
4.568657e-04 2.237850e-02 4.615921e-02
4.628158e-04 2.238599e-02 4.617466e-02
4.688434e-04 2.239337e-02 4.618989e-02
4.749494e-04 2.240066e-02 4.620491e-02
4.811350e-04 2.240784e-02 4.621973e-02
4.874011e-04 2.241493e-02 4.623434e-02
4.937489e-04 2.242192e-02 4.624876e-02
5.001793e-04 2.242881e-02 4.626297e-02
5.066934e-04 2.243560e-02 4.627700e-02
5.132924e-04 2.244231e-02 4.629082e-02
5.199774e-04 2.244892e-02 4.630446e-02
5.267494e-04 2.245544e-02 4.631790e-02
5.336096e-04 2.246187e-02 4.633116e-02
5.405591e-04 2.246820e-02 4.634424e-02
5.475992e-04 2.247445e-02 4.635713e-02
5.547309e-04 2.248062e-02 4.636984e-02
5.619556e-04 2.248669e-02 4.638237e-02
5.692743e-04 2.249268e-02 4.639473e-02
5.766883e-04 2.249859e-02 4.640691e-02
5.841989e-04 2.250441e-02 4.641892e-02
5.918073e-04 2.251015e-02 4.643075e-02
5.995148e-04 2.251580e-02 4.644242e-02
6.073227e-04 2.252138e-02 4.645392e-02
6.152322e-04 2.252688e-02 4.646526e-02
6.232448e-04 2.253229e-02 4.647643e-02
6.313617e-04 2.253763e-02 4.648744e-02
6.395844e-04 2.254289e-02 4.649829e-02
6.479141e-04 2.254808e-02 4.650899e-02
6.563523e-04 2.255318e-02 4.651952e-02
6.649004e-04 2.255822e-02 4.652991e-02
6.735599e-04 2.256318e-02 4.654014e-02
6.823321e-04 2.256806e-02 4.655022e-02
6.912185e-04 2.257288e-02 4.656015e-02
7.002207e-04 2.257762e-02 4.656993e-02
7.093401e-04 2.258229e-02 4.657956e-02
7.185784e-04 2.258689e-02 4.658905e-02
7.279369e-04 2.259142e-02 4.659840e-02
7.374173e-04 2.259589e-02 4.660760e-02
7.470211e-04 2.260028e-02 4.661667e-02
7.567501e-04 2.260461e-02 4.662560e-02
7.666057e-04 2.260887e-02 4.663439e-02
7.765897e-04 2.261307e-02 4.664304e-02
7.867038e-04 2.261720e-02 4.665156e-02
7.969495e-04 2.262126e-02 4.665994e-02
8.073287e-04 2.262526e-02 4.666820e-02
8.178431e-04 2.262920e-02 4.667632e-02
8.284944e-04 2.263308e-02 4.668432e-02
8.392844e-04 2.263689e-02 4.669218e-02
8.502150e-04 2.264064e-02 4.669992e-02
8.612879e-04 2.264433e-02 4.670754e-02
8.725050e-04 2.264797e-02 4.671503e-02
8.838682e-04 2.265154e-02 4.672240e-02
8.953794e-04 2.265505e-02 4.672965e-02
9.070405e-04 2.265851e-02 4.673677e-02
9.188535e-04 2.266190e-02 4.674378e-02
9.308203e-04 2.266525e-02 4.675067e-02
9.429430e-04 2.266853e-02 4.675744e-02
9.552236e-04 2.267176e-02 4.676410e-02
9.676641e-04 2.267493e-02 4.677064e-02
9.802666e-04 2.267804e-02 4.677707e-02
9.930333e-04 2.268111e-02 4.678339e-02
1.005966e-03 2.268411e-02 4.678959e-02
1.019068e-03 2.268707e-02 4.679568e-02
1.032340e-03 2.268997e-02 4.680167e-02
1.045784e-03 2.269282e-02 4.680754e-02
1.059404e-03 2.269561e-02 4.681331e-02
1.073202e-03 2.269836e-02 4.681897e-02
1.087179e-03 2.270105e-02 4.682453e-02
1.101338e-03 2.270369e-02 4.682998e-02
1.115681e-03 2.270629e-02 4.683533e-02
1.130211e-03 2.270883e-02 4.684057e-02
1.144931e-03 2.271132e-02 4.684571e-02
1.159842e-03 2.271376e-02 4.685075e-02
1.174947e-03 2.271616e-02 4.685569e-02
1.190250e-03 2.271850e-02 4.686053e-02
1.205751e-03 2.272080e-02 4.686527e-02
1.221454e-03 2.272305e-02 4.686991e-02
1.237362e-03 2.272526e-02 4.687446e-02
1.253477e-03 2.272741e-02 4.687891e-02
1.269802e-03 2.272952e-02 4.688326e-02
1.286339e-03 2.273159e-02 4.688752e-02
1.303092e-03 2.273361e-02 4.689168e-02
1.320063e-03 2.273558e-02 4.689575e-02
1.337255e-03 2.273751e-02 4.689973e-02
1.354671e-03 2.273939e-02 4.690361e-02
1.372314e-03 2.274123e-02 4.690740e-02
1.390186e-03 2.274302e-02 4.691110e-02
1.408292e-03 2.274477e-02 4.691471e-02
1.426633e-03 2.274647e-02 4.691823e-02
1.445213e-03 2.274814e-02 4.692166e-02
1.464035e-03 2.274976e-02 4.692500e-02
1.483102e-03 2.275133e-02 4.692825e-02
1.502417e-03 2.275287e-02 4.693142e-02
1.521984e-03 2.275436e-02 4.693449e-02
1.541806e-03 2.275581e-02 4.693748e-02
1.561886e-03 2.275722e-02 4.694039e-02
1.582227e-03 2.275858e-02 4.694320e-02
1.602834e-03 2.275991e-02 4.694594e-02
1.623709e-03 2.276119e-02 4.694858e-02
1.644855e-03 2.276243e-02 4.695115e-02
1.666277e-03 2.276363e-02 4.695363e-02
1.687978e-03 2.276479e-02 4.695602e-02
1.709962e-03 2.276592e-02 4.695833e-02
1.732232e-03 2.276700e-02 4.696056e-02
1.754792e-03 2.276804e-02 4.696271e-02
1.777646e-03 2.276904e-02 4.696477e-02
1.800797e-03 2.277000e-02 4.696676e-02
1.824250e-03 2.277092e-02 4.696866e-02
1.848008e-03 2.277180e-02 4.697048e-02
1.872076e-03 2.277264e-02 4.697221e-02
1.896458e-03 2.277345e-02 4.697387e-02
1.921156e-03 2.277421e-02 4.697545e-02
1.946177e-03 2.277494e-02 4.697695e-02
1.971523e-03 2.277562e-02 4.697836e-02
1.997200e-03 2.277627e-02 4.697970e-02
2.023210e-03 2.277688e-02 4.698096e-02
2.049560e-03 2.277745e-02 4.698214e-02
2.076253e-03 2.277798e-02 4.698324e-02
2.103293e-03 2.277848e-02 4.698426e-02
2.130686e-03 2.277894e-02 4.698520e-02
2.158435e-03 2.277935e-02 4.698607e-02
2.186546e-03 2.277974e-02 4.698685e-02
2.215023e-03 2.278008e-02 4.698756e-02
2.243870e-03 2.278038e-02 4.698819e-02
2.273094e-03 2.278065e-02 4.698874e-02
2.302698e-03 2.278088e-02 4.698921e-02
2.332687e-03 2.278107e-02 4.698961e-02
2.363067e-03 2.278122e-02 4.698993e-02
2.393843e-03 2.278134e-02 4.699016e-02
2.425020e-03 2.278142e-02 4.699033e-02
2.456602e-03 2.278146e-02 4.699041e-02
2.488596e-03 2.278146e-02 4.699042e-02
2.521007e-03 2.278142e-02 4.699035e-02
2.553840e-03 2.278135e-02 4.699020e-02
2.587100e-03 2.278124e-02 4.698997e-02
2.620793e-03 2.278109e-02 4.698967e-02
2.654926e-03 2.278091e-02 4.698928e-02
2.689503e-03 2.278068e-02 4.698882e-02
2.724530e-03 2.278042e-02 4.698829e-02
2.760013e-03 2.278012e-02 4.698767e-02
2.795959e-03 2.277978e-02 4.698698e-02
2.832372e-03 2.277941e-02 4.698620e-02
2.869260e-03 2.277900e-02 4.698535e-02
2.906628e-03 2.277855e-02 4.698442e-02
2.944483e-03 2.277806e-02 4.698342e-02
2.982831e-03 2.277753e-02 4.698233e-02
3.021678e-03 2.277696e-02 4.698116e-02
3.061032e-03 2.277636e-02 4.697992e-02
3.100898e-03 2.277571e-02 4.697859e-02
3.141283e-03 2.277503e-02 4.697719e-02
3.182194e-03 2.277431e-02 4.697570e-02
3.223637e-03 2.277355e-02 4.697414e-02
3.265621e-03 2.277276e-02 4.697250e-02
3.308151e-03 2.277192e-02 4.697077e-02
3.351235e-03 2.277104e-02 4.696897e-02
3.394881e-03 2.277013e-02 4.696708e-02
3.439095e-03 2.276917e-02 4.696511e-02
3.483884e-03 2.276818e-02 4.696306e-02
3.529257e-03 2.276714e-02 4.696093e-02
3.575221e-03 2.276607e-02 4.695871e-02
3.621783e-03 2.276495e-02 4.695641e-02
3.668952e-03 2.276380e-02 4.695403e-02
3.716735e-03 2.276260e-02 4.695157e-02
3.765141e-03 2.276136e-02 4.694902e-02
3.814177e-03 2.276008e-02 4.694639e-02
3.863851e-03 2.275877e-02 4.694367e-02
3.914173e-03 2.275740e-02 4.694086e-02
3.965150e-03 2.275600e-02 4.693797e-02
4.016790e-03 2.275456e-02 4.693500e-02
4.069104e-03 2.275307e-02 4.693194e-02
4.122098e-03 2.275154e-02 4.692879e-02
4.175783e-03 2.274997e-02 4.692555e-02
4.230167e-03 2.274836e-02 4.692222e-02
4.285259e-03 2.274670e-02 4.691881e-02
4.341069e-03 2.274500e-02 4.691531e-02
4.397606e-03 2.274326e-02 4.691171e-02
4.454878e-03 2.274147e-02 4.690803e-02
4.512897e-03 2.273964e-02 4.690425e-02
4.571672e-03 2.273776e-02 4.690039e-02
4.631212e-03 2.273584e-02 4.689643e-02
4.691527e-03 2.273388e-02 4.689238e-02
4.752628e-03 2.273186e-02 4.688823e-02
4.814524e-03 2.272981e-02 4.688399e-02
4.877227e-03 2.272770e-02 4.687965e-02
4.940746e-03 2.272555e-02 4.687522e-02
5.005093e-03 2.272335e-02 4.687070e-02
5.070277e-03 2.272111e-02 4.686607e-02
5.136311e-03 2.271882e-02 4.686135e-02
5.203205e-03 2.271648e-02 4.685653e-02
5.270969e-03 2.271409e-02 4.685161e-02
5.339617e-03 2.271165e-02 4.684659e-02
5.409158e-03 2.270917e-02 4.684147e-02
5.479605e-03 2.270663e-02 4.683624e-02
5.550969e-03 2.270405e-02 4.683092e-02
5.623263e-03 2.270141e-02 4.682549e-02
5.696499e-03 2.269873e-02 4.681995e-02
5.770688e-03 2.269599e-02 4.681431e-02
5.845843e-03 2.269320e-02 4.680857e-02
5.921978e-03 2.269036e-02 4.680271e-02
5.999103e-03 2.268747e-02 4.679675e-02
6.077234e-03 2.268452e-02 4.679068e-02
6.156381e-03 2.268152e-02 4.678450e-02
6.236560e-03 2.267847e-02 4.677821e-02
6.317783e-03 2.267536e-02 4.677180e-02
6.400064e-03 2.267220e-02 4.676529e-02
6.483416e-03 2.266898e-02 4.675866e-02
6.567853e-03 2.266571e-02 4.675191e-02
6.653391e-03 2.266238e-02 4.674505e-02
6.740042e-03 2.265899e-02 4.673807e-02
6.827822e-03 2.265554e-02 4.673097e-02
6.916746e-03 2.265204e-02 4.672375e-02
7.006827e-03 2.264848e-02 4.671642e-02
7.098081e-03 2.264486e-02 4.670895e-02
7.190524e-03 2.264117e-02 4.670137e-02
7.284171e-03 2.263743e-02 4.669366e-02
7.379038e-03 2.263363e-02 4.668583e-02
7.475140e-03 2.262977e-02 4.667787e-02
7.572494e-03 2.262584e-02 4.666978e-02
7.671115e-03 2.262185e-02 4.666156e-02
7.771021e-03 2.261780e-02 4.665321e-02
7.872228e-03 2.261368e-02 4.664473e-02
7.974753e-03 2.260950e-02 4.663612e-02
8.078614e-03 2.260525e-02 4.662737e-02
8.183827e-03 2.260094e-02 4.661849e-02
8.290410e-03 2.259656e-02 4.660946e-02
8.398382e-03 2.259211e-02 4.660030e-02
8.507759e-03 2.258759e-02 4.659100e-02
8.618561e-03 2.258301e-02 4.658156e-02
8.730807e-03 2.257836e-02 4.657197e-02
8.844514e-03 2.257363e-02 4.656224e-02
8.959701e-03 2.256883e-02 4.655236e-02
9.076390e-03 2.256397e-02 4.654233e-02
9.194597e-03 2.255902e-02 4.653216e-02
9.314345e-03 2.255401e-02 4.652183e-02
9.435651e-03 2.254892e-02 4.651135e-02
9.558538e-03 2.254376e-02 4.650071e-02
9.683025e-03 2.253852e-02 4.648992e-02
9.809133e-03 2.253320e-02 4.647897e-02
9.936884e-03 2.252781e-02 4.646787e-02
1.006630e-02 2.252233e-02 4.645660e-02
1.019740e-02 2.251678e-02 4.644516e-02
1.033021e-02 2.251115e-02 4.643357e-02
1.046474e-02 2.250544e-02 4.642180e-02
1.060103e-02 2.249964e-02 4.640987e-02
1.073910e-02 2.249376e-02 4.639777e-02
1.087896e-02 2.248780e-02 4.638549e-02
1.102064e-02 2.248175e-02 4.637304e-02
1.116417e-02 2.247562e-02 4.636042e-02
