      r[a_0]     n[bound]   n[unbound]
1.741433e-05 9.264020e-02 1.284688e-02
1.765469e-05 9.399147e-02 1.303426e-02
1.789836e-05 9.533393e-02 1.322043e-02
1.814539e-05 9.666743e-02 1.340535e-02
1.839583e-05 9.799184e-02 1.358902e-02
1.864973e-05 9.930705e-02 1.377140e-02
1.890714e-05 1.006129e-01 1.395250e-02
1.916810e-05 1.019094e-01 1.413228e-02
1.943265e-05 1.031963e-01 1.431075e-02
1.970087e-05 1.044737e-01 1.448788e-02
1.997278e-05 1.057413e-01 1.466367e-02
2.024844e-05 1.069992e-01 1.483811e-02
2.052791e-05 1.082472e-01 1.501117e-02
2.081124e-05 1.094853e-01 1.518287e-02
2.109848e-05 1.107134e-01 1.535318e-02
2.138968e-05 1.119315e-01 1.552210e-02
2.168490e-05 1.131396e-01 1.568963e-02
2.198420e-05 1.143376e-01 1.585576e-02
2.228762e-05 1.155254e-01 1.602048e-02
2.259524e-05 1.167031e-01 1.618380e-02
2.290710e-05 1.178706e-01 1.634570e-02
2.322327e-05 1.190278e-01 1.650618e-02
2.354379e-05 1.201749e-01 1.666525e-02
2.386875e-05 1.213117e-01 1.682290e-02
2.419818e-05 1.224383e-01 1.697912e-02
2.453217e-05 1.235546e-01 1.713393e-02
2.487076e-05 1.246607e-01 1.728732e-02
2.521403e-05 1.257565e-01 1.743929e-02
2.556204e-05 1.268422e-01 1.758984e-02
2.591484e-05 1.279176e-01 1.773897e-02
2.627252e-05 1.289828e-01 1.788669e-02
2.663514e-05 1.300378e-01 1.803299e-02
2.700276e-05 1.310827e-01 1.817789e-02
2.737545e-05 1.321174e-01 1.832138e-02
2.775329e-05 1.331420e-01 1.846347e-02
2.813634e-05 1.341566e-01 1.860416e-02
2.852468e-05 1.351611e-01 1.874346e-02
2.891838e-05 1.361556e-01 1.888137e-02
2.931751e-05 1.371401e-01 1.901789e-02
2.972215e-05 1.381146e-01 1.915304e-02
3.013238e-05 1.390793e-01 1.928682e-02
3.054827e-05 1.400341e-01 1.941923e-02
3.096990e-05 1.409791e-01 1.955027e-02
3.139735e-05 1.419144e-01 1.967997e-02
3.183069e-05 1.428399e-01 1.980832e-02
3.227002e-05 1.437558e-01 1.993533e-02
3.271541e-05 1.446620e-01 2.006100e-02
3.316695e-05 1.455587e-01 2.018535e-02
3.362473e-05 1.464459e-01 2.030838e-02
3.408882e-05 1.473236e-01 2.043010e-02
3.455931e-05 1.481920e-01 2.055052e-02
3.503630e-05 1.490510e-01 2.066965e-02
3.551987e-05 1.499008e-01 2.078749e-02
3.601012e-05 1.507413e-01 2.090405e-02
3.650714e-05 1.515727e-01 2.101934e-02
3.701101e-05 1.523950e-01 2.113337e-02
3.752184e-05 1.532082e-01 2.124615e-02
3.803971e-05 1.540125e-01 2.135768e-02
3.856474e-05 1.548079e-01 2.146799e-02
3.909701e-05 1.555945e-01 2.157706e-02
3.963663e-05 1.563723e-01 2.168492e-02
4.018370e-05 1.571414e-01 2.179158e-02
4.073832e-05 1.579018e-01 2.189703e-02
4.130059e-05 1.586537e-01 2.200130e-02
4.187062e-05 1.593971e-01 2.210439e-02
4.244852e-05 1.601320e-01 2.220631e-02
4.303440e-05 1.608586e-01 2.230707e-02
4.362836e-05 1.615769e-01 2.240668e-02
4.423052e-05 1.622870e-01 2.250514e-02
4.484099e-05 1.629889e-01 2.260248e-02
4.545989e-05 1.636827e-01 2.269870e-02
4.608733e-05 1.643685e-01 2.279380e-02
4.672343e-05 1.650464e-01 2.288780e-02
4.736831e-05 1.657163e-01 2.298071e-02
4.802209e-05 1.663785e-01 2.307253e-02
4.868489e-05 1.670329e-01 2.316329e-02
4.935685e-05 1.676797e-01 2.325297e-02
5.003807e-05 1.683188e-01 2.334161e-02
5.072870e-05 1.689504e-01 2.342920e-02
5.142886e-05 1.695746e-01 2.351576e-02
5.213868e-05 1.701914e-01 2.360129e-02
5.285830e-05 1.708009e-01 2.368581e-02
5.358786e-05 1.714031e-01 2.376932e-02
5.432748e-05 1.719981e-01 2.385183e-02
5.507731e-05 1.725860e-01 2.393336e-02
5.583749e-05 1.731669e-01 2.401391e-02
5.660816e-05 1.737408e-01 2.409350e-02
5.738947e-05 1.743078e-01 2.417213e-02
5.818156e-05 1.748679e-01 2.424981e-02
5.898459e-05 1.754213e-01 2.432655e-02
5.979870e-05 1.759680e-01 2.440236e-02
6.062404e-05 1.765081e-01 2.447726e-02
6.146078e-05 1.770416e-01 2.455124e-02
6.230906e-05 1.775686e-01 2.462432e-02
6.316906e-05 1.780891e-01 2.469651e-02
6.404092e-05 1.786033e-01 2.476782e-02
6.492481e-05 1.791112e-01 2.483825e-02
6.582091e-05 1.796129e-01 2.490782e-02
6.672937e-05 1.801084e-01 2.497653e-02
6.765038e-05 1.805978e-01 2.504440e-02
6.858409e-05 1.810812e-01 2.511143e-02
6.953069e-05 1.815585e-01 2.517763e-02
7.049036e-05 1.820300e-01 2.524301e-02
7.146327e-05 1.824956e-01 2.530758e-02
7.244961e-05 1.829555e-01 2.537134e-02
7.344956e-05 1.834096e-01 2.543432e-02
7.446332e-05 1.838580e-01 2.549651e-02
7.549106e-05 1.843009e-01 2.555792e-02
7.653299e-05 1.847382e-01 2.561856e-02
7.758931e-05 1.851700e-01 2.567845e-02
7.866020e-05 1.855964e-01 2.573758e-02
7.974587e-05 1.860175e-01 2.579597e-02
8.084653e-05 1.864333e-01 2.585363e-02
8.196237e-05 1.868438e-01 2.591056e-02
8.309362e-05 1.872491e-01 2.596677e-02
8.424049e-05 1.876494e-01 2.602227e-02
8.540318e-05 1.880445e-01 2.607707e-02
8.658192e-05 1.884347e-01 2.613117e-02
8.777692e-05 1.888199e-01 2.618459e-02
8.898843e-05 1.892002e-01 2.623733e-02
9.021665e-05 1.895756e-01 2.628940e-02
9.146182e-05 1.899463e-01 2.634080e-02
9.272418e-05 1.903123e-01 2.639155e-02
9.400397e-05 1.906735e-01 2.644165e-02
9.530142e-05 1.910302e-01 2.649111e-02
9.661677e-05 1.913823e-01 2.653993e-02
9.795028e-05 1.917298e-01 2.658813e-02
9.930220e-05 1.920729e-01 2.663571e-02
1.006728e-04 1.924116e-01 2.668268e-02
1.020623e-04 1.927459e-01 2.672904e-02
1.034709e-04 1.930759e-01 2.677480e-02
1.048990e-04 1.934017e-01 2.681998e-02
1.063469e-04 1.937232e-01 2.686457e-02
1.078147e-04 1.940406e-01 2.690858e-02
1.093027e-04 1.943539e-01 2.695202e-02
1.108113e-04 1.946631e-01 2.699490e-02
1.123408e-04 1.949683e-01 2.703722e-02
1.138913e-04 1.952695e-01 2.707899e-02
1.154632e-04 1.955668e-01 2.712022e-02
1.170569e-04 1.958602e-01 2.716091e-02
1.186725e-04 1.961498e-01 2.720107e-02
1.203104e-04 1.964356e-01 2.724070e-02
1.219709e-04 1.967177e-01 2.727982e-02
1.236544e-04 1.969960e-01 2.731842e-02
1.253611e-04 1.972708e-01 2.735652e-02
1.270913e-04 1.975419e-01 2.739411e-02
1.288454e-04 1.978094e-01 2.743122e-02
1.306238e-04 1.980734e-01 2.746783e-02
1.324266e-04 1.983340e-01 2.750396e-02
1.342544e-04 1.985911e-01 2.753962e-02
1.361074e-04 1.988448e-01 2.757480e-02
1.379859e-04 1.990952e-01 2.760952e-02
1.398904e-04 1.993422e-01 2.764378e-02
1.418212e-04 1.995860e-01 2.767758e-02
1.437786e-04 1.998265e-01 2.771094e-02
1.457631e-04 2.000638e-01 2.774385e-02
1.477749e-04 2.002980e-01 2.777632e-02
1.498145e-04 2.005291e-01 2.780836e-02
1.518822e-04 2.007570e-01 2.783998e-02
1.539785e-04 2.009820e-01 2.787117e-02
1.561037e-04 2.012039e-01 2.790195e-02
1.582583e-04 2.014228e-01 2.793231e-02
1.604426e-04 2.016389e-01 2.796227e-02
1.626570e-04 2.018520e-01 2.799182e-02
1.649020e-04 2.020622e-01 2.802098e-02
1.671780e-04 2.022697e-01 2.804974e-02
1.694854e-04 2.024743e-01 2.807812e-02
1.718247e-04 2.026762e-01 2.810611e-02
1.741962e-04 2.028753e-01 2.813373e-02
1.766005e-04 2.030717e-01 2.816097e-02
1.790379e-04 2.032655e-01 2.818784e-02
1.815090e-04 2.034567e-01 2.821435e-02
1.840142e-04 2.036452e-01 2.824050e-02
1.865540e-04 2.038312e-01 2.826629e-02
1.891288e-04 2.040147e-01 2.829173e-02
1.917392e-04 2.041957e-01 2.831683e-02
1.943855e-04 2.043741e-01 2.834158e-02
1.970685e-04 2.045502e-01 2.836599e-02
1.997884e-04 2.047238e-01 2.839007e-02
2.025459e-04 2.048951e-01 2.841382e-02
2.053415e-04 2.050640e-01 2.843724e-02
2.081756e-04 2.052305e-01 2.846034e-02
2.110488e-04 2.053948e-01 2.848312e-02
2.139617e-04 2.055568e-01 2.850559e-02
2.169149e-04 2.057166e-01 2.852774e-02
2.199087e-04 2.058741e-01 2.854959e-02
2.229439e-04 2.060295e-01 2.857114e-02
2.260210e-04 2.061827e-01 2.859238e-02
2.291406e-04 2.063338e-01 2.861333e-02
2.323032e-04 2.064827e-01 2.863399e-02
2.355094e-04 2.066296e-01 2.865436e-02
2.387599e-04 2.067745e-01 2.867444e-02
2.420553e-04 2.069172e-01 2.869424e-02
2.453962e-04 2.070580e-01 2.871377e-02
2.487831e-04 2.071968e-01 2.873302e-02
2.522169e-04 2.073337e-01 2.875199e-02
2.556980e-04 2.074686e-01 2.877070e-02
2.592271e-04 2.076016e-01 2.878914e-02
2.628050e-04 2.077327e-01 2.880733e-02
2.664322e-04 2.078619e-01 2.882525e-02
2.701096e-04 2.079893e-01 2.884292e-02
2.738376e-04 2.081149e-01 2.886033e-02
2.776171e-04 2.082387e-01 2.887749e-02
2.814488e-04 2.083607e-01 2.889441e-02
2.853334e-04 2.084809e-01 2.891109e-02
2.892716e-04 2.085994e-01 2.892752e-02
2.932641e-04 2.087162e-01 2.894372e-02
2.973118e-04 2.088313e-01 2.895968e-02
3.014153e-04 2.089447e-01 2.897541e-02
3.055754e-04 2.090565e-01 2.899091e-02
3.097930e-04 2.091666e-01 2.900618e-02
3.140688e-04 2.092752e-01 2.902123e-02
3.184036e-04 2.093821e-01 2.903606e-02
3.227982e-04 2.094874e-01 2.905066e-02
3.272535e-04 2.095912e-01 2.906506e-02
3.317702e-04 2.096934e-01 2.907924e-02
3.363494e-04 2.097942e-01 2.909320e-02
3.409917e-04 2.098934e-01 2.910696e-02
3.456980e-04 2.099911e-01 2.912051e-02
3.504694e-04 2.100874e-01 2.913386e-02
3.553066e-04 2.101822e-01 2.914701e-02
3.602105e-04 2.102756e-01 2.915996e-02
3.651822e-04 2.103675e-01 2.917271e-02
3.702225e-04 2.104580e-01 2.918527e-02
3.753323e-04 2.105472e-01 2.919763e-02
3.805126e-04 2.106350e-01 2.920980e-02
3.857645e-04 2.107214e-01 2.922179e-02
3.910888e-04 2.108065e-01 2.923359e-02
3.964867e-04 2.108903e-01 2.924521e-02
4.019590e-04 2.109727e-01 2.925664e-02
4.075069e-04 2.110539e-01 2.926790e-02
4.131313e-04 2.111338e-01 2.927897e-02
4.188333e-04 2.112124e-01 2.928987e-02
4.246141e-04 2.112897e-01 2.930060e-02
4.304746e-04 2.113658e-01 2.931116e-02
4.364161e-04 2.114407e-01 2.932154e-02
4.424395e-04 2.115144e-01 2.933176e-02
4.485461e-04 2.115869e-01 2.934181e-02
4.547369e-04 2.116582e-01 2.935170e-02
4.610132e-04 2.117283e-01 2.936142e-02
4.673762e-04 2.117973e-01 2.937098e-02
4.738269e-04 2.118651e-01 2.938039e-02
4.803667e-04 2.119317e-01 2.938963e-02
4.869968e-04 2.119973e-01 2.939872e-02
4.937183e-04 2.120617e-01 2.940766e-02
5.005326e-04 2.121251e-01 2.941644e-02
5.074410e-04 2.121873e-01 2.942507e-02
5.144447e-04 2.122485e-01 2.943355e-02
5.215451e-04 2.123086e-01 2.944189e-02
5.287435e-04 2.123676e-01 2.945008e-02
5.360413e-04 2.124256e-01 2.945812e-02
5.434397e-04 2.124826e-01 2.946602e-02
5.509403e-04 2.125385e-01 2.947377e-02
5.585444e-04 2.125934e-01 2.948139e-02
5.662535e-04 2.126473e-01 2.948886e-02
5.740689e-04 2.127002e-01 2.949620e-02
5.819923e-04 2.127522e-01 2.950340e-02
5.900250e-04 2.128031e-01 2.951047e-02
5.981685e-04 2.128531e-01 2.951740e-02
6.064245e-04 2.129021e-01 2.952420e-02
6.147944e-04 2.129502e-01 2.953086e-02
6.232798e-04 2.129973e-01 2.953740e-02
6.318823e-04 2.130435e-01 2.954381e-02
6.406036e-04 2.130888e-01 2.955009e-02
6.494453e-04 2.131331e-01 2.955624e-02
6.584089e-04 2.131766e-01 2.956226e-02
6.674963e-04 2.132191e-01 2.956816e-02
6.767091e-04 2.132608e-01 2.957394e-02
6.860491e-04 2.133016e-01 2.957959e-02
6.955180e-04 2.133415e-01 2.958512e-02
7.051176e-04 2.133805e-01 2.959054e-02
7.148496e-04 2.134186e-01 2.959583e-02
7.247160e-04 2.134559e-01 2.960100e-02
7.347186e-04 2.134924e-01 2.960605e-02
7.448592e-04 2.135280e-01 2.961099e-02
7.551398e-04 2.135628e-01 2.961581e-02
7.655623e-04 2.135967e-01 2.962052e-02
7.761286e-04 2.136298e-01 2.962511e-02
7.868408e-04 2.136621e-01 2.962959e-02
7.977008e-04 2.136936e-01 2.963396e-02
8.087107e-04 2.137243e-01 2.963821e-02
8.198726e-04 2.137541e-01 2.964235e-02
8.311885e-04 2.137832e-01 2.964639e-02
8.426606e-04 2.138115e-01 2.965031e-02
8.542911e-04 2.138390e-01 2.965412e-02
8.660820e-04 2.138657e-01 2.965783e-02
8.780357e-04 2.138917e-01 2.966143e-02
8.901544e-04 2.139168e-01 2.966492e-02
9.024404e-04 2.139413e-01 2.966830e-02
9.148959e-04 2.139649e-01 2.967158e-02
9.275234e-04 2.139878e-01 2.967476e-02
9.403251e-04 2.140099e-01 2.967783e-02
9.533035e-04 2.140313e-01 2.968079e-02
9.664610e-04 2.140519e-01 2.968365e-02
9.798002e-04 2.140718e-01 2.968641e-02
9.933234e-04 2.140910e-01 2.968907e-02
1.007033e-03 2.141094e-01 2.969162e-02
1.020932e-03 2.141271e-01 2.969408e-02
1.035023e-03 2.141441e-01 2.969643e-02
1.049309e-03 2.141603e-01 2.969868e-02
1.063791e-03 2.141758e-01 2.970083e-02
1.078474e-03 2.141906e-01 2.970288e-02
1.093359e-03 2.142047e-01 2.970484e-02
1.108450e-03 2.142181e-01 2.970669e-02
1.123749e-03 2.142307e-01 2.970845e-02
1.139259e-03 2.142427e-01 2.971010e-02
1.154983e-03 2.142539e-01 2.971166e-02
1.170924e-03 2.142644e-01 2.971312e-02
1.187085e-03 2.142743e-01 2.971448e-02
1.203469e-03 2.142834e-01 2.971575e-02
1.220080e-03 2.142918e-01 2.971692e-02
1.236919e-03 2.142995e-01 2.971799e-02
1.253991e-03 2.143066e-01 2.971896e-02
1.271299e-03 2.143129e-01 2.971984e-02
1.288845e-03 2.143185e-01 2.972062e-02
1.306634e-03 2.143235e-01 2.972131e-02
1.324668e-03 2.143277e-01 2.972190e-02
1.342951e-03 2.143313e-01 2.972239e-02
1.361487e-03 2.143342e-01 2.972279e-02
1.380278e-03 2.143363e-01 2.972310e-02
1.399329e-03 2.143378e-01 2.972330e-02
1.418643e-03 2.143386e-01 2.972341e-02
1.438223e-03 2.143387e-01 2.972343e-02
1.458073e-03 2.143382e-01 2.972335e-02
1.478198e-03 2.143369e-01 2.972317e-02
1.498600e-03 2.143349e-01 2.972290e-02
1.519283e-03 2.143323e-01 2.972253e-02
1.540253e-03 2.143289e-01 2.972207e-02
1.561511e-03 2.143249e-01 2.972151e-02
1.583063e-03 2.143202e-01 2.972086e-02
1.604913e-03 2.143148e-01 2.972010e-02
1.627064e-03 2.143086e-01 2.971926e-02
1.649521e-03 2.143018e-01 2.971831e-02
1.672288e-03 2.142943e-01 2.971727e-02
1.695369e-03 2.142861e-01 2.971614e-02
1.718768e-03 2.142772e-01 2.971490e-02
1.742491e-03 2.142676e-01 2.971357e-02
1.766541e-03 2.142573e-01 2.971214e-02
1.790923e-03 2.142463e-01 2.971061e-02
1.815641e-03 2.142346e-01 2.970899e-02
1.840701e-03 2.142222e-01 2.970727e-02
1.866106e-03 2.142090e-01 2.970545e-02
1.891862e-03 2.141952e-01 2.970353e-02
1.917974e-03 2.141806e-01 2.970151e-02
1.944446e-03 2.141654e-01 2.969939e-02
1.971283e-03 2.141494e-01 2.969717e-02
1.998491e-03 2.141326e-01 2.969485e-02
2.026074e-03 2.141152e-01 2.969243e-02
2.054038e-03 2.140970e-01 2.968991e-02
2.082388e-03 2.140781e-01 2.968729e-02
2.111129e-03 2.140584e-01 2.968456e-02
2.140267e-03 2.140380e-01 2.968174e-02
2.169807e-03 2.140169e-01 2.967881e-02
2.199755e-03 2.139950e-01 2.967577e-02
2.230116e-03 2.139724e-01 2.967263e-02
2.260896e-03 2.139490e-01 2.966939e-02
2.292101e-03 2.139249e-01 2.966604e-02
2.323737e-03 2.138999e-01 2.966259e-02
2.355809e-03 2.138743e-01 2.965903e-02
2.388324e-03 2.138478e-01 2.965536e-02
2.421288e-03 2.138206e-01 2.965158e-02
2.454707e-03 2.137926e-01 2.964770e-02
2.488587e-03 2.137638e-01 2.964371e-02
2.522934e-03 2.137342e-01 2.963960e-02
2.557756e-03 2.137038e-01 2.963539e-02
2.593058e-03 2.136726e-01 2.963106e-02
2.628848e-03 2.136406e-01 2.962663e-02
2.665131e-03 2.136078e-01 2.962208e-02
2.701916e-03 2.135741e-01 2.961741e-02
2.739208e-03 2.135397e-01 2.961263e-02
2.777014e-03 2.135044e-01 2.960774e-02
2.815343e-03 2.134683e-01 2.960273e-02
2.854200e-03 2.134313e-01 2.959760e-02
2.893594e-03 2.133935e-01 2.959236e-02
2.933532e-03 2.133548e-01 2.958699e-02
2.974020e-03 2.133152e-01 2.958151e-02
3.015068e-03 2.132748e-01 2.957590e-02
3.056682e-03 2.132335e-01 2.957018e-02
3.098871e-03 2.131913e-01 2.956433e-02
3.141641e-03 2.131482e-01 2.955835e-02
3.185002e-03 2.131042e-01 2.955225e-02
3.228962e-03 2.130593e-01 2.954603e-02
3.273528e-03 2.130135e-01 2.953968e-02
3.318710e-03 2.129668e-01 2.953320e-02
3.364515e-03 2.129191e-01 2.952659e-02
3.410952e-03 2.128705e-01 2.951985e-02
3.458030e-03 2.128209e-01 2.951297e-02
3.505758e-03 2.127704e-01 2.950597e-02
3.554145e-03 2.127189e-01 2.949883e-02
3.603199e-03 2.126665e-01 2.949156e-02
3.652931e-03 2.126130e-01 2.948415e-02
3.703349e-03 2.125586e-01 2.947660e-02
3.754462e-03 2.125031e-01 2.946891e-02
3.806282e-03 2.124467e-01 2.946108e-02
3.858816e-03 2.123892e-01 2.945311e-02
3.912076e-03 2.123306e-01 2.944499e-02
3.966070e-03 2.122711e-01 2.943673e-02
4.020810e-03 2.122105e-01 2.942833e-02
4.076306e-03 2.121488e-01 2.941977e-02
4.132567e-03 2.120860e-01 2.941107e-02
4.189605e-03 2.120222e-01 2.940222e-02
4.247430e-03 2.119572e-01 2.939321e-02
4.306053e-03 2.118911e-01 2.938406e-02
4.365486e-03 2.118240e-01 2.937474e-02
4.425738e-03 2.117557e-01 2.936527e-02
4.486823e-03 2.116862e-01 2.935564e-02
4.548750e-03 2.116156e-01 2.934585e-02
4.611532e-03 2.115438e-01 2.933590e-02
4.675181e-03 2.114709e-01 2.932578e-02
4.739708e-03 2.113967e-01 2.931550e-02
4.805125e-03 2.113213e-01 2.930505e-02
4.871446e-03 2.112448e-01 2.929444e-02
4.938682e-03 2.111670e-01 2.928365e-02
5.006846e-03 2.110879e-01 2.927269e-02
5.075951e-03 2.110076e-01 2.926155e-02
5.146009e-03 2.109260e-01 2.925024e-02
5.217035e-03 2.108431e-01 2.923875e-02
5.289041e-03 2.107590e-01 2.922708e-02
5.362040e-03 2.106735e-01 2.921523e-02
5.436047e-03 2.105867e-01 2.920320e-02
5.511076e-03 2.104985e-01 2.919097e-02
5.587140e-03 2.104090e-01 2.917856e-02
5.664254e-03 2.103181e-01 2.916596e-02
5.742432e-03 2.102259e-01 2.915317e-02
5.821690e-03 2.101322e-01 2.914018e-02
5.902041e-03 2.100371e-01 2.912700e-02
5.983501e-03 2.099405e-01 2.911361e-02
6.066086e-03 2.098425e-01 2.910003e-02
6.149810e-03 2.097431e-01 2.908624e-02
6.234690e-03 2.096421e-01 2.907225e-02
6.320742e-03 2.095397e-01 2.905804e-02
6.407981e-03 2.094357e-01 2.904363e-02
6.496424e-03 2.093302e-01 2.902901e-02
6.586088e-03 2.092232e-01 2.901416e-02
6.676990e-03 2.091146e-01 2.899911e-02
6.769146e-03 2.090043e-01 2.898383e-02
6.862574e-03 2.088925e-01 2.896833e-02
6.957292e-03 2.087791e-01 2.895260e-02
7.053317e-03 2.086640e-01 2.893664e-02
7.150667e-03 2.085472e-01 2.892046e-02
7.249361e-03 2.084288e-01 2.890404e-02
7.349417e-03 2.083086e-01 2.888738e-02
7.450854e-03 2.081868e-01 2.887049e-02
7.553691e-03 2.080632e-01 2.885336e-02
7.657947e-03 2.079378e-01 2.883598e-02
7.763643e-03 2.078107e-01 2.881835e-02
7.870797e-03 2.076817e-01 2.880048e-02
7.979430e-03 2.075509e-01 2.878235e-02
8.089562e-03 2.074183e-01 2.876397e-02
8.201215e-03 2.072838e-01 2.874532e-02
8.314409e-03 2.071474e-01 2.872642e-02
8.429164e-03 2.070092e-01 2.870725e-02
8.545504e-03 2.068689e-01 2.868782e-02
8.663450e-03 2.067268e-01 2.866811e-02
8.783023e-03 2.065826e-01 2.864813e-02
8.904247e-03 2.064365e-01 2.862788e-02
9.027144e-03 2.062883e-01 2.860734e-02
9.151737e-03 2.061381e-01 2.858652e-02
9.278050e-03 2.059858e-01 2.856541e-02
9.406106e-03 2.058314e-01 2.854402e-02
9.535929e-03 2.056749e-01 2.852233e-02
9.667545e-03 2.055163e-01 2.850034e-02
9.800977e-03 2.053555e-01 2.847806e-02
9.936250e-03 2.051925e-01 2.845547e-02
1.007339e-02 2.050273e-01 2.843257e-02
1.021242e-02 2.048598e-01 2.840936e-02
1.035338e-02 2.046901e-01 2.838584e-02
1.049627e-02 2.045181e-01 2.836200e-02
1.064114e-02 2.043438e-01 2.833784e-02
1.078801e-02 2.041671e-01 2.831336e-02
1.093691e-02 2.039880e-01 2.828855e-02
1.108786e-02 2.038066e-01 2.826340e-02
1.124090e-02 2.036227e-01 2.823792e-02
1.139605e-02 2.034363e-01 2.821210e-02
1.155333e-02 2.032475e-01 2.818593e-02
1.171279e-02 2.030561e-01 2.815942e-02
1.187445e-02 2.028622e-01 2.813255e-02
1.203835e-02 2.026658e-01 2.810533e-02
1.220450e-02 2.024667e-01 2.807775e-02
1.237295e-02 2.022650e-01 2.804981e-02
1.254372e-02 2.020607e-01 2.802149e-02
1.271685e-02 2.018536e-01 2.799281e-02
1.289237e-02 2.016439e-01 2.796375e-02
1.307031e-02 2.014314e-01 2.793431e-02
1.325071e-02 2.012161e-01 2.790449e-02
1.343359e-02 2.009980e-01 2.787427e-02
1.361900e-02 2.007770e-01 2.784367e-02
1.380697e-02 2.005532e-01 2.781266e-02
1.399754e-02 2.003265e-01 2.778126e-02
1.419073e-02 2.000968e-01 2.774944e-02
1.438659e-02 1.998642e-01 2.771722e-02
1.458516e-02 1.996286e-01 2.768458e-02
1.478646e-02 1.993899e-01 2.765153e-02
1.499055e-02 1.991481e-01 2.761805e-02
1.519745e-02 1.989033e-01 2.758413e-02
1.540720e-02 1.986553e-01 2.754979e-02
1.561985e-02 1.984041e-01 2.751501e-02
1.583544e-02 1.981498e-01 2.747978e-02
1.605400e-02 1.978921e-01 2.744411e-02
1.627558e-02 1.976312e-01 2.740798e-02
1.650022e-02 1.973670e-01 2.737140e-02
1.672795e-02 1.970995e-01 2.733436e-02
1.695883e-02 1.968286e-01 2.729685e-02
1.719290e-02 1.965542e-01 2.725886e-02
1.743020e-02 1.962764e-01 2.722040e-02
