 r[σ]         g_ii         c_ii        
 3.60000e-02  0.00000e+00 -3.01249e+01
 7.20000e-02  9.94760e-14 -2.92152e+01
 1.08000e-01  0.00000e+00 -2.78939e+01
 1.44000e-01  3.90799e-14 -2.63482e+01
 1.80000e-01  3.90799e-14 -2.47231e+01
 2.16000e-01  8.17124e-14 -2.31087e+01
 2.52000e-01  0.00000e+00 -2.15508e+01
 2.88000e-01  3.55271e-15 -2.00676e+01
 3.24000e-01  3.55271e-14 -1.86625e+01
 3.60000e-01  0.00000e+00 -1.73321e+01
 3.96000e-01  1.95399e-14 -1.60702e+01
 4.32000e-01  8.88178e-15 -1.48707e+01
 4.68000e-01  0.00000e+00 -1.37279e+01
 5.04000e-01  5.32907e-15 -1.26370e+01
 5.40000e-01  1.95399e-14 -1.15945e+01
 5.76000e-01  5.32907e-14 -1.05978e+01
 6.12000e-01  0.00000e+00 -9.64481e+00
 6.48000e-01  0.00000e+00 -8.73451e+00
 6.84000e-01  6.21725e-15 -7.86629e+00
 7.20000e-01  5.32907e-15 -7.04007e+00
 7.56000e-01  0.00000e+00 -6.25626e+00
 7.92000e-01  0.00000e+00 -5.51571e+00
 8.28000e-01  1.71510e-09 -4.81976e+00
 8.64000e-01  5.42683e-05 -4.17013e+00
 9.00000e-01  1.41542e-02 -3.55510e+00
 9.36000e-01  2.69942e-01 -2.74963e+00
 9.72000e-01  1.21102e+00 -1.31276e+00
 1.00800e+00  2.41748e+00  3.33298e-01
 1.04400e+00  3.05878e+00  1.35666e+00
 1.08000e+00  2.99553e+00  1.61803e+00
 1.11600e+00  2.54807e+00  1.43954e+00
 1.15200e+00  2.01675e+00  1.12493e+00
 1.18800e+00  1.55140e+00  8.28713e-01
 1.22400e+00  1.19533e+00  5.99656e-01
 1.26000e+00  9.43435e-01  4.38372e-01
 1.29600e+00  7.75614e-01  3.30361e-01
 1.33200e+00  6.70938e-01  2.59892e-01
 1.36800e+00  6.12133e-01  2.14327e-01
 1.40400e+00  5.86163e-01  1.84655e-01
 1.44000e+00  5.83580e-01  1.64837e-01
 1.47600e+00  5.97654e-01  1.50986e-01
 1.51200e+00  6.23622e-01  1.40670e-01
 1.54800e+00  6.58112e-01  1.32409e-01
 1.58400e+00  6.98739e-01  1.25326e-01
 1.62000e+00  7.43813e-01  1.18920e-01
 1.65600e+00  7.92140e-01  1.12919e-01
 1.69200e+00  8.42890e-01  1.07185e-01
 1.72800e+00  8.95492e-01  1.01659e-01
 1.76400e+00  9.49571e-01  9.63244e-02
 1.80000e+00  1.00490e+00  9.11829e-02
 1.83600e+00  1.06134e+00  8.62453e-02
 1.87200e+00  1.11874e+00  8.15149e-02
 1.90800e+00  1.17614e+00  7.69422e-02
 1.94400e+00  1.23000e+00  7.23417e-02
 1.98000e+00  1.27250e+00  6.73777e-02
 2.01600e+00  1.29330e+00  6.17362e-02
 2.05200e+00  1.28473e+00  5.53654e-02
 2.08800e+00  1.24608e+00  4.85477e-02
 2.12400e+00  1.18400e+00  4.17613e-02
 2.16000e+00  1.10935e+00  3.54723e-02
 2.19600e+00  1.03333e+00  2.99953e-02
 2.23200e+00  9.64858e-01  2.54599e-02
 2.26800e+00  9.09515e-01  2.18453e-02
 2.30400e+00  8.69760e-01  1.90402e-02
 2.34000e+00  8.45678e-01  1.68951e-02
 2.37600e+00  8.35838e-01  1.52583e-02
 2.41200e+00  8.38011e-01  1.39959e-02
 2.44800e+00  8.49682e-01  1.29987e-02
 2.48400e+00  8.68375e-01  1.21831e-02
 2.52000e+00  8.91826e-01  1.14880e-02
 2.55600e+00  9.18067e-01  1.08704e-02
 2.59200e+00  9.45437e-01  1.03012e-02
 2.62800e+00  9.72571e-01  9.76200e-03
 2.66400e+00  9.98368e-01  9.24122e-03
 2.70000e+00  1.02195e+00  8.73252e-03
 2.73600e+00  1.04261e+00  8.23280e-03
 2.77200e+00  1.05981e+00  7.74104e-03
 2.80800e+00  1.07312e+00  7.25747e-03
 2.84400e+00  1.08219e+00  6.78295e-03
 2.88000e+00  1.08675e+00  6.31865e-03
 2.91600e+00  1.08658e+00  5.86590e-03
 2.95200e+00  1.08160e+00  5.42626e-03
 2.98800e+00  1.07191e+00  5.00180e-03
 3.02400e+00  1.05791e+00  4.59539e-03
 3.06000e+00  1.04043e+00  4.21068e-03
 3.09600e+00  1.02071e+00  3.85179e-03
 3.13200e+00  1.00032e+00  3.52258e-03
 3.16800e+00  9.80918e-01  3.22593e-03
 3.20400e+00  9.64044e-01  2.96313e-03
 3.24000e+00  9.50907e-01  2.73367e-03
 3.27600e+00  9.42260e-01  2.53542e-03
 3.31200e+00  9.38367e-01  2.36501e-03
 3.34800e+00  9.39044e-01  2.21835e-03
 3.38400e+00  9.43752e-01  2.09114e-03
 3.42000e+00  9.51712e-01  1.97927e-03
 3.45600e+00  9.62016e-01  1.87905e-03
 3.49200e+00  9.73723e-01  1.78744e-03
 3.52800e+00  9.85938e-01  1.70199e-03
 3.56400e+00  9.97864e-01  1.62091e-03
 3.60000e+00  1.00883e+00  1.54294e-03
 3.63600e+00  1.01831e+00  1.46728e-03
 3.67200e+00  1.02592e+00  1.39349e-03
 3.70800e+00  1.03143e+00  1.32141e-03
