 r[σ]         g_ii         c_ii        
 2.50000e-02  0.00000e+00 -7.40655e+01
 5.00000e-02  0.00000e+00 -7.28179e+01
 7.50000e-02  0.00000e+00 -7.09011e+01
 1.00000e-01  0.00000e+00 -6.85036e+01
 1.25000e-01  0.00000e+00 -6.58117e+01
 1.50000e-01  0.00000e+00 -6.29784e+01
 1.75000e-01  0.00000e+00 -6.01134e+01
 2.00000e-01  0.00000e+00 -5.72863e+01
 2.25000e-01  0.00000e+00 -5.45355e+01
 2.50000e-01  0.00000e+00 -5.18782e+01
 2.75000e-01  0.00000e+00 -4.93190e+01
 3.00000e-01  0.00000e+00 -4.68550e+01
 3.25000e-01  0.00000e+00 -4.44802e+01
 3.50000e-01  0.00000e+00 -4.21875e+01
 3.75000e-01  0.00000e+00 -3.99699e+01
 4.00000e-01  0.00000e+00 -3.78212e+01
 4.25000e-01  0.00000e+00 -3.57361e+01
 4.50000e-01  0.00000e+00 -3.37106e+01
 4.75000e-01  0.00000e+00 -3.17416e+01
 5.00000e-01  0.00000e+00 -2.98266e+01
 5.25000e-01  0.00000e+00 -2.79643e+01
 5.50000e-01  0.00000e+00 -2.61537e+01
 5.75000e-01  1.39113e-04 -2.43943e+01
 6.00000e-01  3.99167e-04 -2.26863e+01
 6.25000e-01  6.38995e-04 -2.10298e+01
 6.50000e-01  8.57954e-04 -1.94255e+01
 6.75000e-01  1.05559e-03 -1.78742e+01
 7.00000e-01  1.23198e-03 -1.63769e+01
 7.25000e-01  1.38757e-03 -1.49349e+01
 7.50000e-01  1.52387e-03 -1.35494e+01
 7.75000e-01  1.64353e-03 -1.22222e+01
 8.00000e-01  1.75191e-03 -1.09548e+01
 8.25000e-01  1.85897e-03 -9.74945e+00
 8.50000e-01  1.99058e-03 -8.60841e+00
 8.75000e-01  3.01107e-03 -7.53347e+00
 9.00000e-01  2.84325e-02 -6.50403e+00
 9.25000e-01  2.37188e-01 -5.36427e+00
 9.50000e-01  9.28590e-01 -3.81792e+00
 9.75000e-01  2.10193e+00 -1.86839e+00
 1.00000e+00  3.27435e+00 -4.70015e-04
 1.02500e+00  3.95121e+00  1.29037e+00
 1.05000e+00  3.99791e+00  1.87021e+00
 1.07500e+00  3.57682e+00  1.90374e+00
 1.10000e+00  2.93276e+00  1.63974e+00
 1.12500e+00  2.25865e+00  1.27646e+00
 1.15000e+00  1.66314e+00  9.28965e-01
 1.17500e+00  1.18824e+00  6.46311e-01
 1.20000e+00  8.36605e-01  4.38396e-01
 1.22500e+00  5.92633e-01  2.96737e-01
 1.25000e+00  4.35111e-01  2.06814e-01
 1.27500e+00  3.43458e-01  1.54137e-01
 1.30000e+00  3.00198e-01  1.26629e-01
 1.32500e+00  2.91505e-01  1.15137e-01
 1.35000e+00  3.06888e-01  1.13142e-01
 1.37500e+00  3.38610e-01  1.16222e-01
 1.40000e+00  3.81071e-01  1.21514e-01
 1.42500e+00  4.30280e-01  1.27251e-01
 1.45000e+00  4.83433e-01  1.32418e-01
 1.47500e+00  5.38588e-01  1.36490e-01
 1.50000e+00  5.94423e-01  1.39258e-01
 1.52500e+00  6.50062e-01  1.40703e-01
 1.55000e+00  7.04950e-01  1.40914e-01
 1.57500e+00  7.58758e-01  1.40038e-01
 1.60000e+00  8.11320e-01  1.38244e-01
 1.62500e+00  8.62587e-01  1.35700e-01
 1.65000e+00  9.12592e-01  1.32568e-01
 1.67500e+00  9.61426e-01  1.28993e-01
 1.70000e+00  1.00922e+00  1.25101e-01
 1.72500e+00  1.05614e+00  1.21000e-01
 1.75000e+00  1.10235e+00  1.16779e-01
 1.77500e+00  1.14805e+00  1.12511e-01
 1.80000e+00  1.19343e+00  1.08255e-01
 1.82500e+00  1.23867e+00  1.04056e-01
 1.85000e+00  1.28388e+00  9.99427e-02
 1.87500e+00  1.32884e+00  9.59117e-02
 1.90000e+00  1.37230e+00  9.18944e-02
 1.92500e+00  1.41102e+00  8.77174e-02
 1.95000e+00  1.43908e+00  8.31066e-02
 1.97500e+00  1.44866e+00  7.77689e-02
 2.00000e+00  1.43229e+00  7.15260e-02
 2.02500e+00  1.38572e+00  6.44190e-02
 2.05000e+00  1.30982e+00  5.67253e-02
 2.07500e+00  1.21070e+00  4.88823e-02
 2.10000e+00  1.09813e+00  4.13657e-02
 2.12500e+00  9.83187e-01  3.45796e-02
 2.15000e+00  8.76116e-01  2.87906e-02
 2.17500e+00  7.84790e-01  2.41127e-02
 2.20000e+00  7.14119e-01  2.05276e-02
 2.22500e+00  6.66118e-01  1.79243e-02
 2.25000e+00  6.40424e-01  1.61402e-02
 2.27500e+00  6.34980e-01  1.49960e-02
 2.30000e+00  6.46719e-01  1.43195e-02
 2.32500e+00  6.72127e-01  1.39606e-02
 2.35000e+00  7.07669e-01  1.37967e-02
 2.37500e+00  7.50060e-01  1.37338e-02
 2.40000e+00  7.96421e-01  1.37043e-02
 2.42500e+00  8.44348e-01  1.36621e-02
 2.45000e+00  8.91910e-01  1.35789e-02
 2.47500e+00  9.37621e-01  1.34392e-02
 2.50000e+00  9.80381e-01  1.32374e-02
 2.52500e+00  1.01942e+00  1.29738e-02
 2.55000e+00  1.05424e+00  1.26533e-02
 2.57500e+00  1.08454e+00  1.22830e-02
 2.60000e+00  1.11020e+00  1.18709e-02
 2.62500e+00  1.13119e+00  1.14256e-02
 2.65000e+00  1.14761e+00  1.09552e-02
 2.67500e+00  1.15957e+00  1.04672e-02
 2.70000e+00  1.16723e+00  9.96812e-03
 2.72500e+00  1.17077e+00  9.46386e-03
 2.75000e+00  1.17036e+00  8.95921e-03
 2.77500e+00  1.16618e+00  8.45814e-03
 2.80000e+00  1.15838e+00  7.96385e-03
 2.82500e+00  1.14708e+00  7.47881e-03
 2.85000e+00  1.13240e+00  7.00493e-03
 2.87500e+00  1.11443e+00  6.54368e-03
 2.90000e+00  1.09329e+00  6.09628e-03
 2.92500e+00  1.06916e+00  5.66402e-03
 2.95000e+00  1.04234e+00  5.24852e-03
 2.97500e+00  1.01333e+00  4.85196e-03
 3.00000e+00  9.82915e-01  4.47725e-03
 3.02500e+00  9.52175e-01  4.12788e-03
 3.05000e+00  9.22444e-01  3.80757e-03
 3.07500e+00  8.95222e-01  3.51974e-03
 3.10000e+00  8.72017e-01  3.26697e-03
 3.12500e+00  8.54178e-01  3.05046e-03
 3.15000e+00  8.42740e-01  2.86981e-03
 3.17500e+00  8.38308e-01  2.72299e-03
 3.20000e+00  8.41006e-01  2.60651e-03
 3.22500e+00  8.50484e-01  2.51579e-03
 3.25000e+00  8.65977e-01  2.44566e-03
 3.27500e+00  8.86404e-01  2.39077e-03
 3.30000e+00  9.10483e-01  2.34603e-03
 3.32500e+00  9.36842e-01  2.30689e-03
 3.35000e+00  9.64126e-01  2.26954e-03
 3.37500e+00  9.91077e-01  2.23101e-03
 3.40000e+00  1.01660e+00  2.18919e-03
 3.42500e+00  1.03979e+00  2.14271e-03
 3.45000e+00  1.05995e+00  2.09091e-03
 3.47500e+00  1.07661e+00  2.03369e-03
 3.50000e+00  1.08948e+00  1.97136e-03
 3.52500e+00  1.09846e+00  1.90453e-03
 3.55000e+00  1.10359e+00  1.83405e-03
 3.57500e+00  1.10505e+00  1.76083e-03
 3.60000e+00  1.10310e+00  1.68584e-03
 3.62500e+00  1.09808e+00  1.61002e-03
 3.65000e+00  1.09038e+00  1.53426e-03
 3.67500e+00  1.08040e+00  1.45935e-03
 3.70000e+00  1.06859e+00  1.38600e-03
 3.72500e+00  1.05538e+00  1.31479e-03
 3.75000e+00  1.04118e+00  1.24622e-03
 3.77500e+00  1.02642e+00  1.18068e-03
 3.80000e+00  1.01148e+00  1.11846e-03
 3.82500e+00  9.96742e-01  1.05977e-03
 3.85000e+00  9.82558e-01  1.00478e-03
 3.87500e+00  9.69259e-01  9.53545e-04
 3.90000e+00  9.57160e-01  9.06114e-04
 3.92500e+00  9.46553e-01  8.62473e-04
 3.95000e+00  9.37710e-01  8.22570e-04
 3.97500e+00  9.30875e-01  7.86319e-04
 4.00000e+00  9.26257e-01  7.53595e-04
 4.02500e+00  9.24019e-01  7.24235e-04
 4.05000e+00  9.24264e-01  6.98036e-04
 4.07500e+00  9.27019e-01  6.74747e-04
 4.10000e+00  9.32223e-01  6.54078e-04
 4.12500e+00  9.39717e-01  6.35696e-04
 4.15000e+00  9.49242e-01  6.19236e-04
