 r[σ]         g_ii         c_ii        
 1.50000e-02  1.00000e+00 -1.97868e+05
 3.00000e-02  1.00000e+00 -1.97868e+05
 4.50000e-02  1.00000e+00 -1.97868e+05
 6.00000e-02  1.00000e+00 -1.97868e+05
 7.50000e-02  1.00000e+00 -1.97868e+05
 9.00000e-02  1.00000e+00 -1.97868e+05
 1.05000e-01  1.00000e+00 -1.97868e+05
 1.20000e-01  1.00000e+00 -1.97868e+05
 1.35000e-01  1.00000e+00 -1.97868e+05
 1.50000e-01  1.00000e+00 -1.97868e+05
 1.65000e-01  1.00000e+00 -1.97868e+05
 1.80000e-01  1.00000e+00 -1.97868e+05
 1.95000e-01  1.00000e+00 -1.97868e+05
 2.10000e-01  1.00000e+00 -1.97868e+05
 2.25000e-01  1.00000e+00 -1.97868e+05
 2.40000e-01  1.00000e+00 -1.97868e+05
 2.55000e-01  1.00000e+00 -1.97868e+05
 2.70000e-01  1.00000e+00 -1.97868e+05
 2.85000e-01  1.00000e+00 -1.97868e+05
 3.00000e-01  1.00000e+00 -1.97868e+05
 3.15000e-01  1.00000e+00 -1.97868e+05
 3.30000e-01  1.00000e+00 -1.97868e+05
 3.45000e-01  1.00000e+00 -1.97868e+05
 3.60000e-01  1.00000e+00 -1.97868e+05
 3.75000e-01  1.00000e+00 -1.97868e+05
 3.90000e-01  1.00000e+00 -1.97868e+05
 4.05000e-01  1.00000e+00 -1.70411e+05
 4.20000e-01  1.00000e+00 -1.10026e+05
 4.35000e-01  1.00000e+00 -7.21199e+04
 4.50000e-01  1.00000e+00 -4.79410e+04
 4.65000e-01  1.00000e+00 -3.22872e+04
 4.80000e-01  1.00000e+00 -2.20110e+04
 4.95000e-01  1.00000e+00 -1.51768e+04
 5.10000e-01  1.00000e+00 -1.05761e+04
 5.25000e-01  1.00000e+00 -7.44349e+03
 5.40000e-01  1.00000e+00 -5.28749e+03
 5.55000e-01  1.00000e+00 -3.78862e+03
 5.70000e-01  1.00000e+00 -2.73668e+03
 5.85000e-01  1.00000e+00 -1.99179e+03
 6.00000e-01  1.00000e+00 -1.45987e+03
 6.15000e-01  1.00000e+00 -1.07701e+03
 6.30000e-01  1.00000e+00 -7.99379e+02
 6.45000e-01  1.00000e+00 -5.96634e+02
 6.60000e-01  1.00000e+00 -4.47594e+02
 6.75000e-01  1.00000e+00 -3.37350e+02
 6.90000e-01  1.00000e+00 -2.55326e+02
 7.05000e-01  1.00000e+00 -1.93962e+02
 7.20000e-01  1.00000e+00 -1.47820e+02
 7.35000e-01  1.00000e+00 -1.12958e+02
 7.50000e-01  1.00000e+00 -8.65021e+01
 7.65000e-01  1.00000e+00 -6.63432e+01
 7.80000e-01  1.00000e+00 -5.09253e+01
 7.95000e-01  1.00000e+00 -3.90935e+01
 8.10000e-01  1.00000e+00 -2.99863e+01
 8.25000e-01  1.00000e+00 -2.29579e+01
 8.40000e-01  1.00000e+00 -1.75216e+01
 8.55000e-01  1.00000e+00 -1.33090e+01
 8.70000e-01  1.00000e+00 -1.00404e+01
 8.85000e-01  1.00000e+00 -7.50199e+00
 9.00000e-01  1.00000e+00 -5.53010e+00
 9.15000e-01  1.00000e+00 -3.99884e+00
 9.30000e-01  1.00000e+00 -2.81106e+00
 9.45000e-01  1.00000e+00 -1.89154e+00
 9.60000e-01  1.00000e+00 -1.18187e+00
 9.75000e-01  1.00000e+00 -6.36549e-01
 9.90000e-01  1.00000e+00 -2.20069e-01
 1.00500e+00  1.00000e+00  9.53758e-02
 1.02000e+00  1.00000e+00  3.31594e-01
 1.03500e+00  1.00000e+00  5.05724e-01
 1.05000e+00  1.00000e+00  6.31260e-01
 1.06500e+00  1.00000e+00  7.18838e-01
 1.08000e+00  1.00000e+00  7.76853e-01
 1.09500e+00  1.00000e+00  8.11938e-01
 1.11000e+00  1.00000e+00  8.29333e-01
 1.12500e+00  1.00000e+00  8.33182e-01
 1.14000e+00  1.00000e+00  8.26758e-01
 1.15500e+00  1.00000e+00  8.12645e-01
 1.17000e+00  1.00000e+00  7.92882e-01
 1.18500e+00  1.00000e+00  7.69071e-01
 1.20000e+00  1.00000e+00  7.42471e-01
 1.21500e+00  1.00000e+00  7.14067e-01
 1.23000e+00  1.00000e+00  6.84622e-01
 1.24500e+00  1.00000e+00  6.54730e-01
 1.26000e+00  1.00000e+00  6.24843e-01
 1.27500e+00  1.00000e+00  5.95305e-01
 1.29000e+00  1.00000e+00  5.66372e-01
 1.30500e+00  1.00000e+00  5.38231e-01
 1.32000e+00  1.00000e+00  5.11015e-01
 1.33500e+00  1.00000e+00  4.84815e-01
 1.35000e+00  1.00000e+00  4.59686e-01
 1.36500e+00  1.00000e+00  4.35658e-01
 1.38000e+00  1.00000e+00  4.12743e-01
 1.39500e+00  1.00000e+00  3.90933e-01
 1.41000e+00  1.00000e+00  3.70212e-01
 1.42500e+00  1.00000e+00  3.50553e-01
 1.44000e+00  1.00000e+00  3.31925e-01
 1.45500e+00  1.00000e+00  3.14291e-01
 1.47000e+00  1.00000e+00  2.97611e-01
 1.48500e+00  1.00000e+00  2.81844e-01
 1.50000e+00  1.00000e+00  2.66947e-01
 1.51500e+00  1.00000e+00  2.52879e-01
 1.53000e+00  1.00000e+00  2.39597e-01
 1.54500e+00  1.00000e+00  2.27061e-01
 1.56000e+00  1.00000e+00  2.15230e-01
