 r[σ]         g_ii         c_ii        
 1.00000e-02  0.00000e+00 -6.01804e+00
 2.00000e-02  0.00000e+00 -6.00602e+00
 3.00000e-02  0.00000e+00 -5.98619e+00
 4.00000e-02  0.00000e+00 -5.95882e+00
 5.00000e-02  0.00000e+00 -5.92430e+00
 6.00000e-02  0.00000e+00 -5.88309e+00
 7.00000e-02  0.00000e+00 -5.83570e+00
 8.00000e-02  0.00000e+00 -5.78270e+00
 9.00000e-02  0.00000e+00 -5.72467e+00
 1.00000e-01  0.00000e+00 -5.66219e+00
 1.10000e-01  0.00000e+00 -5.59586e+00
 1.20000e-01  0.00000e+00 -5.52624e+00
 1.30000e-01  0.00000e+00 -5.45385e+00
 1.40000e-01  0.00000e+00 -5.37919e+00
 1.50000e-01  0.00000e+00 -5.30273e+00
 1.60000e-01  0.00000e+00 -5.22488e+00
 1.70000e-01  0.00000e+00 -5.14601e+00
 1.80000e-01  0.00000e+00 -5.06646e+00
 1.90000e-01  0.00000e+00 -4.98652e+00
 2.00000e-01  0.00000e+00 -4.90646e+00
 2.10000e-01  0.00000e+00 -4.82649e+00
 2.20000e-01  0.00000e+00 -4.74681e+00
 2.30000e-01  0.00000e+00 -4.66758e+00
 2.40000e-01  0.00000e+00 -4.58895e+00
 2.50000e-01  0.00000e+00 -4.51102e+00
 2.60000e-01  0.00000e+00 -4.43390e+00
 2.70000e-01  0.00000e+00 -4.35766e+00
 2.80000e-01  0.00000e+00 -4.28236e+00
 2.90000e-01  0.00000e+00 -4.20807e+00
 3.00000e-01  0.00000e+00 -4.13480e+00
 3.10000e-01  0.00000e+00 -4.06261e+00
 3.20000e-01  0.00000e+00 -3.99150e+00
 3.30000e-01  0.00000e+00 -3.92148e+00
 3.40000e-01  0.00000e+00 -3.85257e+00
 3.50000e-01  0.00000e+00 -3.78477e+00
 3.60000e-01  0.00000e+00 -3.71807e+00
 3.70000e-01  0.00000e+00 -3.65247e+00
 3.80000e-01  0.00000e+00 -3.58797e+00
 3.90000e-01  0.00000e+00 -3.52453e+00
 4.00000e-01  0.00000e+00 -3.46217e+00
 4.10000e-01  0.00000e+00 -3.40085e+00
 4.20000e-01  0.00000e+00 -3.34057e+00
 4.30000e-01  0.00000e+00 -3.28130e+00
 4.40000e-01  0.00000e+00 -3.22303e+00
 4.50000e-01  0.00000e+00 -3.16575e+00
 4.60000e-01  0.00000e+00 -3.10942e+00
 4.70000e-01  0.00000e+00 -3.05404e+00
 4.80000e-01  0.00000e+00 -2.99958e+00
 4.90000e-01  0.00000e+00 -2.94603e+00
 5.00000e-01  0.00000e+00 -2.89337e+00
 5.10000e-01  0.00000e+00 -2.84158e+00
 5.20000e-01  7.57463e-06 -2.79065e+00
 5.30000e-01  2.26842e-05 -2.74055e+00
 5.40000e-01  3.75251e-05 -2.69128e+00
 5.50000e-01  5.20824e-05 -2.64280e+00
 5.60000e-01  6.63671e-05 -2.59512e+00
 5.70000e-01  8.04081e-05 -2.54821e+00
 5.80000e-01  9.42466e-05 -2.50205e+00
 5.90000e-01  1.07933e-04 -2.45664e+00
 6.00000e-01  1.21524e-04 -2.41196e+00
 6.10000e-01  1.35086e-04 -2.36799e+00
 6.20000e-01  1.48695e-04 -2.32473e+00
 6.30000e-01  1.62461e-04 -2.28216e+00
 6.40000e-01  1.76557e-04 -2.24026e+00
 6.50000e-01  1.91264e-04 -2.19904e+00
 6.60000e-01  2.07005e-04 -2.15847e+00
 6.70000e-01  2.24322e-04 -2.11854e+00
 6.80000e-01  2.43799e-04 -2.07926e+00
 6.90000e-01  2.65935e-04 -2.04060e+00
 7.00000e-01  2.91025e-04 -2.00255e+00
 7.10000e-01  3.19085e-04 -1.96512e+00
 7.20000e-01  3.49847e-04 -1.92829e+00
 7.30000e-01  3.82808e-04 -1.89205e+00
 7.40000e-01  4.17330e-04 -1.85641e+00
 7.50000e-01  4.52733e-04 -1.82135e+00
 7.60000e-01  4.88380e-04 -1.78687e+00
 7.70000e-01  5.23738e-04 -1.75296e+00
 7.80000e-01  5.58402e-04 -1.71963e+00
 7.90000e-01  5.92104e-04 -1.68686e+00
 8.00000e-01  6.24699e-04 -1.65466e+00
 8.10000e-01  6.56145e-04 -1.62301e+00
 8.20000e-01  6.86479e-04 -1.59193e+00
 8.30000e-01  7.15791e-04 -1.56140e+00
 8.40000e-01  7.44211e-04 -1.53143e+00
 8.50000e-01  7.71887e-04 -1.50200e+00
 8.60000e-01  8.06281e-04 -1.47312e+00
 8.70000e-01  8.87993e-04 -1.44475e+00
 8.80000e-01  1.21150e-03 -1.41668e+00
 8.90000e-01  2.44381e-03 -1.38825e+00
 9.00000e-01  6.31157e-03 -1.35773e+00
 9.10000e-01  1.62905e-02 -1.32166e+00
 9.20000e-01  3.79390e-02 -1.27446e+00
 9.30000e-01  7.83843e-02 -1.20903e+00
 9.40000e-01  1.44855e-01 -1.11811e+00
 9.50000e-01  2.42721e-01 -9.96366e-01
 9.60000e-01  3.73807e-01 -8.41952e-01
 9.70000e-01  5.35629e-01 -6.57361e-01
 9.80000e-01  7.21733e-01 -4.49048e-01
 9.90000e-01  9.22896e-01 -2.26236e-01
 1.00000e+00  1.12873e+00  6.80535e-04
 1.01000e+00  1.32918e+00  2.21655e-01
 1.02000e+00  1.51569e+00  4.28124e-01
 1.03000e+00  1.68183e+00  6.13654e-01
 1.04000e+00  1.82348e+00  7.74127e-01
 1.05000e+00  1.93867e+00  9.07588e-01
 1.06000e+00  2.02728e+00  1.01389e+00
 1.07000e+00  2.09050e+00  1.09425e+00
 1.08000e+00  2.13050e+00  1.15081e+00
 1.09000e+00  2.14994e+00  1.18627e+00
 1.10000e+00  2.15177e+00  1.20355e+00
 1.11000e+00  2.13890e+00  1.20558e+00
 1.12000e+00  2.11411e+00  1.19515e+00
 1.13000e+00  2.07995e+00  1.17479e+00
 1.14000e+00  2.03865e+00  1.14675e+00
 1.15000e+00  1.99215e+00  1.11298e+00
 1.16000e+00  1.94210e+00  1.07513e+00
 1.17000e+00  1.88984e+00  1.03454e+00
 1.18000e+00  1.83648e+00  9.92337e-01
 1.19000e+00  1.78291e+00  9.49408e-01
 1.20000e+00  1.72982e+00  9.06455e-01
 1.21000e+00  1.67774e+00  8.64020e-01
 1.22000e+00  1.62708e+00  8.22512e-01
 1.23000e+00  1.57812e+00  7.82230e-01
 1.24000e+00  1.53107e+00  7.43388e-01
 1.25000e+00  1.48607e+00  7.06124e-01
 1.26000e+00  1.44319e+00  6.70524e-01
 1.27000e+00  1.40245e+00  6.36628e-01
 1.28000e+00  1.36387e+00  6.04445e-01
 1.29000e+00  1.32740e+00  5.73954e-01
 1.30000e+00  1.29301e+00  5.45119e-01
 1.31000e+00  1.26064e+00  5.17889e-01
 1.32000e+00  1.23021e+00  4.92203e-01
 1.33000e+00  1.20165e+00  4.67994e-01
 1.34000e+00  1.17488e+00  4.45192e-01
 1.35000e+00  1.14982e+00  4.23725e-01
 1.36000e+00  1.12639e+00  4.03519e-01
 1.37000e+00  1.10451e+00  3.84505e-01
 1.38000e+00  1.08409e+00  3.66612e-01
 1.39000e+00  1.06507e+00  3.49772e-01
 1.40000e+00  1.04738e+00  3.33922e-01
 1.41000e+00  1.03093e+00  3.18999e-01
 1.42000e+00  1.01567e+00  3.04944e-01
 1.43000e+00  1.00154e+00  2.91702e-01
 1.44000e+00  9.88463e-01  2.79222e-01
 1.45000e+00  9.76396e-01  2.67453e-01
 1.46000e+00  9.65280e-01  2.56350e-01
 1.47000e+00  9.55068e-01  2.45870e-01
 1.48000e+00  9.45711e-01  2.35972e-01
 1.49000e+00  9.37166e-01  2.26619e-01
 1.50000e+00  9.29390e-01  2.17775e-01
 1.51000e+00  9.22344e-01  2.09408e-01
 1.52000e+00  9.15992e-01  2.01486e-01
 1.53000e+00  9.10298e-01  1.93982e-01
 1.54000e+00  9.05232e-01  1.86868e-01
 1.55000e+00  9.00761e-01  1.80120e-01
 1.56000e+00  8.96859e-01  1.73714e-01
 1.57000e+00  8.93497e-01  1.67630e-01
 1.58000e+00  8.90651e-01  1.61848e-01
 1.59000e+00  8.88299e-01  1.56348e-01
 1.60000e+00  8.86416e-01  1.51114e-01
 1.61000e+00  8.84984e-01  1.46129e-01
 1.62000e+00  8.83982e-01  1.41379e-01
 1.63000e+00  8.83393e-01  1.36849e-01
 1.64000e+00  8.83199e-01  1.32528e-01
 1.65000e+00  8.83384e-01  1.28401e-01
 1.66000e+00  8.83933e-01  1.24459e-01
 1.67000e+00  8.84832e-01  1.20691e-01
 1.68000e+00  8.86067e-01  1.17086e-01
 1.69000e+00  8.87626e-01  1.13637e-01
 1.70000e+00  8.89497e-01  1.10333e-01
 1.71000e+00  8.91669e-01  1.07168e-01
 1.72000e+00  8.94132e-01  1.04133e-01
 1.73000e+00  8.96874e-01  1.01222e-01
 1.74000e+00  8.99888e-01  9.84288e-02
 1.75000e+00  9.03164e-01  9.57462e-02
 1.76000e+00  9.06694e-01  9.31688e-02
 1.77000e+00  9.10470e-01  9.06912e-02
 1.78000e+00  9.14485e-01  8.83084e-02
 1.79000e+00  9.18731e-01  8.60155e-02
 1.80000e+00  9.23202e-01  8.38081e-02
 1.81000e+00  9.27892e-01  8.16819e-02
 1.82000e+00  9.32794e-01  7.96330e-02
 1.83000e+00  9.37903e-01  7.76575e-02
 1.84000e+00  9.43214e-01  7.57521e-02
 1.85000e+00  9.48721e-01  7.39134e-02
 1.86000e+00  9.54419e-01  7.21382e-02
 1.87000e+00  9.60302e-01  7.04234e-02
 1.88000e+00  9.66362e-01  6.87663e-02
 1.89000e+00  9.72592e-01  6.71638e-02
 1.90000e+00  9.78982e-01  6.56133e-02
 1.91000e+00  9.85519e-01  6.41118e-02
 1.92000e+00  9.92186e-01  6.26566e-02
 1.93000e+00  9.98964e-01  6.12446e-02
 1.94000e+00  1.00583e+00  5.98729e-02
 1.95000e+00  1.01274e+00  5.85385e-02
 1.96000e+00  1.01968e+00  5.72382e-02
 1.97000e+00  1.02660e+00  5.59690e-02
 1.98000e+00  1.03345e+00  5.47278e-02
 1.99000e+00  1.04019e+00  5.35118e-02
 2.00000e+00  1.04677e+00  5.23182e-02
 2.01000e+00  1.05314e+00  5.11443e-02
 2.02000e+00  1.05924e+00  4.99881e-02
 2.03000e+00  1.06504e+00  4.88474e-02
