 r[σ]         g_ii         c_ii        
 1.00000e-02  0.00000e+00 -1.25416e+01
 2.00000e-02  0.00000e+00 -1.25245e+01
 3.00000e-02  1.77636e-15 -1.24962e+01
 4.00000e-02  2.84217e-14 -1.24571e+01
 5.00000e-02  0.00000e+00 -1.24075e+01
 6.00000e-02  2.66454e-14 -1.23478e+01
 7.00000e-02  0.00000e+00 -1.22788e+01
 8.00000e-02  0.00000e+00 -1.22010e+01
 9.00000e-02  0.00000e+00 -1.21150e+01
 1.00000e-01  1.59872e-14 -1.20215e+01
 1.10000e-01  0.00000e+00 -1.19212e+01
 1.20000e-01  3.55271e-15 -1.18147e+01
 1.30000e-01  0.00000e+00 -1.17027e+01
 1.40000e-01  1.77636e-15 -1.15857e+01
 1.50000e-01  0.00000e+00 -1.14644e+01
 1.60000e-01  0.00000e+00 -1.13392e+01
 1.70000e-01  0.00000e+00 -1.12107e+01
 1.80000e-01  1.06581e-14 -1.10794e+01
 1.90000e-01  0.00000e+00 -1.09456e+01
 2.00000e-01  1.77636e-15 -1.08097e+01
 2.10000e-01  0.00000e+00 -1.06720e+01
 2.20000e-01  1.77636e-15 -1.05330e+01
 2.30000e-01  0.00000e+00 -1.03928e+01
 2.40000e-01  0.00000e+00 -1.02517e+01
 2.50000e-01  0.00000e+00 -1.01099e+01
 2.60000e-01  0.00000e+00 -9.96760e+00
 2.70000e-01  0.00000e+00 -9.82502e+00
 2.80000e-01  0.00000e+00 -9.68230e+00
 2.90000e-01  0.00000e+00 -9.53957e+00
 3.00000e-01  1.77636e-15 -9.39696e+00
 3.10000e-01  2.13163e-14 -9.25457e+00
 3.20000e-01  0.00000e+00 -9.11250e+00
 3.30000e-01  0.00000e+00 -8.97084e+00
 3.40000e-01  1.77636e-15 -8.82967e+00
 3.50000e-01  0.00000e+00 -8.68906e+00
 3.60000e-01  8.88178e-16 -8.54905e+00
 3.70000e-01  0.00000e+00 -8.40972e+00
 3.80000e-01  0.00000e+00 -8.27110e+00
 3.90000e-01  0.00000e+00 -8.13325e+00
 4.00000e-01  0.00000e+00 -7.99619e+00
 4.10000e-01  0.00000e+00 -7.85996e+00
 4.20000e-01  0.00000e+00 -7.72460e+00
 4.30000e-01  0.00000e+00 -7.59014e+00
 4.40000e-01  0.00000e+00 -7.45659e+00
 4.50000e-01  0.00000e+00 -7.32399e+00
 4.60000e-01  0.00000e+00 -7.19235e+00
 4.70000e-01  0.00000e+00 -7.06170e+00
 4.80000e-01  4.44089e-15 -6.93206e+00
 4.90000e-01  0.00000e+00 -6.80343e+00
 5.00000e-01  0.00000e+00 -6.67585e+00
 5.10000e-01  0.00000e+00 -6.54931e+00
 5.20000e-01  0.00000e+00 -6.42385e+00
 5.30000e-01  0.00000e+00 -6.29948e+00
 5.40000e-01  0.00000e+00 -6.17620e+00
 5.50000e-01  0.00000e+00 -6.05403e+00
 5.60000e-01  0.00000e+00 -5.93299e+00
 5.70000e-01  0.00000e+00 -5.81309e+00
 5.80000e-01  0.00000e+00 -5.69434e+00
 5.90000e-01  0.00000e+00 -5.57675e+00
 6.00000e-01  0.00000e+00 -5.46034e+00
 6.10000e-01  0.00000e+00 -5.34513e+00
 6.20000e-01  0.00000e+00 -5.23111e+00
 6.30000e-01  0.00000e+00 -5.11831e+00
 6.40000e-01  0.00000e+00 -5.00675e+00
 6.50000e-01  0.00000e+00 -4.89642e+00
 6.60000e-01  0.00000e+00 -4.78735e+00
 6.70000e-01  0.00000e+00 -4.67955e+00
 6.80000e-01  1.77636e-15 -4.57303e+00
 6.90000e-01  0.00000e+00 -4.46781e+00
 7.00000e-01  0.00000e+00 -4.36390e+00
 7.10000e-01  0.00000e+00 -4.26132e+00
 7.20000e-01  0.00000e+00 -4.16007e+00
 7.30000e-01  5.31575e-13 -4.06018e+00
 7.40000e-01  6.73652e-11 -3.96166e+00
 7.50000e-01  3.72324e-09 -3.86452e+00
 7.60000e-01  1.05375e-07 -3.76878e+00
 7.70000e-01  1.71433e-06 -3.67446e+00
 7.80000e-01  1.76237e-05 -3.58155e+00
 7.90000e-01  1.23732e-04 -3.48999e+00
 8.00000e-01  6.32416e-04 -3.39949e+00
 8.10000e-01  2.48053e-03 -3.30912e+00
 8.20000e-01  7.79863e-03 -3.21678e+00
 8.30000e-01  2.03744e-02 -3.11868e+00
 8.40000e-01  4.55760e-02 -3.00948e+00
 8.50000e-01  8.94908e-02 -2.88310e+00
 8.60000e-01  1.57475e-01 -2.73420e+00
 8.70000e-01  2.52666e-01 -2.55965e+00
 8.80000e-01  3.75030e-01 -2.35951e+00
 8.90000e-01  5.21229e-01 -2.13712e+00
 9.00000e-01  6.85247e-01 -1.89852e+00
 9.10000e-01  8.59471e-01 -1.65131e+00
 9.20000e-01  1.03587e+00 -1.40356e+00
 9.30000e-01  1.20696e+00 -1.16273e+00
 9.40000e-01  1.36656e+00 -9.35052e-01
 9.50000e-01  1.51001e+00 -7.25148e-01
 9.60000e-01  1.63435e+00 -5.36010e-01
 9.70000e-01  1.73808e+00 -3.69130e-01
 9.80000e-01  1.82097e+00 -2.24751e-01
 9.90000e-01  1.88371e+00 -1.02166e-01
 1.00000e+00  1.92769e+00 -1.39554e-15
 1.01000e+00  1.95469e+00  8.35372e-02
 1.02000e+00  1.96672e+00  1.50450e-01
 1.03000e+00  1.96582e+00  2.02804e-01
 1.04000e+00  1.95401e+00  2.42614e-01
 1.05000e+00  1.93318e+00  2.71774e-01
 1.06000e+00  1.90504e+00  2.92017e-01
 1.07000e+00  1.87113e+00  3.04889e-01
 1.08000e+00  1.83279e+00  3.11750e-01
 1.09000e+00  1.79119e+00  3.13775e-01
 1.10000e+00  1.74731e+00  3.11969e-01
 1.11000e+00  1.70199e+00  3.07180e-01
 1.12000e+00  1.65591e+00  3.00117e-01
 1.13000e+00  1.60964e+00  2.91369e-01
 1.14000e+00  1.56364e+00  2.81418e-01
 1.15000e+00  1.51828e+00  2.70656e-01
 1.16000e+00  1.47386e+00  2.59399e-01
 1.17000e+00  1.43061e+00  2.47899e-01
 1.18000e+00  1.38869e+00  2.36354e-01
 1.19000e+00  1.34824e+00  2.24918e-01
 1.20000e+00  1.30934e+00  2.13710e-01
 1.21000e+00  1.27207e+00  2.02815e-01
 1.22000e+00  1.23645e+00  1.92299e-01
 1.23000e+00  1.20250e+00  1.82204e-01
 1.24000e+00  1.17023e+00  1.72558e-01
 1.25000e+00  1.13962e+00  1.63378e-01
 1.26000e+00  1.11066e+00  1.54669e-01
 1.27000e+00  1.08330e+00  1.46430e-01
 1.28000e+00  1.05753e+00  1.38653e-01
 1.29000e+00  1.03329e+00  1.31327e-01
 1.30000e+00  1.01055e+00  1.24435e-01
 1.31000e+00  9.89262e-01  1.17961e-01
 1.32000e+00  9.69382e-01  1.11887e-01
 1.33000e+00  9.50863e-01  1.06193e-01
 1.34000e+00  9.33659e-01  1.00858e-01
 1.35000e+00  9.17723e-01  9.58623e-02
 1.36000e+00  9.03012e-01  9.11866e-02
 1.37000e+00  8.89479e-01  8.68113e-02
 1.38000e+00  8.77082e-01  8.27176e-02
 1.39000e+00  8.65777e-01  7.88873e-02
 1.40000e+00  8.55524e-01  7.53033e-02
 1.41000e+00  8.46282e-01  7.19491e-02
 1.42000e+00  8.38013e-01  6.88091e-02
 1.43000e+00  8.30680e-01  6.58686e-02
 1.44000e+00  8.24246e-01  6.31138e-02
 1.45000e+00  8.18676e-01  6.05317e-02
 1.46000e+00  8.13939e-01  5.81101e-02
 1.47000e+00  8.10000e-01  5.58377e-02
 1.48000e+00  8.06830e-01  5.37038e-02
 1.49000e+00  8.04399e-01  5.16985e-02
 1.50000e+00  8.02678e-01  4.98127e-02
 1.51000e+00  8.01641e-01  4.80378e-02
 1.52000e+00  8.01261e-01  4.63659e-02
 1.53000e+00  8.01513e-01  4.47895e-02
 1.54000e+00  8.02373e-01  4.33019e-02
 1.55000e+00  8.03818e-01  4.18968e-02
 1.56000e+00  8.05826e-01  4.05683e-02
 1.57000e+00  8.08377e-01  3.93109e-02
 1.58000e+00  8.11449e-01  3.81197e-02
 1.59000e+00  8.15023e-01  3.69900e-02
 1.60000e+00  8.19081e-01  3.59176e-02
 1.61000e+00  8.23606e-01  3.48984e-02
 1.62000e+00  8.28580e-01  3.39289e-02
 1.63000e+00  8.33987e-01  3.30057e-02
 1.64000e+00  8.39812e-01  3.21256e-02
 1.65000e+00  8.46040e-01  3.12858e-02
 1.66000e+00  8.52656e-01  3.04836e-02
 1.67000e+00  8.59647e-01  2.97165e-02
 1.68000e+00  8.67000e-01  2.89822e-02
 1.69000e+00  8.74701e-01  2.82787e-02
 1.70000e+00  8.82737e-01  2.76040e-02
 1.71000e+00  8.91094e-01  2.69561e-02
 1.72000e+00  8.99756e-01  2.63333e-02
 1.73000e+00  9.08708e-01  2.57338e-02
 1.74000e+00  9.17928e-01  2.51562e-02
 1.75000e+00  9.27393e-01  2.45987e-02
 1.76000e+00  9.37076e-01  2.40597e-02
 1.77000e+00  9.46943e-01  2.35376e-02
 1.78000e+00  9.56956e-01  2.30308e-02
 1.79000e+00  9.67070e-01  2.25378e-02
 1.80000e+00  9.77235e-01  2.20570e-02
 1.81000e+00  9.87396e-01  2.15868e-02
 1.82000e+00  9.97491e-01  2.11258e-02
 1.83000e+00  1.00746e+00  2.06727e-02
 1.84000e+00  1.01723e+00  2.02260e-02
 1.85000e+00  1.02674e+00  1.97848e-02
 1.86000e+00  1.03592e+00  1.93480e-02
 1.87000e+00  1.04471e+00  1.89147e-02
 1.88000e+00  1.05305e+00  1.84843e-02
 1.89000e+00  1.06088e+00  1.80563e-02
 1.90000e+00  1.06815e+00  1.76304e-02
 1.91000e+00  1.07482e+00  1.72063e-02
 1.92000e+00  1.08086e+00  1.67842e-02
 1.93000e+00  1.08622e+00  1.63639e-02
 1.94000e+00  1.09091e+00  1.59459e-02
 1.95000e+00  1.09489e+00  1.55304e-02
 1.96000e+00  1.09817e+00  1.51178e-02
 1.97000e+00  1.10076e+00  1.47086e-02
 1.98000e+00  1.10265e+00  1.43033e-02
 1.99000e+00  1.10386e+00  1.39023e-02
 2.00000e+00  1.10443e+00  1.35064e-02
 2.01000e+00  1.10436e+00  1.31158e-02
 2.02000e+00  1.10369e+00  1.27313e-02
 2.03000e+00  1.10246e+00  1.23533e-02
 2.04000e+00  1.10070e+00  1.19821e-02
 2.05000e+00  1.09844e+00  1.16184e-02
 2.06000e+00  1.09573e+00  1.12624e-02
 2.07000e+00  1.09261e+00  1.09144e-02
 2.08000e+00  1.08912e+00  1.05748e-02
 2.09000e+00  1.08529e+00  1.02437e-02
 2.10000e+00  1.08117e+00  9.92146e-03
 2.11000e+00  1.07680e+00  9.60811e-03
 2.12000e+00  1.07222e+00  9.30376e-03
 2.13000e+00  1.06747e+00  9.00848e-03
 2.14000e+00  1.06257e+00  8.72229e-03
 2.15000e+00  1.05757e+00  8.44516e-03
 2.16000e+00  1.05249e+00  8.17705e-03
 2.17000e+00  1.04738e+00  7.91788e-03
 2.18000e+00  1.04225e+00  7.66754e-03
 2.19000e+00  1.03714e+00  7.42590e-03
 2.20000e+00  1.03207e+00  7.19279e-03
 2.21000e+00  1.02706e+00  6.96807e-03
 2.22000e+00  1.02214e+00  6.75152e-03
 2.23000e+00  1.01733e+00  6.54297e-03
