 r[σ]         g_ii         c_ii        
 5.00000e-02  0.00000e+00 -9.21443e+00
 1.00000e-01  0.00000e+00 -8.77806e+00
 1.50000e-01  1.50990e-14 -8.18536e+00
 2.00000e-01  0.00000e+00 -7.53804e+00
 2.50000e-01  3.55271e-15 -6.89667e+00
 3.00000e-01  8.88178e-16 -6.28879e+00
 3.50000e-01  3.55271e-15 -5.72354e+00
 4.00000e-01  5.32907e-15 -5.20139e+00
 4.50000e-01  5.32907e-15 -4.71949e+00
 5.00000e-01  0.00000e+00 -4.27404e+00
 5.50000e-01  3.10862e-15 -3.86141e+00
 6.00000e-01  0.00000e+00 -3.47843e+00
 6.50000e-01  3.99680e-15 -3.12261e+00
 7.00000e-01  1.11022e-15 -2.79204e+00
 7.50000e-01  0.00000e+00 -2.48539e+00
 8.00000e-01  8.88178e-16 -2.20189e+00
 8.50000e-01  8.89405e-07 -1.94126e+00
 9.00000e-01  6.75626e-03 -1.69696e+00
 9.50000e-01  2.90699e-01 -1.19916e+00
 1.00000e+00  1.30048e+00 -4.90033e-16
 1.05000e+00  2.13623e+00  9.99924e-01
 1.10000e+00  2.26377e+00  1.26621e+00
 1.15000e+00  2.00262e+00  1.11890e+00
 1.20000e+00  1.66727e+00  8.73755e-01
 1.25000e+00  1.38151e+00  6.56502e-01
 1.30000e+00  1.16865e+00  4.92721e-01
 1.35000e+00  1.01966e+00  3.75762e-01
 1.40000e+00  9.19824e-01  2.93244e-01
 1.45000e+00  8.56445e-01  2.34576e-01
 1.50000e+00  8.19995e-01  1.92114e-01
 1.55000e+00  8.03671e-01  1.60668e-01
 1.60000e+00  8.02658e-01  1.36792e-01
 1.65000e+00  8.13545e-01  1.18205e-01
 1.70000e+00  8.33886e-01  1.03392e-01
 1.75000e+00  8.61919e-01  9.13337e-02
 1.80000e+00  8.96355e-01  8.13339e-02
 1.85000e+00  9.36258e-01  7.29101e-02
 1.90000e+00  9.80789e-01  6.57098e-02
 1.95000e+00  1.02807e+00  5.94103e-02
 2.00000e+00  1.07273e+00  5.36123e-02
 2.05000e+00  1.10598e+00  4.79321e-02
 2.10000e+00  1.12075e+00  4.22341e-02
 2.15000e+00  1.11606e+00  3.66675e-02
 2.20000e+00  1.09649e+00  3.14911e-02
 2.25000e+00  1.06883e+00  2.69034e-02
 2.30000e+00  1.03925e+00  2.29848e-02
 2.35000e+00  1.01212e+00  1.97176e-02
 2.40000e+00  9.89916e-01  1.70282e-02
 2.45000e+00  9.73650e-01  1.48233e-02
 2.50000e+00  9.63382e-01  1.30108e-02
 2.55000e+00  9.58599e-01  1.15099e-02
 2.60000e+00  9.58495e-01  1.02539e-02
 2.65000e+00  9.62141e-01  9.18976e-03
 2.70000e+00  9.68581e-01  8.27652e-03
 2.75000e+00  9.76886e-01  7.48260e-03
 2.80000e+00  9.86177e-01  6.78399e-03
 2.85000e+00  9.95633e-01  6.16240e-03
 2.90000e+00  1.00449e+00  5.60394e-03
 2.95000e+00  1.01206e+00  5.09799e-03
 3.00000e+00  1.01774e+00  4.63659e-03
 3.05000e+00  1.02107e+00  4.21403e-03
 3.10000e+00  1.02189e+00  3.82655e-03
 3.15000e+00  1.02033e+00  3.47194e-03
 3.20000e+00  1.01687e+00  3.14894e-03
 3.25000e+00  1.01215e+00  2.85655e-03
 3.30000e+00  1.00693e+00  2.59356e-03
 3.35000e+00  1.00186e+00  2.35830e-03
 3.40000e+00  9.97491e-01  2.14865e-03
 3.45000e+00  9.94151e-01  1.96214e-03
 3.50000e+00  9.92003e-01  1.79619e-03
 3.55000e+00  9.91051e-01  1.64826e-03
 3.60000e+00  9.91183e-01  1.51595e-03
 3.65000e+00  9.92201e-01  1.39711e-03
 3.70000e+00  9.93867e-01  1.28987e-03
 3.75000e+00  9.95923e-01  1.19262e-03
 3.80000e+00  9.98123e-01  1.10402e-03
 3.85000e+00  1.00024e+00  1.02297e-03
 3.90000e+00  1.00209e+00  9.48569e-04
 3.95000e+00  1.00353e+00  8.80080e-04
 4.00000e+00  1.00448e+00  8.16913e-04
 4.05000e+00  1.00489e+00  7.58588e-04
 4.10000e+00  1.00480e+00  7.04713e-04
 4.15000e+00  1.00427e+00  6.54961e-04
 4.20000e+00  1.00341e+00  6.09049e-04
 4.25000e+00  1.00236e+00  5.66722e-04
 4.30000e+00  1.00123e+00  5.27739e-04
 4.35000e+00  1.00016e+00  4.91863e-04
