      r[a_0]     n(bound)   n(unbound)
8.570833e-03 3.006519e+01 1.334943e+00
8.678687e-03 3.003988e+01 1.333824e+00
8.787899e-03 3.001425e+01 1.332692e+00
8.898485e-03 2.998831e+01 1.331546e+00
9.010462e-03 2.996205e+01 1.330386e+00
9.123849e-03 2.993548e+01 1.329212e+00
9.238662e-03 2.990858e+01 1.328023e+00
9.354921e-03 2.988135e+01 1.326821e+00
9.472642e-03 2.985380e+01 1.325604e+00
9.591845e-03 2.982591e+01 1.324372e+00
9.712547e-03 2.979769e+01 1.323125e+00
9.834769e-03 2.976913e+01 1.321864e+00
9.958529e-03 2.974022e+01 1.320588e+00
1.008385e-02 2.971097e+01 1.319296e+00
1.021074e-02 2.968137e+01 1.317989e+00
1.033923e-02 2.965141e+01 1.316667e+00
1.046934e-02 2.962110e+01 1.315328e+00
1.060108e-02 2.959043e+01 1.313974e+00
1.073449e-02 2.955939e+01 1.312605e+00
1.086957e-02 2.952799e+01 1.311219e+00
1.100635e-02 2.949621e+01 1.309816e+00
1.114485e-02 2.946406e+01 1.308398e+00
1.128510e-02 2.943154e+01 1.306962e+00
1.142711e-02 2.939862e+01 1.305510e+00
1.157091e-02 2.936533e+01 1.304041e+00
1.171651e-02 2.933164e+01 1.302555e+00
1.186395e-02 2.929756e+01 1.301052e+00
1.201325e-02 2.926308e+01 1.299531e+00
1.216442e-02 2.922821e+01 1.297993e+00
1.231750e-02 2.919292e+01 1.296437e+00
1.247250e-02 2.915723e+01 1.294863e+00
1.262945e-02 2.912112e+01 1.293271e+00
1.278838e-02 2.908460e+01 1.291661e+00
1.294931e-02 2.904766e+01 1.290033e+00
1.311226e-02 2.901029e+01 1.288386e+00
1.327726e-02 2.897249e+01 1.286720e+00
1.344434e-02 2.893426e+01 1.285035e+00
1.361352e-02 2.889560e+01 1.283331e+00
1.378483e-02 2.885649e+01 1.281608e+00
1.395830e-02 2.881694e+01 1.279866e+00
1.413395e-02 2.877693e+01 1.278104e+00
1.431181e-02 2.873648e+01 1.276322e+00
1.449191e-02 2.869556e+01 1.274520e+00
1.467427e-02 2.865419e+01 1.272698e+00
1.485893e-02 2.861234e+01 1.270856e+00
1.504592e-02 2.857003e+01 1.268993e+00
1.523525e-02 2.852724e+01 1.267109e+00
1.542697e-02 2.848398e+01 1.265205e+00
1.562110e-02 2.844023e+01 1.263280e+00
1.581768e-02 2.839599e+01 1.261333e+00
1.601672e-02 2.835126e+01 1.259365e+00
1.621828e-02 2.830603e+01 1.257375e+00
1.642237e-02 2.826031e+01 1.255364e+00
1.662902e-02 2.821407e+01 1.253331e+00
1.683828e-02 2.816733e+01 1.251275e+00
1.705017e-02 2.812008e+01 1.249198e+00
1.726473e-02 2.807230e+01 1.247097e+00
1.748199e-02 2.802401e+01 1.244974e+00
1.770198e-02 2.797518e+01 1.242829e+00
1.792474e-02 2.792583e+01 1.240660e+00
1.815030e-02 2.787593e+01 1.238468e+00
1.837870e-02 2.782550e+01 1.236252e+00
1.860998e-02 2.777452e+01 1.234013e+00
1.884416e-02 2.772299e+01 1.231750e+00
1.908130e-02 2.767091e+01 1.229463e+00
1.932141e-02 2.761827e+01 1.227152e+00
1.956455e-02 2.756506e+01 1.224816e+00
1.981075e-02 2.751129e+01 1.222456e+00
2.006005e-02 2.745694e+01 1.220072e+00
2.031248e-02 2.740202e+01 1.217662e+00
2.056809e-02 2.734652e+01 1.215227e+00
2.082692e-02 2.729042e+01 1.212767e+00
2.108900e-02 2.723374e+01 1.210282e+00
2.135438e-02 2.717647e+01 1.207771e+00
2.162310e-02 2.711859e+01 1.205234e+00
2.189521e-02 2.706011e+01 1.202671e+00
2.217073e-02 2.700102e+01 1.200082e+00
2.244973e-02 2.694131e+01 1.197466e+00
2.273223e-02 2.688099e+01 1.194824e+00
2.301829e-02 2.682005e+01 1.192156e+00
2.330795e-02 2.675848e+01 1.189460e+00
2.360126e-02 2.669627e+01 1.186737e+00
2.389825e-02 2.663344e+01 1.183987e+00
2.419898e-02 2.656996e+01 1.181210e+00
2.450350e-02 2.650583e+01 1.178405e+00
2.481185e-02 2.644106e+01 1.175572e+00
2.512408e-02 2.637563e+01 1.172712e+00
2.544024e-02 2.630955e+01 1.169823e+00
2.576038e-02 2.624280e+01 1.166906e+00
2.608454e-02 2.617539e+01 1.163961e+00
2.641279e-02 2.610730e+01 1.160987e+00
2.674516e-02 2.603854e+01 1.157984e+00
2.708172e-02 2.596911e+01 1.154953e+00
2.742251e-02 2.589898e+01 1.151892e+00
2.776760e-02 2.582817e+01 1.148802e+00
2.811702e-02 2.575667e+01 1.145683e+00
2.847084e-02 2.568447e+01 1.142534e+00
2.882912e-02 2.561157e+01 1.139356e+00
2.919190e-02 2.553797e+01 1.136148e+00
2.955925e-02 2.546366e+01 1.132910e+00
2.993122e-02 2.538864e+01 1.129642e+00
3.030787e-02 2.531290e+01 1.126344e+00
3.068926e-02 2.523645e+01 1.123015e+00
3.107545e-02 2.515926e+01 1.119656e+00
3.146650e-02 2.508136e+01 1.116267e+00
3.186247e-02 2.500272e+01 1.112846e+00
3.226342e-02 2.492335e+01 1.109395e+00
3.266942e-02 2.484324e+01 1.105913e+00
3.308053e-02 2.476239e+01 1.102401e+00
3.349681e-02 2.468080e+01 1.098857e+00
3.391833e-02 2.459845e+01 1.095281e+00
3.434516e-02 2.451536e+01 1.091675e+00
3.477735e-02 2.443152e+01 1.088037e+00
3.521499e-02 2.434691e+01 1.084368e+00
3.565813e-02 2.426155e+01 1.080667e+00
3.610685e-02 2.417543e+01 1.076935e+00
3.656121e-02 2.408854e+01 1.073171e+00
3.702129e-02 2.400088e+01 1.069375e+00
3.748717e-02 2.391245e+01 1.065547e+00
3.795890e-02 2.382325e+01 1.061688e+00
3.843657e-02 2.373327e+01 1.057796e+00
3.892025e-02 2.364252e+01 1.053873e+00
3.941002e-02 2.355098e+01 1.049918e+00
3.990595e-02 2.345867e+01 1.045931e+00
4.040812e-02 2.336557e+01 1.041912e+00
4.091662e-02 2.327168e+01 1.037861e+00
4.143151e-02 2.317701e+01 1.033778e+00
4.195288e-02 2.308155e+01 1.029663e+00
4.248081e-02 2.298530e+01 1.025516e+00
4.301538e-02 2.288826e+01 1.021337e+00
4.355668e-02 2.279042e+01 1.017126e+00
4.410479e-02 2.269180e+01 1.012883e+00
4.465980e-02 2.259238e+01 1.008608e+00
4.522180e-02 2.249216e+01 1.004302e+00
4.579086e-02 2.239115e+01 9.999638e-01
4.636709e-02 2.228935e+01 9.955940e-01
4.695057e-02 2.218674e+01 9.911927e-01
4.754139e-02 2.208335e+01 9.867599e-01
4.813964e-02 2.197915e+01 9.822957e-01
4.874543e-02 2.187417e+01 9.778003e-01
4.935884e-02 2.176838e+01 9.732737e-01
4.997996e-02 2.166181e+01 9.687161e-01
5.060890e-02 2.155444e+01 9.641277e-01
5.124576e-02 2.144628e+01 9.595085e-01
5.189063e-02 2.133732e+01 9.548588e-01
5.254362e-02 2.122758e+01 9.501787e-01
5.320482e-02 2.111705e+01 9.454685e-01
5.387434e-02 2.100574e+01 9.407282e-01
5.455229e-02 2.089364e+01 9.359582e-01
5.523877e-02 2.078076e+01 9.311586e-01
5.593389e-02 2.066710e+01 9.263297e-01
5.663776e-02 2.055267e+01 9.214717e-01
5.735048e-02 2.043746e+01 9.165849e-01
5.807217e-02 2.032148e+01 9.116696e-01
5.880295e-02 2.020474e+01 9.067260e-01
5.954292e-02 2.008723e+01 9.017544e-01
6.029220e-02 1.996897e+01 8.967553e-01
6.105091e-02 1.984995e+01 8.917288e-01
6.181917e-02 1.973018e+01 8.866753e-01
6.259709e-02 1.960967e+01 8.815952e-01
6.338481e-02 1.948841e+01 8.764889e-01
6.418243e-02 1.936642e+01 8.713568e-01
6.499010e-02 1.924370e+01 8.661992e-01
6.580793e-02 1.912026e+01 8.610165e-01
6.663605e-02 1.899609e+01 8.558093e-01
6.747459e-02 1.887122e+01 8.505779e-01
6.832368e-02 1.874564e+01 8.453228e-01
6.918346e-02 1.861936e+01 8.400445e-01
7.005406e-02 1.849240e+01 8.347436e-01
7.093561e-02 1.836475e+01 8.294204e-01
7.182825e-02 1.823642e+01 8.240755e-01
7.273213e-02 1.810742e+01 8.187095e-01
7.364739e-02 1.797777e+01 8.133230e-01
7.457416e-02 1.784747e+01 8.079164e-01
7.551259e-02 1.771652e+01 8.024905e-01
7.646283e-02 1.758494e+01 7.970459e-01
7.742503e-02 1.745274e+01 7.915831e-01
7.839934e-02 1.731993e+01 7.861028e-01
7.938591e-02 1.718651e+01 7.806058e-01
8.038489e-02 1.705250e+01 7.750926e-01
8.139645e-02 1.691791e+01 7.695640e-01
8.242073e-02 1.678275e+01 7.640207e-01
8.345790e-02 1.664704e+01 7.584635e-01
8.450813e-02 1.651077e+01 7.528931e-01
8.557157e-02 1.637397e+01 7.473103e-01
8.664839e-02 1.623666e+01 7.417160e-01
8.773877e-02 1.609883e+01 7.361108e-01
8.884286e-02 1.596050e+01 7.304957e-01
8.996085e-02 1.582170e+01 7.248715e-01
9.109291e-02 1.568242e+01 7.192391e-01
9.223921e-02 1.554269e+01 7.135993e-01
9.339994e-02 1.540253e+01 7.079532e-01
9.457527e-02 1.526194e+01 7.023016e-01
9.576540e-02 1.512093e+01 6.966455e-01
9.697050e-02 1.497954e+01 6.909858e-01
9.819077e-02 1.483777e+01 6.853236e-01
9.942639e-02 1.469563e+01 6.796598e-01
1.006776e-01 1.455315e+01 6.739955e-01
1.019445e-01 1.441035e+01 6.683317e-01
1.032273e-01 1.426723e+01 6.626695e-01
1.045263e-01 1.412382e+01 6.570100e-01
1.058417e-01 1.398013e+01 6.513542e-01
1.071736e-01 1.383618e+01 6.457033e-01
1.085222e-01 1.369200e+01 6.400585e-01
1.098879e-01 1.354760e+01 6.344208e-01
1.112707e-01 1.340299e+01 6.287914e-01
1.126709e-01 1.325821e+01 6.231716e-01
1.140887e-01 1.311326e+01 6.175625e-01
1.155244e-01 1.296817e+01 6.119654e-01
1.169782e-01 1.282296e+01 6.063815e-01
1.184502e-01 1.267765e+01 6.008120e-01
1.199408e-01 1.253225e+01 5.952582e-01
1.214501e-01 1.238680e+01 5.897215e-01
1.229784e-01 1.224132e+01 5.842030e-01
1.245260e-01 1.209581e+01 5.787042e-01
1.260930e-01 1.195032e+01 5.732262e-01
1.276797e-01 1.180485e+01 5.677706e-01
1.292864e-01 1.165943e+01 5.623386e-01
1.309134e-01 1.151409e+01 5.569316e-01
1.325608e-01 1.136884e+01 5.515509e-01
1.342289e-01 1.122371e+01 5.461980e-01
1.359180e-01 1.107873e+01 5.408743e-01
1.376284e-01 1.093391e+01 5.355811e-01
1.393603e-01 1.078928e+01 5.303198e-01
1.411140e-01 1.064486e+01 5.250920e-01
1.428897e-01 1.050069e+01 5.198990e-01
1.446879e-01 1.035677e+01 5.147422e-01
1.465086e-01 1.021315e+01 5.096231e-01
1.483522e-01 1.006983e+01 5.045432e-01
1.502191e-01 9.926847e+00 4.995039e-01
1.521094e-01 9.784225e+00 4.945066e-01
1.540236e-01 9.641989e+00 4.895528e-01
1.559618e-01 9.500162e+00 4.846440e-01
1.579244e-01 9.358769e+00 4.797816e-01
1.599117e-01 9.217837e+00 4.749671e-01
1.619240e-01 9.077388e+00 4.702019e-01
1.639616e-01 8.937450e+00 4.654874e-01
1.660249e-01 8.798046e+00 4.608252e-01
1.681141e-01 8.659201e+00 4.562167e-01
1.702297e-01 8.520941e+00 4.516632e-01
1.723718e-01 8.383290e+00 4.471662e-01
1.745409e-01 8.246274e+00 4.427272e-01
1.767373e-01 8.109917e+00 4.383475e-01
1.789614e-01 7.974244e+00 4.340285e-01
1.812134e-01 7.839280e+00 4.297717e-01
1.834938e-01 7.705048e+00 4.255783e-01
1.858028e-01 7.571574e+00 4.214497e-01
1.881410e-01 7.438882e+00 4.173872e-01
1.905085e-01 7.306995e+00 4.133922e-01
1.929058e-01 7.175937e+00 4.094660e-01
1.953333e-01 7.045733e+00 4.056097e-01
1.977914e-01 6.916406e+00 4.018247e-01
2.002804e-01 6.787978e+00 3.981122e-01
2.028007e-01 6.660472e+00 3.944734e-01
2.053527e-01 6.533912e+00 3.909093e-01
2.079368e-01 6.408320e+00 3.874212e-01
2.105535e-01 6.283717e+00 3.840102e-01
2.132031e-01 6.160126e+00 3.806772e-01
2.158860e-01 6.037567e+00 3.774234e-01
2.186027e-01 5.916062e+00 3.742497e-01
2.213536e-01 5.795631e+00 3.711571e-01
2.241391e-01 5.676294e+00 3.681465e-01
2.269596e-01 5.558072e+00 3.652187e-01
2.298156e-01 5.440983e+00 3.623746e-01
2.327076e-01 5.325047e+00 3.596150e-01
2.356360e-01 5.210281e+00 3.569405e-01
2.386012e-01 5.096705e+00 3.543518e-01
2.416037e-01 4.984334e+00 3.518496e-01
2.446440e-01 4.873187e+00 3.494345e-01
2.477226e-01 4.763279e+00 3.471068e-01
2.508399e-01 4.654627e+00 3.448672e-01
2.539965e-01 4.547245e+00 3.427160e-01
2.571927e-01 4.441148e+00 3.406534e-01
2.604292e-01 4.336351e+00 3.386799e-01
2.637064e-01 4.232866e+00 3.367955e-01
2.670249e-01 4.130708e+00 3.350004e-01
2.703851e-01 4.029887e+00 3.332947e-01
2.737876e-01 3.930417e+00 3.316783e-01
2.772329e-01 3.832306e+00 3.301512e-01
2.807216e-01 3.735567e+00 3.287132e-01
2.842541e-01 3.640209e+00 3.273640e-01
2.878312e-01 3.546240e+00 3.261034e-01
2.914532e-01 3.453668e+00 3.249310e-01
2.951208e-01 3.362502e+00 3.238462e-01
2.988346e-01 3.272749e+00 3.228485e-01
3.025951e-01 3.184413e+00 3.219373e-01
3.064029e-01 3.097502e+00 3.211117e-01
3.102586e-01 3.012019e+00 3.203710e-01
3.141629e-01 2.927969e+00 3.197143e-01
3.181163e-01 2.845354e+00 3.191405e-01
3.221194e-01 2.764178e+00 3.186485e-01
3.261729e-01 2.684442e+00 3.182371e-01
3.302775e-01 2.606147e+00 3.179050e-01
3.344336e-01 2.529294e+00 3.176509e-01
3.386421e-01 2.453882e+00 3.174731e-01
3.429036e-01 2.379910e+00 3.173701e-01
3.472186e-01 2.307376e+00 3.173402e-01
3.515880e-01 2.236277e+00 3.173816e-01
3.560123e-01 2.166611e+00 3.174923e-01
3.604923e-01 2.098373e+00 3.176703e-01
3.650287e-01 2.031558e+00 3.179136e-01
3.696222e-01 1.966161e+00 3.182198e-01
3.742735e-01 1.902176e+00 3.185867e-01
3.789833e-01 1.839597e+00 3.190117e-01
3.837524e-01 1.778414e+00 3.194924e-01
3.885815e-01 1.718621e+00 3.200259e-01
3.934714e-01 1.660208e+00 3.206097e-01
3.984228e-01 1.603167e+00 3.212407e-01
4.034365e-01 1.547486e+00 3.219159e-01
4.085133e-01 1.493155e+00 3.226324e-01
4.136540e-01 1.440163e+00 3.233868e-01
4.188593e-01 1.388498e+00 3.241758e-01
4.241302e-01 1.338147e+00 3.249959e-01
4.294674e-01 1.289098e+00 3.258437e-01
4.348718e-01 1.241336e+00 3.267155e-01
4.403442e-01 1.194847e+00 3.276075e-01
4.458854e-01 1.149617e+00 3.285159e-01
4.514964e-01 1.105631e+00 3.294367e-01
4.571780e-01 1.062873e+00 3.303658e-01
4.629311e-01 1.021326e+00 3.312990e-01
4.687565e-01 9.809752e-01 3.322322e-01
4.746553e-01 9.418028e-01 3.331609e-01
4.806283e-01 9.037917e-01 3.340807e-01
4.866765e-01 8.669241e-01 3.349870e-01
4.928008e-01 8.311820e-01 3.358753e-01
4.990021e-01 7.965471e-01 3.367408e-01
5.052815e-01 7.630008e-01 3.375786e-01
5.116399e-01 7.305242e-01 3.383840e-01
5.180783e-01 6.990981e-01 3.391520e-01
5.245978e-01 6.687031e-01 3.398775e-01
5.311993e-01 6.393196e-01 3.405555e-01
5.378838e-01 6.109277e-01 3.411808e-01
5.446525e-01 5.835076e-01 3.417483e-01
5.515063e-01 5.570391e-01 3.422527e-01
5.584464e-01 5.315020e-01 3.426888e-01
5.654739e-01 5.068760e-01 3.430511e-01
5.725897e-01 4.831407e-01 3.433344e-01
5.797951e-01 4.602757e-01 3.435333e-01
5.870912e-01 4.382604e-01 3.436424e-01
5.944791e-01 4.170745e-01 3.436563e-01
6.019600e-01 3.966974e-01 3.435697e-01
6.095350e-01 3.771088e-01 3.433771e-01
6.172053e-01 3.582882e-01 3.430733e-01
6.249721e-01 3.402154e-01 3.426530e-01
6.328367e-01 3.228702e-01 3.421108e-01
6.408002e-01 3.062325e-01 3.414415e-01
6.488640e-01 2.902823e-01 3.406401e-01
6.570292e-01 2.749999e-01 3.397015e-01
6.652972e-01 2.603657e-01 3.386207e-01
6.736692e-01 2.463601e-01 3.373929e-01
6.821466e-01 2.329640e-01 3.360133e-01
6.907307e-01 2.201584e-01 3.344774e-01
6.994228e-01 2.079244e-01 3.327808e-01
7.082242e-01 1.962436e-01 3.309192e-01
7.171364e-01 1.850976e-01 3.288886e-01
7.261608e-01 1.744685e-01 3.266851e-01
7.352987e-01 1.643385e-01 3.243052e-01
7.445517e-01 1.546901e-01 3.217454e-01
7.539210e-01 1.455064e-01 3.190028e-01
7.634083e-01 1.367704e-01 3.160744e-01
7.730149e-01 1.284657e-01 3.129579e-01
7.827424e-01 1.205761e-01 3.096511e-01
7.925924e-01 1.130858e-01 3.061522e-01
8.025663e-01 1.059794e-01 3.024600e-01
8.126657e-01 9.924171e-02 2.985732e-01
8.228922e-01 9.285795e-02 2.944916e-01
8.332474e-01 8.681373e-02 2.902149e-01
8.437329e-01 8.109502e-02 2.857435e-01
8.543503e-01 7.568812e-02 2.810785e-01
8.651014e-01 7.057972e-02 2.762212e-01
8.759877e-01 6.575687e-02 2.711736e-01
8.870110e-01 6.120700e-02 2.659383e-01
8.981731e-01 5.691789e-02 2.605186e-01
9.094756e-01 5.287770e-02 2.549182e-01
9.209203e-01 4.907495e-02 2.491416e-01
9.325091e-01 4.549852e-02 2.431940e-01
9.442437e-01 4.213767e-02 2.370812e-01
9.561259e-01 3.898200e-02 2.308098e-01
9.681577e-01 3.602147e-02 2.243871e-01
9.803409e-01 3.324639e-02 2.178210e-01
9.926774e-01 3.064743e-02 2.111203e-01
1.005169e+00 2.821559e-02 2.042947e-01
1.017818e+00 2.594221e-02 1.973543e-01
1.030626e+00 2.381895e-02 1.903102e-01
1.043595e+00 2.183783e-02 1.831742e-01
1.056728e+00 1.999115e-02 1.759590e-01
1.070026e+00 1.827156e-02 1.686777e-01
1.083491e+00 1.667198e-02 1.613446e-01
1.097125e+00 1.518566e-02 1.539742e-01
1.110931e+00 1.380614e-02 1.465821e-01
1.124911e+00 1.252723e-02 1.391843e-01
1.139067e+00 1.134304e-02 1.317974e-01
1.153401e+00 1.024793e-02 1.244388e-01
1.167915e+00 9.236545e-03 1.171260e-01
1.182612e+00 8.303774e-03 1.098773e-01
1.197494e+00 7.444762e-03 1.027112e-01
1.212563e+00 6.654894e-03 9.564655e-02
1.227822e+00 5.929790e-03 8.870233e-02
1.243273e+00 5.265296e-03 8.189770e-02
1.258918e+00 4.657482e-03 7.525184e-02
1.274760e+00 4.102625e-03 6.878382e-02
1.290801e+00 3.597213e-03 6.251252e-02
1.307045e+00 3.137928e-03 5.645652e-02
1.323492e+00 2.721646e-03 5.063391e-02
1.340147e+00 2.345428e-03 4.506225e-02
1.357011e+00 2.006512e-03 3.975836e-02
1.374088e+00 1.702308e-03 3.473823e-02
1.391379e+00 1.430393e-03 3.001685e-02
1.408888e+00 1.188502e-03 2.560808e-02
1.426617e+00 9.745257e-04 2.152452e-02
1.444570e+00 7.865031e-04 1.777733e-02
1.462748e+00 6.226174e-04 1.437615e-02
1.481155e+00 4.811909e-04 1.132890e-02
1.499794e+00 3.606811e-04 8.641729e-03
1.518667e+00 2.596762e-04 6.318831e-03
1.537778e+00 1.768928e-04 4.362378e-03
1.557129e+00 1.111719e-04 2.772414e-03
1.576724e+00 6.147721e-05 1.546777e-03
1.596565e+00 2.689365e-05 6.810371e-04
1.616656e+00 6.626138e-06 1.684622e-04
1.637000e+00 4.639499e-16 1.125987e-14
