      r[a_0]     n(bound)   n(unbound)
1.179910e-05 1.910311e+03 2.983157e-01
1.195409e-05 1.963052e+03 3.065517e-01
1.211112e-05 2.015812e+03 3.147908e-01
1.227020e-05 2.068574e+03 3.230302e-01
1.243138e-05 2.121320e+03 3.312671e-01
1.259468e-05 2.174033e+03 3.394988e-01
1.276012e-05 2.226697e+03 3.477227e-01
1.292773e-05 2.279295e+03 3.559365e-01
1.309755e-05 2.331813e+03 3.641378e-01
1.326960e-05 2.384236e+03 3.723242e-01
1.344390e-05 2.436550e+03 3.804937e-01
1.362050e-05 2.488743e+03 3.886441e-01
1.379941e-05 2.540800e+03 3.967734e-01
1.398068e-05 2.592711e+03 4.048797e-01
1.416433e-05 2.644462e+03 4.129613e-01
1.435039e-05 2.696043e+03 4.210163e-01
1.453889e-05 2.747444e+03 4.290431e-01
1.472987e-05 2.798654e+03 4.370400e-01
1.492336e-05 2.849662e+03 4.450055e-01
1.511939e-05 2.900460e+03 4.529382e-01
1.531799e-05 2.951040e+03 4.608367e-01
1.551921e-05 3.001391e+03 4.686996e-01
1.572306e-05 3.051506e+03 4.765257e-01
1.592960e-05 3.101378e+03 4.843137e-01
1.613885e-05 3.150999e+03 4.920625e-01
1.635084e-05 3.200362e+03 4.997711e-01
1.656562e-05 3.249460e+03 5.074383e-01
1.678323e-05 3.298287e+03 5.150632e-01
1.700369e-05 3.346838e+03 5.226449e-01
1.722704e-05 3.395106e+03 5.301825e-01
1.745333e-05 3.443086e+03 5.376751e-01
1.768260e-05 3.490773e+03 5.451219e-01
1.791487e-05 3.538163e+03 5.525223e-01
1.815020e-05 3.585250e+03 5.598756e-01
1.838862e-05 3.632032e+03 5.671809e-01
1.863016e-05 3.678502e+03 5.744379e-01
1.887489e-05 3.724660e+03 5.816458e-01
1.912282e-05 3.770499e+03 5.888042e-01
1.937402e-05 3.816018e+03 5.959125e-01
1.962851e-05 3.861214e+03 6.029703e-01
1.988634e-05 3.906084e+03 6.099771e-01
2.014757e-05 3.950624e+03 6.169326e-01
2.041222e-05 3.994834e+03 6.238364e-01
2.068035e-05 4.038710e+03 6.306882e-01
2.095200e-05 4.082251e+03 6.374876e-01
2.122722e-05 4.125455e+03 6.442344e-01
2.150606e-05 4.168321e+03 6.509283e-01
2.178856e-05 4.210847e+03 6.575692e-01
2.207477e-05 4.253031e+03 6.641567e-01
2.236474e-05 4.294874e+03 6.706909e-01
2.265852e-05 4.336373e+03 6.771714e-01
2.295615e-05 4.377528e+03 6.835983e-01
2.325770e-05 4.418339e+03 6.899713e-01
2.356321e-05 4.458805e+03 6.962905e-01
2.387273e-05 4.498925e+03 7.025557e-01
2.418632e-05 4.538699e+03 7.087669e-01
2.450402e-05 4.578128e+03 7.149242e-01
2.482590e-05 4.617211e+03 7.210274e-01
2.515201e-05 4.655949e+03 7.270767e-01
2.548240e-05 4.694341e+03 7.330720e-01
2.581713e-05 4.732388e+03 7.390135e-01
2.615626e-05 4.770091e+03 7.449011e-01
2.649984e-05 4.807449e+03 7.507351e-01
2.684794e-05 4.844464e+03 7.565153e-01
2.720061e-05 4.881136e+03 7.622421e-01
2.755791e-05 4.917466e+03 7.679155e-01
2.791990e-05 4.953456e+03 7.735356e-01
2.828665e-05 4.989105e+03 7.791026e-01
2.865822e-05 5.024415e+03 7.846166e-01
2.903467e-05 5.059387e+03 7.900779e-01
2.941606e-05 5.094022e+03 7.954865e-01
2.980246e-05 5.128322e+03 8.008428e-01
3.019394e-05 5.162288e+03 8.061469e-01
3.059056e-05 5.195920e+03 8.113990e-01
3.099239e-05 5.229221e+03 8.165994e-01
3.139950e-05 5.262193e+03 8.217482e-01
3.181196e-05 5.294836e+03 8.268457e-01
3.222984e-05 5.327151e+03 8.318922e-01
3.265320e-05 5.359142e+03 8.368879e-01
3.308212e-05 5.390809e+03 8.418330e-01
3.351668e-05 5.422154e+03 8.467279e-01
3.395695e-05 5.453180e+03 8.515728e-01
3.440300e-05 5.483886e+03 8.563680e-01
3.485491e-05 5.514277e+03 8.611138e-01
3.531276e-05 5.544352e+03 8.658104e-01
3.577662e-05 5.574115e+03 8.704582e-01
3.624657e-05 5.603567e+03 8.750574e-01
3.672270e-05 5.632710e+03 8.796084e-01
3.720508e-05 5.661546e+03 8.841114e-01
3.769380e-05 5.690077e+03 8.885669e-01
3.818894e-05 5.718305e+03 8.929750e-01
3.869058e-05 5.746232e+03 8.973362e-01
3.919881e-05 5.773861e+03 9.016506e-01
3.971372e-05 5.801193e+03 9.059188e-01
4.023539e-05 5.828230e+03 9.101409e-01
4.076391e-05 5.854974e+03 9.143173e-01
4.129938e-05 5.881428e+03 9.184484e-01
4.184188e-05 5.907594e+03 9.225344e-01
4.239150e-05 5.933473e+03 9.265758e-01
4.294835e-05 5.959069e+03 9.305728e-01
4.351251e-05 5.984383e+03 9.345259e-01
4.408408e-05 6.009417e+03 9.384352e-01
4.466316e-05 6.034174e+03 9.423012e-01
4.524984e-05 6.058655e+03 9.461243e-01
4.584423e-05 6.082863e+03 9.499046e-01
4.644643e-05 6.106801e+03 9.536427e-01
4.705654e-05 6.130470e+03 9.573389e-01
4.767467e-05 6.153872e+03 9.609934e-01
4.830091e-05 6.177010e+03 9.646066e-01
4.893538e-05 6.199886e+03 9.681790e-01
4.957819e-05 6.222502e+03 9.717107e-01
5.022943e-05 6.244861e+03 9.752022e-01
5.088924e-05 6.266964e+03 9.786538e-01
5.155771e-05 6.288813e+03 9.820659e-01
5.223496e-05 6.310412e+03 9.854388e-01
5.292110e-05 6.331762e+03 9.887728e-01
5.361626e-05 6.352865e+03 9.920683e-01
5.432055e-05 6.373724e+03 9.953256e-01
5.503410e-05 6.394341e+03 9.985451e-01
5.575701e-05 6.414717e+03 1.001727e+00
5.648942e-05 6.434855e+03 1.004872e+00
5.723146e-05 6.454758e+03 1.007980e+00
5.798324e-05 6.474427e+03 1.011051e+00
5.874489e-05 6.493864e+03 1.014087e+00
5.951655e-05 6.513072e+03 1.017086e+00
6.029835e-05 6.532053e+03 1.020050e+00
6.109041e-05 6.550809e+03 1.022979e+00
6.189288e-05 6.569341e+03 1.025873e+00
6.270589e-05 6.587653e+03 1.028733e+00
6.352959e-05 6.605746e+03 1.031558e+00
6.436410e-05 6.623622e+03 1.034350e+00
6.520957e-05 6.641283e+03 1.037108e+00
6.606615e-05 6.658732e+03 1.039832e+00
6.693398e-05 6.675970e+03 1.042524e+00
6.781321e-05 6.692999e+03 1.045184e+00
6.870399e-05 6.709822e+03 1.047811e+00
6.960647e-05 6.726440e+03 1.050406e+00
7.052080e-05 6.742856e+03 1.052969e+00
7.144715e-05 6.759071e+03 1.055501e+00
7.238566e-05 6.775088e+03 1.058003e+00
7.333650e-05 6.790907e+03 1.060473e+00
7.429984e-05 6.806532e+03 1.062913e+00
7.527582e-05 6.821965e+03 1.065323e+00
7.626463e-05 6.837206e+03 1.067703e+00
7.726642e-05 6.852258e+03 1.070053e+00
7.828138e-05 6.867123e+03 1.072375e+00
7.930967e-05 6.881803e+03 1.074667e+00
8.035146e-05 6.896299e+03 1.076931e+00
8.140694e-05 6.910614e+03 1.079166e+00
8.247628e-05 6.924749e+03 1.081374e+00
8.355967e-05 6.938706e+03 1.083553e+00
8.465729e-05 6.952486e+03 1.085705e+00
8.576933e-05 6.966093e+03 1.087830e+00
8.689598e-05 6.979526e+03 1.089928e+00
8.803743e-05 6.992789e+03 1.091999e+00
8.919387e-05 7.005883e+03 1.094043e+00
9.036550e-05 7.018809e+03 1.096062e+00
9.155252e-05 7.031569e+03 1.098055e+00
9.275513e-05 7.044165e+03 1.100022e+00
9.397354e-05 7.056599e+03 1.101963e+00
9.520796e-05 7.068872e+03 1.103880e+00
9.645859e-05 7.080986e+03 1.105771e+00
9.772565e-05 7.092943e+03 1.107639e+00
9.900935e-05 7.104743e+03 1.109481e+00
1.003099e-04 7.116390e+03 1.111300e+00
1.016276e-04 7.127883e+03 1.113095e+00
1.029625e-04 7.139225e+03 1.114866e+00
1.043150e-04 7.150418e+03 1.116614e+00
1.056853e-04 7.161463e+03 1.118338e+00
1.070735e-04 7.172360e+03 1.120040e+00
1.084800e-04 7.183113e+03 1.121719e+00
1.099050e-04 7.193723e+03 1.123376e+00
1.113487e-04 7.204190e+03 1.125011e+00
1.128113e-04 7.214516e+03 1.126623e+00
1.142932e-04 7.224703e+03 1.128214e+00
1.157945e-04 7.234752e+03 1.129783e+00
1.173156e-04 7.244665e+03 1.131331e+00
1.188566e-04 7.254443e+03 1.132858e+00
1.204179e-04 7.264087e+03 1.134364e+00
1.219997e-04 7.273598e+03 1.135849e+00
1.236022e-04 7.282979e+03 1.137314e+00
1.252258e-04 7.292230e+03 1.138759e+00
1.268708e-04 7.301352e+03 1.140183e+00
1.285373e-04 7.310348e+03 1.141588e+00
1.302258e-04 7.319218e+03 1.142973e+00
1.319364e-04 7.327963e+03 1.144338e+00
1.336695e-04 7.336585e+03 1.145685e+00
1.354253e-04 7.345084e+03 1.147012e+00
1.372042e-04 7.353463e+03 1.148320e+00
1.390065e-04 7.361723e+03 1.149610e+00
1.408325e-04 7.369864e+03 1.150881e+00
1.426824e-04 7.377887e+03 1.152134e+00
1.445567e-04 7.385795e+03 1.153369e+00
1.464555e-04 7.393588e+03 1.154586e+00
1.483793e-04 7.401266e+03 1.155785e+00
1.503284e-04 7.408833e+03 1.156966e+00
1.523031e-04 7.416287e+03 1.158130e+00
1.543037e-04 7.423631e+03 1.159277e+00
1.563306e-04 7.430865e+03 1.160407e+00
1.583841e-04 7.437992e+03 1.161520e+00
1.604646e-04 7.445010e+03 1.162616e+00
1.625725e-04 7.451923e+03 1.163695e+00
1.647080e-04 7.458730e+03 1.164758e+00
1.668716e-04 7.465433e+03 1.165805e+00
1.690635e-04 7.472032e+03 1.166835e+00
1.712843e-04 7.478530e+03 1.167850e+00
1.735343e-04 7.484926e+03 1.168848e+00
1.758138e-04 7.491221e+03 1.169831e+00
1.781232e-04 7.497417e+03 1.170799e+00
1.804630e-04 7.503515e+03 1.171751e+00
1.828335e-04 7.509514e+03 1.172688e+00
1.852352e-04 7.515417e+03 1.173609e+00
1.876684e-04 7.521225e+03 1.174516e+00
1.901336e-04 7.526937e+03 1.175408e+00
1.926311e-04 7.532555e+03 1.176285e+00
1.951615e-04 7.538079e+03 1.177148e+00
1.977251e-04 7.543512e+03 1.177996e+00
2.003224e-04 7.548852e+03 1.178830e+00
2.029538e-04 7.554102e+03 1.179649e+00
2.056197e-04 7.559262e+03 1.180455e+00
2.083207e-04 7.564332e+03 1.181247e+00
2.110571e-04 7.569314e+03 1.182024e+00
2.138295e-04 7.574208e+03 1.182788e+00
2.166384e-04 7.579015e+03 1.183539e+00
2.194841e-04 7.583735e+03 1.184276e+00
2.223672e-04 7.588370e+03 1.185000e+00
2.252881e-04 7.592920e+03 1.185710e+00
2.282475e-04 7.597386e+03 1.186407e+00
2.312457e-04 7.601769e+03 1.187091e+00
2.342833e-04 7.606068e+03 1.187763e+00
2.373608e-04 7.610286e+03 1.188421e+00
2.404787e-04 7.614421e+03 1.189067e+00
2.436376e-04 7.618476e+03 1.189700e+00
2.468379e-04 7.622451e+03 1.190320e+00
2.500803e-04 7.626346e+03 1.190928e+00
2.533653e-04 7.630161e+03 1.191524e+00
2.566935e-04 7.633898e+03 1.192107e+00
2.600654e-04 7.637558e+03 1.192678e+00
2.634815e-04 7.641140e+03 1.193237e+00
2.669425e-04 7.644645e+03 1.193784e+00
2.704490e-04 7.648073e+03 1.194320e+00
2.740016e-04 7.651426e+03 1.194843e+00
2.776008e-04 7.654704e+03 1.195355e+00
2.812473e-04 7.657906e+03 1.195854e+00
2.849417e-04 7.661035e+03 1.196343e+00
2.886847e-04 7.664090e+03 1.196819e+00
2.924768e-04 7.667071e+03 1.197285e+00
2.963187e-04 7.669980e+03 1.197739e+00
3.002111e-04 7.672816e+03 1.198181e+00
3.041546e-04 7.675580e+03 1.198613e+00
3.081499e-04 7.678273e+03 1.199033e+00
3.121977e-04 7.680894e+03 1.199442e+00
3.162986e-04 7.683445e+03 1.199840e+00
3.204534e-04 7.685926e+03 1.200227e+00
3.246628e-04 7.688336e+03 1.200603e+00
3.289275e-04 7.690677e+03 1.200968e+00
3.332483e-04 7.692949e+03 1.201322e+00
3.376257e-04 7.695152e+03 1.201666e+00
3.420607e-04 7.697286e+03 1.201999e+00
3.465540e-04 7.699352e+03 1.202321e+00
3.511062e-04 7.701350e+03 1.202633e+00
3.557183e-04 7.703281e+03 1.202934e+00
3.603909e-04 7.705144e+03 1.203224e+00
3.651249e-04 7.706941e+03 1.203504e+00
3.699211e-04 7.708671e+03 1.203774e+00
3.747803e-04 7.710334e+03 1.204033e+00
3.797033e-04 7.711931e+03 1.204282e+00
3.846910e-04 7.713463e+03 1.204521e+00
3.897443e-04 7.714928e+03 1.204749e+00
3.948639e-04 7.716328e+03 1.204967e+00
4.000507e-04 7.717663e+03 1.205175e+00
4.053057e-04 7.718933e+03 1.205373e+00
4.106297e-04 7.720138e+03 1.205560e+00
4.160236e-04 7.721279e+03 1.205738e+00
4.214884e-04 7.722355e+03 1.205905e+00
4.270250e-04 7.723367e+03 1.206062e+00
4.326343e-04 7.724314e+03 1.206210e+00
4.383173e-04 7.725198e+03 1.206347e+00
4.440749e-04 7.726018e+03 1.206474e+00
4.499082e-04 7.726774e+03 1.206592e+00
4.558181e-04 7.727467e+03 1.206699e+00
4.618056e-04 7.728096e+03 1.206797e+00
4.678718e-04 7.728661e+03 1.206884e+00
4.740177e-04 7.729164e+03 1.206962e+00
4.802442e-04 7.729603e+03 1.207030e+00
4.865526e-04 7.729979e+03 1.207088e+00
4.929439e-04 7.730292e+03 1.207136e+00
4.994191e-04 7.730542e+03 1.207174e+00
5.059793e-04 7.730729e+03 1.207202e+00
5.126258e-04 7.730854e+03 1.207221e+00
5.193595e-04 7.730915e+03 1.207229e+00
5.261817e-04 7.730913e+03 1.207228e+00
5.330935e-04 7.730849e+03 1.207217e+00
5.400961e-04 7.730721e+03 1.207196e+00
5.471907e-04 7.730531e+03 1.207165e+00
5.543785e-04 7.730278e+03 1.207124e+00
5.616606e-04 7.729961e+03 1.207074e+00
5.690385e-04 7.729582e+03 1.207014e+00
5.765133e-04 7.729140e+03 1.206943e+00
5.840862e-04 7.728634e+03 1.206863e+00
5.917586e-04 7.728066e+03 1.206773e+00
5.995319e-04 7.727434e+03 1.206673e+00
6.074072e-04 7.726739e+03 1.206563e+00
6.153859e-04 7.725980e+03 1.206443e+00
6.234695e-04 7.725158e+03 1.206314e+00
6.316593e-04 7.724272e+03 1.206174e+00
6.399566e-04 7.723322e+03 1.206024e+00
6.483629e-04 7.722308e+03 1.205864e+00
6.568797e-04 7.721230e+03 1.205694e+00
6.655083e-04 7.720088e+03 1.205515e+00
6.742503e-04 7.718881e+03 1.205324e+00
6.831071e-04 7.717610e+03 1.205124e+00
6.920802e-04 7.716274e+03 1.204914e+00
7.011712e-04 7.714873e+03 1.204693e+00
7.103817e-04 7.713407e+03 1.204463e+00
7.197131e-04 7.711875e+03 1.204222e+00
7.291671e-04 7.710278e+03 1.203970e+00
7.387453e-04 7.708615e+03 1.203709e+00
7.484492e-04 7.706886e+03 1.203437e+00
7.582807e-04 7.705090e+03 1.203154e+00
7.682413e-04 7.703228e+03 1.202861e+00
7.783328e-04 7.701299e+03 1.202558e+00
7.885568e-04 7.699302e+03 1.202244e+00
7.989151e-04 7.697239e+03 1.201920e+00
8.094094e-04 7.695107e+03 1.201584e+00
8.200417e-04 7.692908e+03 1.201238e+00
8.308136e-04 7.690640e+03 1.200882e+00
8.417269e-04 7.688303e+03 1.200514e+00
8.527837e-04 7.685897e+03 1.200136e+00
8.639857e-04 7.683422e+03 1.199747e+00
8.753348e-04 7.680877e+03 1.199347e+00
8.868330e-04 7.678262e+03 1.198936e+00
8.984822e-04 7.675576e+03 1.198514e+00
9.102845e-04 7.672820e+03 1.198080e+00
9.222418e-04 7.669992e+03 1.197636e+00
9.343561e-04 7.667093e+03 1.197180e+00
9.466296e-04 7.664121e+03 1.196713e+00
9.590644e-04 7.661077e+03 1.196234e+00
9.716624e-04 7.657960e+03 1.195744e+00
9.844260e-04 7.654769e+03 1.195242e+00
9.973572e-04 7.651505e+03 1.194729e+00
1.010458e-03 7.648166e+03 1.194204e+00
1.023731e-03 7.644753e+03 1.193667e+00
1.037179e-03 7.641264e+03 1.193119e+00
1.050803e-03 7.637699e+03 1.192558e+00
1.064606e-03 7.634058e+03 1.191986e+00
1.078591e-03 7.630340e+03 1.191401e+00
1.092759e-03 7.626545e+03 1.190804e+00
1.107113e-03 7.622672e+03 1.190195e+00
1.121656e-03 7.618721e+03 1.189574e+00
1.136390e-03 7.614690e+03 1.188940e+00
1.151317e-03 7.610580e+03 1.188293e+00
1.166440e-03 7.606390e+03 1.187634e+00
1.181762e-03 7.602120e+03 1.186963e+00
1.197286e-03 7.597768e+03 1.186278e+00
1.213013e-03 7.593334e+03 1.185581e+00
1.228947e-03 7.588817e+03 1.184870e+00
1.245090e-03 7.584218e+03 1.184146e+00
1.261445e-03 7.579534e+03 1.183409e+00
1.278015e-03 7.574766e+03 1.182659e+00
1.294803e-03 7.569913e+03 1.181896e+00
1.311811e-03 7.564975e+03 1.181119e+00
1.329043e-03 7.559950e+03 1.180328e+00
1.346501e-03 7.554838e+03 1.179523e+00
1.364188e-03 7.549638e+03 1.178705e+00
1.382108e-03 7.544350e+03 1.177872e+00
1.400263e-03 7.538972e+03 1.177026e+00
1.418657e-03 7.533504e+03 1.176165e+00
1.437292e-03 7.527946e+03 1.175290e+00
1.456172e-03 7.522297e+03 1.174401e+00
1.475300e-03 7.516555e+03 1.173496e+00
1.494679e-03 7.510720e+03 1.172578e+00
1.514313e-03 7.504792e+03 1.171644e+00
1.534204e-03 7.498769e+03 1.170696e+00
1.554357e-03 7.492651e+03 1.169732e+00
1.574775e-03 7.486436e+03 1.168753e+00
1.595461e-03 7.480125e+03 1.167759e+00
1.616419e-03 7.473716e+03 1.166749e+00
1.637652e-03 7.467209e+03 1.165724e+00
1.659163e-03 7.460602e+03 1.164683e+00
1.680958e-03 7.453894e+03 1.163626e+00
1.703038e-03 7.447086e+03 1.162553e+00
1.725409e-03 7.440176e+03 1.161464e+00
1.748074e-03 7.433162e+03 1.160358e+00
1.771036e-03 7.426045e+03 1.159236e+00
1.794300e-03 7.418823e+03 1.158097e+00
1.817870e-03 7.411496e+03 1.156942e+00
1.841749e-03 7.404062e+03 1.155770e+00
1.865942e-03 7.396520e+03 1.154580e+00
1.890452e-03 7.388870e+03 1.153374e+00
1.915285e-03 7.381111e+03 1.152150e+00
1.940443e-03 7.373241e+03 1.150908e+00
1.965933e-03 7.365260e+03 1.149649e+00
1.991757e-03 7.357167e+03 1.148372e+00
2.017920e-03 7.348960e+03 1.147077e+00
2.044427e-03 7.340639e+03 1.145764e+00
2.071282e-03 7.332203e+03 1.144432e+00
2.098490e-03 7.323651e+03 1.143082e+00
2.126055e-03 7.314981e+03 1.141713e+00
2.153983e-03 7.306192e+03 1.140326e+00
2.182277e-03 7.297285e+03 1.138919e+00
2.210943e-03 7.288256e+03 1.137493e+00
2.239985e-03 7.279106e+03 1.136048e+00
2.269409e-03 7.269834e+03 1.134583e+00
2.299220e-03 7.260438e+03 1.133098e+00
2.329422e-03 7.250916e+03 1.131594e+00
2.360021e-03 7.241269e+03 1.130069e+00
2.391021e-03 7.231495e+03 1.128524e+00
2.422429e-03 7.221593e+03 1.126959e+00
2.454250e-03 7.211562e+03 1.125373e+00
2.486488e-03 7.201400e+03 1.123766e+00
2.519150e-03 7.191107e+03 1.122138e+00
2.552241e-03 7.180680e+03 1.120489e+00
2.585767e-03 7.170120e+03 1.118818e+00
2.619733e-03 7.159425e+03 1.117126e+00
2.654145e-03 7.148594e+03 1.115412e+00
2.689009e-03 7.137626e+03 1.113676e+00
2.724332e-03 7.126519e+03 1.111918e+00
2.760118e-03 7.115272e+03 1.110137e+00
2.796374e-03 7.103884e+03 1.108334e+00
2.833107e-03 7.092354e+03 1.106508e+00
2.870322e-03 7.080681e+03 1.104659e+00
2.908026e-03 7.068863e+03 1.102787e+00
2.946225e-03 7.056899e+03 1.100891e+00
2.984926e-03 7.044789e+03 1.098972e+00
3.024135e-03 7.032530e+03 1.097029e+00
3.063859e-03 7.020121e+03 1.095062e+00
3.104106e-03 7.007562e+03 1.093071e+00
3.144880e-03 6.994851e+03 1.091055e+00
3.186191e-03 6.981987e+03 1.089015e+00
3.228044e-03 6.968968e+03 1.086949e+00
3.270447e-03 6.955793e+03 1.084859e+00
3.313407e-03 6.942462e+03 1.082743e+00
3.356931e-03 6.928972e+03 1.080602e+00
3.401027e-03 6.915323e+03 1.078435e+00
3.445702e-03 6.901512e+03 1.076242e+00
3.490964e-03 6.887540e+03 1.074023e+00
3.536820e-03 6.873404e+03 1.071777e+00
3.583279e-03 6.859104e+03 1.069505e+00
3.630348e-03 6.844638e+03 1.067206e+00
3.678036e-03 6.830004e+03 1.064880e+00
3.726350e-03 6.815202e+03 1.062527e+00
3.775298e-03 6.800231e+03 1.060146e+00
3.824890e-03 6.785088e+03 1.057738e+00
3.875133e-03 6.769773e+03 1.055301e+00
3.926036e-03 6.754284e+03 1.052837e+00
3.977607e-03 6.738621e+03 1.050344e+00
4.029856e-03 6.722781e+03 1.047822e+00
4.082791e-03 6.706764e+03 1.045272e+00
4.136422e-03 6.690569e+03 1.042693e+00
4.190757e-03 6.674193e+03 1.040084e+00
4.245806e-03 6.657636e+03 1.037446e+00
4.301578e-03 6.640897e+03 1.034778e+00
4.358083e-03 6.623974e+03 1.032080e+00
4.415329e-03 6.606866e+03 1.029352e+00
4.473328e-03 6.589572e+03 1.026594e+00
4.532089e-03 6.572090e+03 1.023805e+00
4.591621e-03 6.554420e+03 1.020986e+00
4.651936e-03 6.536560e+03 1.018135e+00
4.713043e-03 6.518508e+03 1.015253e+00
4.774952e-03 6.500265e+03 1.012340e+00
4.837675e-03 6.481828e+03 1.009395e+00
4.901221e-03 6.463197e+03 1.006418e+00
4.965603e-03 6.444369e+03 1.003409e+00
5.030830e-03 6.425345e+03 1.000368e+00
5.096914e-03 6.406123e+03 9.972938e-01
5.163866e-03 6.386701e+03 9.941873e-01
5.231697e-03 6.367079e+03 9.910479e-01
5.300419e-03 6.347255e+03 9.878754e-01
5.370045e-03 6.327229e+03 9.846695e-01
5.440584e-03 6.307000e+03 9.814301e-01
5.512051e-03 6.286566e+03 9.781569e-01
5.584456e-03 6.265926e+03 9.748499e-01
5.657812e-03 6.245079e+03 9.715087e-01
5.732132e-03 6.224025e+03 9.681332e-01
5.807428e-03 6.202762e+03 9.647233e-01
5.883713e-03 6.181289e+03 9.612786e-01
5.961000e-03 6.159606e+03 9.577991e-01
6.039302e-03 6.137711e+03 9.542846e-01
6.118633e-03 6.115604e+03 9.507349e-01
6.199006e-03 6.093283e+03 9.471498e-01
6.280435e-03 6.070749e+03 9.435291e-01
6.362933e-03 6.048000e+03 9.398727e-01
6.446515e-03 6.025035e+03 9.361804e-01
6.531195e-03 6.001853e+03 9.324522e-01
6.616988e-03 5.978455e+03 9.286877e-01
6.703907e-03 5.954839e+03 9.248869e-01
6.791968e-03 5.931004e+03 9.210496e-01
6.881186e-03 5.906950e+03 9.171758e-01
6.971576e-03 5.882676e+03 9.132652e-01
7.063153e-03 5.858182e+03 9.093177e-01
7.155933e-03 5.833468e+03 9.053332e-01
7.249931e-03 5.808532e+03 9.013116e-01
7.345165e-03 5.783374e+03 8.972529e-01
7.441649e-03 5.757994e+03 8.931568e-01
7.539401e-03 5.732392e+03 8.890232e-01
7.638437e-03 5.706567e+03 8.848522e-01
7.738774e-03 5.680519e+03 8.806436e-01
7.840429e-03 5.654248e+03 8.763973e-01
7.943419e-03 5.627753e+03 8.721132e-01
8.047762e-03 5.601034e+03 8.677914e-01
8.153475e-03 5.574092e+03 8.634317e-01
8.260578e-03 5.546926e+03 8.590340e-01
8.369087e-03 5.519536e+03 8.545985e-01
8.479021e-03 5.491923e+03 8.501249e-01
8.590400e-03 5.464086e+03 8.456133e-01
8.703241e-03 5.436025e+03 8.410637e-01
8.817565e-03 5.407742e+03 8.364761e-01
8.933391e-03 5.379235e+03 8.318504e-01
9.050738e-03 5.350506e+03 8.271868e-01
9.169626e-03 5.321554e+03 8.224851e-01
9.290077e-03 5.292381e+03 8.177455e-01
9.412109e-03 5.262987e+03 8.129679e-01
9.535744e-03 5.233372e+03 8.081525e-01
9.661004e-03 5.203538e+03 8.032993e-01
9.787909e-03 5.173484e+03 7.984083e-01
9.916480e-03 5.143211e+03 7.934798e-01
1.004674e-02 5.112722e+03 7.885136e-01
1.017871e-02 5.082015e+03 7.835101e-01
1.031242e-02 5.051093e+03 7.784692e-01
1.044788e-02 5.019956e+03 7.733912e-01
1.058512e-02 4.988606e+03 7.682761e-01
1.072416e-02 4.957044e+03 7.631241e-01
1.086503e-02 4.925271e+03 7.579355e-01
1.100776e-02 4.893288e+03 7.527103e-01
1.115235e-02 4.861098e+03 7.474489e-01
1.129885e-02 4.828701e+03 7.421513e-01
1.144726e-02 4.796099e+03 7.368179e-01
1.159763e-02 4.763295e+03 7.314488e-01
1.174998e-02 4.730289e+03 7.260444e-01
1.190432e-02 4.697083e+03 7.206049e-01
