      r[a_0]     n(bound)   n(unbound)
1.159763e-02 4.763295e+03 3.949105e-05
1.174998e-02 4.730289e+03 4.151212e-05
1.190432e-02 4.697083e+03 4.363535e-05
1.206070e-02 4.663681e+03 4.586583e-05
1.221912e-02 4.630082e+03 4.820888e-05
1.237963e-02 4.596291e+03 5.067010e-05
1.254225e-02 4.562309e+03 5.325533e-05
1.270700e-02 4.528139e+03 5.597072e-05
1.287391e-02 4.493782e+03 5.882271e-05
1.304302e-02 4.459242e+03 6.181806e-05
1.321435e-02 4.424521e+03 6.496385e-05
1.338793e-02 4.389621e+03 6.826748e-05
1.356380e-02 4.354547e+03 7.173674e-05
1.374197e-02 4.319300e+03 7.537979e-05
1.392248e-02 4.283883e+03 7.920515e-05
1.410536e-02 4.248300e+03 8.322178e-05
1.429064e-02 4.212555e+03 8.743906e-05
1.447836e-02 4.176650e+03 9.186682e-05
1.466855e-02 4.140588e+03 9.651536e-05
1.486123e-02 4.104374e+03 1.013954e-04
1.505644e-02 4.068011e+03 1.065184e-04
1.525422e-02 4.031502e+03 1.118961e-04
1.545460e-02 3.994853e+03 1.175408e-04
1.565761e-02 3.958066e+03 1.234656e-04
1.586328e-02 3.921145e+03 1.296841e-04
1.607166e-02 3.884096e+03 1.362105e-04
1.628277e-02 3.846921e+03 1.430597e-04
1.649666e-02 3.809627e+03 1.502473e-04
1.671336e-02 3.772216e+03 1.577897e-04
1.693290e-02 3.734694e+03 1.657040e-04
1.715533e-02 3.697066e+03 1.740080e-04
1.738067e-02 3.659336e+03 1.827205e-04
1.760898e-02 3.621510e+03 1.918611e-04
1.784029e-02 3.583591e+03 2.014504e-04
1.807464e-02 3.545586e+03 2.115097e-04
1.831206e-02 3.507500e+03 2.220616e-04
1.855260e-02 3.469339e+03 2.331296e-04
1.879631e-02 3.431106e+03 2.447382e-04
1.904321e-02 3.392810e+03 2.569132e-04
1.929336e-02 3.354454e+03 2.696813e-04
1.954679e-02 3.316044e+03 2.830709e-04
1.980355e-02 3.277588e+03 2.971112e-04
2.006369e-02 3.239090e+03 3.118330e-04
2.032724e-02 3.200557e+03 3.272684e-04
2.059426e-02 3.161994e+03 3.434510e-04
2.086478e-02 3.123409e+03 3.604160e-04
2.113885e-02 3.084808e+03 3.782000e-04
2.141653e-02 3.046196e+03 3.968414e-04
2.169785e-02 3.007582e+03 4.163802e-04
2.198287e-02 2.968970e+03 4.368583e-04
2.227163e-02 2.930369e+03 4.583195e-04
2.256419e-02 2.891785e+03 4.808093e-04
2.286058e-02 2.853224e+03 5.043756e-04
2.316088e-02 2.814694e+03 5.290681e-04
2.346511e-02 2.776202e+03 5.549388e-04
2.377334e-02 2.737756e+03 5.820421e-04
2.408563e-02 2.699361e+03 6.104346e-04
2.440201e-02 2.661026e+03 6.401755e-04
2.472255e-02 2.622757e+03 6.713266e-04
2.504730e-02 2.584563e+03 7.039523e-04
2.537631e-02 2.546450e+03 7.381199e-04
2.570965e-02 2.508427e+03 7.738994e-04
2.604737e-02 2.470500e+03 8.113642e-04
2.638952e-02 2.432678e+03 8.505904e-04
2.673617e-02 2.394968e+03 8.916576e-04
2.708737e-02 2.357377e+03 9.346490e-04
2.744318e-02 2.319914e+03 9.796508e-04
2.780367e-02 2.282586e+03 1.026753e-03
2.816889e-02 2.245400e+03 1.076051e-03
2.853891e-02 2.208366e+03 1.127641e-03
2.891379e-02 2.171489e+03 1.181626e-03
2.929360e-02 2.134779e+03 1.238111e-03
2.967839e-02 2.098243e+03 1.297209e-03
3.006824e-02 2.061888e+03 1.359034e-03
3.046321e-02 2.025724e+03 1.423705e-03
3.086337e-02 1.989756e+03 1.491350e-03
3.126878e-02 1.953994e+03 1.562096e-03
3.167952e-02 1.918444e+03 1.636081e-03
3.209566e-02 1.883115e+03 1.713444e-03
3.251726e-02 1.848014e+03 1.794333e-03
3.294440e-02 1.813148e+03 1.878900e-03
3.337715e-02 1.778526e+03 1.967304e-03
3.381558e-02 1.744154e+03 2.059710e-03
3.425978e-02 1.710041e+03 2.156289e-03
3.470981e-02 1.676193e+03 2.257220e-03
3.516575e-02 1.642619e+03 2.362689e-03
3.562768e-02 1.609324e+03 2.472887e-03
3.609567e-02 1.576316e+03 2.588016e-03
3.656982e-02 1.543602e+03 2.708283e-03
3.705019e-02 1.511189e+03 2.833903e-03
3.753688e-02 1.479084e+03 2.965103e-03
3.802995e-02 1.447294e+03 3.102113e-03
3.852950e-02 1.415824e+03 3.245176e-03
3.903562e-02 1.384682e+03 3.394542e-03
3.954838e-02 1.353874e+03 3.550472e-03
4.006788e-02 1.323406e+03 3.713236e-03
4.059420e-02 1.293283e+03 3.883113e-03
4.112744e-02 1.263512e+03 4.060393e-03
4.166768e-02 1.234098e+03 4.245378e-03
4.221502e-02 1.205047e+03 4.438379e-03
4.276955e-02 1.176365e+03 4.639719e-03
4.333136e-02 1.148055e+03 4.849733e-03
4.390055e-02 1.120124e+03 5.068767e-03
4.447722e-02 1.092575e+03 5.297180e-03
4.506146e-02 1.065414e+03 5.535344e-03
4.565338e-02 1.038645e+03 5.783642e-03
4.625307e-02 1.012271e+03 6.042473e-03
4.686064e-02 9.862973e+02 6.312248e-03
4.747619e-02 9.607269e+02 6.593391e-03
4.809983e-02 9.355634e+02 6.886344e-03
4.873166e-02 9.108099e+02 7.191560e-03
4.937178e-02 8.864694e+02 7.509509e-03
5.002032e-02 8.625447e+02 7.840676e-03
5.067738e-02 8.390381e+02 8.185563e-03
5.134306e-02 8.159519e+02 8.544685e-03
5.201749e-02 7.932881e+02 8.918578e-03
5.270078e-02 7.710484e+02 9.307791e-03
5.339305e-02 7.492341e+02 9.712892e-03
5.409441e-02 7.278464e+02 1.013447e-02
5.480498e-02 7.068863e+02 1.057312e-02
5.552489e-02 6.863544e+02 1.102948e-02
5.625425e-02 6.662510e+02 1.150417e-02
5.699319e-02 6.465763e+02 1.199787e-02
5.774184e-02 6.273299e+02 1.251124e-02
5.850033e-02 6.085115e+02 1.304500e-02
5.926878e-02 5.901204e+02 1.359985e-02
6.004732e-02 5.721554e+02 1.417654e-02
6.083609e-02 5.546153e+02 1.477583e-02
6.163521e-02 5.374985e+02 1.539850e-02
6.244484e-02 5.208032e+02 1.604535e-02
6.326510e-02 5.045272e+02 1.671721e-02
6.409614e-02 4.886682e+02 1.741492e-02
6.493809e-02 4.732235e+02 1.813935e-02
6.579110e-02 4.581902e+02 1.889138e-02
6.665532e-02 4.435651e+02 1.967194e-02
6.753089e-02 4.293448e+02 2.048196e-02
6.841796e-02 4.155255e+02 2.132238e-02
6.931669e-02 4.021034e+02 2.219420e-02
7.022721e-02 3.890742e+02 2.309841e-02
7.114970e-02 3.764334e+02 2.403605e-02
7.208431e-02 3.641766e+02 2.500815e-02
7.303119e-02 3.522986e+02 2.601580e-02
7.399052e-02 3.407945e+02 2.706008e-02
7.496244e-02 3.296589e+02 2.814211e-02
7.594713e-02 3.188862e+02 2.926302e-02
7.694475e-02 3.084708e+02 3.042399e-02
7.795548e-02 2.984067e+02 3.162620e-02
7.897949e-02 2.886878e+02 3.287084e-02
8.001694e-02 2.793078e+02 3.415916e-02
8.106803e-02 2.702602e+02 3.549238e-02
8.213292e-02 2.615385e+02 3.687179e-02
8.321180e-02 2.531358e+02 3.829867e-02
8.430485e-02 2.450453e+02 3.977433e-02
8.541226e-02 2.372601e+02 4.130009e-02
8.653422e-02 2.297728e+02 4.287731e-02
8.767091e-02 2.225763e+02 4.450734e-02
8.882254e-02 2.156632e+02 4.619156e-02
8.998929e-02 2.090261e+02 4.793137e-02
9.117137e-02 2.026575e+02 4.972818e-02
9.236898e-02 1.965498e+02 5.158341e-02
9.358232e-02 1.906954e+02 5.349849e-02
9.481159e-02 1.850866e+02 5.547488e-02
9.605702e-02 1.797157e+02 5.751403e-02
9.731880e-02 1.745750e+02 5.961740e-02
9.859716e-02 1.696568e+02 6.178646e-02
9.989231e-02 1.649533e+02 6.402271e-02
1.012045e-01 1.604568e+02 6.632760e-02
1.025339e-01 1.561597e+02 6.870264e-02
1.038807e-01 1.520541e+02 7.114929e-02
1.052453e-01 1.481327e+02 7.366905e-02
1.066278e-01 1.443877e+02 7.626339e-02
1.080284e-01 1.408118e+02 7.893377e-02
1.094474e-01 1.373974e+02 8.168166e-02
1.108851e-01 1.341373e+02 8.450851e-02
1.123417e-01 1.310242e+02 8.741575e-02
1.138174e-01 1.280510e+02 9.040481e-02
1.153125e-01 1.252106e+02 9.347708e-02
1.168272e-01 1.224963e+02 9.663394e-02
1.183618e-01 1.199011e+02 9.987675e-02
1.199166e-01 1.174186e+02 1.032068e-01
1.214918e-01 1.150421e+02 1.066255e-01
1.230877e-01 1.127655e+02 1.101339e-01
1.247045e-01 1.105825e+02 1.137335e-01
1.263426e-01 1.084871e+02 1.174252e-01
1.280022e-01 1.064736e+02 1.212103e-01
1.296836e-01 1.045362e+02 1.250898e-01
1.313871e-01 1.026695e+02 1.290649e-01
1.331130e-01 1.008683e+02 1.331363e-01
1.348615e-01 9.912742e+01 1.373052e-01
1.366330e-01 9.744201e+01 1.415722e-01
1.384278e-01 9.580736e+01 1.459383e-01
1.402462e-01 9.421902e+01 1.504040e-01
1.420884e-01 9.267268e+01 1.549701e-01
1.439549e-01 9.116427e+01 1.596371e-01
1.458458e-01 8.968992e+01 1.644054e-01
1.477616e-01 8.824597e+01 1.692755e-01
1.497026e-01 8.682895e+01 1.742476e-01
1.516690e-01 8.543562e+01 1.793218e-01
1.536613e-01 8.406292e+01 1.844984e-01
1.556798e-01 8.270802e+01 1.897771e-01
1.577248e-01 8.136827e+01 1.951580e-01
1.597966e-01 8.004124e+01 2.006406e-01
1.618957e-01 7.872468e+01 2.062247e-01
1.640223e-01 7.741655e+01 2.119097e-01
1.661768e-01 7.611499e+01 2.176950e-01
1.683597e-01 7.481833e+01 2.235799e-01
1.705712e-01 7.352510e+01 2.295633e-01
1.728118e-01 7.223398e+01 2.356442e-01
1.750818e-01 7.094384e+01 2.418215e-01
1.773817e-01 6.965371e+01 2.480938e-01
1.797117e-01 6.836280e+01 2.544595e-01
1.820724e-01 6.707046e+01 2.609170e-01
1.844640e-01 6.577620e+01 2.674645e-01
1.868871e-01 6.447968e+01 2.740999e-01
1.893420e-01 6.318067e+01 2.808210e-01
1.918292e-01 6.187911e+01 2.876257e-01
1.943490e-01 6.057505e+01 2.945112e-01
1.969019e-01 5.926864e+01 3.014750e-01
1.994884e-01 5.796017e+01 3.085141e-01
2.021088e-01 5.665001e+01 3.156255e-01
2.047637e-01 5.533865e+01 3.228059e-01
2.074534e-01 5.402664e+01 3.300520e-01
2.101785e-01 5.271464e+01 3.373601e-01
2.129393e-01 5.140337e+01 3.447263e-01
2.157365e-01 5.009361e+01 3.521468e-01
2.185703e-01 4.878623e+01 3.596173e-01
2.214414e-01 4.748211e+01 3.671334e-01
2.243502e-01 4.618222e+01 3.746907e-01
2.272972e-01 4.488753e+01 3.822843e-01
2.302830e-01 4.359907e+01 3.899093e-01
2.333079e-01 4.231788e+01 3.975607e-01
2.363726e-01 4.104502e+01 4.052330e-01
2.394775e-01 3.978158e+01 4.129210e-01
2.426233e-01 3.852864e+01 4.206188e-01
2.458103e-01 3.728727e+01 4.283207e-01
2.490392e-01 3.605855e+01 4.360208e-01
2.523105e-01 3.484356e+01 4.437128e-01
2.556248e-01 3.364334e+01 4.513905e-01
2.589827e-01 3.245892e+01 4.590474e-01
2.623846e-01 3.129131e+01 4.666768e-01
2.658312e-01 3.014148e+01 4.742722e-01
2.693231e-01 2.901036e+01 4.818266e-01
2.728609e-01 2.789887e+01 4.893331e-01
2.764451e-01 2.680785e+01 4.967844e-01
2.800765e-01 2.573813e+01 5.041735e-01
2.837555e-01 2.469046e+01 5.114931e-01
2.874828e-01 2.366558e+01 5.187357e-01
2.912591e-01 2.266413e+01 5.258940e-01
2.950851e-01 2.168672e+01 5.329603e-01
2.989612e-01 2.073392e+01 5.399272e-01
3.028883e-01 1.980621e+01 5.467871e-01
3.068670e-01 1.890402e+01 5.535323e-01
3.108979e-01 1.802774e+01 5.601553e-01
3.149818e-01 1.717767e+01 5.666483e-01
3.191193e-01 1.635407e+01 5.730039e-01
3.233112e-01 1.555713e+01 5.792143e-01
3.275582e-01 1.478699e+01 5.852722e-01
3.318609e-01 1.404371e+01 5.911700e-01
3.362202e-01 1.332732e+01 5.969004e-01
3.406367e-01 1.263776e+01 6.024560e-01
3.451112e-01 1.197494e+01 6.078298e-01
3.496445e-01 1.133870e+01 6.130145e-01
3.542374e-01 1.072884e+01 6.180035e-01
3.588905e-01 1.014508e+01 6.227898e-01
3.636048e-01 9.587132e+00 6.273669e-01
3.683811e-01 9.054622e+00 6.317284e-01
3.732200e-01 8.547154e+00 6.358681e-01
3.781226e-01 8.064281e+00 6.397801e-01
3.830895e-01 7.605518e+00 6.434585e-01
3.881217e-01 7.170343e+00 6.468980e-01
3.932200e-01 6.758199e+00 6.500932e-01
3.983852e-01 6.368498e+00 6.530393e-01
4.036183e-01 6.000622e+00 6.557314e-01
4.089202e-01 5.653928e+00 6.581653e-01
4.142917e-01 5.327750e+00 6.603369e-01
4.197337e-01 5.021402e+00 6.622423e-01
4.252472e-01 4.734180e+00 6.638782e-01
4.308332e-01 4.465368e+00 6.652415e-01
4.364925e-01 4.214238e+00 6.663293e-01
4.422262e-01 3.980052e+00 6.671393e-01
4.480352e-01 3.762069e+00 6.676694e-01
4.539205e-01 3.559543e+00 6.679179e-01
4.598831e-01 3.371730e+00 6.678833e-01
4.659240e-01 3.197885e+00 6.675648e-01
4.720443e-01 3.037270e+00 6.669617e-01
4.782449e-01 2.889154e+00 6.660738e-01
4.845270e-01 2.752815e+00 6.649011e-01
4.908917e-01 2.627542e+00 6.634441e-01
4.973399e-01 2.512637e+00 6.617036e-01
5.038729e-01 2.407417e+00 6.596810e-01
5.104916e-01 2.311217e+00 6.573776e-01
5.171973e-01 2.223387e+00 6.547956e-01
5.239911e-01 2.143300e+00 6.519371e-01
5.308742e-01 2.070348e+00 6.488049e-01
5.378476e-01 2.003944e+00 6.454020e-01
5.449126e-01 1.943527e+00 6.417317e-01
5.520705e-01 1.888556e+00 6.377978e-01
5.593224e-01 1.838516e+00 6.336044e-01
5.666695e-01 1.792917e+00 6.291558e-01
5.741132e-01 1.751292e+00 6.244570e-01
5.816546e-01 1.713201e+00 6.195128e-01
5.892951e-01 1.678230e+00 6.143289e-01
5.970359e-01 1.645989e+00 6.089109e-01
6.048784e-01 1.616115e+00 6.032649e-01
6.128240e-01 1.588268e+00 5.973973e-01
6.208739e-01 1.562135e+00 5.913147e-01
6.290296e-01 1.537425e+00 5.850242e-01
6.372924e-01 1.513873e+00 5.785328e-01
6.456637e-01 1.491237e+00 5.718482e-01
6.541450e-01 1.469297e+00 5.649780e-01
6.627377e-01 1.447854e+00 5.579303e-01
6.714433e-01 1.426733e+00 5.507131e-01
6.802632e-01 1.405777e+00 5.433350e-01
6.891990e-01 1.384849e+00 5.358043e-01
6.982522e-01 1.363830e+00 5.281300e-01
7.074242e-01 1.342620e+00 5.203207e-01
7.167168e-01 1.321134e+00 5.123856e-01
7.261314e-01 1.299304e+00 5.043338e-01
7.356697e-01 1.277076e+00 4.961743e-01
7.453333e-01 1.254408e+00 4.879164e-01
7.551239e-01 1.231274e+00 4.795695e-01
7.650430e-01 1.207657e+00 4.711427e-01
7.750925e-01 1.183551e+00 4.626455e-01
7.852739e-01 1.158959e+00 4.540869e-01
7.955891e-01 1.133895e+00 4.454763e-01
8.060398e-01 1.108378e+00 4.368228e-01
8.166277e-01 1.082436e+00 4.281354e-01
8.273548e-01 1.056101e+00 4.194230e-01
8.382227e-01 1.029411e+00 4.106944e-01
8.492334e-01 1.002408e+00 4.019583e-01
8.603888e-01 9.751385e-01 3.932232e-01
8.716906e-01 9.476506e-01 3.844972e-01
8.831410e-01 9.199950e-01 3.757885e-01
8.947417e-01 8.922238e-01 3.671050e-01
9.064948e-01 8.643901e-01 3.584542e-01
9.184024e-01 8.365473e-01 3.498435e-01
9.304663e-01 8.087485e-01 3.412800e-01
9.426887e-01 7.810464e-01 3.327706e-01
9.550716e-01 7.534927e-01 3.243217e-01
9.676172e-01 7.261374e-01 3.159397e-01
9.803277e-01 6.990291e-01 3.076305e-01
9.932050e-01 6.722144e-01 2.993998e-01
1.006252e+00 6.457374e-01 2.912529e-01
1.019469e+00 6.196400e-01 2.831947e-01
1.032861e+00 5.939614e-01 2.752302e-01
1.046428e+00 5.687381e-01 2.673636e-01
1.060174e+00 5.440035e-01 2.595991e-01
1.074100e+00 5.197886e-01 2.519405e-01
1.088209e+00 4.961208e-01 2.443911e-01
1.102504e+00 4.730251e-01 2.369542e-01
1.116986e+00 4.505230e-01 2.296327e-01
1.131659e+00 4.286336e-01 2.224292e-01
1.146524e+00 4.073726e-01 2.153458e-01
1.161584e+00 3.867532e-01 2.083846e-01
1.176843e+00 3.667857e-01 2.015474e-01
1.192301e+00 3.474779e-01 1.948357e-01
1.207963e+00 3.288349e-01 1.882505e-01
1.223831e+00 3.108595e-01 1.817930e-01
1.239907e+00 2.935521e-01 1.754638e-01
1.256194e+00 2.769111e-01 1.692635e-01
1.272695e+00 2.609326e-01 1.631923e-01
1.289413e+00 2.456112e-01 1.572505e-01
1.306350e+00 2.309393e-01 1.514378e-01
1.323510e+00 2.169082e-01 1.457542e-01
1.340895e+00 2.035073e-01 1.401991e-01
1.358509e+00 1.907250e-01 1.347720e-01
1.376354e+00 1.785483e-01 1.294721e-01
1.394434e+00 1.669634e-01 1.242988e-01
1.412751e+00 1.559553e-01 1.192510e-01
1.431308e+00 1.455084e-01 1.143277e-01
1.450110e+00 1.356065e-01 1.095278e-01
1.469158e+00 1.262327e-01 1.048501e-01
1.488456e+00 1.173698e-01 1.002933e-01
1.508008e+00 1.090000e-01 9.585615e-02
1.527817e+00 1.011057e-01 9.153719e-02
1.547886e+00 9.366883e-02 8.733506e-02
1.568219e+00 8.667134e-02 8.324834e-02
1.588819e+00 8.009525e-02 7.927559e-02
1.609689e+00 7.392263e-02 7.541537e-02
1.630834e+00 6.813573e-02 7.166622e-02
1.652256e+00 6.271702e-02 6.802672e-02
1.673960e+00 5.764923e-02 6.449546e-02
1.695949e+00 5.291541e-02 6.107102e-02
1.718226e+00 4.849898e-02 5.775206e-02
1.740796e+00 4.438376e-02 5.453724e-02
1.763663e+00 4.055396e-02 5.142527e-02
1.786830e+00 3.699430e-02 4.841491e-02
1.810302e+00 3.368994e-02 4.550496e-02
1.834081e+00 3.062654e-02 4.269425e-02
1.858173e+00 2.779026e-02 3.998170e-02
1.882582e+00 2.516780e-02 3.736625e-02
1.907311e+00 2.274636e-02 3.484691e-02
1.932365e+00 2.051368e-02 3.242272e-02
1.957748e+00 1.845802e-02 3.009280e-02
1.983465e+00 1.656816e-02 2.785629e-02
2.009519e+00 1.483341e-02 2.571239e-02
2.035916e+00 1.324359e-02 2.366034e-02
2.062659e+00 1.178904e-02 2.169941e-02
2.089754e+00 1.046058e-02 1.982891e-02
2.117204e+00 9.249518e-03 1.804817e-02
2.145015e+00 8.147646e-03 1.635653e-02
2.173192e+00 7.147213e-03 1.475337e-02
2.201738e+00 6.240915e-03 1.323804e-02
2.230660e+00 5.421886e-03 1.180991e-02
2.259961e+00 4.683677e-03 1.046832e-02
2.289648e+00 4.020246e-03 9.212591e-03
2.319724e+00 3.425941e-03 8.042013e-03
2.350195e+00 2.895486e-03 6.955831e-03
2.381067e+00 2.423969e-03 5.953237e-03
2.412344e+00 2.006823e-03 5.033357e-03
2.444032e+00 1.639815e-03 4.195243e-03
2.476137e+00 1.319035e-03 3.437865e-03
2.508662e+00 1.040878e-03 2.760096e-03
2.541616e+00 8.020382e-04 2.160706e-03
2.575002e+00 5.994926e-04 1.638355e-03
2.608826e+00 4.304951e-04 1.191583e-03
2.643095e+00 2.925659e-04 8.188027e-04
2.677815e+00 1.834839e-04 5.182987e-04
2.712990e+00 1.012816e-04 2.882194e-04
2.748627e+00 4.424003e-05 1.265784e-04
2.784732e+00 1.088745e-05 3.125487e-05
2.821312e+00 1.457808e-15 4.201242e-16
