      r[a_0]     n(bound)   n(unbound) n(tightbound)
1.769155e-03 1.312104e+03 1.373347e+01 1.230091e+03
1.792498e-03 1.311432e+03 1.372640e+01 1.229460e+03
1.816150e-03 1.310747e+03 1.371920e+01 1.228819e+03
1.840113e-03 1.310051e+03 1.371187e+01 1.228166e+03
1.864392e-03 1.309343e+03 1.370443e+01 1.227502e+03
1.888992e-03 1.308623e+03 1.369685e+01 1.226828e+03
1.913916e-03 1.307891e+03 1.368915e+01 1.226141e+03
1.939169e-03 1.307147e+03 1.368132e+01 1.225444e+03
1.964756e-03 1.306390e+03 1.367336e+01 1.224734e+03
1.990680e-03 1.305621e+03 1.366527e+01 1.224014e+03
2.016946e-03 1.304840e+03 1.365704e+01 1.223281e+03
2.043558e-03 1.304046e+03 1.364869e+01 1.222537e+03
2.070522e-03 1.303239e+03 1.364020e+01 1.221780e+03
2.097842e-03 1.302419e+03 1.363157e+01 1.221012e+03
2.125521e-03 1.301587e+03 1.362280e+01 1.220232e+03
2.153567e-03 1.300741e+03 1.361390e+01 1.219439e+03
2.181982e-03 1.299882e+03 1.360486e+01 1.218634e+03
2.210772e-03 1.299010e+03 1.359568e+01 1.217816e+03
2.239942e-03 1.298124e+03 1.358635e+01 1.216986e+03
2.269497e-03 1.297225e+03 1.357688e+01 1.216143e+03
2.299442e-03 1.296312e+03 1.356727e+01 1.215287e+03
2.329782e-03 1.295385e+03 1.355751e+01 1.214418e+03
2.360522e-03 1.294444e+03 1.354761e+01 1.213536e+03
2.391668e-03 1.293489e+03 1.353755e+01 1.212641e+03
2.423225e-03 1.292520e+03 1.352734e+01 1.211733e+03
2.455198e-03 1.291537e+03 1.351699e+01 1.210811e+03
2.487593e-03 1.290539e+03 1.350647e+01 1.209875e+03
2.520416e-03 1.289526e+03 1.349581e+01 1.208926e+03
2.553671e-03 1.288499e+03 1.348498e+01 1.207963e+03
2.587366e-03 1.287457e+03 1.347400e+01 1.206986e+03
2.621505e-03 1.286400e+03 1.346286e+01 1.205995e+03
2.656094e-03 1.285327e+03 1.345156e+01 1.204990e+03
2.691140e-03 1.284239e+03 1.344010e+01 1.203970e+03
2.726648e-03 1.283136e+03 1.342847e+01 1.202936e+03
2.762625e-03 1.282017e+03 1.341668e+01 1.201887e+03
2.799077e-03 1.280882e+03 1.340472e+01 1.200823e+03
2.836009e-03 1.279732e+03 1.339259e+01 1.199744e+03
2.873429e-03 1.278565e+03 1.338029e+01 1.198651e+03
2.911342e-03 1.277382e+03 1.336782e+01 1.197542e+03
2.949756e-03 1.276182e+03 1.335518e+01 1.196418e+03
2.988677e-03 1.274967e+03 1.334236e+01 1.195278e+03
3.028111e-03 1.273734e+03 1.332936e+01 1.194122e+03
3.068065e-03 1.272484e+03 1.331618e+01 1.192951e+03
3.108547e-03 1.271218e+03 1.330282e+01 1.191764e+03
3.149562e-03 1.269934e+03 1.328928e+01 1.190560e+03
3.191119e-03 1.268633e+03 1.327556e+01 1.189341e+03
3.233224e-03 1.267314e+03 1.326165e+01 1.188105e+03
3.275885e-03 1.265978e+03 1.324755e+01 1.186852e+03
3.319109e-03 1.264623e+03 1.323326e+01 1.185582e+03
3.362903e-03 1.263251e+03 1.321878e+01 1.184296e+03
3.407275e-03 1.261861e+03 1.320410e+01 1.182993e+03
3.452232e-03 1.260452e+03 1.318923e+01 1.181672e+03
3.497782e-03 1.259024e+03 1.317416e+01 1.180334e+03
3.543934e-03 1.257578e+03 1.315890e+01 1.178978e+03
3.590694e-03 1.256113e+03 1.314343e+01 1.177605e+03
3.638072e-03 1.254628e+03 1.312776e+01 1.176213e+03
3.686074e-03 1.253125e+03 1.311188e+01 1.174804e+03
3.734710e-03 1.251602e+03 1.309579e+01 1.173376e+03
3.783988e-03 1.250059e+03 1.307950e+01 1.171930e+03
3.833916e-03 1.248496e+03 1.306299e+01 1.170465e+03
3.884502e-03 1.246913e+03 1.304627e+01 1.168982e+03
3.935756e-03 1.245311e+03 1.302934e+01 1.167479e+03
3.987687e-03 1.243687e+03 1.301219e+01 1.165957e+03
4.040302e-03 1.242043e+03 1.299481e+01 1.164416e+03
4.093612e-03 1.240378e+03 1.297722e+01 1.162856e+03
4.147625e-03 1.238693e+03 1.295940e+01 1.161276e+03
4.202351e-03 1.236986e+03 1.294136e+01 1.159676e+03
4.257799e-03 1.235257e+03 1.292308e+01 1.158055e+03
4.313978e-03 1.233507e+03 1.290458e+01 1.156415e+03
4.370899e-03 1.231735e+03 1.288584e+01 1.154754e+03
4.428571e-03 1.229942e+03 1.286687e+01 1.153073e+03
4.487004e-03 1.228125e+03 1.284766e+01 1.151370e+03
4.546208e-03 1.226287e+03 1.282822e+01 1.149647e+03
4.606193e-03 1.224426e+03 1.280853e+01 1.147903e+03
4.666969e-03 1.222542e+03 1.278859e+01 1.146137e+03
4.728547e-03 1.220635e+03 1.276841e+01 1.144349e+03
4.790938e-03 1.218705e+03 1.274798e+01 1.142540e+03
4.854152e-03 1.216751e+03 1.272730e+01 1.140709e+03
4.918200e-03 1.214774e+03 1.270637e+01 1.138855e+03
4.983093e-03 1.212772e+03 1.268518e+01 1.136979e+03
5.048843e-03 1.210747e+03 1.266373e+01 1.135081e+03
5.115460e-03 1.208697e+03 1.264202e+01 1.133160e+03
5.182956e-03 1.206623e+03 1.262005e+01 1.131215e+03
5.251342e-03 1.204524e+03 1.259781e+01 1.129248e+03
5.320631e-03 1.202400e+03 1.257531e+01 1.127257e+03
5.390834e-03 1.200251e+03 1.255253e+01 1.125243e+03
5.461963e-03 1.198077e+03 1.252949e+01 1.123205e+03
5.534031e-03 1.195877e+03 1.250616e+01 1.121142e+03
5.607050e-03 1.193651e+03 1.248256e+01 1.119056e+03
5.681032e-03 1.191398e+03 1.245869e+01 1.116945e+03
5.755991e-03 1.189120e+03 1.243452e+01 1.114809e+03
5.831938e-03 1.186815e+03 1.241008e+01 1.112649e+03
5.908888e-03 1.184484e+03 1.238534e+01 1.110464e+03
5.986852e-03 1.182125e+03 1.236032e+01 1.108253e+03
6.065846e-03 1.179739e+03 1.233500e+01 1.106017e+03
6.145882e-03 1.177326e+03 1.230939e+01 1.103755e+03
6.226974e-03 1.174886e+03 1.228348e+01 1.101467e+03
6.309135e-03 1.172417e+03 1.225727e+01 1.099153e+03
6.392381e-03 1.169920e+03 1.223075e+01 1.096813e+03
6.476726e-03 1.167395e+03 1.220394e+01 1.094446e+03
6.562183e-03 1.164842e+03 1.217681e+01 1.092053e+03
6.648767e-03 1.162260e+03 1.214938e+01 1.089633e+03
6.736495e-03 1.159648e+03 1.212163e+01 1.087185e+03
6.825379e-03 1.157008e+03 1.209356e+01 1.084710e+03
6.915437e-03 1.154338e+03 1.206518e+01 1.082208e+03
7.006682e-03 1.151639e+03 1.203648e+01 1.079677e+03
7.099132e-03 1.148909e+03 1.200746e+01 1.077119e+03
7.192802e-03 1.146150e+03 1.197811e+01 1.074533e+03
7.287707e-03 1.143360e+03 1.194843e+01 1.071918e+03
7.383865e-03 1.140540e+03 1.191842e+01 1.069274e+03
7.481291e-03 1.137689e+03 1.188807e+01 1.066602e+03
7.580003e-03 1.134807e+03 1.185740e+01 1.063901e+03
7.680017e-03 1.131893e+03 1.182638e+01 1.061170e+03
7.781351e-03 1.128949e+03 1.179502e+01 1.058410e+03
7.884022e-03 1.125972e+03 1.176332e+01 1.055620e+03
7.988048e-03 1.122964e+03 1.173127e+01 1.052801e+03
8.093446e-03 1.119924e+03 1.169888e+01 1.049951e+03
8.200235e-03 1.116852e+03 1.166613e+01 1.047072e+03
8.308433e-03 1.113747e+03 1.163303e+01 1.044161e+03
8.418059e-03 1.110609e+03 1.159958e+01 1.041220e+03
8.529131e-03 1.107438e+03 1.156577e+01 1.038249e+03
8.641669e-03 1.104235e+03 1.153159e+01 1.035246e+03
8.755691e-03 1.100998e+03 1.149705e+01 1.032212e+03
8.871218e-03 1.097727e+03 1.146215e+01 1.029146e+03
8.988269e-03 1.094423e+03 1.142688e+01 1.026049e+03
9.106865e-03 1.091085e+03 1.139124e+01 1.022921e+03
9.227026e-03 1.087712e+03 1.135523e+01 1.019760e+03
9.348772e-03 1.084306e+03 1.131884e+01 1.016567e+03
9.472124e-03 1.080865e+03 1.128207e+01 1.013342e+03
9.597104e-03 1.077389e+03 1.124493e+01 1.010084e+03
9.723733e-03 1.073878e+03 1.120740e+01 1.006793e+03
9.852033e-03 1.070333e+03 1.116949e+01 1.003470e+03
9.982025e-03 1.066752e+03 1.113120e+01 1.000114e+03
1.011373e-02 1.063135e+03 1.109251e+01 9.967241e+02
1.024718e-02 1.059483e+03 1.105344e+01 9.933012e+02
1.038239e-02 1.055796e+03 1.101397e+01 9.898448e+02
1.051938e-02 1.052072e+03 1.097411e+01 9.863548e+02
1.065817e-02 1.048313e+03 1.093385e+01 9.828310e+02
1.079880e-02 1.044517e+03 1.089319e+01 9.792732e+02
1.094129e-02 1.040684e+03 1.085213e+01 9.756813e+02
1.108565e-02 1.036816e+03 1.081067e+01 9.720552e+02
1.123192e-02 1.032910e+03 1.076881e+01 9.683948e+02
1.138012e-02 1.028968e+03 1.072654e+01 9.646998e+02
1.153028e-02 1.024989e+03 1.068386e+01 9.609702e+02
1.168241e-02 1.020973e+03 1.064077e+01 9.572059e+02
1.183656e-02 1.016919e+03 1.059727e+01 9.534067e+02
1.199273e-02 1.012829e+03 1.055336e+01 9.495726e+02
1.215097e-02 1.008701e+03 1.050904e+01 9.457034e+02
1.231130e-02 1.004535e+03 1.046430e+01 9.417990e+02
1.247374e-02 1.000332e+03 1.041914e+01 9.378594e+02
1.263832e-02 9.960909e+02 1.037356e+01 9.338844e+02
1.280508e-02 9.918122e+02 1.032756e+01 9.298740e+02
1.297404e-02 9.874956e+02 1.028115e+01 9.258281e+02
1.314522e-02 9.831411e+02 1.023431e+01 9.217467e+02
1.331867e-02 9.787486e+02 1.018705e+01 9.176296e+02
1.349440e-02 9.743180e+02 1.013936e+01 9.134768e+02
1.367245e-02 9.698493e+02 1.009125e+01 9.092883e+02
1.385285e-02 9.653425e+02 1.004271e+01 9.050640e+02
1.403564e-02 9.607975e+02 9.993749e+00 9.008039e+02
1.422083e-02 9.562142e+02 9.944358e+00 8.965080e+02
1.440847e-02 9.515927e+02 9.894539e+00 8.921762e+02
1.459858e-02 9.469330e+02 9.844292e+00 8.878086e+02
1.479120e-02 9.422350e+02 9.793616e+00 8.834051e+02
1.498636e-02 9.374988e+02 9.742512e+00 8.789658e+02
1.518410e-02 9.327244e+02 9.690978e+00 8.744906e+02
1.538445e-02 9.279117e+02 9.639014e+00 8.699795e+02
1.558744e-02 9.230610e+02 9.586622e+00 8.654328e+02
1.579310e-02 9.181721e+02 9.533800e+00 8.608502e+02
1.600149e-02 9.132451e+02 9.480549e+00 8.562320e+02
1.621262e-02 9.082802e+02 9.426869e+00 8.515781e+02
1.642654e-02 9.032774e+02 9.372762e+00 8.468887e+02
1.664327e-02 8.982367e+02 9.318226e+00 8.421638e+02
1.686287e-02 8.931584e+02 9.263264e+00 8.374036e+02
1.708537e-02 8.880424e+02 9.207875e+00 8.326080e+02
1.731080e-02 8.828889e+02 9.152061e+00 8.277773e+02
1.753921e-02 8.776981e+02 9.095823e+00 8.229116e+02
1.777063e-02 8.724701e+02 9.039162e+00 8.180109e+02
1.800511e-02 8.672051e+02 8.982079e+00 8.130755e+02
1.824268e-02 8.619032e+02 8.924576e+00 8.081054e+02
1.848338e-02 8.565646e+02 8.866655e+00 8.031010e+02
1.872726e-02 8.511895e+02 8.808316e+00 7.980622e+02
1.897436e-02 8.457781e+02 8.749563e+00 7.929895e+02
1.922471e-02 8.403307e+02 8.690397e+00 7.878829e+02
1.947837e-02 8.348474e+02 8.630820e+00 7.827426e+02
1.973538e-02 8.293286e+02 8.570834e+00 7.775690e+02
1.999578e-02 8.237745e+02 8.510443e+00 7.723622e+02
2.025961e-02 8.181854e+02 8.449649e+00 7.671225e+02
2.052693e-02 8.125615e+02 8.388455e+00 7.618502e+02
2.079777e-02 8.069033e+02 8.326864e+00 7.565456e+02
2.107219e-02 8.012109e+02 8.264878e+00 7.512089e+02
2.135022e-02 7.954848e+02 8.202502e+00 7.458405e+02
2.163193e-02 7.897253e+02 8.139739e+00 7.404408e+02
2.191735e-02 7.839328e+02 8.076592e+00 7.350100e+02
2.220654e-02 7.781076e+02 8.013066e+00 7.295485e+02
2.249954e-02 7.722502e+02 7.949165e+00 7.240567e+02
2.279641e-02 7.663610e+02 7.884892e+00 7.185350e+02
2.309720e-02 7.604404e+02 7.820254e+00 7.129838e+02
2.340196e-02 7.544888e+02 7.755253e+00 7.074034e+02
2.371074e-02 7.485068e+02 7.689895e+00 7.017944e+02
2.402359e-02 7.424949e+02 7.624186e+00 6.961572e+02
2.434057e-02 7.364534e+02 7.558130e+00 6.904923e+02
2.466173e-02 7.303831e+02 7.491733e+00 6.848001e+02
2.498713e-02 7.242843e+02 7.425001e+00 6.790811e+02
2.531682e-02 7.181576e+02 7.357940e+00 6.733358e+02
2.565086e-02 7.120037e+02 7.290555e+00 6.675649e+02
2.598931e-02 7.058231e+02 7.222853e+00 6.617688e+02
2.633223e-02 6.996164e+02 7.154841e+00 6.559480e+02
2.667967e-02 6.933842e+02 7.086526e+00 6.501033e+02
2.703169e-02 6.871272e+02 7.017915e+00 6.442351e+02
2.738836e-02 6.808461e+02 6.949014e+00 6.383441e+02
2.774974e-02 6.745415e+02 6.879832e+00 6.324309e+02
2.811588e-02 6.682142e+02 6.810375e+00 6.264962e+02
2.848686e-02 6.618648e+02 6.740653e+00 6.205406e+02
2.886273e-02 6.554941e+02 6.670673e+00 6.145649e+02
2.924356e-02 6.491028e+02 6.600444e+00 6.085696e+02
2.962941e-02 6.426918e+02 6.529975e+00 6.025556e+02
3.002036e-02 6.362618e+02 6.459273e+00 5.965236e+02
3.041646e-02 6.298136e+02 6.388349e+00 5.904743e+02
3.081779e-02 6.233480e+02 6.317212e+00 5.844084e+02
3.122442e-02 6.168660e+02 6.245872e+00 5.783269e+02
3.163641e-02 6.103683e+02 6.174338e+00 5.722304e+02
3.205383e-02 6.038559e+02 6.102621e+00 5.661198e+02
3.247677e-02 5.973296e+02 6.030730e+00 5.599960e+02
3.290528e-02 5.907904e+02 5.958677e+00 5.538597e+02
3.333945e-02 5.842392e+02 5.886473e+00 5.477119e+02
3.377935e-02 5.776770e+02 5.814128e+00 5.415534e+02
3.422505e-02 5.711048e+02 5.741654e+00 5.353852e+02
3.467663e-02 5.645234e+02 5.669062e+00 5.292081e+02
3.513417e-02 5.579340e+02 5.596365e+00 5.230231e+02
3.559775e-02 5.513376e+02 5.523575e+00 5.168312e+02
3.606744e-02 5.447352e+02 5.450703e+00 5.106333e+02
3.654334e-02 5.381279e+02 5.377763e+00 5.044303e+02
3.702551e-02 5.315167e+02 5.304767e+00 4.982234e+02
3.751404e-02 5.249027e+02 5.231728e+00 4.920134e+02
3.800902e-02 5.182871e+02 5.158660e+00 4.858015e+02
3.851053e-02 5.116710e+02 5.085576e+00 4.795886e+02
3.901866e-02 5.050554e+02 5.012489e+00 4.733758e+02
3.953349e-02 4.984416e+02 4.939415e+00 4.671642e+02
4.005511e-02 4.918307e+02 4.866366e+00 4.609548e+02
4.058362e-02 4.852239e+02 4.793358e+00 4.547488e+02
4.111910e-02 4.786224e+02 4.720405e+00 4.485472e+02
4.166165e-02 4.720274e+02 4.647522e+00 4.423511e+02
4.221135e-02 4.654401e+02 4.574724e+00 4.361618e+02
4.276831e-02 4.588617e+02 4.502027e+00 4.299802e+02
4.333262e-02 4.522935e+02 4.429444e+00 4.238077e+02
4.390437e-02 4.457367e+02 4.356994e+00 4.176452e+02
4.448366e-02 4.391926e+02 4.284690e+00 4.114940e+02
4.507060e-02 4.326625e+02 4.212550e+00 4.053553e+02
4.566529e-02 4.261476e+02 4.140589e+00 3.992302e+02
4.626782e-02 4.196492e+02 4.068824e+00 3.931199e+02
4.687830e-02 4.131685e+02 3.997271e+00 3.870257e+02
4.749683e-02 4.067071e+02 3.925947e+00 3.809487e+02
4.812353e-02 4.002660e+02 3.854868e+00 3.748901e+02
4.875850e-02 3.938466e+02 3.784053e+00 3.688511e+02
4.940184e-02 3.874502e+02 3.713517e+00 3.628330e+02
5.005367e-02 3.810783e+02 3.643278e+00 3.568369e+02
5.071411e-02 3.747319e+02 3.573353e+00 3.508641e+02
5.138325e-02 3.684126e+02 3.503760e+00 3.449159e+02
5.206123e-02 3.621216e+02 3.434516e+00 3.389933e+02
5.274815e-02 3.558602e+02 3.365639e+00 3.330977e+02
5.344414e-02 3.496297e+02 3.297146e+00 3.272303e+02
5.414931e-02 3.434316e+02 3.229055e+00 3.213923e+02
5.486378e-02 3.372670e+02 3.161383e+00 3.155848e+02
5.558768e-02 3.311373e+02 3.094150e+00 3.098092e+02
5.632113e-02 3.250438e+02 3.027371e+00 3.040666e+02
5.706426e-02 3.189878e+02 2.961065e+00 2.983582e+02
5.781720e-02 3.129706e+02 2.895251e+00 2.926852e+02
5.858006e-02 3.069935e+02 2.829944e+00 2.870489e+02
5.935300e-02 3.010578e+02 2.765165e+00 2.814503e+02
6.013613e-02 2.951647e+02 2.700929e+00 2.758907e+02
6.092960e-02 2.893155e+02 2.637254e+00 2.703711e+02
6.173353e-02 2.835114e+02 2.574159e+00 2.648929e+02
6.254808e-02 2.777537e+02 2.511660e+00 2.594571e+02
6.337337e-02 2.720435e+02 2.449775e+00 2.540647e+02
6.420955e-02 2.663821e+02 2.388521e+00 2.487170e+02
6.505676e-02 2.607707e+02 2.327916e+00 2.434151e+02
6.591515e-02 2.552103e+02 2.267975e+00 2.381599e+02
6.678487e-02 2.497023e+02 2.208716e+00 2.329526e+02
6.766606e-02 2.442476e+02 2.150155e+00 2.277942e+02
6.855888e-02 2.388475e+02 2.092308e+00 2.226858e+02
6.946348e-02 2.335029e+02 2.035193e+00 2.176282e+02
7.038002e-02 2.282149e+02 1.978823e+00 2.126226e+02
7.130865e-02 2.229846e+02 1.923216e+00 2.076699e+02
7.224953e-02 2.178130e+02 1.868386e+00 2.027709e+02
7.320283e-02 2.127011e+02 1.814348e+00 1.979267e+02
7.416870e-02 2.076497e+02 1.761118e+00 1.931380e+02
7.514732e-02 2.026599e+02 1.708708e+00 1.884059e+02
7.613885e-02 1.977326e+02 1.657134e+00 1.837310e+02
7.714346e-02 1.928685e+02 1.606409e+00 1.791142e+02
7.816133e-02 1.880686e+02 1.556545e+00 1.745562e+02
7.919263e-02 1.833336e+02 1.507557e+00 1.700579e+02
8.023754e-02 1.786643e+02 1.459456e+00 1.656199e+02
8.129623e-02 1.740614e+02 1.412253e+00 1.612430e+02
8.236890e-02 1.695256e+02 1.365962e+00 1.569276e+02
8.345571e-02 1.650576e+02 1.320591e+00 1.526746e+02
8.455687e-02 1.606581e+02 1.276153e+00 1.484844e+02
8.567256e-02 1.563275e+02 1.232656e+00 1.443577e+02
8.680296e-02 1.520664e+02 1.190110e+00 1.402948e+02
8.794828e-02 1.478753e+02 1.148524e+00 1.362964e+02
8.910872e-02 1.437547e+02 1.107906e+00 1.323628e+02
9.028446e-02 1.397051e+02 1.068264e+00 1.284945e+02
9.147572e-02 1.357267e+02 1.029604e+00 1.246918e+02
9.268270e-02 1.318199e+02 9.919339e-01 1.209550e+02
9.390560e-02 1.279851e+02 9.552579e-01 1.172844e+02
9.514464e-02 1.242225e+02 9.195817e-01 1.136804e+02
9.640002e-02 1.205322e+02 8.849096e-01 1.101430e+02
9.767197e-02 1.169145e+02 8.512452e-01 1.066726e+02
9.896071e-02 1.133694e+02 8.185914e-01 1.032691e+02
1.002664e-01 1.098970e+02 7.869506e-01 9.993271e+01
1.015894e-01 1.064975e+02 7.563241e-01 9.666348e+01
1.029298e-01 1.031706e+02 7.267128e-01 9.346143e+01
1.042879e-01 9.991648e+01 6.981166e-01 9.032650e+01
1.056640e-01 9.673491e+01 6.705346e-01 8.725865e+01
1.070581e-01 9.362577e+01 6.439654e-01 8.425776e+01
1.084707e-01 9.058886e+01 6.184066e-01 8.132369e+01
1.099019e-01 8.762394e+01 5.938550e-01 7.845624e+01
1.113520e-01 8.473072e+01 5.703066e-01 7.565519e+01
1.128213e-01 8.190887e+01 5.477566e-01 7.292028e+01
1.143099e-01 7.915802e+01 5.261995e-01 7.025119e+01
1.158182e-01 7.647775e+01 5.056288e-01 6.764759e+01
1.173463e-01 7.386760e+01 4.860373e-01 6.510908e+01
1.188946e-01 7.132706e+01 4.674170e-01 6.263526e+01
1.204634e-01 6.885559e+01 4.497588e-01 6.022567e+01
1.220529e-01 6.645260e+01 4.330532e-01 5.787980e+01
1.236633e-01 6.411747e+01 4.172895e-01 5.559714e+01
1.252950e-01 6.184952e+01 4.024564e-01 5.337711e+01
1.269482e-01 5.964806e+01 3.885418e-01 5.121913e+01
1.286232e-01 5.751234e+01 3.755326e-01 4.912256e+01
1.303203e-01 5.544157e+01 3.634151e-01 4.708674e+01
1.320398e-01 5.343495e+01 3.521747e-01 4.511096e+01
1.337820e-01 5.149162e+01 3.417960e-01 4.319452e+01
1.355472e-01 4.961069e+01 3.322629e-01 4.133664e+01
1.373357e-01 4.779125e+01 3.235586e-01 3.953656e+01
1.391478e-01 4.603236e+01 3.156653e-01 3.779345e+01
1.409837e-01 4.433302e+01 3.085647e-01 3.610649e+01
1.428439e-01 4.269225e+01 3.022378e-01 3.447481e+01
1.447287e-01 4.110900e+01 2.966648e-01 3.289752e+01
1.466383e-01 3.958222e+01 2.918253e-01 3.137373e+01
1.485731e-01 3.811082e+01 2.876982e-01 2.990250e+01
1.505335e-01 3.669370e+01 2.842618e-01 2.848288e+01
1.525197e-01 3.532973e+01 2.814939e-01 2.711392e+01
1.545321e-01 3.401778e+01 2.793715e-01 2.579462e+01
1.565711e-01 3.275666e+01 2.778713e-01 2.452399e+01
1.586370e-01 3.154522e+01 2.769692e-01 2.330102e+01
1.607301e-01 3.038224e+01 2.766410e-01 2.212468e+01
1.628509e-01 2.926653e+01 2.768618e-01 2.099394e+01
1.649996e-01 2.819687e+01 2.776063e-01 1.990775e+01
1.671767e-01 2.717204e+01 2.788487e-01 1.886506e+01
1.693825e-01 2.619079e+01 2.805632e-01 1.786480e+01
1.716174e-01 2.525189e+01 2.827233e-01 1.690592e+01
1.738818e-01 2.435410e+01 2.853026e-01 1.598733e+01
1.761761e-01 2.349617e+01 2.882741e-01 1.510798e+01
1.785007e-01 2.267684e+01 2.916108e-01 1.426678e+01
1.808559e-01 2.189488e+01 2.952856e-01 1.346266e+01
1.832422e-01 2.114904e+01 2.992711e-01 1.269455e+01
1.856600e-01 2.043808e+01 3.035401e-01 1.196139e+01
1.881097e-01 1.976076e+01 3.080650e-01 1.126210e+01
1.905917e-01 1.911586e+01 3.128186e-01 1.059562e+01
1.931065e-01 1.850217e+01 3.177736e-01 9.960916e+00
1.956544e-01 1.791846e+01 3.229027e-01 9.356931e+00
1.982360e-01 1.736356e+01 3.281788e-01 8.782635e+00
2.008516e-01 1.683627e+01 3.335752e-01 8.237003e+00
2.035017e-01 1.633542e+01 3.390653e-01 7.719023e+00
2.061868e-01 1.585988e+01 3.446226e-01 7.227694e+00
2.089074e-01 1.540849e+01 3.502212e-01 6.762032e+00
2.116638e-01 1.498015e+01 3.558356e-01 6.321065e+00
2.144566e-01 1.457377e+01 3.614404e-01 5.903837e+00
2.172862e-01 1.418826e+01 3.670110e-01 5.509408e+00
2.201532e-01 1.382257e+01 3.725231e-01 5.136857e+00
2.230580e-01 1.347567e+01 3.779531e-01 4.785278e+00
2.260012e-01 1.314656e+01 3.832779e-01 4.453787e+00
2.289831e-01 1.283426e+01 3.884751e-01 4.141517e+00
2.320044e-01 1.253781e+01 3.935228e-01 3.847621e+00
2.350656e-01 1.225627e+01 3.984002e-01 3.571274e+00
2.381672e-01 1.198876e+01 4.030868e-01 3.311670e+00
2.413097e-01 1.173438e+01 4.075631e-01 3.068026e+00
2.444937e-01 1.149230e+01 4.118106e-01 2.839578e+00
2.477196e-01 1.126170e+01 4.158113e-01 2.625587e+00
2.509882e-01 1.104178e+01 4.195484e-01 2.425334e+00
2.542998e-01 1.083179e+01 4.230058e-01 2.238123e+00
2.576552e-01 1.063100e+01 4.261685e-01 2.063280e+00
2.610548e-01 1.043870e+01 4.290225e-01 1.900154e+00
2.644993e-01 1.025422e+01 4.315546e-01 1.748118e+00
2.679892e-01 1.007692e+01 4.337528e-01 1.606563e+00
2.715252e-01 9.906187e+00 4.356061e-01 1.474908e+00
2.751079e-01 9.741441e+00 4.371046e-01 1.352590e+00
2.787378e-01 9.582127e+00 4.382393e-01 1.239069e+00
2.824156e-01 9.427721e+00 4.390026e-01 1.133829e+00
2.861419e-01 9.277729e+00 4.393877e-01 1.036374e+00
2.899174e-01 9.131684e+00 4.393891e-01 9.462277e-01
2.937427e-01 8.989148e+00 4.390024e-01 8.629379e-01
2.976185e-01 8.849712e+00 4.382241e-01 7.860713e-01
3.015455e-01 8.712993e+00 4.370520e-01 7.152150e-01
3.055242e-01 8.578636e+00 4.354851e-01 6.499758e-01
3.095554e-01 8.446310e+00 4.335233e-01 5.899802e-01
3.136399e-01 8.315712e+00 4.311678e-01 5.348733e-01
3.177782e-01 8.186563e+00 4.284207e-01 4.843184e-01
3.219711e-01 8.058609e+00 4.252852e-01 4.379970e-01
3.262194e-01 7.931620e+00 4.217656e-01 3.956077e-01
3.305237e-01 7.805386e+00 4.178674e-01 3.568658e-01
3.348847e-01 7.679723e+00 4.135967e-01 3.215030e-01
3.393034e-01 7.554466e+00 4.089610e-01 2.892664e-01
3.437803e-01 7.429470e+00 4.039685e-01 2.599183e-01
3.483163e-01 7.304612e+00 3.986285e-01 2.332354e-01
3.529122e-01 7.179785e+00 3.929510e-01 2.090084e-01
3.575687e-01 7.054901e+00 3.869470e-01 1.870412e-01
3.622866e-01 6.929890e+00 3.806283e-01 1.671506e-01
3.670668e-01 6.804697e+00 3.740074e-01 1.491654e-01
3.719101e-01 6.679282e+00 3.670977e-01 1.329262e-01
3.768173e-01 6.553621e+00 3.599131e-01 1.182843e-01
3.817892e-01 6.427701e+00 3.524684e-01 1.051019e-01
3.868267e-01 6.301524e+00 3.447787e-01 9.325088e-02
3.919307e-01 6.175101e+00 3.368598e-01 8.261260e-02
3.971020e-01 6.048458e+00 3.287281e-01 7.307732e-02
4.023416e-01 5.921625e+00 3.204004e-01 6.454371e-02
4.076503e-01 5.794648e+00 3.118937e-01 5.691830e-02
4.130290e-01 5.667575e+00 3.032256e-01 5.011507e-02
4.184787e-01 5.540466e+00 2.944139e-01 4.405496e-02
4.240003e-01 5.413385e+00 2.854767e-01 3.866543e-02
4.295948e-01 5.286403e+00 2.764322e-01 3.388003e-02
4.352631e-01 5.159597e+00 2.672987e-01 2.963801e-02
4.410062e-01 5.033047e+00 2.580946e-01 2.588390e-02
4.468250e-01 4.906838e+00 2.488386e-01 2.256715e-02
4.527207e-01 4.781056e+00 2.395489e-01 1.964180e-02
4.586941e-01 4.655791e+00 2.302439e-01 1.706610e-02
4.647463e-01 4.531135e+00 2.209418e-01 1.480220e-02
4.708784e-01 4.407182e+00 2.116608e-01 1.281586e-02
4.770914e-01 4.284023e+00 2.024184e-01 1.107617e-02
4.833864e-01 4.161753e+00 1.932323e-01 9.555253e-03
4.897644e-01 4.040465e+00 1.841197e-01 8.228022e-03
4.962266e-01 3.920251e+00 1.750972e-01 7.071959e-03
5.027741e-01 3.801202e+00 1.661812e-01 6.066875e-03
5.094080e-01 3.683406e+00 1.573877e-01 5.194709e-03
5.161293e-01 3.566953e+00 1.487320e-01 4.439337e-03
5.229394e-01 3.451924e+00 1.402289e-01 3.786390e-03
5.298393e-01 3.338404e+00 1.318928e-01 3.223089e-03
