      r[a_0]     n[bound]   n[unbound]
1.734498e-05 4.988150e+01 3.144817e+00
1.745714e-05 5.023020e+01 3.166801e+00
1.757003e-05 5.057787e+01 3.188720e+00
1.768365e-05 5.092449e+01 3.210573e+00
1.779801e-05 5.127005e+01 3.232359e+00
1.791310e-05 5.161455e+01 3.254078e+00
1.802894e-05 5.195798e+01 3.275730e+00
1.814553e-05 5.230033e+01 3.297314e+00
1.826288e-05 5.264159e+01 3.318829e+00
1.838098e-05 5.298176e+01 3.340275e+00
1.849984e-05 5.332082e+01 3.361651e+00
1.861947e-05 5.365878e+01 3.382958e+00
1.873988e-05 5.399562e+01 3.404194e+00
1.886107e-05 5.433134e+01 3.425360e+00
1.898304e-05 5.466593e+01 3.446455e+00
1.910580e-05 5.499939e+01 3.467478e+00
1.922935e-05 5.533171e+01 3.488429e+00
1.935370e-05 5.566288e+01 3.509308e+00
1.947885e-05 5.599291e+01 3.530115e+00
1.960482e-05 5.632177e+01 3.550849e+00
1.973160e-05 5.664948e+01 3.571509e+00
1.985920e-05 5.697602e+01 3.592096e+00
1.998762e-05 5.730140e+01 3.612610e+00
2.011688e-05 5.762560e+01 3.633049e+00
2.024697e-05 5.794862e+01 3.653414e+00
2.037790e-05 5.827045e+01 3.673704e+00
2.050968e-05 5.859110e+01 3.693920e+00
2.064231e-05 5.891057e+01 3.714061e+00
2.077580e-05 5.922883e+01 3.734126e+00
2.091015e-05 5.954590e+01 3.754116e+00
2.104537e-05 5.986177e+01 3.774030e+00
2.118146e-05 6.017644e+01 3.793869e+00
2.131844e-05 6.048990e+01 3.813631e+00
2.145630e-05 6.080215e+01 3.833317e+00
2.159505e-05 6.111319e+01 3.852927e+00
2.173470e-05 6.142302e+01 3.872461e+00
2.187525e-05 6.173163e+01 3.891917e+00
2.201671e-05 6.203902e+01 3.911297e+00
2.215909e-05 6.234520e+01 3.930600e+00
2.230239e-05 6.265015e+01 3.949826e+00
2.244661e-05 6.295387e+01 3.968974e+00
2.259177e-05 6.325637e+01 3.988046e+00
2.273786e-05 6.355765e+01 4.007040e+00
2.288490e-05 6.385769e+01 4.025956e+00
2.303289e-05 6.415651e+01 4.044795e+00
2.318184e-05 6.445409e+01 4.063557e+00
2.333175e-05 6.475044e+01 4.082240e+00
2.348263e-05 6.504557e+01 4.100847e+00
2.363449e-05 6.533945e+01 4.119375e+00
2.378732e-05 6.563211e+01 4.137826e+00
2.394115e-05 6.592353e+01 4.156198e+00
2.409597e-05 6.621371e+01 4.174493e+00
2.425179e-05 6.650266e+01 4.192710e+00
2.440862e-05 6.679038e+01 4.210850e+00
2.456647e-05 6.707686e+01 4.228911e+00
2.472533e-05 6.736210e+01 4.246894e+00
2.488523e-05 6.764611e+01 4.264800e+00
2.504615e-05 6.792889e+01 4.282628e+00
2.520812e-05 6.821043e+01 4.300378e+00
2.537113e-05 6.849073e+01 4.318050e+00
2.553520e-05 6.876981e+01 4.335644e+00
2.570033e-05 6.904765e+01 4.353161e+00
2.586653e-05 6.932425e+01 4.370600e+00
2.603380e-05 6.959963e+01 4.387961e+00
2.620215e-05 6.987378e+01 4.405245e+00
2.637160e-05 7.014669e+01 4.422451e+00
2.654213e-05 7.041838e+01 4.439580e+00
2.671377e-05 7.068884e+01 4.456631e+00
2.688653e-05 7.095807e+01 4.473605e+00
2.706039e-05 7.122608e+01 4.490502e+00
2.723539e-05 7.149287e+01 4.507322e+00
2.741151e-05 7.175843e+01 4.524064e+00
2.758877e-05 7.202278e+01 4.540730e+00
2.776718e-05 7.228590e+01 4.557319e+00
2.794675e-05 7.254781e+01 4.573831e+00
2.812747e-05 7.280850e+01 4.590266e+00
2.830936e-05 7.306797e+01 4.606625e+00
2.849243e-05 7.332624e+01 4.622908e+00
2.867668e-05 7.358329e+01 4.639114e+00
2.886213e-05 7.383914e+01 4.655244e+00
2.904877e-05 7.409378e+01 4.671298e+00
2.923662e-05 7.434721e+01 4.687276e+00
2.942569e-05 7.459944e+01 4.703178e+00
2.961598e-05 7.485048e+01 4.719005e+00
2.980750e-05 7.510031e+01 4.734756e+00
3.000025e-05 7.534896e+01 4.750432e+00
3.019426e-05 7.559640e+01 4.766032e+00
3.038952e-05 7.584266e+01 4.781558e+00
3.058604e-05 7.608773e+01 4.797008e+00
3.078383e-05 7.633162e+01 4.812384e+00
3.098290e-05 7.657432e+01 4.827685e+00
3.118326e-05 7.681584e+01 4.842912e+00
3.138491e-05 7.705618e+01 4.858065e+00
3.158787e-05 7.729535e+01 4.873143e+00
3.179214e-05 7.753335e+01 4.888148e+00
3.199773e-05 7.777017e+01 4.903079e+00
3.220465e-05 7.800584e+01 4.917936e+00
3.241291e-05 7.824033e+01 4.932721e+00
3.262252e-05 7.847367e+01 4.947431e+00
3.283348e-05 7.870585e+01 4.962069e+00
3.304580e-05 7.893687e+01 4.976634e+00
3.325950e-05 7.916674e+01 4.991127e+00
3.347458e-05 7.939547e+01 5.005547e+00
3.369105e-05 7.962305e+01 5.019895e+00
3.390892e-05 7.984948e+01 5.034171e+00
3.412820e-05 8.007478e+01 5.048375e+00
3.434890e-05 8.029894e+01 5.062507e+00
3.457103e-05 8.052197e+01 5.076568e+00
3.479459e-05 8.074387e+01 5.090558e+00
3.501960e-05 8.096464e+01 5.104477e+00
3.524606e-05 8.118429e+01 5.118325e+00
3.547399e-05 8.140282e+01 5.132102e+00
3.570339e-05 8.162024e+01 5.145809e+00
3.593427e-05 8.183654e+01 5.159446e+00
3.616665e-05 8.205173e+01 5.173013e+00
3.640053e-05 8.226582e+01 5.186510e+00
3.663592e-05 8.247880e+01 5.199938e+00
3.687284e-05 8.269069e+01 5.213297e+00
3.711128e-05 8.290148e+01 5.226586e+00
3.735127e-05 8.311118e+01 5.239807e+00
3.759281e-05 8.331979e+01 5.252959e+00
3.783592e-05 8.352732e+01 5.266042e+00
3.808059e-05 8.373376e+01 5.279058e+00
3.832685e-05 8.393913e+01 5.292005e+00
3.857470e-05 8.414342e+01 5.304885e+00
3.882415e-05 8.434665e+01 5.317698e+00
3.907521e-05 8.454881e+01 5.330443e+00
3.932790e-05 8.474990e+01 5.343121e+00
3.958223e-05 8.494994e+01 5.355733e+00
3.983819e-05 8.514892e+01 5.368278e+00
4.009582e-05 8.534685e+01 5.380756e+00
4.035511e-05 8.554374e+01 5.393169e+00
4.061607e-05 8.573957e+01 5.405516e+00
4.087873e-05 8.593437e+01 5.417797e+00
4.114308e-05 8.612814e+01 5.430013e+00
4.140914e-05 8.632087e+01 5.442164e+00
4.167692e-05 8.651257e+01 5.454250e+00
4.194643e-05 8.670325e+01 5.466271e+00
4.221769e-05 8.689290e+01 5.478228e+00
4.249070e-05 8.708154e+01 5.490121e+00
4.276548e-05 8.726917e+01 5.501950e+00
4.304203e-05 8.745579e+01 5.513716e+00
4.332037e-05 8.764140e+01 5.525418e+00
4.360051e-05 8.782601e+01 5.537057e+00
4.388247e-05 8.800962e+01 5.548633e+00
4.416624e-05 8.819224e+01 5.560146e+00
4.445185e-05 8.837387e+01 5.571597e+00
4.473931e-05 8.855451e+01 5.582986e+00
4.502863e-05 8.873417e+01 5.594313e+00
4.531982e-05 8.891286e+01 5.605578e+00
4.561289e-05 8.909057e+01 5.616782e+00
4.590786e-05 8.926731e+01 5.627924e+00
4.620473e-05 8.944308e+01 5.639006e+00
4.650352e-05 8.961789e+01 5.650027e+00
4.680425e-05 8.979174e+01 5.660988e+00
4.710692e-05 8.996464e+01 5.671888e+00
4.741155e-05 9.013659e+01 5.682729e+00
4.771815e-05 9.030759e+01 5.693510e+00
4.802673e-05 9.047765e+01 5.704231e+00
4.833730e-05 9.064677e+01 5.714894e+00
4.864989e-05 9.081495e+01 5.725497e+00
4.896449e-05 9.098221e+01 5.736042e+00
4.928113e-05 9.114854e+01 5.746528e+00
4.959982e-05 9.131394e+01 5.756956e+00
4.992057e-05 9.147843e+01 5.767326e+00
5.024339e-05 9.164200e+01 5.777639e+00
5.056830e-05 9.180466e+01 5.787894e+00
5.089532e-05 9.196642e+01 5.798092e+00
5.122444e-05 9.212727e+01 5.808233e+00
5.155570e-05 9.228722e+01 5.818317e+00
5.188910e-05 9.244628e+01 5.828345e+00
5.222465e-05 9.260444e+01 5.838317e+00
5.256237e-05 9.276172e+01 5.848233e+00
5.290228e-05 9.291812e+01 5.858093e+00
5.324438e-05 9.307364e+01 5.867897e+00
5.358870e-05 9.322828e+01 5.877647e+00
5.393524e-05 9.338205e+01 5.887341e+00
5.428403e-05 9.353495e+01 5.896981e+00
5.463507e-05 9.368699e+01 5.906566e+00
5.498838e-05 9.383817e+01 5.916098e+00
5.534398e-05 9.398849e+01 5.925575e+00
5.570187e-05 9.413796e+01 5.934998e+00
5.606208e-05 9.428658e+01 5.944368e+00
5.642462e-05 9.443436e+01 5.953685e+00
5.678950e-05 9.458130e+01 5.962949e+00
5.715674e-05 9.472741e+01 5.972160e+00
5.752636e-05 9.487268e+01 5.981319e+00
5.789837e-05 9.501712e+01 5.990426e+00
5.827278e-05 9.516073e+01 5.999480e+00
5.864962e-05 9.530353e+01 6.008483e+00
5.902889e-05 9.544551e+01 6.017434e+00
5.941061e-05 9.558668e+01 6.026334e+00
5.979481e-05 9.572703e+01 6.035183e+00
6.018148e-05 9.586658e+01 6.043981e+00
6.057066e-05 9.600533e+01 6.052728e+00
6.096236e-05 9.614328e+01 6.061426e+00
6.135658e-05 9.628044e+01 6.070073e+00
6.175336e-05 9.641681e+01 6.078670e+00
6.215270e-05 9.655239e+01 6.087218e+00
6.255463e-05 9.668719e+01 6.095716e+00
6.295915e-05 9.682121e+01 6.104166e+00
6.336629e-05 9.695445e+01 6.112566e+00
6.377606e-05 9.708692e+01 6.120918e+00
6.418849e-05 9.721863e+01 6.129221e+00
6.460358e-05 9.734957e+01 6.137477e+00
6.502135e-05 9.747975e+01 6.145684e+00
6.544183e-05 9.760917e+01 6.153843e+00
6.586502e-05 9.773784e+01 6.161956e+00
6.629095e-05 9.786576e+01 6.170021e+00
6.671964e-05 9.799294e+01 6.178038e+00
6.715110e-05 9.811937e+01 6.186010e+00
6.758535e-05 9.824507e+01 6.193934e+00
6.802240e-05 9.837003e+01 6.201812e+00
6.846229e-05 9.849426e+01 6.209645e+00
6.890501e-05 9.861777e+01 6.217431e+00
6.935060e-05 9.874055e+01 6.225172e+00
6.979908e-05 9.886260e+01 6.232867e+00
7.025045e-05 9.898395e+01 6.240517e+00
7.070474e-05 9.910458e+01 6.248123e+00
7.116197e-05 9.922450e+01 6.255683e+00
7.162215e-05 9.934371e+01 6.263199e+00
7.208532e-05 9.946223e+01 6.270671e+00
7.255147e-05 9.958004e+01 6.278099e+00
7.302064e-05 9.969716e+01 6.285482e+00
7.349285e-05 9.981359e+01 6.292823e+00
7.396811e-05 9.992933e+01 6.300120e+00
7.444644e-05 1.000444e+02 6.307373e+00
7.492786e-05 1.001588e+02 6.314584e+00
7.541240e-05 1.002725e+02 6.321752e+00
7.590008e-05 1.003855e+02 6.328878e+00
7.639090e-05 1.004978e+02 6.335961e+00
7.688490e-05 1.006095e+02 6.343002e+00
7.738210e-05 1.007205e+02 6.350002e+00
7.788250e-05 1.008309e+02 6.356959e+00
7.838615e-05 1.009406e+02 6.363876e+00
7.889305e-05 1.010496e+02 6.370751e+00
7.940323e-05 1.011580e+02 6.377585e+00
7.991671e-05 1.012658e+02 6.384378e+00
8.043351e-05 1.013729e+02 6.391131e+00
8.095366e-05 1.014794e+02 6.397844e+00
8.147716e-05 1.015852e+02 6.404516e+00
8.200405e-05 1.016904e+02 6.411148e+00
8.253435e-05 1.017950e+02 6.417741e+00
8.306808e-05 1.018989e+02 6.424294e+00
8.360526e-05 1.020022e+02 6.430807e+00
8.414591e-05 1.021049e+02 6.437282e+00
8.469006e-05 1.022070e+02 6.443718e+00
8.523773e-05 1.023085e+02 6.450115e+00
8.578894e-05 1.024093e+02 6.456473e+00
8.634371e-05 1.025096e+02 6.462793e+00
8.690208e-05 1.026092e+02 6.469075e+00
8.746405e-05 1.027083e+02 6.475319e+00
8.802965e-05 1.028067e+02 6.481526e+00
8.859892e-05 1.029046e+02 6.487695e+00
8.917186e-05 1.030018e+02 6.493827e+00
8.974852e-05 1.030985e+02 6.499921e+00
9.032890e-05 1.031946e+02 6.505979e+00
9.091303e-05 1.032901e+02 6.512000e+00
9.150094e-05 1.033850e+02 6.517984e+00
9.209265e-05 1.034793e+02 6.523932e+00
9.268819e-05 1.035731e+02 6.529844e+00
9.328758e-05 1.036663e+02 6.535720e+00
9.389085e-05 1.037589e+02 6.541561e+00
9.449801e-05 1.038510e+02 6.547365e+00
9.510911e-05 1.039425e+02 6.553135e+00
9.572415e-05 1.040335e+02 6.558869e+00
9.634318e-05 1.041239e+02 6.564568e+00
9.696620e-05 1.042137e+02 6.570233e+00
9.759326e-05 1.043030e+02 6.575862e+00
9.822437e-05 1.043918e+02 6.581458e+00
9.885956e-05 1.044800e+02 6.587019e+00
9.949886e-05 1.045677e+02 6.592546e+00
1.001423e-04 1.046548e+02 6.598039e+00
1.007899e-04 1.047414e+02 6.603499e+00
1.014417e-04 1.048274e+02 6.608925e+00
1.020977e-04 1.049130e+02 6.614318e+00
1.027579e-04 1.049980e+02 6.619677e+00
1.034224e-04 1.050825e+02 6.625004e+00
1.040912e-04 1.051665e+02 6.630298e+00
1.047643e-04 1.052499e+02 6.635559e+00
1.054418e-04 1.053328e+02 6.640788e+00
1.061237e-04 1.054153e+02 6.645984e+00
1.068100e-04 1.054972e+02 6.651149e+00
1.075007e-04 1.055786e+02 6.656281e+00
1.081959e-04 1.056595e+02 6.661382e+00
1.088955e-04 1.057399e+02 6.666452e+00
1.095997e-04 1.058198e+02 6.671490e+00
1.103085e-04 1.058992e+02 6.676496e+00
1.110218e-04 1.059782e+02 6.681472e+00
1.117398e-04 1.060566e+02 6.686417e+00
1.124624e-04 1.061345e+02 6.691331e+00
1.131896e-04 1.062120e+02 6.696214e+00
1.139216e-04 1.062890e+02 6.701068e+00
1.146583e-04 1.063655e+02 6.705891e+00
1.153998e-04 1.064415e+02 6.710684e+00
1.161460e-04 1.065170e+02 6.715447e+00
1.168971e-04 1.065921e+02 6.720180e+00
1.176530e-04 1.066667e+02 6.724884e+00
1.184139e-04 1.067409e+02 6.729558e+00
1.191796e-04 1.068146e+02 6.734204e+00
1.199503e-04 1.068878e+02 6.738820e+00
1.207260e-04 1.069605e+02 6.743407e+00
1.215067e-04 1.070328e+02 6.747966e+00
1.222925e-04 1.071047e+02 6.752496e+00
1.230833e-04 1.071761e+02 6.756997e+00
1.238792e-04 1.072471e+02 6.761471e+00
1.246803e-04 1.073176e+02 6.765916e+00
1.254866e-04 1.073876e+02 6.770333e+00
1.262981e-04 1.074572e+02 6.774722e+00
1.271148e-04 1.075264e+02 6.779084e+00
1.279369e-04 1.075952e+02 6.783419e+00
1.287642e-04 1.076635e+02 6.787725e+00
1.295969e-04 1.077314e+02 6.792005e+00
1.304349e-04 1.077988e+02 6.796258e+00
1.312784e-04 1.078659e+02 6.800484e+00
1.321274e-04 1.079325e+02 6.804683e+00
1.329818e-04 1.079986e+02 6.808856e+00
1.338418e-04 1.080644e+02 6.813002e+00
1.347073e-04 1.081298e+02 6.817121e+00
1.355784e-04 1.081947e+02 6.821215e+00
1.364552e-04 1.082592e+02 6.825283e+00
1.373376e-04 1.083233e+02 6.829325e+00
1.382257e-04 1.083870e+02 6.833341e+00
1.391196e-04 1.084503e+02 6.837331e+00
1.400192e-04 1.085132e+02 6.841296e+00
1.409247e-04 1.085757e+02 6.845236e+00
1.418360e-04 1.086378e+02 6.849151e+00
1.427532e-04 1.086995e+02 6.853040e+00
1.436764e-04 1.087608e+02 6.856905e+00
1.446055e-04 1.088217e+02 6.860745e+00
1.455406e-04 1.088822e+02 6.864560e+00
1.464818e-04 1.089423e+02 6.868351e+00
1.474290e-04 1.090021e+02 6.872118e+00
1.483824e-04 1.090614e+02 6.875860e+00
1.493420e-04 1.091204e+02 6.879579e+00
1.503077e-04 1.091790e+02 6.883273e+00
1.512797e-04 1.092373e+02 6.886944e+00
1.522580e-04 1.092951e+02 6.890591e+00
1.532426e-04 1.093526e+02 6.894215e+00
1.542336e-04 1.094097e+02 6.897815e+00
1.552310e-04 1.094664e+02 6.901392e+00
1.562348e-04 1.095228e+02 6.904945e+00
1.572452e-04 1.095788e+02 6.908476e+00
1.582620e-04 1.096344e+02 6.911984e+00
1.592855e-04 1.096897e+02 6.915469e+00
1.603155e-04 1.097446e+02 6.918932e+00
1.613522e-04 1.097992e+02 6.922372e+00
1.623957e-04 1.098534e+02 6.925790e+00
1.634458e-04 1.099073e+02 6.929185e+00
1.645028e-04 1.099608e+02 6.932558e+00
1.655666e-04 1.100139e+02 6.935910e+00
1.666373e-04 1.100667e+02 6.939239e+00
1.677149e-04 1.101192e+02 6.942547e+00
1.687994e-04 1.101713e+02 6.945833e+00
1.698910e-04 1.102231e+02 6.949098e+00
1.709897e-04 1.102745e+02 6.952341e+00
1.720954e-04 1.103256e+02 6.955563e+00
1.732083e-04 1.103764e+02 6.958763e+00
1.743284e-04 1.104269e+02 6.961943e+00
1.754557e-04 1.104770e+02 6.965102e+00
1.765903e-04 1.105267e+02 6.968240e+00
1.777323e-04 1.105762e+02 6.971357e+00
1.788817e-04 1.106253e+02 6.974454e+00
1.800384e-04 1.106741e+02 6.977530e+00
1.812027e-04 1.107226e+02 6.980586e+00
1.823745e-04 1.107707e+02 6.983622e+00
1.835539e-04 1.108185e+02 6.986638e+00
1.847409e-04 1.108661e+02 6.989633e+00
1.859355e-04 1.109133e+02 6.992609e+00
1.871379e-04 1.109601e+02 6.995565e+00
1.883481e-04 1.110067e+02 6.998501e+00
1.895661e-04 1.110530e+02 7.001418e+00
1.907920e-04 1.110989e+02 7.004315e+00
1.920258e-04 1.111446e+02 7.007193e+00
1.932675e-04 1.111899e+02 7.010052e+00
1.945174e-04 1.112350e+02 7.012891e+00
1.957752e-04 1.112797e+02 7.015712e+00
1.970413e-04 1.113241e+02 7.018513e+00
1.983155e-04 1.113683e+02 7.021296e+00
1.995979e-04 1.114121e+02 7.024060e+00
2.008887e-04 1.114557e+02 7.026806e+00
2.021878e-04 1.114989e+02 7.029532e+00
2.034953e-04 1.115419e+02 7.032241e+00
2.048112e-04 1.115846e+02 7.034931e+00
2.061357e-04 1.116269e+02 7.037603e+00
2.074687e-04 1.116690e+02 7.040257e+00
2.088104e-04 1.117108e+02 7.042893e+00
2.101607e-04 1.117524e+02 7.045511e+00
2.115197e-04 1.117936e+02 7.048111e+00
2.128876e-04 1.118346e+02 7.050693e+00
2.142643e-04 1.118753e+02 7.053258e+00
2.156498e-04 1.119157e+02 7.055806e+00
2.170444e-04 1.119558e+02 7.058335e+00
2.184480e-04 1.119956e+02 7.060848e+00
2.198606e-04 1.120352e+02 7.063343e+00
2.212824e-04 1.120745e+02 7.065821e+00
2.227134e-04 1.121136e+02 7.068283e+00
2.241536e-04 1.121523e+02 7.070727e+00
2.256031e-04 1.121908e+02 7.073154e+00
2.270621e-04 1.122291e+02 7.075565e+00
2.285304e-04 1.122670e+02 7.077959e+00
2.300083e-04 1.123048e+02 7.080336e+00
2.314957e-04 1.123422e+02 7.082697e+00
2.329927e-04 1.123794e+02 7.085041e+00
2.344994e-04 1.124163e+02 7.087369e+00
2.360158e-04 1.124530e+02 7.089681e+00
2.375421e-04 1.124894e+02 7.091977e+00
2.390782e-04 1.125256e+02 7.094256e+00
2.406243e-04 1.125615e+02 7.096520e+00
2.421803e-04 1.125971e+02 7.098768e+00
2.437464e-04 1.126325e+02 7.101000e+00
2.453227e-04 1.126677e+02 7.103216e+00
2.469091e-04 1.127026e+02 7.105417e+00
2.485058e-04 1.127372e+02 7.107602e+00
2.501128e-04 1.127716e+02 7.109772e+00
2.517302e-04 1.128058e+02 7.111926e+00
2.533581e-04 1.128397e+02 7.114065e+00
2.549965e-04 1.128734e+02 7.116189e+00
2.566455e-04 1.129069e+02 7.118297e+00
2.583052e-04 1.129401e+02 7.120391e+00
