      r[a_0]     n(bound)   n(unbound)
1.217572e-02 1.008075e+03 1.041720e+01
1.233641e-02 1.003902e+03 1.037275e+01
1.249923e-02 9.996918e+02 1.032788e+01
1.266419e-02 9.954438e+02 1.028259e+01
1.283134e-02 9.911579e+02 1.023689e+01
1.300069e-02 9.868342e+02 1.019077e+01
1.317227e-02 9.824725e+02 1.014423e+01
1.334612e-02 9.780727e+02 1.009727e+01
1.352226e-02 9.736349e+02 1.004989e+01
1.370073e-02 9.691589e+02 1.000209e+01
1.388155e-02 9.646448e+02 9.953868e+00
1.406476e-02 9.600924e+02 9.905220e+00
1.425039e-02 9.555018e+02 9.856148e+00
1.443847e-02 9.508729e+02 9.806651e+00
1.462903e-02 9.462058e+02 9.756729e+00
1.482210e-02 9.415004e+02 9.706382e+00
1.501772e-02 9.367567e+02 9.655609e+00
1.521593e-02 9.319748e+02 9.604409e+00
1.541675e-02 9.271547e+02 9.552784e+00
1.562022e-02 9.222964e+02 9.500732e+00
1.582638e-02 9.174000e+02 9.448255e+00
1.603525e-02 9.124656e+02 9.395352e+00
1.624689e-02 9.074931e+02 9.342023e+00
1.646132e-02 9.024827e+02 9.288270e+00
1.667857e-02 8.974346e+02 9.234092e+00
1.689870e-02 8.923486e+02 9.179490e+00
1.712173e-02 8.872251e+02 9.124466e+00
1.734770e-02 8.820641e+02 9.069020e+00
1.757666e-02 8.768658e+02 9.013152e+00
1.780864e-02 8.716302e+02 8.956866e+00
1.804367e-02 8.663577e+02 8.900161e+00
1.828182e-02 8.610482e+02 8.843039e+00
1.852310e-02 8.557021e+02 8.785502e+00
1.876757e-02 8.503195e+02 8.727552e+00
1.901527e-02 8.449007e+02 8.669190e+00
1.926623e-02 8.394458e+02 8.610419e+00
1.952051e-02 8.339551e+02 8.551240e+00
1.977814e-02 8.284289e+02 8.491657e+00
2.003917e-02 8.228673e+02 8.431672e+00
2.030365e-02 8.172708e+02 8.371286e+00
2.057162e-02 8.116397e+02 8.310505e+00
2.084313e-02 8.059741e+02 8.249329e+00
2.111821e-02 8.002745e+02 8.187763e+00
2.139693e-02 7.945411e+02 8.125810e+00
2.167933e-02 7.887744e+02 8.063473e+00
2.196546e-02 7.829747e+02 8.000756e+00
2.225536e-02 7.771425e+02 7.937664e+00
2.254909e-02 7.712780e+02 7.874200e+00
2.284669e-02 7.653818e+02 7.810368e+00
2.314822e-02 7.594543e+02 7.746173e+00
2.345373e-02 7.534959e+02 7.681620e+00
2.376328e-02 7.475071e+02 7.616714e+00
2.407691e-02 7.414884e+02 7.551459e+00
2.439467e-02 7.354403e+02 7.485861e+00
2.471664e-02 7.293633e+02 7.419926e+00
2.504285e-02 7.232580e+02 7.353659e+00
2.537337e-02 7.171249e+02 7.287066e+00
2.570824e-02 7.109647e+02 7.220154e+00
2.604754e-02 7.047778e+02 7.152928e+00
2.639132e-02 6.985649e+02 7.085395e+00
2.673964e-02 6.923267e+02 7.017562e+00
2.709255e-02 6.860637e+02 6.949437e+00
2.745012e-02 6.797767e+02 6.881025e+00
2.781240e-02 6.734664e+02 6.812336e+00
2.817947e-02 6.671334e+02 6.743376e+00
2.855139e-02 6.607784e+02 6.674153e+00
2.892821e-02 6.544023e+02 6.604677e+00
2.931001e-02 6.480057e+02 6.534954e+00
2.969684e-02 6.415895e+02 6.464994e+00
3.008878e-02 6.351545e+02 6.394805e+00
3.048590e-02 6.287013e+02 6.324398e+00
3.088825e-02 6.222310e+02 6.253780e+00
3.129592e-02 6.157443e+02 6.182962e+00
3.170896e-02 6.092422e+02 6.111954e+00
3.212746e-02 6.027254e+02 6.040766e+00
3.255148e-02 5.961949e+02 5.969407e+00
3.298109e-02 5.896517e+02 5.897889e+00
3.341638e-02 5.830966e+02 5.826223e+00
3.385741e-02 5.765307e+02 5.754419e+00
3.430426e-02 5.699549e+02 5.682490e+00
3.475701e-02 5.633702e+02 5.610445e+00
3.521574e-02 5.567776e+02 5.538298e+00
3.568052e-02 5.501781e+02 5.466061e+00
3.615143e-02 5.435729e+02 5.393744e+00
3.662856e-02 5.369629e+02 5.321363e+00
3.711199e-02 5.303493e+02 5.248927e+00
3.760179e-02 5.237330e+02 5.176452e+00
3.809806e-02 5.171154e+02 5.103950e+00
3.860088e-02 5.104973e+02 5.031435e+00
3.911034e-02 5.038801e+02 4.958920e+00
3.962652e-02 4.972649e+02 4.886419e+00
4.014952e-02 4.906527e+02 4.813946e+00
4.067941e-02 4.840449e+02 4.741517e+00
4.121630e-02 4.774426e+02 4.669144e+00
4.176028e-02 4.708470e+02 4.596843e+00
4.231143e-02 4.642593e+02 4.524630e+00
4.286986e-02 4.576808e+02 4.452519e+00
4.343566e-02 4.511127e+02 4.380525e+00
4.400892e-02 4.445563e+02 4.308665e+00
4.458976e-02 4.380128e+02 4.236953e+00
4.517825e-02 4.314834e+02 4.165406e+00
4.577452e-02 4.249696e+02 4.094041e+00
4.637865e-02 4.184725e+02 4.022872e+00
4.699076e-02 4.119934e+02 3.951917e+00
4.761095e-02 4.055337e+02 3.881192e+00
4.823932e-02 3.990947e+02 3.810715e+00
4.887599e-02 3.926776e+02 3.740501e+00
4.952106e-02 3.862838e+02 3.670567e+00
5.017464e-02 3.799146e+02 3.600932e+00
5.083685e-02 3.735714e+02 3.531611e+00
5.150779e-02 3.672554e+02 3.462623e+00
5.218760e-02 3.609679e+02 3.393985e+00
5.287637e-02 3.547104e+02 3.325713e+00
5.357424e-02 3.484840e+02 3.257826e+00
5.428131e-02 3.422902e+02 3.190342e+00
5.499772e-02 3.361303e+02 3.123277e+00
5.572358e-02 3.300055e+02 3.056650e+00
5.645903e-02 3.239172e+02 2.990477e+00
5.720418e-02 3.178666e+02 2.924778e+00
5.795916e-02 3.118552e+02 2.859568e+00
5.872411e-02 3.058840e+02 2.794867e+00
5.949915e-02 2.999545e+02 2.730691e+00
6.028443e-02 2.940679e+02 2.667059e+00
6.108006e-02 2.882254e+02 2.603987e+00
6.188620e-02 2.824283e+02 2.541493e+00
6.270298e-02 2.766778e+02 2.479594e+00
6.353054e-02 2.709751e+02 2.418308e+00
6.436902e-02 2.653215e+02 2.357651e+00
6.521856e-02 2.597181e+02 2.297640e+00
6.607932e-02 2.541660e+02 2.238293e+00
6.695144e-02 2.486664e+02 2.179625e+00
6.783507e-02 2.432205e+02 2.121653e+00
6.873036e-02 2.378293e+02 2.064393e+00
6.963747e-02 2.324939e+02 2.007862e+00
7.055655e-02 2.272154e+02 1.952074e+00
7.148776e-02 2.219948e+02 1.897046e+00
7.243126e-02 2.168331e+02 1.842791e+00
7.338721e-02 2.117313e+02 1.789326e+00
7.435578e-02 2.066902e+02 1.736664e+00
7.533713e-02 2.017110e+02 1.684821e+00
7.633143e-02 1.967944e+02 1.633808e+00
7.733886e-02 1.919412e+02 1.583641e+00
7.835958e-02 1.871524e+02 1.534332e+00
7.939378e-02 1.824288e+02 1.485893e+00
8.044162e-02 1.777709e+02 1.438337e+00
8.150330e-02 1.731797e+02 1.391675e+00
8.257898e-02 1.686558e+02 1.345920e+00
8.366886e-02 1.641998e+02 1.301080e+00
8.477313e-02 1.598124e+02 1.257168e+00
8.589197e-02 1.554941e+02 1.214192e+00
8.702558e-02 1.512454e+02 1.172161e+00
8.817415e-02 1.470670e+02 1.131085e+00
8.933788e-02 1.429591e+02 1.090971e+00
9.051696e-02 1.389223e+02 1.051827e+00
9.171161e-02 1.349568e+02 1.013659e+00
9.292203e-02 1.310631e+02 9.764738e-01
9.414842e-02 1.272414e+02 9.402769e-01
9.539099e-02 1.234919e+02 9.050730e-01
9.664997e-02 1.198150e+02 8.708664e-01
9.792556e-02 1.162106e+02 8.376606e-01
9.921799e-02 1.126789e+02 8.054583e-01
1.005275e-01 1.092200e+02 7.742617e-01
1.018542e-01 1.058339e+02 7.440719e-01
1.031985e-01 1.025206e+02 7.148897e-01
1.045605e-01 9.928006e+01 6.867149e-01
1.059405e-01 9.611206e+01 6.595465e-01
1.073387e-01 9.301650e+01 6.333827e-01
1.087554e-01 8.999316e+01 6.082212e-01
1.101908e-01 8.704179e+01 5.840585e-01
1.116451e-01 8.416210e+01 5.608906e-01
1.131186e-01 8.135376e+01 5.387127e-01
1.146115e-01 7.861637e+01 5.175189e-01
1.161242e-01 7.594951e+01 4.973027e-01
1.176568e-01 7.335271e+01 4.780568e-01
1.192096e-01 7.082545e+01 4.597730e-01
1.207830e-01 6.836719e+01 4.424423e-01
1.223771e-01 6.597733e+01 4.260549e-01
1.239922e-01 6.365522e+01 4.106003e-01
1.256287e-01 6.140020e+01 3.960668e-01
1.272867e-01 5.921155e+01 3.824424e-01
1.289666e-01 5.708852e+01 3.697139e-01
1.306688e-01 5.503032e+01 3.578675e-01
1.323933e-01 5.303613e+01 3.468886e-01
1.341407e-01 5.110508e+01 3.367618e-01
1.359111e-01 4.923629e+01 3.274709e-01
1.377048e-01 4.742884e+01 3.189990e-01
1.395223e-01 4.568176e+01 3.113285e-01
1.413637e-01 4.399407e+01 3.044409e-01
1.432294e-01 4.236476e+01 2.983173e-01
1.451198e-01 4.079279e+01 2.929378e-01
1.470351e-01 3.927710e+01 2.882821e-01
1.489756e-01 3.781660e+01 2.843292e-01
1.509418e-01 3.641017e+01 2.810573e-01
1.529340e-01 3.505669e+01 2.784442e-01
1.549524e-01 3.375501e+01 2.764672e-01
1.569975e-01 3.250396e+01 2.751028e-01
1.590695e-01 3.130235e+01 2.743272e-01
1.611689e-01 3.014900e+01 2.741162e-01
1.632961e-01 2.904268e+01 2.744448e-01
1.654512e-01 2.798218e+01 2.752880e-01
1.676349e-01 2.696628e+01 2.766203e-01
1.698473e-01 2.599372e+01 2.784156e-01
1.720890e-01 2.506328e+01 2.806479e-01
1.743602e-01 2.417370e+01 2.832907e-01
1.766614e-01 2.332375e+01 2.863172e-01
1.789930e-01 2.251216e+01 2.897008e-01
1.813554e-01 2.173769e+01 2.934142e-01
1.837489e-01 2.099910e+01 2.974305e-01
1.861741e-01 2.029514e+01 3.017225e-01
1.886312e-01 1.962459e+01 3.062629e-01
1.911208e-01 1.898622e+01 3.110246e-01
1.936432e-01 1.837881e+01 3.159806e-01
1.961989e-01 1.780115e+01 3.211039e-01
1.987884e-01 1.725206e+01 3.263676e-01
2.014120e-01 1.673034e+01 3.317451e-01
2.040702e-01 1.623484e+01 3.372101e-01
2.067635e-01 1.576440e+01 3.427365e-01
2.094924e-01 1.531790e+01 3.482986e-01
2.122573e-01 1.489422e+01 3.538711e-01
2.150587e-01 1.449227e+01 3.594290e-01
2.178971e-01 1.411098e+01 3.649478e-01
2.207729e-01 1.374931e+01 3.704037e-01
2.236867e-01 1.340621e+01 3.757733e-01
2.266389e-01 1.308070e+01 3.810338e-01
2.296301e-01 1.277179e+01 3.861631e-01
2.326608e-01 1.247854e+01 3.911397e-01
2.357314e-01 1.220002e+01 3.959429e-01
2.388426e-01 1.193533e+01 4.005527e-01
2.419949e-01 1.168360e+01 4.049499e-01
2.451887e-01 1.144399e+01 4.091162e-01
2.484248e-01 1.121569e+01 4.130340e-01
2.517035e-01 1.099792e+01 4.166869e-01
2.550255e-01 1.078991e+01 4.200589e-01
2.583913e-01 1.059095e+01 4.231356e-01
2.618016e-01 1.040034e+01 4.259030e-01
2.652569e-01 1.021741e+01 4.283484e-01
2.687577e-01 1.004153e+01 4.304601e-01
2.723048e-01 9.872082e+00 4.322274e-01
2.758987e-01 9.708502e+00 4.336407e-01
2.795400e-01 9.550239e+00 4.346913e-01
2.832294e-01 9.396775e+00 4.353718e-01
2.869675e-01 9.247621e+00 4.356759e-01
2.907549e-01 9.102316e+00 4.355981e-01
2.945923e-01 8.960429e+00 4.351344e-01
2.984804e-01 8.821556e+00 4.342816e-01
3.024197e-01 8.685319e+00 4.330378e-01
3.064111e-01 8.551369e+00 4.314021e-01
3.104551e-01 8.419382e+00 4.293748e-01
3.145525e-01 8.289058e+00 4.269571e-01
3.187040e-01 8.160126e+00 4.241515e-01
3.229103e-01 8.032335e+00 4.209614e-01
3.271721e-01 7.905460e+00 4.173912e-01
3.314901e-01 7.779297e+00 4.134466e-01
3.358651e-01 7.653666e+00 4.091340e-01
3.402979e-01 7.528406e+00 4.044609e-01
3.447892e-01 7.403378e+00 3.994356e-01
3.493397e-01 7.278461e+00 3.940677e-01
3.539503e-01 7.153555e+00 3.883671e-01
3.586218e-01 7.028573e+00 3.823452e-01
3.633549e-01 6.903451e+00 3.760136e-01
3.681505e-01 6.778135e+00 3.693850e-01
3.730093e-01 6.652591e+00 3.624728e-01
3.779323e-01 6.526795e+00 3.552910e-01
3.829203e-01 6.400741e+00 3.478543e-01
3.879741e-01 6.274430e+00 3.401780e-01
3.930946e-01 6.147878e+00 3.322777e-01
3.982827e-01 6.021111e+00 3.241700e-01
4.035393e-01 5.894165e+00 3.158713e-01
4.088652e-01 5.767083e+00 3.073990e-01
4.142614e-01 5.639920e+00 2.987703e-01
4.197289e-01 5.512734e+00 2.900031e-01
4.252685e-01 5.385593e+00 2.811153e-01
4.308812e-01 5.258568e+00 2.721250e-01
4.365680e-01 5.131737e+00 2.630504e-01
4.423298e-01 5.005182e+00 2.539099e-01
4.481677e-01 4.878987e+00 2.447218e-01
4.540827e-01 4.753241e+00 2.355043e-01
4.600757e-01 4.628034e+00 2.262757e-01
4.661478e-01 4.503457e+00 2.170539e-01
4.723000e-01 4.379605e+00 2.078569e-01
4.785335e-01 4.256571e+00 1.987021e-01
4.848492e-01 4.134448e+00 1.896069e-01
4.912483e-01 4.013329e+00 1.805882e-01
4.977318e-01 3.893307e+00 1.716626e-01
5.043009e-01 3.774472e+00 1.628462e-01
5.109567e-01 3.656913e+00 1.541546e-01
5.177003e-01 3.540716e+00 1.456031e-01
5.245330e-01 3.425966e+00 1.372062e-01
5.314558e-01 3.312743e+00 1.289778e-01
5.384700e-01 3.201126e+00 1.209315e-01
5.455767e-01 3.091189e+00 1.130798e-01
5.527773e-01 2.983003e+00 1.054349e-01
5.600729e-01 2.876636e+00 9.800812e-02
5.674647e-01 2.772149e+00 9.081004e-02
5.749542e-01 2.669602e+00 8.385055e-02
5.825425e-01 2.569050e+00 7.713873e-02
5.902309e-01 2.470542e+00 7.068292e-02
5.980208e-01 2.374123e+00 6.449062e-02
6.059135e-01 2.279836e+00 5.856855e-02
6.139104e-01 2.187716e+00 5.292261e-02
6.220128e-01 2.097795e+00 4.755788e-02
6.302222e-01 2.010100e+00 4.247861e-02
6.385399e-01 1.924654e+00 3.768825e-02
6.469674e-01 1.841475e+00 3.318941e-02
6.555061e-01 1.760578e+00 2.898392e-02
6.641575e-01 1.681970e+00 2.507277e-02
6.729231e-01 1.605658e+00 2.145618e-02
6.818044e-01 1.531641e+00 1.813358e-02
6.908029e-01 1.459918e+00 1.510364e-02
6.999201e-01 1.390481e+00 1.236427e-02
7.091577e-01 1.323318e+00 9.912670e-03
7.185172e-01 1.258416e+00 7.745315e-03
7.280002e-01 1.195756e+00 5.857999e-03
7.376084e-01 1.135317e+00 4.245857e-03
7.473434e-01 1.077074e+00 2.903388e-03
7.572069e-01 1.021000e+00 1.824485e-03
7.672006e-01 9.670650e-01 1.002463e-03
7.773261e-01 9.152353e-01 4.300910e-04
7.875853e-01 8.654757e-01 9.962157e-05
7.979799e-01 8.177485e-01 2.825542e-06
8.085117e-01 7.720140e-01 1.310246e-04
8.191825e-01 7.282305e-01 4.751257e-04
8.299941e-01 6.863547e-01 1.025656e-03
8.409484e-01 6.463416e-01 1.772800e-03
8.520473e-01 6.081450e-01 2.706430e-03
8.632927e-01 5.717174e-01 3.816151e-03
8.746865e-01 5.370104e-01 5.091327e-03
8.862306e-01 5.039747e-01 6.521125e-03
8.979272e-01 4.725604e-01 8.094546e-03
9.097781e-01 4.427169e-01 9.800464e-03
9.217854e-01 4.143935e-01 1.162766e-02
9.339511e-01 3.875391e-01 1.356484e-02
9.462775e-01 3.621026e-01 1.560072e-02
9.587665e-01 3.380330e-01 1.772399e-02
9.714204e-01 3.152793e-01 1.992339e-02
9.842412e-01 2.937911e-01 2.218775e-02
9.972313e-01 2.735183e-01 2.450596e-02
1.010393e+00 2.544113e-01 2.686708e-02
1.023728e+00 2.364212e-01 2.926032e-02
1.037239e+00 2.194997e-01 3.167504e-02
1.050929e+00 2.035996e-01 3.410086e-02
1.064799e+00 1.886744e-01 3.652759e-02
1.078852e+00 1.746786e-01 3.894532e-02
1.093091e+00 1.615678e-01 4.134440e-02
1.107518e+00 1.492985e-01 4.371548e-02
1.122135e+00 1.378287e-01 4.604951e-02
1.136945e+00 1.271172e-01 4.833779e-02
1.151950e+00 1.171244e-01 5.057194e-02
1.167154e+00 1.078117e-01 5.274394e-02
1.182558e+00 9.914185e-02 5.484614e-02
1.198165e+00 9.107893e-02 5.687128e-02
1.213979e+00 8.358834e-02 5.881246e-02
1.230001e+00 7.663678e-02 6.066321e-02
1.246235e+00 7.019229e-02 6.241744e-02
1.262683e+00 6.422422e-02 6.406948e-02
1.279348e+00 5.870325e-02 6.561407e-02
1.296232e+00 5.360135e-02 6.704639e-02
1.313340e+00 4.889178e-02 6.836204e-02
1.330674e+00 4.454907e-02 6.955704e-02
1.348236e+00 4.054898e-02 7.062786e-02
1.366030e+00 3.686851e-02 7.157140e-02
1.384059e+00 3.348584e-02 7.238501e-02
1.402326e+00 3.038030e-02 7.306647e-02
1.420834e+00 2.753234e-02 7.361401e-02
1.439586e+00 2.492354e-02 7.402630e-02
1.458586e+00 2.253648e-02 7.430246e-02
1.477836e+00 2.035480e-02 7.444206e-02
1.497341e+00 1.836310e-02 7.444509e-02
1.517103e+00 1.654694e-02 7.431201e-02
1.537126e+00 1.489275e-02 7.404371e-02
1.557413e+00 1.338786e-02 7.364151e-02
1.577968e+00 1.202041e-02 7.310717e-02
1.598794e+00 1.077931e-02 7.244288e-02
1.619895e+00 9.654259e-03 7.165125e-02
1.641274e+00 8.635632e-03 7.073530e-02
1.662936e+00 7.714495e-03 6.969849e-02
1.684884e+00 6.882548e-03 6.854465e-02
1.707121e+00 6.132097e-03 6.727802e-02
1.729651e+00 5.456014e-03 6.590323e-02
1.752479e+00 4.847712e-03 6.442526e-02
1.775609e+00 4.301103e-03 6.284948e-02
1.799043e+00 3.810577e-03 6.118157e-02
1.822787e+00 3.370965e-03 5.942757e-02
1.846844e+00 2.977514e-03 5.759383e-02
1.871219e+00 2.625859e-03 5.568698e-02
1.895916e+00 2.311996e-03 5.371394e-02
1.920938e+00 2.032260e-03 5.168187e-02
1.946291e+00 1.783297e-03 4.959819e-02
1.971978e+00 1.562045e-03 4.747051e-02
1.998004e+00 1.365713e-03 4.530660e-02
2.024374e+00 1.191757e-03 4.311442e-02
2.051092e+00 1.037866e-03 4.090203e-02
2.078162e+00 9.019409e-04 3.867760e-02
2.105590e+00 7.820777e-04 3.644934e-02
2.133380e+00 6.765542e-04 3.422550e-02
2.161536e+00 5.838130e-04 3.201430e-02
2.190064e+00 5.024488e-04 2.982394e-02
2.218969e+00 4.311953e-04 2.766249e-02
2.248255e+00 3.689131e-04 2.553794e-02
2.277928e+00 3.145788e-04 2.345808e-02
2.307992e+00 2.672748e-04 2.143049e-02
2.338453e+00 2.261794e-04 1.946250e-02
2.369316e+00 1.905584e-04 1.756117e-02
2.400586e+00 1.597568e-04 1.573318e-02
2.432269e+00 1.331913e-04 1.398486e-02
2.464371e+00 1.103433e-04 1.232211e-02
2.496895e+00 9.075328e-05 1.075039e-02
2.529850e+00 7.401415e-05 9.274638e-03
2.563239e+00 5.976671e-05 7.899275e-03
2.597069e+00 4.769458e-05 6.628160e-03
2.631345e+00 3.752001e-05 5.464555e-03
2.666073e+00 2.899997e-05 4.411108e-03
2.701260e+00 2.192267e-05 3.469827e-03
2.736912e+00 1.610445e-05 2.642065e-03
2.773034e+00 1.138705e-05 1.928508e-03
2.809632e+00 7.635203e-06 1.329170e-03
2.846714e+00 4.734544e-06 8.433975e-04
2.884285e+00 2.589882e-06 4.698696e-04
2.922352e+00 1.123769e-06 2.066196e-04
2.960922e+00 2.754229e-07 5.105625e-05
3.000000e+00 2.322879e-16 2.390346e-15
