     x         r      Vcoul     Vexc       V        rV      dNedr_b    dNedr_s   dNedr_f   dNedr      ne_b      ne_s      ne_f     ne
1.7591e-03 2.4544e-03 4.061e+02 2.653e-01 4.064e+02 9.974e-01 0.000e+00 3.182e-05 1.377e-04 3.182e-05 0.000e+00 4.203e-01 1.820e+00 4.203e-01 
1.7719e-03 2.4722e-03 4.032e+02 2.652e-01 4.035e+02 9.974e-01 0.000e+00 3.228e-05 1.392e-04 3.228e-05 0.000e+00 4.203e-01 1.813e+00 4.203e-01 
1.7847e-03 2.4902e-03 4.003e+02 2.652e-01 4.005e+02 9.974e-01 0.000e+00 3.275e-05 1.408e-04 3.275e-05 0.000e+00 4.203e-01 1.806e+00 4.203e-01 
1.7977e-03 2.5082e-03 3.974e+02 2.652e-01 3.976e+02 9.974e-01 0.000e+00 3.323e-05 1.423e-04 3.323e-05 0.000e+00 4.203e-01 1.800e+00 4.203e-01 
1.8108e-03 2.5265e-03 3.945e+02 2.652e-01 3.948e+02 9.974e-01 0.000e+00 3.371e-05 1.439e-04 3.371e-05 0.000e+00 4.203e-01 1.793e+00 4.203e-01 
1.8239e-03 2.5448e-03 3.916e+02 2.652e-01 3.919e+02 9.974e-01 0.000e+00 3.420e-05 1.454e-04 3.420e-05 0.000e+00 4.202e-01 1.787e+00 4.202e-01 
1.8372e-03 2.5633e-03 3.888e+02 2.652e-01 3.891e+02 9.973e-01 0.000e+00 3.470e-05 1.470e-04 3.470e-05 0.000e+00 4.202e-01 1.780e+00 4.202e-01 
1.8505e-03 2.5820e-03 3.860e+02 2.652e-01 3.863e+02 9.973e-01 0.000e+00 3.520e-05 1.486e-04 3.520e-05 0.000e+00 4.202e-01 1.774e+00 4.202e-01 
1.8640e-03 2.6007e-03 3.832e+02 2.652e-01 3.835e+02 9.973e-01 0.000e+00 3.572e-05 1.502e-04 3.572e-05 0.000e+00 4.202e-01 1.768e+00 4.202e-01 
1.8775e-03 2.6196e-03 3.804e+02 2.652e-01 3.807e+02 9.973e-01 0.000e+00 3.623e-05 1.519e-04 3.623e-05 0.000e+00 4.202e-01 1.761e+00 4.202e-01 
1.8912e-03 2.6387e-03 3.777e+02 2.652e-01 3.779e+02 9.973e-01 0.000e+00 3.676e-05 1.535e-04 3.676e-05 0.000e+00 4.202e-01 1.755e+00 4.202e-01 
1.9049e-03 2.6578e-03 3.749e+02 2.652e-01 3.752e+02 9.972e-01 0.000e+00 3.730e-05 1.552e-04 3.730e-05 0.000e+00 4.202e-01 1.748e+00 4.202e-01 
1.9188e-03 2.6771e-03 3.722e+02 2.652e-01 3.725e+02 9.972e-01 0.000e+00 3.784e-05 1.569e-04 3.784e-05 0.000e+00 4.201e-01 1.742e+00 4.201e-01 
1.9327e-03 2.6966e-03 3.695e+02 2.652e-01 3.698e+02 9.972e-01 0.000e+00 3.839e-05 1.586e-04 3.839e-05 0.000e+00 4.201e-01 1.736e+00 4.201e-01 
1.9468e-03 2.7162e-03 3.669e+02 2.652e-01 3.671e+02 9.972e-01 0.000e+00 3.895e-05 1.603e-04 3.895e-05 0.000e+00 4.201e-01 1.729e+00 4.201e-01 
1.9609e-03 2.7359e-03 3.642e+02 2.652e-01 3.645e+02 9.972e-01 0.000e+00 3.952e-05 1.621e-04 3.952e-05 0.000e+00 4.201e-01 1.723e+00 4.201e-01 
1.9751e-03 2.7558e-03 3.616e+02 2.652e-01 3.618e+02 9.971e-01 0.000e+00 4.009e-05 1.639e-04 4.009e-05 0.000e+00 4.201e-01 1.717e+00 4.201e-01 
1.9895e-03 2.7758e-03 3.589e+02 2.652e-01 3.592e+02 9.971e-01 0.000e+00 4.067e-05 1.657e-04 4.067e-05 0.000e+00 4.201e-01 1.711e+00 4.201e-01 
2.0040e-03 2.7960e-03 3.563e+02 2.651e-01 3.566e+02 9.971e-01 0.000e+00 4.127e-05 1.675e-04 4.127e-05 0.000e+00 4.201e-01 1.705e+00 4.201e-01 
2.0185e-03 2.8163e-03 3.538e+02 2.651e-01 3.540e+02 9.971e-01 0.000e+00 4.187e-05 1.693e-04 4.187e-05 0.000e+00 4.200e-01 1.698e+00 4.200e-01 
2.0332e-03 2.8368e-03 3.512e+02 2.651e-01 3.515e+02 9.970e-01 0.000e+00 4.248e-05 1.711e-04 4.248e-05 0.000e+00 4.200e-01 1.692e+00 4.200e-01 
2.0480e-03 2.8574e-03 3.487e+02 2.651e-01 3.489e+02 9.970e-01 0.000e+00 4.309e-05 1.730e-04 4.309e-05 0.000e+00 4.200e-01 1.686e+00 4.200e-01 
2.0629e-03 2.8782e-03 3.461e+02 2.651e-01 3.464e+02 9.970e-01 0.000e+00 4.372e-05 1.749e-04 4.372e-05 0.000e+00 4.200e-01 1.680e+00 4.200e-01 
2.0778e-03 2.8991e-03 3.436e+02 2.651e-01 3.439e+02 9.970e-01 0.000e+00 4.436e-05 1.768e-04 4.436e-05 0.000e+00 4.200e-01 1.674e+00 4.200e-01 
2.0929e-03 2.9202e-03 3.411e+02 2.651e-01 3.414e+02 9.970e-01 0.000e+00 4.500e-05 1.787e-04 4.500e-05 0.000e+00 4.200e-01 1.668e+00 4.200e-01 
2.1082e-03 2.9414e-03 3.387e+02 2.651e-01 3.389e+02 9.969e-01 0.000e+00 4.566e-05 1.807e-04 4.566e-05 0.000e+00 4.200e-01 1.662e+00 4.200e-01 
2.1235e-03 2.9628e-03 3.362e+02 2.651e-01 3.365e+02 9.969e-01 0.000e+00 4.632e-05 1.826e-04 4.632e-05 0.000e+00 4.199e-01 1.656e+00 4.199e-01 
2.1389e-03 2.9843e-03 3.338e+02 2.651e-01 3.340e+02 9.969e-01 0.000e+00 4.700e-05 1.846e-04 4.700e-05 0.000e+00 4.199e-01 1.650e+00 4.199e-01 
2.1544e-03 3.0060e-03 3.314e+02 2.651e-01 3.316e+02 9.969e-01 0.000e+00 4.768e-05 1.867e-04 4.768e-05 0.000e+00 4.199e-01 1.644e+00 4.199e-01 
2.1701e-03 3.0278e-03 3.290e+02 2.651e-01 3.292e+02 9.968e-01 0.000e+00 4.837e-05 1.887e-04 4.837e-05 0.000e+00 4.199e-01 1.638e+00 4.199e-01 
2.1859e-03 3.0498e-03 3.266e+02 2.651e-01 3.268e+02 9.968e-01 0.000e+00 4.908e-05 1.908e-04 4.908e-05 0.000e+00 4.199e-01 1.632e+00 4.199e-01 
2.2018e-03 3.0720e-03 3.242e+02 2.651e-01 3.245e+02 9.968e-01 0.000e+00 4.979e-05 1.928e-04 4.979e-05 0.000e+00 4.199e-01 1.626e+00 4.199e-01 
2.2178e-03 3.0943e-03 3.219e+02 2.650e-01 3.221e+02 9.968e-01 0.000e+00 5.052e-05 1.949e-04 5.052e-05 0.000e+00 4.198e-01 1.620e+00 4.198e-01 
2.2339e-03 3.1168e-03 3.195e+02 2.650e-01 3.198e+02 9.968e-01 0.000e+00 5.125e-05 1.971e-04 5.125e-05 0.000e+00 4.198e-01 1.614e+00 4.198e-01 
2.2501e-03 3.1395e-03 3.172e+02 2.650e-01 3.175e+02 9.967e-01 0.000e+00 5.200e-05 1.992e-04 5.200e-05 0.000e+00 4.198e-01 1.608e+00 4.198e-01 
2.2665e-03 3.1623e-03 3.149e+02 2.650e-01 3.152e+02 9.967e-01 0.000e+00 5.275e-05 2.014e-04 5.275e-05 0.000e+00 4.198e-01 1.603e+00 4.198e-01 
2.2829e-03 3.1853e-03 3.126e+02 2.650e-01 3.129e+02 9.967e-01 0.000e+00 5.352e-05 2.036e-04 5.352e-05 0.000e+00 4.198e-01 1.597e+00 4.198e-01 
2.2995e-03 3.2084e-03 3.104e+02 2.650e-01 3.106e+02 9.967e-01 0.000e+00 5.430e-05 2.058e-04 5.430e-05 0.000e+00 4.198e-01 1.591e+00 4.198e-01 
2.3162e-03 3.2317e-03 3.081e+02 2.650e-01 3.084e+02 9.966e-01 0.000e+00 5.509e-05 2.081e-04 5.509e-05 0.000e+00 4.197e-01 1.585e+00 4.197e-01 
2.3331e-03 3.2552e-03 3.059e+02 2.650e-01 3.062e+02 9.966e-01 0.000e+00 5.589e-05 2.103e-04 5.589e-05 0.000e+00 4.197e-01 1.580e+00 4.197e-01 
2.3500e-03 3.2789e-03 3.037e+02 2.650e-01 3.039e+02 9.966e-01 0.000e+00 5.670e-05 2.126e-04 5.670e-05 0.000e+00 4.197e-01 1.574e+00 4.197e-01 
2.3671e-03 3.3027e-03 3.015e+02 2.650e-01 3.017e+02 9.966e-01 0.000e+00 5.753e-05 2.149e-04 5.753e-05 0.000e+00 4.197e-01 1.568e+00 4.197e-01 
2.3843e-03 3.3267e-03 2.993e+02 2.650e-01 2.996e+02 9.965e-01 0.000e+00 5.836e-05 2.173e-04 5.836e-05 0.000e+00 4.197e-01 1.562e+00 4.197e-01 
2.4016e-03 3.3509e-03 2.971e+02 2.650e-01 2.974e+02 9.965e-01 0.000e+00 5.921e-05 2.197e-04 5.921e-05 0.000e+00 4.196e-01 1.557e+00 4.196e-01 
2.4191e-03 3.3752e-03 2.950e+02 2.650e-01 2.952e+02 9.965e-01 0.000e+00 6.007e-05 2.221e-04 6.007e-05 0.000e+00 4.196e-01 1.551e+00 4.196e-01 
2.4367e-03 3.3997e-03 2.928e+02 2.649e-01 2.931e+02 9.965e-01 0.000e+00 6.095e-05 2.245e-04 6.095e-05 0.000e+00 4.196e-01 1.546e+00 4.196e-01 
2.4544e-03 3.4244e-03 2.907e+02 2.649e-01 2.910e+02 9.964e-01 0.000e+00 6.183e-05 2.269e-04 6.183e-05 0.000e+00 4.196e-01 1.540e+00 4.196e-01 
2.4722e-03 3.4493e-03 2.886e+02 2.649e-01 2.889e+02 9.964e-01 0.000e+00 6.273e-05 2.294e-04 6.273e-05 0.000e+00 4.196e-01 1.534e+00 4.196e-01 
2.4902e-03 3.4744e-03 2.865e+02 2.649e-01 2.868e+02 9.964e-01 0.000e+00 6.364e-05 2.319e-04 6.364e-05 0.000e+00 4.195e-01 1.529e+00 4.195e-01 
2.5083e-03 3.4997e-03 2.844e+02 2.649e-01 2.847e+02 9.964e-01 0.000e+00 6.457e-05 2.344e-04 6.457e-05 0.000e+00 4.195e-01 1.523e+00 4.195e-01 
2.5265e-03 3.5251e-03 2.824e+02 2.649e-01 2.826e+02 9.963e-01 0.000e+00 6.551e-05 2.370e-04 6.551e-05 0.000e+00 4.195e-01 1.518e+00 4.195e-01 
2.5449e-03 3.5507e-03 2.803e+02 2.649e-01 2.806e+02 9.963e-01 0.000e+00 6.646e-05 2.396e-04 6.646e-05 0.000e+00 4.195e-01 1.512e+00 4.195e-01 
2.5633e-03 3.5765e-03 2.783e+02 2.649e-01 2.786e+02 9.963e-01 0.000e+00 6.743e-05 2.422e-04 6.743e-05 0.000e+00 4.195e-01 1.507e+00 4.195e-01 
2.5820e-03 3.6025e-03 2.763e+02 2.649e-01 2.765e+02 9.962e-01 0.000e+00 6.841e-05 2.448e-04 6.841e-05 0.000e+00 4.194e-01 1.501e+00 4.194e-01 
2.6007e-03 3.6287e-03 2.743e+02 2.649e-01 2.745e+02 9.962e-01 0.000e+00 6.940e-05 2.475e-04 6.940e-05 0.000e+00 4.194e-01 1.496e+00 4.194e-01 
2.6196e-03 3.6550e-03 2.723e+02 2.649e-01 2.726e+02 9.962e-01 0.000e+00 7.041e-05 2.502e-04 7.041e-05 0.000e+00 4.194e-01 1.490e+00 4.194e-01 
2.6387e-03 3.6816e-03 2.703e+02 2.649e-01 2.706e+02 9.962e-01 0.000e+00 7.143e-05 2.529e-04 7.143e-05 0.000e+00 4.194e-01 1.485e+00 4.194e-01 
2.6579e-03 3.7084e-03 2.684e+02 2.648e-01 2.686e+02 9.961e-01 0.000e+00 7.247e-05 2.557e-04 7.247e-05 0.000e+00 4.194e-01 1.480e+00 4.194e-01 
2.6772e-03 3.7353e-03 2.664e+02 2.648e-01 2.667e+02 9.961e-01 0.000e+00 7.353e-05 2.585e-04 7.353e-05 0.000e+00 4.193e-01 1.474e+00 4.193e-01 
2.6966e-03 3.7625e-03 2.645e+02 2.648e-01 2.647e+02 9.961e-01 0.000e+00 7.459e-05 2.613e-04 7.459e-05 0.000e+00 4.193e-01 1.469e+00 4.193e-01 
2.7162e-03 3.7898e-03 2.626e+02 2.648e-01 2.628e+02 9.961e-01 0.000e+00 7.568e-05 2.642e-04 7.568e-05 0.000e+00 4.193e-01 1.464e+00 4.193e-01 
2.7360e-03 3.8173e-03 2.607e+02 2.648e-01 2.609e+02 9.960e-01 0.000e+00 7.678e-05 2.670e-04 7.678e-05 0.000e+00 4.193e-01 1.458e+00 4.193e-01 
2.7558e-03 3.8451e-03 2.588e+02 2.648e-01 2.590e+02 9.960e-01 0.000e+00 7.789e-05 2.700e-04 7.789e-05 0.000e+00 4.193e-01 1.453e+00 4.193e-01 
2.7759e-03 3.8730e-03 2.569e+02 2.648e-01 2.572e+02 9.960e-01 0.000e+00 7.903e-05 2.729e-04 7.903e-05 0.000e+00 4.192e-01 1.448e+00 4.192e-01 
2.7960e-03 3.9012e-03 2.550e+02 2.648e-01 2.553e+02 9.959e-01 0.000e+00 8.017e-05 2.759e-04 8.017e-05 0.000e+00 4.192e-01 1.443e+00 4.192e-01 
2.8164e-03 3.9295e-03 2.532e+02 2.648e-01 2.534e+02 9.959e-01 0.000e+00 8.134e-05 2.789e-04 8.134e-05 0.000e+00 4.192e-01 1.437e+00 4.192e-01 
2.8368e-03 3.9581e-03 2.513e+02 2.648e-01 2.516e+02 9.959e-01 0.000e+00 8.252e-05 2.819e-04 8.252e-05 0.000e+00 4.192e-01 1.432e+00 4.192e-01 
2.8574e-03 3.9868e-03 2.495e+02 2.648e-01 2.498e+02 9.958e-01 0.000e+00 8.372e-05 2.850e-04 8.372e-05 0.000e+00 4.192e-01 1.427e+00 4.192e-01 
2.8782e-03 4.0158e-03 2.477e+02 2.647e-01 2.480e+02 9.958e-01 0.000e+00 8.494e-05 2.881e-04 8.494e-05 0.000e+00 4.191e-01 1.422e+00 4.191e-01 
2.8991e-03 4.0450e-03 2.459e+02 2.647e-01 2.462e+02 9.958e-01 0.000e+00 8.617e-05 2.913e-04 8.617e-05 0.000e+00 4.191e-01 1.417e+00 4.191e-01 
2.9202e-03 4.0744e-03 2.441e+02 2.647e-01 2.444e+02 9.958e-01 0.000e+00 8.742e-05 2.944e-04 8.742e-05 0.000e+00 4.191e-01 1.411e+00 4.191e-01 
2.9414e-03 4.1040e-03 2.424e+02 2.647e-01 2.426e+02 9.957e-01 0.000e+00 8.869e-05 2.976e-04 8.869e-05 0.000e+00 4.191e-01 1.406e+00 4.191e-01 
2.9628e-03 4.1338e-03 2.406e+02 2.647e-01 2.409e+02 9.957e-01 0.000e+00 8.998e-05 3.009e-04 8.998e-05 0.000e+00 4.190e-01 1.401e+00 4.190e-01 
2.9843e-03 4.1639e-03 2.389e+02 2.647e-01 2.391e+02 9.957e-01 0.000e+00 9.129e-05 3.042e-04 9.129e-05 0.000e+00 4.190e-01 1.396e+00 4.190e-01 
3.0060e-03 4.1941e-03 2.371e+02 2.647e-01 2.374e+02 9.956e-01 0.000e+00 9.262e-05 3.075e-04 9.262e-05 0.000e+00 4.190e-01 1.391e+00 4.190e-01 
3.0278e-03 4.2246e-03 2.354e+02 2.647e-01 2.357e+02 9.956e-01 0.000e+00 9.396e-05 3.109e-04 9.396e-05 0.000e+00 4.190e-01 1.386e+00 4.190e-01 
3.0499e-03 4.2553e-03 2.337e+02 2.647e-01 2.340e+02 9.956e-01 0.000e+00 9.533e-05 3.142e-04 9.533e-05 0.000e+00 4.189e-01 1.381e+00 4.189e-01 
3.0720e-03 4.2862e-03 2.320e+02 2.646e-01 2.323e+02 9.955e-01 0.000e+00 9.671e-05 3.177e-04 9.671e-05 0.000e+00 4.189e-01 1.376e+00 4.189e-01 
3.0943e-03 4.3174e-03 2.303e+02 2.646e-01 2.306e+02 9.955e-01 0.000e+00 9.812e-05 3.211e-04 9.812e-05 0.000e+00 4.189e-01 1.371e+00 4.189e-01 
3.1168e-03 4.3487e-03 2.286e+02 2.646e-01 2.289e+02 9.955e-01 0.000e+00 9.954e-05 3.246e-04 9.954e-05 0.000e+00 4.189e-01 1.366e+00 4.189e-01 
3.1395e-03 4.3804e-03 2.270e+02 2.646e-01 2.273e+02 9.954e-01 0.000e+00 1.010e-04 3.282e-04 1.010e-04 0.000e+00 4.188e-01 1.361e+00 4.188e-01 
3.1623e-03 4.4122e-03 2.253e+02 2.646e-01 2.256e+02 9.954e-01 0.000e+00 1.025e-04 3.318e-04 1.025e-04 0.000e+00 4.188e-01 1.356e+00 4.188e-01 
3.1853e-03 4.4442e-03 2.237e+02 2.646e-01 2.240e+02 9.954e-01 0.000e+00 1.039e-04 3.354e-04 1.039e-04 0.000e+00 4.188e-01 1.351e+00 4.188e-01 
3.2084e-03 4.4765e-03 2.221e+02 2.646e-01 2.223e+02 9.953e-01 0.000e+00 1.055e-04 3.390e-04 1.055e-04 0.000e+00 4.188e-01 1.346e+00 4.188e-01 
3.2317e-03 4.5091e-03 2.205e+02 2.646e-01 2.207e+02 9.953e-01 0.000e+00 1.070e-04 3.427e-04 1.070e-04 0.000e+00 4.187e-01 1.341e+00 4.187e-01 
3.2552e-03 4.5418e-03 2.189e+02 2.646e-01 2.191e+02 9.953e-01 0.000e+00 1.085e-04 3.465e-04 1.085e-04 0.000e+00 4.187e-01 1.337e+00 4.187e-01 
3.2789e-03 4.5748e-03 2.173e+02 2.645e-01 2.175e+02 9.952e-01 0.000e+00 1.101e-04 3.503e-04 1.101e-04 0.000e+00 4.187e-01 1.332e+00 4.187e-01 
3.3027e-03 4.6081e-03 2.157e+02 2.645e-01 2.160e+02 9.952e-01 0.000e+00 1.117e-04 3.541e-04 1.117e-04 0.000e+00 4.187e-01 1.327e+00 4.187e-01 
3.3267e-03 4.6416e-03 2.141e+02 2.645e-01 2.144e+02 9.952e-01 0.000e+00 1.133e-04 3.579e-04 1.133e-04 0.000e+00 4.186e-01 1.322e+00 4.186e-01 
3.3509e-03 4.6753e-03 2.126e+02 2.645e-01 2.128e+02 9.951e-01 0.000e+00 1.150e-04 3.618e-04 1.150e-04 0.000e+00 4.186e-01 1.317e+00 4.186e-01 
3.3752e-03 4.7093e-03 2.110e+02 2.645e-01 2.113e+02 9.951e-01 0.000e+00 1.167e-04 3.658e-04 1.167e-04 0.000e+00 4.186e-01 1.313e+00 4.186e-01 
3.3998e-03 4.7435e-03 2.095e+02 2.645e-01 2.098e+02 9.951e-01 0.000e+00 1.183e-04 3.698e-04 1.183e-04 0.000e+00 4.186e-01 1.308e+00 4.186e-01 
3.4245e-03 4.7780e-03 2.080e+02 2.645e-01 2.083e+02 9.950e-01 0.000e+00 1.201e-04 3.738e-04 1.201e-04 0.000e+00 4.185e-01 1.303e+00 4.185e-01 
3.4494e-03 4.8127e-03 2.065e+02 2.645e-01 2.067e+02 9.950e-01 0.000e+00 1.218e-04 3.779e-04 1.218e-04 0.000e+00 4.185e-01 1.298e+00 4.185e-01 
3.4744e-03 4.8477e-03 2.050e+02 2.645e-01 2.052e+02 9.950e-01 0.000e+00 1.236e-04 3.820e-04 1.236e-04 0.000e+00 4.185e-01 1.294e+00 4.185e-01 
3.4997e-03 4.8829e-03 2.035e+02 2.644e-01 2.038e+02 9.949e-01 0.000e+00 1.254e-04 3.862e-04 1.254e-04 0.000e+00 4.184e-01 1.289e+00 4.184e-01 
3.5251e-03 4.9184e-03 2.020e+02 2.644e-01 2.023e+02 9.949e-01 0.000e+00 1.272e-04 3.904e-04 1.272e-04 0.000e+00 4.184e-01 1.284e+00 4.184e-01 
3.5507e-03 4.9541e-03 2.005e+02 2.644e-01 2.008e+02 9.948e-01 0.000e+00 1.290e-04 3.947e-04 1.290e-04 0.000e+00 4.184e-01 1.280e+00 4.184e-01 
3.5765e-03 4.9901e-03 1.991e+02 2.644e-01 1.994e+02 9.948e-01 0.000e+00 1.309e-04 3.990e-04 1.309e-04 0.000e+00 4.184e-01 1.275e+00 4.184e-01 
3.6025e-03 5.0264e-03 1.976e+02 2.644e-01 1.979e+02 9.948e-01 0.000e+00 1.328e-04 4.033e-04 1.328e-04 0.000e+00 4.183e-01 1.270e+00 4.183e-01 
3.6287e-03 5.0629e-03 1.962e+02 2.644e-01 1.965e+02 9.947e-01 0.000e+00 1.347e-04 4.077e-04 1.347e-04 0.000e+00 4.183e-01 1.266e+00 4.183e-01 
3.6551e-03 5.0997e-03 1.948e+02 2.644e-01 1.950e+02 9.947e-01 0.000e+00 1.367e-04 4.122e-04 1.367e-04 0.000e+00 4.183e-01 1.261e+00 4.183e-01 
3.6816e-03 5.1368e-03 1.934e+02 2.644e-01 1.936e+02 9.946e-01 0.000e+00 1.387e-04 4.166e-04 1.387e-04 0.000e+00 4.182e-01 1.257e+00 4.182e-01 
3.7084e-03 5.1741e-03 1.920e+02 2.643e-01 1.922e+02 9.946e-01 0.000e+00 1.407e-04 4.212e-04 1.407e-04 0.000e+00 4.182e-01 1.252e+00 4.182e-01 
3.7353e-03 5.2117e-03 1.906e+02 2.643e-01 1.908e+02 9.946e-01 0.000e+00 1.427e-04 4.258e-04 1.427e-04 0.000e+00 4.182e-01 1.247e+00 4.182e-01 
3.7625e-03 5.2496e-03 1.892e+02 2.643e-01 1.894e+02 9.945e-01 0.000e+00 1.448e-04 4.304e-04 1.448e-04 0.000e+00 4.181e-01 1.243e+00 4.181e-01 
3.7898e-03 5.2877e-03 1.878e+02 2.643e-01 1.881e+02 9.945e-01 0.000e+00 1.469e-04 4.351e-04 1.469e-04 0.000e+00 4.181e-01 1.238e+00 4.181e-01 
3.8174e-03 5.3262e-03 1.864e+02 2.643e-01 1.867e+02 9.945e-01 0.000e+00 1.490e-04 4.399e-04 1.490e-04 0.000e+00 4.181e-01 1.234e+00 4.181e-01 
3.8451e-03 5.3649e-03 1.851e+02 2.643e-01 1.854e+02 9.944e-01 0.000e+00 1.512e-04 4.447e-04 1.512e-04 0.000e+00 4.181e-01 1.229e+00 4.181e-01 
3.8730e-03 5.4039e-03 1.837e+02 2.643e-01 1.840e+02 9.944e-01 0.000e+00 1.534e-04 4.495e-04 1.534e-04 0.000e+00 4.180e-01 1.225e+00 4.180e-01 
3.9012e-03 5.4431e-03 1.824e+02 2.642e-01 1.827e+02 9.943e-01 0.000e+00 1.556e-04 4.544e-04 1.556e-04 0.000e+00 4.180e-01 1.221e+00 4.180e-01 
3.9295e-03 5.4827e-03 1.811e+02 2.642e-01 1.814e+02 9.943e-01 0.000e+00 1.579e-04 4.594e-04 1.579e-04 0.000e+00 4.180e-01 1.216e+00 4.180e-01 
3.9581e-03 5.5225e-03 1.798e+02 2.642e-01 1.800e+02 9.942e-01 0.000e+00 1.602e-04 4.644e-04 1.602e-04 0.000e+00 4.179e-01 1.212e+00 4.179e-01 
3.9869e-03 5.5627e-03 1.785e+02 2.642e-01 1.787e+02 9.942e-01 0.000e+00 1.625e-04 4.694e-04 1.625e-04 0.000e+00 4.179e-01 1.207e+00 4.179e-01 
4.0158e-03 5.6031e-03 1.772e+02 2.642e-01 1.774e+02 9.942e-01 0.000e+00 1.649e-04 4.746e-04 1.649e-04 0.000e+00 4.179e-01 1.203e+00 4.179e-01 
4.0450e-03 5.6438e-03 1.759e+02 2.642e-01 1.761e+02 9.941e-01 0.000e+00 1.672e-04 4.797e-04 1.672e-04 0.000e+00 4.178e-01 1.199e+00 4.178e-01 
4.0744e-03 5.6848e-03 1.746e+02 2.642e-01 1.749e+02 9.941e-01 0.000e+00 1.697e-04 4.850e-04 1.697e-04 0.000e+00 4.178e-01 1.194e+00 4.178e-01 
4.1040e-03 5.7261e-03 1.733e+02 2.641e-01 1.736e+02 9.940e-01 0.000e+00 1.721e-04 4.903e-04 1.721e-04 0.000e+00 4.178e-01 1.190e+00 4.178e-01 
4.1338e-03 5.7677e-03 1.721e+02 2.641e-01 1.723e+02 9.940e-01 0.000e+00 1.746e-04 4.956e-04 1.746e-04 0.000e+00 4.177e-01 1.186e+00 4.177e-01 
4.1639e-03 5.8097e-03 1.708e+02 2.641e-01 1.711e+02 9.939e-01 0.000e+00 1.772e-04 5.010e-04 1.772e-04 0.000e+00 4.177e-01 1.181e+00 4.177e-01 
4.1941e-03 5.8519e-03 1.696e+02 2.641e-01 1.698e+02 9.939e-01 0.000e+00 1.797e-04 5.065e-04 1.797e-04 0.000e+00 4.177e-01 1.177e+00 4.177e-01 
4.2246e-03 5.8944e-03 1.683e+02 2.641e-01 1.686e+02 9.939e-01 0.000e+00 1.823e-04 5.120e-04 1.823e-04 0.000e+00 4.176e-01 1.173e+00 4.176e-01 
4.2553e-03 5.9372e-03 1.671e+02 2.641e-01 1.674e+02 9.938e-01 0.000e+00 1.850e-04 5.176e-04 1.850e-04 0.000e+00 4.176e-01 1.168e+00 4.176e-01 
4.2863e-03 5.9804e-03 1.659e+02 2.641e-01 1.662e+02 9.938e-01 0.000e+00 1.877e-04 5.232e-04 1.877e-04 0.000e+00 4.176e-01 1.164e+00 4.176e-01 
4.3174e-03 6.0238e-03 1.647e+02 2.640e-01 1.650e+02 9.937e-01 0.000e+00 1.904e-04 5.289e-04 1.904e-04 0.000e+00 4.175e-01 1.160e+00 4.175e-01 
4.3488e-03 6.0676e-03 1.635e+02 2.640e-01 1.638e+02 9.937e-01 0.000e+00 1.931e-04 5.347e-04 1.931e-04 0.000e+00 4.175e-01 1.156e+00 4.175e-01 
4.3804e-03 6.1117e-03 1.623e+02 2.640e-01 1.626e+02 9.936e-01 0.000e+00 1.959e-04 5.405e-04 1.959e-04 0.000e+00 4.174e-01 1.152e+00 4.174e-01 
4.4122e-03 6.1561e-03 1.611e+02 2.640e-01 1.614e+02 9.936e-01 0.000e+00 1.988e-04 5.464e-04 1.988e-04 0.000e+00 4.174e-01 1.147e+00 4.174e-01 
4.4443e-03 6.2009e-03 1.600e+02 2.640e-01 1.602e+02 9.935e-01 0.000e+00 2.017e-04 5.524e-04 2.017e-04 0.000e+00 4.174e-01 1.143e+00 4.174e-01 
4.4766e-03 6.2459e-03 1.588e+02 2.640e-01 1.591e+02 9.935e-01 0.000e+00 2.046e-04 5.584e-04 2.046e-04 0.000e+00 4.173e-01 1.139e+00 4.173e-01 
4.5091e-03 6.2913e-03 1.576e+02 2.639e-01 1.579e+02 9.934e-01 0.000e+00 2.076e-04 5.645e-04 2.076e-04 0.000e+00 4.173e-01 1.135e+00 4.173e-01 
4.5419e-03 6.3370e-03 1.565e+02 2.639e-01 1.568e+02 9.934e-01 0.000e+00 2.106e-04 5.707e-04 2.106e-04 0.000e+00 4.173e-01 1.131e+00 4.173e-01 
4.5749e-03 6.3831e-03 1.554e+02 2.639e-01 1.556e+02 9.933e-01 0.000e+00 2.136e-04 5.769e-04 2.136e-04 0.000e+00 4.172e-01 1.127e+00 4.172e-01 
4.6081e-03 6.4295e-03 1.542e+02 2.639e-01 1.545e+02 9.933e-01 0.000e+00 2.167e-04 5.832e-04 2.167e-04 0.000e+00 4.172e-01 1.123e+00 4.172e-01 
4.6416e-03 6.4762e-03 1.531e+02 2.639e-01 1.534e+02 9.933e-01 0.000e+00 2.199e-04 5.895e-04 2.199e-04 0.000e+00 4.172e-01 1.119e+00 4.172e-01 
4.6753e-03 6.5233e-03 1.520e+02 2.639e-01 1.523e+02 9.932e-01 0.000e+00 2.230e-04 5.960e-04 2.230e-04 0.000e+00 4.171e-01 1.114e+00 4.171e-01 
4.7093e-03 6.5707e-03 1.509e+02 2.638e-01 1.511e+02 9.932e-01 0.000e+00 2.263e-04 6.025e-04 2.263e-04 0.000e+00 4.171e-01 1.110e+00 4.171e-01 
