     x         r      Vcoul     Vexc       V        rV      dNedr_b    dNedr_s   dNedr_f   dNedr      ne_b      ne_s      ne_f     ne
4.7435e-03 6.6184e-03 1.498e+02 2.638e-01 1.501e+02 9.931e-01 0.000e+00 2.296e-04 6.090e-04 2.296e-04 0.000e+00 4.170e-01 1.106e+00 4.170e-01 
4.7780e-03 6.6665e-03 1.487e+02 2.638e-01 1.490e+02 9.931e-01 0.000e+00 2.329e-04 6.157e-04 2.329e-04 0.000e+00 4.170e-01 1.102e+00 4.170e-01 
4.8127e-03 6.7150e-03 1.476e+02 2.638e-01 1.479e+02 9.930e-01 0.000e+00 2.363e-04 6.224e-04 2.363e-04 0.000e+00 4.170e-01 1.098e+00 4.170e-01 
4.8477e-03 6.7638e-03 1.465e+02 2.638e-01 1.468e+02 9.929e-01 0.000e+00 2.397e-04 6.292e-04 2.397e-04 0.000e+00 4.169e-01 1.094e+00 4.169e-01 
4.8829e-03 6.8129e-03 1.455e+02 2.638e-01 1.457e+02 9.929e-01 0.000e+00 2.432e-04 6.360e-04 2.432e-04 0.000e+00 4.169e-01 1.090e+00 4.169e-01 
4.9184e-03 6.8624e-03 1.444e+02 2.637e-01 1.447e+02 9.928e-01 0.000e+00 2.467e-04 6.430e-04 2.467e-04 0.000e+00 4.168e-01 1.086e+00 4.168e-01 
4.9542e-03 6.9123e-03 1.434e+02 2.637e-01 1.436e+02 9.928e-01 0.000e+00 2.503e-04 6.500e-04 2.503e-04 0.000e+00 4.168e-01 1.083e+00 4.168e-01 
4.9902e-03 6.9625e-03 1.423e+02 2.637e-01 1.426e+02 9.927e-01 0.000e+00 2.539e-04 6.570e-04 2.539e-04 0.000e+00 4.168e-01 1.079e+00 4.168e-01 
5.0264e-03 7.0131e-03 1.413e+02 2.637e-01 1.415e+02 9.927e-01 0.000e+00 2.576e-04 6.642e-04 2.576e-04 0.000e+00 4.167e-01 1.075e+00 4.167e-01 
5.0630e-03 7.0641e-03 1.403e+02 2.637e-01 1.405e+02 9.926e-01 0.000e+00 2.613e-04 6.714e-04 2.613e-04 0.000e+00 4.167e-01 1.071e+00 4.167e-01 
5.0998e-03 7.1154e-03 1.392e+02 2.636e-01 1.395e+02 9.926e-01 0.000e+00 2.651e-04 6.788e-04 2.651e-04 0.000e+00 4.166e-01 1.067e+00 4.166e-01 
5.1368e-03 7.1671e-03 1.382e+02 2.636e-01 1.385e+02 9.925e-01 0.000e+00 2.689e-04 6.862e-04 2.689e-04 0.000e+00 4.166e-01 1.063e+00 4.166e-01 
5.1741e-03 7.2192e-03 1.372e+02 2.636e-01 1.375e+02 9.925e-01 0.000e+00 2.728e-04 6.936e-04 2.728e-04 0.000e+00 4.165e-01 1.059e+00 4.165e-01 
5.2117e-03 7.2717e-03 1.362e+02 2.636e-01 1.365e+02 9.924e-01 0.000e+00 2.768e-04 7.012e-04 2.768e-04 0.000e+00 4.165e-01 1.055e+00 4.165e-01 
5.2496e-03 7.3245e-03 1.352e+02 2.636e-01 1.355e+02 9.924e-01 0.000e+00 2.808e-04 7.089e-04 2.808e-04 0.000e+00 4.165e-01 1.051e+00 4.165e-01 
5.2878e-03 7.3777e-03 1.342e+02 2.636e-01 1.345e+02 9.923e-01 0.000e+00 2.848e-04 7.166e-04 2.848e-04 0.000e+00 4.164e-01 1.048e+00 4.164e-01 
5.3262e-03 7.4314e-03 1.333e+02 2.635e-01 1.335e+02 9.923e-01 0.000e+00 2.890e-04 7.244e-04 2.890e-04 0.000e+00 4.164e-01 1.044e+00 4.164e-01 
5.3649e-03 7.4854e-03 1.323e+02 2.635e-01 1.326e+02 9.922e-01 0.000e+00 2.931e-04 7.323e-04 2.931e-04 0.000e+00 4.163e-01 1.040e+00 4.163e-01 
5.4039e-03 7.5398e-03 1.313e+02 2.635e-01 1.316e+02 9.921e-01 0.000e+00 2.974e-04 7.403e-04 2.974e-04 0.000e+00 4.163e-01 1.036e+00 4.163e-01 
5.4432e-03 7.5946e-03 1.304e+02 2.635e-01 1.306e+02 9.921e-01 0.000e+00 3.017e-04 7.483e-04 3.017e-04 0.000e+00 4.162e-01 1.032e+00 4.162e-01 
5.4827e-03 7.6497e-03 1.294e+02 2.635e-01 1.297e+02 9.920e-01 0.000e+00 3.061e-04 7.565e-04 3.061e-04 0.000e+00 4.162e-01 1.029e+00 4.162e-01 
5.5226e-03 7.7053e-03 1.285e+02 2.634e-01 1.287e+02 9.920e-01 0.000e+00 3.105e-04 7.647e-04 3.105e-04 0.000e+00 4.162e-01 1.025e+00 4.162e-01 
5.5627e-03 7.7613e-03 1.275e+02 2.634e-01 1.278e+02 9.919e-01 0.000e+00 3.150e-04 7.731e-04 3.150e-04 0.000e+00 4.161e-01 1.021e+00 4.161e-01 
5.6031e-03 7.8177e-03 1.266e+02 2.634e-01 1.269e+02 9.918e-01 0.000e+00 3.195e-04 7.815e-04 3.195e-04 0.000e+00 4.161e-01 1.018e+00 4.161e-01 
5.6438e-03 7.8745e-03 1.257e+02 2.634e-01 1.259e+02 9.918e-01 0.000e+00 3.242e-04 7.900e-04 3.242e-04 0.000e+00 4.160e-01 1.014e+00 4.160e-01 
5.6848e-03 7.9318e-03 1.248e+02 2.634e-01 1.250e+02 9.917e-01 0.000e+00 3.289e-04 7.986e-04 3.289e-04 0.000e+00 4.160e-01 1.010e+00 4.160e-01 
5.7262e-03 7.9894e-03 1.239e+02 2.633e-01 1.241e+02 9.917e-01 0.000e+00 3.336e-04 8.073e-04 3.336e-04 0.000e+00 4.159e-01 1.007e+00 4.159e-01 
5.7678e-03 8.0475e-03 1.230e+02 2.633e-01 1.232e+02 9.916e-01 0.000e+00 3.384e-04 8.161e-04 3.384e-04 0.000e+00 4.159e-01 1.003e+00 4.159e-01 
5.8097e-03 8.1060e-03 1.221e+02 2.633e-01 1.223e+02 9.915e-01 0.000e+00 3.433e-04 8.250e-04 3.433e-04 0.000e+00 4.158e-01 9.992e-01 4.158e-01 
5.8519e-03 8.1649e-03 1.212e+02 2.633e-01 1.214e+02 9.915e-01 0.000e+00 3.483e-04 8.340e-04 3.483e-04 0.000e+00 4.158e-01 9.956e-01 4.158e-01 
5.8944e-03 8.2242e-03 1.203e+02 2.633e-01 1.205e+02 9.914e-01 0.000e+00 3.534e-04 8.431e-04 3.534e-04 0.000e+00 4.157e-01 9.920e-01 4.157e-01 
5.9373e-03 8.2840e-03 1.194e+02 2.632e-01 1.197e+02 9.914e-01 0.000e+00 3.585e-04 8.523e-04 3.585e-04 0.000e+00 4.157e-01 9.883e-01 4.157e-01 
5.9804e-03 8.3442e-03 1.185e+02 2.632e-01 1.188e+02 9.913e-01 0.000e+00 3.636e-04 8.616e-04 3.636e-04 0.000e+00 4.156e-01 9.848e-01 4.156e-01 
6.0239e-03 8.4048e-03 1.177e+02 2.632e-01 1.179e+02 9.912e-01 0.000e+00 3.689e-04 8.710e-04 3.689e-04 0.000e+00 4.156e-01 9.812e-01 4.156e-01 
6.0677e-03 8.4659e-03 1.168e+02 2.632e-01 1.171e+02 9.912e-01 0.000e+00 3.742e-04 8.805e-04 3.742e-04 0.000e+00 4.155e-01 9.776e-01 4.155e-01 
6.1117e-03 8.5274e-03 1.160e+02 2.631e-01 1.162e+02 9.911e-01 0.000e+00 3.797e-04 8.901e-04 3.797e-04 0.000e+00 4.155e-01 9.741e-01 4.155e-01 
6.1562e-03 8.5894e-03 1.151e+02 2.631e-01 1.154e+02 9.910e-01 0.000e+00 3.852e-04 8.998e-04 3.852e-04 0.000e+00 4.154e-01 9.705e-01 4.154e-01 
6.2009e-03 8.6518e-03 1.143e+02 2.631e-01 1.145e+02 9.910e-01 0.000e+00 3.907e-04 9.096e-04 3.907e-04 0.000e+00 4.154e-01 9.670e-01 4.154e-01 
6.2460e-03 8.7147e-03 1.134e+02 2.631e-01 1.137e+02 9.909e-01 0.000e+00 3.964e-04 9.195e-04 3.964e-04 0.000e+00 4.153e-01 9.635e-01 4.153e-01 
6.2914e-03 8.7780e-03 1.126e+02 2.631e-01 1.129e+02 9.908e-01 0.000e+00 4.021e-04 9.295e-04 4.021e-04 0.000e+00 4.153e-01 9.600e-01 4.153e-01 
6.3371e-03 8.8418e-03 1.118e+02 2.630e-01 1.121e+02 9.908e-01 0.000e+00 4.079e-04 9.396e-04 4.079e-04 0.000e+00 4.152e-01 9.565e-01 4.152e-01 
6.3831e-03 8.9060e-03 1.110e+02 2.630e-01 1.112e+02 9.907e-01 0.000e+00 4.138e-04 9.499e-04 4.138e-04 0.000e+00 4.152e-01 9.530e-01 4.152e-01 
6.4295e-03 8.9708e-03 1.102e+02 2.630e-01 1.104e+02 9.906e-01 0.000e+00 4.198e-04 9.602e-04 4.198e-04 0.000e+00 4.151e-01 9.495e-01 4.151e-01 
6.4762e-03 9.0360e-03 1.094e+02 2.630e-01 1.096e+02 9.906e-01 0.000e+00 4.259e-04 9.707e-04 4.259e-04 0.000e+00 4.151e-01 9.461e-01 4.151e-01 
6.5233e-03 9.1016e-03 1.086e+02 2.629e-01 1.088e+02 9.905e-01 0.000e+00 4.320e-04 9.813e-04 4.320e-04 0.000e+00 4.150e-01 9.426e-01 4.150e-01 
6.5707e-03 9.1678e-03 1.078e+02 2.629e-01 1.080e+02 9.904e-01 0.000e+00 4.383e-04 9.920e-04 4.383e-04 0.000e+00 4.150e-01 9.392e-01 4.150e-01 
6.6185e-03 9.2344e-03 1.070e+02 2.629e-01 1.072e+02 9.904e-01 0.000e+00 4.446e-04 1.003e-03 4.446e-04 0.000e+00 4.149e-01 9.358e-01 4.149e-01 
6.6666e-03 9.3015e-03 1.062e+02 2.629e-01 1.065e+02 9.903e-01 0.000e+00 4.510e-04 1.014e-03 4.510e-04 0.000e+00 4.148e-01 9.324e-01 4.148e-01 
6.7150e-03 9.3691e-03 1.054e+02 2.628e-01 1.057e+02 9.902e-01 0.000e+00 4.575e-04 1.025e-03 4.575e-04 0.000e+00 4.148e-01 9.290e-01 4.148e-01 
6.7638e-03 9.4372e-03 1.047e+02 2.628e-01 1.049e+02 9.902e-01 0.000e+00 4.642e-04 1.036e-03 4.642e-04 0.000e+00 4.147e-01 9.256e-01 4.147e-01 
6.8130e-03 9.5058e-03 1.039e+02 2.628e-01 1.042e+02 9.901e-01 0.000e+00 4.709e-04 1.047e-03 4.709e-04 0.000e+00 4.147e-01 9.222e-01 4.147e-01 
6.8625e-03 9.5748e-03 1.031e+02 2.628e-01 1.034e+02 9.900e-01 0.000e+00 4.777e-04 1.059e-03 4.777e-04 0.000e+00 4.146e-01 9.189e-01 4.146e-01 
6.9123e-03 9.6444e-03 1.024e+02 2.627e-01 1.026e+02 9.899e-01 0.000e+00 4.846e-04 1.070e-03 4.846e-04 0.000e+00 4.146e-01 9.155e-01 4.146e-01 
6.9626e-03 9.7145e-03 1.016e+02 2.627e-01 1.019e+02 9.899e-01 0.000e+00 4.916e-04 1.082e-03 4.916e-04 0.000e+00 4.145e-01 9.122e-01 4.145e-01 
7.0132e-03 9.7851e-03 1.009e+02 2.627e-01 1.012e+02 9.898e-01 0.000e+00 4.987e-04 1.094e-03 4.987e-04 0.000e+00 4.145e-01 9.089e-01 4.145e-01 
7.0641e-03 9.8562e-03 1.002e+02 2.627e-01 1.004e+02 9.897e-01 0.000e+00 5.059e-04 1.105e-03 5.059e-04 0.000e+00 4.144e-01 9.056e-01 4.144e-01 
7.1155e-03 9.9278e-03 9.942e+01 2.626e-01 9.968e+01 9.896e-01 0.000e+00 5.132e-04 1.118e-03 5.132e-04 0.000e+00 4.143e-01 9.023e-01 4.143e-01 
7.1672e-03 1.0000e-02 9.869e+01 2.626e-01 9.896e+01 9.896e-01 0.000e+00 5.206e-04 1.130e-03 5.206e-04 0.000e+00 4.143e-01 8.990e-01 4.143e-01 
7.2193e-03 1.0073e-02 9.797e+01 2.626e-01 9.824e+01 9.895e-01 0.000e+00 5.281e-04 1.142e-03 5.281e-04 0.000e+00 4.142e-01 8.957e-01 4.142e-01 
7.2717e-03 1.0146e-02 9.726e+01 2.626e-01 9.752e+01 9.894e-01 0.000e+00 5.357e-04 1.154e-03 5.357e-04 0.000e+00 4.142e-01 8.925e-01 4.142e-01 
7.3246e-03 1.0220e-02 9.654e+01 2.625e-01 9.681e+01 9.893e-01 0.000e+00 5.435e-04 1.167e-03 5.435e-04 0.000e+00 4.141e-01 8.892e-01 4.141e-01 
7.3778e-03 1.0294e-02 9.584e+01 2.625e-01 9.610e+01 9.893e-01 0.000e+00 5.513e-04 1.180e-03 5.513e-04 0.000e+00 4.140e-01 8.860e-01 4.140e-01 
7.4314e-03 1.0369e-02 9.514e+01 2.625e-01 9.540e+01 9.892e-01 0.000e+00 5.593e-04 1.193e-03 5.593e-04 0.000e+00 4.140e-01 8.828e-01 4.140e-01 
7.4854e-03 1.0444e-02 9.444e+01 2.625e-01 9.471e+01 9.891e-01 0.000e+00 5.674e-04 1.206e-03 5.674e-04 0.000e+00 4.139e-01 8.795e-01 4.139e-01 
7.5398e-03 1.0520e-02 9.375e+01 2.624e-01 9.401e+01 9.890e-01 0.000e+00 5.755e-04 1.219e-03 5.755e-04 0.000e+00 4.139e-01 8.763e-01 4.139e-01 
7.5946e-03 1.0596e-02 9.307e+01 2.624e-01 9.333e+01 9.889e-01 0.000e+00 5.838e-04 1.232e-03 5.838e-04 0.000e+00 4.138e-01 8.731e-01 4.138e-01 
7.6498e-03 1.0673e-02 9.238e+01 2.624e-01 9.265e+01 9.889e-01 0.000e+00 5.923e-04 1.245e-03 5.923e-04 0.000e+00 4.137e-01 8.700e-01 4.137e-01 
7.7054e-03 1.0751e-02 9.171e+01 2.623e-01 9.197e+01 9.888e-01 0.000e+00 6.008e-04 1.259e-03 6.008e-04 0.000e+00 4.137e-01 8.668e-01 4.137e-01 
7.7614e-03 1.0829e-02 9.104e+01 2.623e-01 9.130e+01 9.887e-01 0.000e+00 6.095e-04 1.273e-03 6.095e-04 0.000e+00 4.136e-01 8.636e-01 4.136e-01 
7.8178e-03 1.0908e-02 9.037e+01 2.623e-01 9.063e+01 9.886e-01 0.000e+00 6.183e-04 1.287e-03 6.183e-04 0.000e+00 4.135e-01 8.605e-01 4.135e-01 
7.8746e-03 1.0987e-02 8.971e+01 2.623e-01 8.997e+01 9.885e-01 0.000e+00 6.272e-04 1.301e-03 6.272e-04 0.000e+00 4.135e-01 8.574e-01 4.135e-01 
7.9318e-03 1.1067e-02 8.905e+01 2.622e-01 8.932e+01 9.884e-01 0.000e+00 6.363e-04 1.315e-03 6.363e-04 0.000e+00 4.134e-01 8.542e-01 4.134e-01 
7.9895e-03 1.1147e-02 8.840e+01 2.622e-01 8.866e+01 9.884e-01 0.000e+00 6.454e-04 1.329e-03 6.454e-04 0.000e+00 4.133e-01 8.511e-01 4.133e-01 
8.0475e-03 1.1228e-02 8.775e+01 2.622e-01 8.802e+01 9.883e-01 0.000e+00 6.547e-04 1.344e-03 6.547e-04 0.000e+00 4.133e-01 8.480e-01 4.133e-01 
8.1060e-03 1.1310e-02 8.711e+01 2.621e-01 8.737e+01 9.882e-01 0.000e+00 6.642e-04 1.358e-03 6.642e-04 0.000e+00 4.132e-01 8.449e-01 4.132e-01 
8.1649e-03 1.1392e-02 8.647e+01 2.621e-01 8.674e+01 9.881e-01 0.000e+00 6.738e-04 1.373e-03 6.738e-04 0.000e+00 4.131e-01 8.419e-01 4.131e-01 
8.2242e-03 1.1475e-02 8.584e+01 2.621e-01 8.610e+01 9.880e-01 0.000e+00 6.835e-04 1.388e-03 6.835e-04 0.000e+00 4.131e-01 8.388e-01 4.131e-01 
8.2840e-03 1.1558e-02 8.521e+01 2.620e-01 8.547e+01 9.879e-01 0.000e+00 6.933e-04 1.403e-03 6.933e-04 0.000e+00 4.130e-01 8.357e-01 4.130e-01 
8.3442e-03 1.1642e-02 8.459e+01 2.620e-01 8.485e+01 9.878e-01 0.000e+00 7.033e-04 1.418e-03 7.033e-04 0.000e+00 4.129e-01 8.327e-01 4.129e-01 
8.4049e-03 1.1727e-02 8.397e+01 2.620e-01 8.423e+01 9.878e-01 0.000e+00 7.135e-04 1.434e-03 7.135e-04 0.000e+00 4.129e-01 8.296e-01 4.129e-01 
8.4659e-03 1.1812e-02 8.335e+01 2.620e-01 8.361e+01 9.877e-01 0.000e+00 7.238e-04 1.449e-03 7.238e-04 0.000e+00 4.128e-01 8.266e-01 4.128e-01 
8.5275e-03 1.1898e-02 8.274e+01 2.619e-01 8.300e+01 9.876e-01 0.000e+00 7.342e-04 1.465e-03 7.342e-04 0.000e+00 4.127e-01 8.236e-01 4.127e-01 
8.5894e-03 1.1984e-02 8.214e+01 2.619e-01 8.240e+01 9.875e-01 0.000e+00 7.448e-04 1.481e-03 7.448e-04 0.000e+00 4.127e-01 8.206e-01 4.127e-01 
8.6518e-03 1.2071e-02 8.153e+01 2.619e-01 8.180e+01 9.874e-01 0.000e+00 7.555e-04 1.497e-03 7.555e-04 0.000e+00 4.126e-01 8.176e-01 4.126e-01 
8.7147e-03 1.2159e-02 8.094e+01 2.618e-01 8.120e+01 9.873e-01 0.000e+00 7.664e-04 1.514e-03 7.664e-04 0.000e+00 4.125e-01 8.146e-01 4.125e-01 
8.7781e-03 1.2248e-02 8.034e+01 2.618e-01 8.060e+01 9.872e-01 0.000e+00 7.774e-04 1.530e-03 7.774e-04 0.000e+00 4.124e-01 8.117e-01 4.124e-01 
8.8418e-03 1.2337e-02 7.975e+01 2.618e-01 8.002e+01 9.871e-01 0.000e+00 7.886e-04 1.547e-03 7.886e-04 0.000e+00 4.124e-01 8.087e-01 4.124e-01 
8.9061e-03 1.2426e-02 7.917e+01 2.617e-01 7.943e+01 9.870e-01 0.000e+00 8.000e-04 1.563e-03 8.000e-04 0.000e+00 4.123e-01 8.058e-01 4.123e-01 
8.9708e-03 1.2517e-02 7.859e+01 2.617e-01 7.885e+01 9.869e-01 0.000e+00 8.115e-04 1.580e-03 8.115e-04 0.000e+00 4.122e-01 8.028e-01 4.122e-01 
9.0360e-03 1.2607e-02 7.801e+01 2.617e-01 7.827e+01 9.868e-01 0.000e+00 8.232e-04 1.598e-03 8.232e-04 0.000e+00 4.121e-01 7.999e-01 4.121e-01 
9.1017e-03 1.2699e-02 7.744e+01 2.616e-01 7.770e+01 9.867e-01 0.000e+00 8.351e-04 1.615e-03 8.351e-04 0.000e+00 4.121e-01 7.970e-01 4.121e-01 
9.1678e-03 1.2791e-02 7.687e+01 2.616e-01 7.713e+01 9.866e-01 0.000e+00 8.471e-04 1.633e-03 8.471e-04 0.000e+00 4.120e-01 7.941e-01 4.120e-01 
9.2344e-03 1.2884e-02 7.631e+01 2.616e-01 7.657e+01 9.865e-01 0.000e+00 8.593e-04 1.650e-03 8.593e-04 0.000e+00 4.119e-01 7.912e-01 4.119e-01 
9.3015e-03 1.2978e-02 7.575e+01 2.615e-01 7.601e+01 9.864e-01 0.000e+00 8.717e-04 1.668e-03 8.717e-04 0.000e+00 4.118e-01 7.883e-01 4.118e-01 
9.3691e-03 1.3072e-02 7.519e+01 2.615e-01 7.545e+01 9.863e-01 0.000e+00 8.842e-04 1.687e-03 8.842e-04 0.000e+00 4.118e-01 7.854e-01 4.118e-01 
9.4372e-03 1.3167e-02 7.464e+01 2.615e-01 7.490e+01 9.862e-01 0.000e+00 8.970e-04 1.705e-03 8.970e-04 0.000e+00 4.117e-01 7.825e-01 4.117e-01 
9.5058e-03 1.3263e-02 7.409e+01 2.614e-01 7.435e+01 9.861e-01 0.000e+00 9.099e-04 1.724e-03 9.099e-04 0.000e+00 4.116e-01 7.797e-01 4.116e-01 
9.5749e-03 1.3359e-02 7.355e+01 2.614e-01 7.381e+01 9.860e-01 0.000e+00 9.230e-04 1.742e-03 9.230e-04 0.000e+00 4.115e-01 7.768e-01 4.115e-01 
9.6445e-03 1.3456e-02 7.301e+01 2.614e-01 7.327e+01 9.859e-01 0.000e+00 9.362e-04 1.761e-03 9.362e-04 0.000e+00 4.115e-01 7.740e-01 4.115e-01 
9.7146e-03 1.3554e-02 7.247e+01 2.613e-01 7.273e+01 9.858e-01 0.000e+00 9.497e-04 1.780e-03 9.497e-04 0.000e+00 4.114e-01 7.712e-01 4.114e-01 
9.7852e-03 1.3653e-02 7.194e+01 2.613e-01 7.220e+01 9.857e-01 0.000e+00 9.634e-04 1.800e-03 9.634e-04 0.000e+00 4.113e-01 7.684e-01 4.113e-01 
9.8563e-03 1.3752e-02 7.141e+01 2.613e-01 7.167e+01 9.856e-01 0.000e+00 9.772e-04 1.819e-03 9.772e-04 0.000e+00 4.112e-01 7.656e-01 4.112e-01 
9.9279e-03 1.3852e-02 7.089e+01 2.612e-01 7.115e+01 9.855e-01 0.000e+00 9.913e-04 1.839e-03 9.913e-04 0.000e+00 4.111e-01 7.628e-01 4.111e-01 
1.0000e-02 1.3953e-02 7.037e+01 2.612e-01 7.063e+01 9.854e-01 0.000e+00 1.006e-03 1.859e-03 1.006e-03 0.000e+00 4.110e-01 7.600e-01 4.110e-01 
1.0073e-02 1.4054e-02 6.985e+01 2.611e-01 7.011e+01 9.853e-01 0.000e+00 1.020e-03 1.879e-03 1.020e-03 0.000e+00 4.110e-01 7.572e-01 4.110e-01 
1.0146e-02 1.4156e-02 6.933e+01 2.611e-01 6.960e+01 9.852e-01 0.000e+00 1.035e-03 1.900e-03 1.035e-03 0.000e+00 4.109e-01 7.544e-01 4.109e-01 
1.0220e-02 1.4259e-02 6.883e+01 2.611e-01 6.909e+01 9.851e-01 0.000e+00 1.050e-03 1.921e-03 1.050e-03 0.000e+00 4.108e-01 7.517e-01 4.108e-01 
1.0294e-02 1.4363e-02 6.832e+01 2.610e-01 6.858e+01 9.850e-01 0.000e+00 1.065e-03 1.941e-03 1.065e-03 0.000e+00 4.107e-01 7.489e-01 4.107e-01 
1.0369e-02 1.4467e-02 6.782e+01 2.610e-01 6.808e+01 9.849e-01 0.000e+00 1.080e-03 1.963e-03 1.080e-03 0.000e+00 4.106e-01 7.462e-01 4.106e-01 
1.0444e-02 1.4572e-02 6.732e+01 2.610e-01 6.758e+01 9.848e-01 0.000e+00 1.095e-03 1.984e-03 1.095e-03 0.000e+00 4.105e-01 7.435e-01 4.105e-01 
1.0520e-02 1.4678e-02 6.682e+01 2.609e-01 6.708e+01 9.847e-01 0.000e+00 1.111e-03 2.006e-03 1.111e-03 0.000e+00 4.105e-01 7.408e-01 4.105e-01 
1.0596e-02 1.4785e-02 6.633e+01 2.609e-01 6.659e+01 9.845e-01 0.000e+00 1.127e-03 2.027e-03 1.127e-03 0.000e+00 4.104e-01 7.381e-01 4.104e-01 
1.0673e-02 1.4892e-02 6.584e+01 2.608e-01 6.610e+01 9.844e-01 0.000e+00 1.143e-03 2.049e-03 1.143e-03 0.000e+00 4.103e-01 7.354e-01 4.103e-01 
1.0751e-02 1.5000e-02 6.536e+01 2.608e-01 6.562e+01 9.843e-01 0.000e+00 1.160e-03 2.072e-03 1.160e-03 0.000e+00 4.102e-01 7.327e-01 4.102e-01 
1.0829e-02 1.5109e-02 6.488e+01 2.608e-01 6.514e+01 9.842e-01 0.000e+00 1.177e-03 2.094e-03 1.177e-03 0.000e+00 4.101e-01 7.300e-01 4.101e-01 
1.0908e-02 1.5219e-02 6.440e+01 2.607e-01 6.466e+01 9.841e-01 0.000e+00 1.193e-03 2.117e-03 1.193e-03 0.000e+00 4.100e-01 7.273e-01 4.100e-01 
1.0987e-02 1.5330e-02 6.393e+01 2.607e-01 6.419e+01 9.840e-01 0.000e+00 1.211e-03 2.140e-03 1.211e-03 0.000e+00 4.099e-01 7.247e-01 4.099e-01 
1.1067e-02 1.5441e-02 6.346e+01 2.606e-01 6.372e+01 9.839e-01 0.000e+00 1.228e-03 2.163e-03 1.228e-03 0.000e+00 4.098e-01 7.220e-01 4.098e-01 
1.1147e-02 1.5553e-02 6.299e+01 2.606e-01 6.325e+01 9.837e-01 0.000e+00 1.246e-03 2.187e-03 1.246e-03 0.000e+00 4.097e-01 7.194e-01 4.097e-01 
1.1228e-02 1.5666e-02 6.252e+01 2.606e-01 6.279e+01 9.836e-01 0.000e+00 1.263e-03 2.211e-03 1.263e-03 0.000e+00 4.097e-01 7.168e-01 4.097e-01 
1.1310e-02 1.5780e-02 6.206e+01 2.605e-01 6.233e+01 9.835e-01 0.000e+00 1.282e-03 2.235e-03 1.282e-03 0.000e+00 4.096e-01 7.141e-01 4.096e-01 
1.1392e-02 1.5895e-02 6.161e+01 2.605e-01 6.187e+01 9.834e-01 0.000e+00 1.300e-03 2.259e-03 1.300e-03 0.000e+00 4.095e-01 7.115e-01 4.095e-01 
1.1475e-02 1.6010e-02 6.115e+01 2.604e-01 6.141e+01 9.833e-01 0.000e+00 1.319e-03 2.284e-03 1.319e-03 0.000e+00 4.094e-01 7.089e-01 4.094e-01 
1.1558e-02 1.6127e-02 6.070e+01 2.604e-01 6.096e+01 9.831e-01 0.000e+00 1.338e-03 2.308e-03 1.338e-03 0.000e+00 4.093e-01 7.063e-01 4.093e-01 
1.1642e-02 1.6244e-02 6.026e+01 2.604e-01 6.052e+01 9.830e-01 0.000e+00 1.357e-03 2.334e-03 1.357e-03 0.000e+00 4.092e-01 7.038e-01 4.092e-01 
1.1727e-02 1.6362e-02 5.981e+01 2.603e-01 6.007e+01 9.829e-01 0.000e+00 1.376e-03 2.359e-03 1.376e-03 0.000e+00 4.091e-01 7.012e-01 4.091e-01 
1.1812e-02 1.6481e-02 5.937e+01 2.603e-01 5.963e+01 9.828e-01 0.000e+00 1.396e-03 2.385e-03 1.396e-03 0.000e+00 4.090e-01 6.986e-01 4.090e-01 
1.1898e-02 1.6601e-02 5.893e+01 2.602e-01 5.919e+01 9.826e-01 0.000e+00 1.416e-03 2.410e-03 1.416e-03 0.000e+00 4.089e-01 6.961e-01 4.089e-01 
1.1984e-02 1.6721e-02 5.850e+01 2.602e-01 5.876e+01 9.825e-01 0.000e+00 1.436e-03 2.437e-03 1.436e-03 0.000e+00 4.088e-01 6.935e-01 4.088e-01 
1.2072e-02 1.6843e-02 5.807e+01 2.601e-01 5.833e+01 9.824e-01 0.000e+00 1.457e-03 2.463e-03 1.457e-03 0.000e+00 4.087e-01 6.910e-01 4.087e-01 
1.2159e-02 1.6965e-02 5.764e+01 2.601e-01 5.790e+01 9.823e-01 0.000e+00 1.478e-03 2.490e-03 1.478e-03 0.000e+00 4.086e-01 6.884e-01 4.086e-01 
1.2248e-02 1.7088e-02 5.721e+01 2.601e-01 5.747e+01 9.821e-01 0.000e+00 1.499e-03 2.517e-03 1.499e-03 0.000e+00 4.085e-01 6.859e-01 4.085e-01 
1.2337e-02 1.7213e-02 5.679e+01 2.600e-01 5.705e+01 9.820e-01 0.000e+00 1.520e-03 2.544e-03 1.520e-03 0.000e+00 4.084e-01 6.834e-01 4.084e-01 
1.2426e-02 1.7338e-02 5.637e+01 2.600e-01 5.663e+01 9.819e-01 0.000e+00 1.542e-03 2.572e-03 1.542e-03 0.000e+00 4.083e-01 6.809e-01 4.083e-01 
1.2517e-02 1.7464e-02 5.596e+01 2.599e-01 5.622e+01 9.817e-01 0.000e+00 1.564e-03 2.600e-03 1.564e-03 0.000e+00 4.082e-01 6.784e-01 4.082e-01 
1.2608e-02 1.7591e-02 5.554e+01 2.599e-01 5.580e+01 9.816e-01 0.000e+00 1.587e-03 2.628e-03 1.587e-03 0.000e+00 4.081e-01 6.759e-01 4.081e-01 
1.2699e-02 1.7718e-02 5.513e+01 2.598e-01 5.539e+01 9.815e-01 0.000e+00 1.610e-03 2.657e-03 1.610e-03 0.000e+00 4.080e-01 6.735e-01 4.080e-01 
