      r[a_0]     n[bound]   n[unbound]
6.144212e-06 4.899078e-03 3.800721e-04
6.183945e-06 1.947060e-02 1.510536e-03
6.223935e-06 4.352813e-02 3.376927e-03
6.264184e-06 7.688800e-02 5.964997e-03
6.304693e-06 1.193693e-01 9.260711e-03
6.345463e-06 1.707939e-01 1.325025e-02
6.386498e-06 2.309862e-01 1.791998e-02
6.427798e-06 2.997733e-01 2.325651e-02
6.469365e-06 3.769851e-01 2.924663e-02
6.511200e-06 4.624537e-01 3.587731e-02
6.553306e-06 5.560140e-01 4.313575e-02
6.595685e-06 6.575034e-01 5.100933e-02
6.638337e-06 7.667616e-01 5.948562e-02
6.681266e-06 8.836309e-01 6.855238e-02
6.724472e-06 1.007956e+00 7.819754e-02
6.767957e-06 1.139583e+00 8.840925e-02
6.811724e-06 1.278363e+00 9.917581e-02
6.855773e-06 1.424146e+00 1.104857e-01
6.900108e-06 1.576786e+00 1.223276e-01
6.944729e-06 1.736140e+00 1.346903e-01
6.989639e-06 1.902066e+00 1.475629e-01
7.034839e-06 2.074424e+00 1.609345e-01
7.080331e-06 2.253077e+00 1.747945e-01
7.126118e-06 2.437890e+00 1.891323e-01
7.172201e-06 2.628729e+00 2.039376e-01
7.218581e-06 2.825463e+00 2.192004e-01
7.265262e-06 3.027964e+00 2.349104e-01
7.312245e-06 3.236103e+00 2.510580e-01
7.359531e-06 3.449757e+00 2.676333e-01
7.407123e-06 3.668802e+00 2.846269e-01
7.455023e-06 3.893116e+00 3.020292e-01
7.503233e-06 4.122580e+00 3.198311e-01
7.551754e-06 4.357077e+00 3.380235e-01
7.600589e-06 4.596491e+00 3.565973e-01
7.649740e-06 4.840708e+00 3.755437e-01
7.699209e-06 5.089615e+00 3.948541e-01
7.748998e-06 5.343104e+00 4.145198e-01
7.799109e-06 5.601064e+00 4.345324e-01
7.849543e-06 5.863390e+00 4.548837e-01
7.900304e-06 6.129975e+00 4.755655e-01
7.951393e-06 6.400717e+00 4.965698e-01
8.002813e-06 6.675514e+00 5.178886e-01
8.054565e-06 6.954264e+00 5.395142e-01
8.106652e-06 7.236871e+00 5.614388e-01
8.159075e-06 7.523236e+00 5.836551e-01
8.211838e-06 7.813263e+00 6.061556e-01
8.264942e-06 8.106860e+00 6.289329e-01
8.318389e-06 8.403933e+00 6.519799e-01
8.372182e-06 8.704391e+00 6.752896e-01
8.426322e-06 9.008145e+00 6.988549e-01
8.480813e-06 9.315107e+00 7.226691e-01
8.535656e-06 9.625189e+00 7.467254e-01
8.590854e-06 9.938307e+00 7.710172e-01
8.646409e-06 1.025438e+01 7.955380e-01
8.702323e-06 1.057332e+01 8.202814e-01
8.758599e-06 1.089504e+01 8.452411e-01
8.815238e-06 1.121948e+01 8.704109e-01
8.872244e-06 1.154654e+01 8.957847e-01
8.929618e-06 1.187616e+01 9.213565e-01
8.987364e-06 1.220825e+01 9.471204e-01
9.045483e-06 1.254275e+01 9.730705e-01
9.103978e-06 1.287957e+01 9.992013e-01
9.162851e-06 1.321865e+01 1.025507e+00
9.222104e-06 1.355991e+01 1.051982e+00
9.281741e-06 1.390329e+01 1.078622e+00
9.341764e-06 1.424871e+01 1.105420e+00
9.402175e-06 1.459611e+01 1.132371e+00
9.462976e-06 1.494542e+01 1.159471e+00
9.524170e-06 1.529658e+01 1.186714e+00
9.585761e-06 1.564952e+01 1.214095e+00
9.647749e-06 1.600418e+01 1.241610e+00
9.710139e-06 1.636050e+01 1.269253e+00
9.772932e-06 1.671841e+01 1.297020e+00
9.836131e-06 1.707786e+01 1.324906e+00
9.899738e-06 1.743878e+01 1.352907e+00
9.963757e-06 1.780113e+01 1.381017e+00
1.002819e-05 1.816483e+01 1.409234e+00
1.009304e-05 1.852984e+01 1.437551e+00
1.015831e-05 1.889610e+01 1.465966e+00
1.022400e-05 1.926356e+01 1.494474e+00
1.029012e-05 1.963216e+01 1.523070e+00
1.035666e-05 2.000185e+01 1.551751e+00
1.042363e-05 2.037259e+01 1.580512e+00
1.049104e-05 2.074431e+01 1.609350e+00
1.055888e-05 2.111697e+01 1.638261e+00
1.062716e-05 2.149052e+01 1.667242e+00
1.069589e-05 2.186491e+01 1.696287e+00
1.076505e-05 2.224010e+01 1.725395e+00
1.083467e-05 2.261604e+01 1.754560e+00
1.090473e-05 2.299269e+01 1.783781e+00
1.097525e-05 2.337000e+01 1.813052e+00
1.104623e-05 2.374792e+01 1.842372e+00
1.111766e-05 2.412642e+01 1.871735e+00
1.118955e-05 2.450544e+01 1.901141e+00
1.126191e-05 2.488496e+01 1.930584e+00
1.133474e-05 2.526493e+01 1.960062e+00
1.140804e-05 2.564531e+01 1.989571e+00
1.148181e-05 2.602605e+01 2.019110e+00
1.155606e-05 2.640713e+01 2.048674e+00
1.163079e-05 2.678851e+01 2.078261e+00
1.170601e-05 2.717014e+01 2.107868e+00
1.178171e-05 2.755199e+01 2.137492e+00
1.185790e-05 2.793403e+01 2.167131e+00
1.193458e-05 2.831621e+01 2.196781e+00
1.201176e-05 2.869852e+01 2.226440e+00
1.208943e-05 2.908090e+01 2.256106e+00
1.216761e-05 2.946333e+01 2.285775e+00
1.224630e-05 2.984579e+01 2.315446e+00
1.232549e-05 3.022822e+01 2.345115e+00
1.240520e-05 3.061061e+01 2.374781e+00
1.248542e-05 3.099292e+01 2.404441e+00
1.256616e-05 3.137513e+01 2.434093e+00
1.264742e-05 3.175720e+01 2.463734e+00
1.272921e-05 3.213910e+01 2.493362e+00
1.281152e-05 3.252081e+01 2.522975e+00
1.289437e-05 3.290230e+01 2.552571e+00
1.297776e-05 3.328354e+01 2.582148e+00
1.306168e-05 3.366450e+01 2.611703e+00
1.314615e-05 3.404517e+01 2.641235e+00
1.323116e-05 3.442550e+01 2.670742e+00
1.331672e-05 3.480549e+01 2.700222e+00
1.340284e-05 3.518510e+01 2.729672e+00
1.348951e-05 3.556431e+01 2.759091e+00
1.357674e-05 3.594309e+01 2.788477e+00
1.366454e-05 3.632143e+01 2.817829e+00
1.375290e-05 3.669930e+01 2.847144e+00
1.384184e-05 3.707667e+01 2.876421e+00
1.393135e-05 3.745354e+01 2.905658e+00
1.402144e-05 3.782986e+01 2.934854e+00
1.411212e-05 3.820564e+01 2.964006e+00
1.420337e-05 3.858083e+01 2.993114e+00
1.429522e-05 3.895544e+01 3.022176e+00
1.438767e-05 3.932942e+01 3.051190e+00
1.448071e-05 3.970277e+01 3.080154e+00
1.457435e-05 4.007547e+01 3.109069e+00
1.466860e-05 4.044750e+01 3.137931e+00
1.476346e-05 4.081884e+01 3.166739e+00
1.485893e-05 4.118948e+01 3.195493e+00
1.495502e-05 4.155939e+01 3.224191e+00
1.505173e-05 4.192856e+01 3.252832e+00
1.514906e-05 4.229698e+01 3.281413e+00
1.524703e-05 4.266462e+01 3.309935e+00
1.534563e-05 4.303148e+01 3.338396e+00
1.544486e-05 4.339753e+01 3.366795e+00
1.554474e-05 4.376277e+01 3.395130e+00
1.564527e-05 4.412717e+01 3.423401e+00
1.574644e-05 4.449073e+01 3.451606e+00
1.584827e-05 4.485343e+01 3.479744e+00
1.595075e-05 4.521526e+01 3.507815e+00
1.605390e-05 4.557620e+01 3.535817e+00
1.615772e-05 4.593624e+01 3.563749e+00
1.626221e-05 4.629537e+01 3.591611e+00
1.636737e-05 4.665358e+01 3.619401e+00
1.647321e-05 4.701086e+01 3.647118e+00
1.657974e-05 4.736718e+01 3.674762e+00
1.668696e-05 4.772255e+01 3.702331e+00
1.679487e-05 4.807695e+01 3.729826e+00
1.690348e-05 4.843037e+01 3.757244e+00
1.701279e-05 4.878280e+01 3.784586e+00
1.712280e-05 4.913423e+01 3.811850e+00
1.723353e-05 4.948465e+01 3.839036e+00
1.734498e-05 4.983406e+01 3.866143e+00
1.745714e-05 5.018243e+01 3.893170e+00
1.757003e-05 5.052976e+01 3.920116e+00
1.768365e-05 5.087605e+01 3.946981e+00
1.779801e-05 5.122129e+01 3.973765e+00
1.791310e-05 5.156546e+01 4.000466e+00
1.802894e-05 5.190856e+01 4.027084e+00
1.814553e-05 5.225058e+01 4.053618e+00
1.826288e-05 5.259152e+01 4.080068e+00
1.838098e-05 5.293136e+01 4.106433e+00
1.849984e-05 5.327011e+01 4.132713e+00
